company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,customerdeposits,employeebenefitassets,goodwill,grossppe,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2008.0,FY,,2008-12-31,2010-02-26 15:29:54+00:00,1297000000.0,1066000000.0,16723000000.0,-452000000.0,1154000000.0,411000000.0,,7298000000.0,46000000.0,634000000.0,254000000.0,,76000000.0,49710000000.0,15536000000.0,1173000000.0,32987000000.0,17000000.0,,7917000000.0,2184000000.0,,496000000.0,3329000000.0,,336000000.0,,8317000000.0,1296000000.0,,,,61000000.0,,3847000000.0,447000000.0,583000000.0,45155000000.0,10693000000.0,3775000000.0,6297000000.0,10693000000.0,10710000000.0,34384000000.0,45155000000.0,8393000000.0,28087000000.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2009.0,FY,,2009-12-31,2011-02-25 13:48:40+00:00,1158000000.0,1050000000.0,17340000000.0,-374000000.0,4163000000.0,490000000.0,,9063000000.0,547000000.0,632000000.0,256000000.0,,76000000.0,51684000000.0,15757000000.0,1661000000.0,34344000000.0,,,6420000000.0,2189000000.0,,645000000.0,1051000000.0,,363000000.0,,9172000000.0,1291000000.0,,,,61000000.0,,4451000000.0,1867000000.0,363000000.0,48348000000.0,13140000000.0,4756000000.0,5327000000.0,13140000000.0,13140000000.0,35147000000.0,48348000000.0,9248000000.0,29820000000.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2009.0,Q3,,2009-09-30,2009-10-30 12:45:35+00:00,1004000000.0,1029000000.0,17337000000.0,-404000000.0,1197000000.0,877000000.0,,9061000000.0,,470000000.0,265000000.0,,76000000.0,51158000000.0,15713000000.0,1567000000.0,33821000000.0,0.0,,8725000000.0,2168000000.0,,447000000.0,1369000000.0,,339000000.0,,8817000000.0,1278000000.0,,,,61000000.0,,4407000000.0,1540000000.0,559000000.0,47193000000.0,13064000000.0,4479000000.0,4987000000.0,13064000000.0,13064000000.0,34068000000.0,47193000000.0,8893000000.0,29081000000.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2010.0,FY,,2010-12-31,2012-02-28 11:42:07+00:00,1061000000.0,1923000000.0,18066000000.0,-381000000.0,4565000000.0,294000000.0,0.0,9161000000.0,389000000.0,702000000.0,273000000.0,,76000000.0,53740000000.0,15502000000.0,1448000000.0,35674000000.0,0.0,,7359000000.0,1893000000.0,,401000000.0,1529000000.0,,298000000.0,,9689000000.0,936000000.0,,,145000000.0,60000000.0,,4842000000.0,2655000000.0,416000000.0,50455000000.0,13622000000.0,5016000000.0,6518000000.0,13622000000.0,13622000000.0,36773000000.0,50455000000.0,9765000000.0,30255000000.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2010.0,Q3,,2010-09-30,2010-11-01 16:45:22+00:00,884000000.0,1816000000.0,17929000000.0,-364000000.0,1296000000.0,1090000000.0,,9133000000.0,165000000.0,470000000.0,264000000.0,,76000000.0,52927000000.0,15995000000.0,1409000000.0,34998000000.0,0.0,,10037000000.0,1729000000.0,,615000000.0,1512000000.0,,266000000.0,,9397000000.0,971000000.0,,,,60000000.0,,4887000000.0,2752000000.0,326000000.0,49892000000.0,13656000000.0,5421000000.0,6148000000.0,13656000000.0,13656000000.0,36176000000.0,49892000000.0,9473000000.0,30028000000.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2010.0,Q2,,2010-06-30,2010-07-30 13:31:45+00:00,863000000.0,1847000000.0,17682000000.0,-372000000.0,1280000000.0,838000000.0,,9108000000.0,653000000.0,570000000.0,266000000.0,,76000000.0,52400000000.0,16305000000.0,1577000000.0,34718000000.0,1000000.0,,9688000000.0,2107000000.0,,330000000.0,1252000000.0,,311000000.0,,9350000000.0,1449000000.0,,,,60000000.0,,4533000000.0,2516000000.0,548000000.0,49937000000.0,13269000000.0,5793000000.0,5778000000.0,13269000000.0,13270000000.0,36607000000.0,49937000000.0,9426000000.0,30829000000.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2010.0,Q1,,2010-03-31,2010-04-30 16:15:15+00:00,954000000.0,1656000000.0,17487000000.0,-364000000.0,1264000000.0,818000000.0,,9091000000.0,460000000.0,621000000.0,261000000.0,,76000000.0,52013000000.0,16281000000.0,1566000000.0,34526000000.0,0.0,,9592000000.0,2153000000.0,,455000000.0,1071000000.0,,292000000.0,,9507000000.0,1435000000.0,,,,61000000.0,,4597000000.0,2316000000.0,561000000.0,49625000000.0,13324000000.0,5516000000.0,5515000000.0,13324000000.0,13324000000.0,36240000000.0,49625000000.0,9583000000.0,30725000000.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2011.0,FY,,2011-12-31,2013-02-26 14:40:37+00:00,1095000000.0,1834000000.0,18699000000.0,-470000000.0,4667000000.0,221000000.0,0.0,9244000000.0,,717000000.0,289000000.0,,76000000.0,55670000000.0,15083000000.0,1292000000.0,36971000000.0,1000000.0,,8227000000.0,1801000000.0,,325000000.0,1140000000.0,,287000000.0,,10994000000.0,1169000000.0,,,216000000.0,,,5890000000.0,3083000000.0,294000000.0,52223000000.0,14664000000.0,4182000000.0,6611000000.0,14664000000.0,14665000000.0,37558000000.0,52223000000.0,11070000000.0,30947000000.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2011.0,Q3,,2011-09-30,2011-10-28 11:33:06+00:00,1003000000.0,1860000000.0,18680000000.0,-380000000.0,4670000000.0,546000000.0,0.0,9223000000.0,78000000.0,501000000.0,280000000.0,,76000000.0,55097000000.0,15183000000.0,1173000000.0,36417000000.0,,,8108000000.0,1718000000.0,,304000000.0,1117000000.0,,237000000.0,,10320000000.0,1111000000.0,,,173000000.0,60000000.0,,5810000000.0,2546000000.0,240000000.0,51187000000.0,14653000000.0,4374000000.0,5684000000.0,14653000000.0,14653000000.0,36474000000.0,51187000000.0,10396000000.0,30790000000.0
American Electric Power Company Inc,AEP,1B4S6S7G0TW5EE83BO58,4904,2011.0,Q2,,2011-06-30,2011-07-29 14:53:58+00:00,969000000.0,1866000000.0,18605000000.0,-362000000.0,4675000000.0,417000000.0,0.0,9198000000.0,331000000.0,597000000.0,284000000.0,,76000000.0,54669000000.0,15564000000.0,1305000000.0,36064000000.0,,,7716000000.0,1790000000.0,,352000000.0,1036000000.0,,291000000.0,,9858000000.0,1121000000.0,,,172000000.0,60000000.0,,5103000000.0,2710000000.0,311000000.0,50752000000.0,13939000000.0,4754000000.0,5887000000.0,13939000000.0,13939000000.0,36753000000.0,50752000000.0,9934000000.0,30866000000.0
