company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2007.0,FY,2007-01-01,2007-12-31,2010-02-24 17:30:01+00:00,,327000000.0,,0.0,-25000000.0,103000000.0,0.0,-448000000.0,-335000000.0,732000000.0,-448000000.0,-335000000.0,732000000.0,-51000000.0,300000000.0,300000000.0,130000000.0,32000000.0,-147000000.0,-40000000.0,-529000000.0,-22000000.0,-382000000.0,202000000.0,
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2008.0,Q4,2008-10-01,2008-12-31,,38000000.0,68000000.0,,1000000.0,295000000.0,1000000.0,-42000000.0,-80000000.0,-231000000.0,360000000.0,-80000000.0,-231000000.0,360000000.0,50000000.0,-2000000.0,-2000000.0,-1000000.0,-29000000.0,-32000000.0,-38000000.0,-206000000.0,-7000000.0,,337000000.0,-333000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2008.0,FY,2008-01-01,2008-12-31,2011-02-23 08:53:11+00:00,,267000000.0,,1000000.0,53000000.0,39000000.0,0.0,-779000000.0,-376000000.0,653000000.0,-779000000.0,-376000000.0,653000000.0,-501000000.0,346000000.0,346000000.0,-13000000.0,-31000000.0,-135000000.0,-38000000.0,-644000000.0,-182000000.0,-501000000.0,337000000.0,
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2008.0,Q3,2008-07-01,2008-09-30,,,67000000.0,,-1000000.0,47000000.0,-1000000.0,-21000000.0,-287000000.0,-151000000.0,214000000.0,-287000000.0,-151000000.0,214000000.0,-225000000.0,100000000.0,100000000.0,,-1000000.0,-34000000.0,,-154000000.0,,-231000000.0,,4000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-23 16:52:48+00:00,-38000000.0,199000000.0,,,-242000000.0,38000000.0,42000000.0,-699000000.0,-145000000.0,293000000.0,-699000000.0,-145000000.0,293000000.0,-551000000.0,348000000.0,348000000.0,-12000000.0,-2000000.0,-103000000.0,,-438000000.0,-175000000.0,-501000000.0,,333000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-30 15:57:56+00:00,-38000000.0,132000000.0,0.0,1000000.0,-289000000.0,39000000.0,63000000.0,-412000000.0,6000000.0,79000000.0,-412000000.0,6000000.0,79000000.0,-326000000.0,248000000.0,248000000.0,-12000000.0,-1000000.0,-69000000.0,,-284000000.0,-175000000.0,-270000000.0,0.0,329000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2009.0,Q4,2009-10-01,2009-12-31,,,71000000.0,,-1000000.0,-128000000.0,2000000.0,228000000.0,92000000.0,-56000000.0,90000000.0,92000000.0,-56000000.0,90000000.0,125000000.0,-32000000.0,-32000000.0,179000000.0,51000000.0,-32000000.0,-68000000.0,-44000000.0,-85000000.0,-21000000.0,30000000.0,-25000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2009.0,FY,2009-01-01,2009-12-31,2012-02-22 09:12:22+00:00,,274000000.0,,-1000000.0,169000000.0,17000000.0,251000000.0,18000000.0,-369000000.0,758000000.0,18000000.0,-369000000.0,758000000.0,406000000.0,136000000.0,136000000.0,179000000.0,-13000000.0,-128000000.0,-68000000.0,-318000000.0,-101000000.0,-21000000.0,30000000.0,
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-10-23 16:52:48+00:00,0.0,203000000.0,,,297000000.0,15000000.0,23000000.0,-74000000.0,-313000000.0,668000000.0,-74000000.0,-313000000.0,668000000.0,281000000.0,168000000.0,168000000.0,0.0,-64000000.0,-96000000.0,,-274000000.0,-16000000.0,0.0,,25000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2009.0,Q3TTM,2008-10-01,2009-09-30,,38000000.0,271000000.0,,1000000.0,592000000.0,16000000.0,-19000000.0,-154000000.0,-544000000.0,1028000000.0,-154000000.0,-544000000.0,1028000000.0,331000000.0,166000000.0,166000000.0,-1000000.0,-93000000.0,-128000000.0,-38000000.0,-480000000.0,-23000000.0,,337000000.0,-308000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2009.0,Q3,2009-07-01,2009-09-30,,,69000000.0,,,161000000.0,6000000.0,14000000.0,-26000000.0,-87000000.0,331000000.0,-26000000.0,-87000000.0,331000000.0,218000000.0,101000000.0,101000000.0,,-21000000.0,-32000000.0,,-66000000.0,-14000000.0,,,
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2009.0,Q2TTM,2008-07-01,2009-06-30,,38000000.0,269000000.0,,,478000000.0,9000000.0,-54000000.0,-415000000.0,-608000000.0,911000000.0,-415000000.0,-608000000.0,911000000.0,-112000000.0,165000000.0,165000000.0,-1000000.0,-73000000.0,-130000000.0,-38000000.0,-568000000.0,-9000000.0,-231000000.0,337000000.0,-304000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2009.0,Q2YTD,2009-01-01,2009-06-30,2009-07-30 15:57:56+00:00,0.0,134000000.0,0.0,0.0,136000000.0,9000000.0,9000000.0,-48000000.0,-226000000.0,337000000.0,-48000000.0,-226000000.0,337000000.0,63000000.0,67000000.0,67000000.0,0.0,-43000000.0,-64000000.0,,-208000000.0,-2000000.0,0.0,0.0,25000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2009.0,Q2,2009-04-01,2009-06-30,,,67000000.0,,,123000000.0,4000000.0,3000000.0,-27000000.0,-118000000.0,255000000.0,-27000000.0,-118000000.0,255000000.0,110000000.0,65000000.0,65000000.0,,-43000000.0,-32000000.0,20000000.0,-96000000.0,-2000000.0,,-24000000.0,25000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2009.0,Q1,2009-01-01,2009-03-31,2010-04-26 17:30:30+00:00,,67000000.0,,,13000000.0,5000000.0,6000000.0,-21000000.0,-108000000.0,82000000.0,-21000000.0,-108000000.0,82000000.0,-47000000.0,2000000.0,2000000.0,,,-32000000.0,-20000000.0,-112000000.0,,0.0,24000000.0,
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2010.0,Q4,2010-10-01,2010-12-31,,-190000000.0,68000000.0,,,30000000.0,77000000.0,497000000.0,-285000000.0,-119000000.0,278000000.0,-285000000.0,-119000000.0,278000000.0,-126000000.0,8000000.0,8000000.0,172000000.0,181000000.0,-31000000.0,,-112000000.0,-616000000.0,-212000000.0,2000000.0,
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 16:46:34+00:00,-190000000.0,280000000.0,,1000000.0,-304000000.0,118000000.0,498000000.0,-411000000.0,-442000000.0,575000000.0,-411000000.0,-442000000.0,575000000.0,-277000000.0,427000000.0,427000000.0,172000000.0,-15000000.0,-127000000.0,0.0,-250000000.0,-620000000.0,-280000000.0,13000000.0,
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-11-01 16:49:34+00:00,,212000000.0,,1000000.0,-334000000.0,41000000.0,1000000.0,-126000000.0,-323000000.0,297000000.0,-126000000.0,-323000000.0,297000000.0,-151000000.0,419000000.0,419000000.0,,-196000000.0,-96000000.0,,-138000000.0,-4000000.0,-68000000.0,11000000.0,
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2010.0,Q3TTM,2009-10-01,2010-09-30,,,283000000.0,,,-462000000.0,43000000.0,229000000.0,-34000000.0,-379000000.0,387000000.0,-34000000.0,-379000000.0,387000000.0,-26000000.0,387000000.0,387000000.0,179000000.0,-145000000.0,-128000000.0,-68000000.0,-182000000.0,-89000000.0,-89000000.0,41000000.0,-25000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2010.0,Q3,2010-07-01,2010-09-30,,,73000000.0,,,73000000.0,8000000.0,,-43000000.0,-66000000.0,316000000.0,-43000000.0,-66000000.0,316000000.0,207000000.0,170000000.0,170000000.0,,-7000000.0,-32000000.0,,-59000000.0,-4000000.0,-15000000.0,,
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-08-03 15:41:07+00:00,,139000000.0,,1000000.0,-407000000.0,33000000.0,1000000.0,-83000000.0,-257000000.0,-19000000.0,-83000000.0,-257000000.0,-19000000.0,-358000000.0,249000000.0,249000000.0,,-189000000.0,-64000000.0,,-79000000.0,0.0,-53000000.0,11000000.0,
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2010.0,Q2TTM,2009-07-01,2010-06-30,,,279000000.0,,,-374000000.0,41000000.0,243000000.0,-17000000.0,-400000000.0,402000000.0,-17000000.0,-400000000.0,402000000.0,-15000000.0,318000000.0,318000000.0,179000000.0,-159000000.0,-128000000.0,-68000000.0,-189000000.0,-99000000.0,-74000000.0,41000000.0,-25000000.0
