company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,cashandequivalents,commonequity,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2011.0,Q2,,2011-06-30,2011-08-02 17:29:48+00:00,1037000000.0,884000000.0,5206000000.0,-423000000.0,634000000.0,877000000.0,379000000.0,8125000000.0,,1446000000.0,748000000.0,2919000000.0,,245000000.0,1192000000.0,42000000.0,0.0,0.0,308000000.0,132000000.0,0.0,0.0,3244000000.0,155000000.0,200000000.0,6114000000.0,1907000000.0,2508000000.0,1192000000.0,1907000000.0,1907000000.0,4207000000.0,6114000000.0,687000000.0,3015000000.0,-1791000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2011.0,Q1,,2011-03-31,2011-05-03 14:03:29+00:00,1048000000.0,888000000.0,5124000000.0,-417000000.0,640000000.0,856000000.0,378000000.0,8010000000.0,,1596000000.0,675000000.0,2886000000.0,,226000000.0,1182000000.0,31000000.0,0.0,0.0,311000000.0,133000000.0,0.0,0.0,3066000000.0,7000000.0,200000000.0,6009000000.0,1817000000.0,2434000000.0,1055000000.0,1817000000.0,1817000000.0,4192000000.0,6009000000.0,689000000.0,3137000000.0,-1688000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2012.0,FY,,2012-12-31,2014-02-28 16:45:42+00:00,1360000000.0,997000000.0,5500000000.0,123000000.0,249000000.0,1711000000.0,2644000000.0,9681000000.0,1849000000.0,4779000000.0,1260000000.0,4181000000.0,85000000.0,182000000.0,1856000000.0,193000000.0,,,337000000.0,501000000.0,,,3038000000.0,4000000.0,,11710000000.0,2943000000.0,2699000000.0,1364000000.0,2943000000.0,3028000000.0,8682000000.0,11710000000.0,4830000000.0,7318000000.0,-1929000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2012.0,Q3,,2012-09-30,2012-10-31 16:42:47+00:00,1344000000.0,1072000000.0,5467000000.0,109000000.0,237000000.0,1691000000.0,2367000000.0,9580000000.0,1882000000.0,4865000000.0,1269000000.0,4113000000.0,,71000000.0,1644000000.0,95000000.0,,,610000000.0,591000000.0,,,3139000000.0,120000000.0,0.0,11645000000.0,3010000000.0,2673000000.0,1464000000.0,3010000000.0,3010000000.0,8635000000.0,11645000000.0,4859000000.0,7171000000.0,-1929000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2012.0,Q2,,2012-06-30,2012-08-02 15:28:59+00:00,894000000.0,802000000.0,5374000000.0,90000000.0,3000000000.0,938000000.0,404000000.0,8509000000.0,,3830000000.0,775000000.0,3135000000.0,,229000000.0,1382000000.0,53000000.0,,,397000000.0,103000000.0,,,3024000000.0,5000000.0,0.0,8566000000.0,2123000000.0,4630000000.0,899000000.0,2123000000.0,2123000000.0,6443000000.0,8566000000.0,801000000.0,5544000000.0,-1929000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2012.0,Q1,,2012-03-31,2012-05-10 11:38:54+00:00,846000000.0,808000000.0,5343000000.0,153000000.0,569000000.0,920000000.0,408000000.0,8479000000.0,,1444000000.0,768000000.0,3136000000.0,,223000000.0,1395000000.0,39000000.0,,,383000000.0,107000000.0,,,2882000000.0,151000000.0,80000000.0,6191000000.0,2025000000.0,2264000000.0,997000000.0,2025000000.0,2025000000.0,4166000000.0,6191000000.0,791000000.0,3169000000.0,-1930000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2013.0,FY,,2013-12-31,2015-02-27 11:58:08+00:00,1470000000.0,1088000000.0,5668000000.0,171000000.0,237000000.0,1780000000.0,2637000000.0,9958000000.0,1781000000.0,4254000000.0,1264000000.0,4290000000.0,79000000.0,496000000.0,1297000000.0,251000000.0,,,297000000.0,453000000.0,,,4012000000.0,0.0,,11845000000.0,3796000000.0,2840000000.0,1470000000.0,3796000000.0,3875000000.0,7970000000.0,11845000000.0,4715000000.0,6500000000.0,-2167000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2013.0,Q3,,2013-09-30,2013-10-28 17:06:27+00:00,1323000000.0,1148000000.0,5655000000.0,147000000.0,222000000.0,1765000000.0,2634000000.0,9872000000.0,1801000000.0,4429000000.0,1274000000.0,4217000000.0,81000000.0,204000000.0,1624000000.0,123000000.0,,,308000000.0,478000000.0,,,3718000000.0,0.0,,11727000000.0,3588000000.0,2767000000.0,1323000000.0,3588000000.0,3669000000.0,8058000000.0,11727000000.0,4743000000.0,6735000000.0,-2042000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2013.0,Q2,,2013-06-30,2013-08-05 15:23:27+00:00,1309000000.0,1226000000.0,5570000000.0,90000000.0,234000000.0,1751000000.0,2620000000.0,9747000000.0,1820000000.0,4679000000.0,1286000000.0,4177000000.0,83000000.0,97000000.0,1827000000.0,92000000.0,,,307000000.0,477000000.0,,,3456000000.0,0.0,,11762000000.0,3290000000.0,2838000000.0,1309000000.0,3290000000.0,3373000000.0,8389000000.0,11762000000.0,4747000000.0,7080000000.0,-2007000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2013.0,Q1,,2013-03-31,2013-04-30 15:28:28+00:00,1289000000.0,1172000000.0,5530000000.0,85000000.0,178000000.0,1742000000.0,2635000000.0,9684000000.0,1842000000.0,4779000000.0,1301000000.0,4154000000.0,83000000.0,104000000.0,1840000000.0,86000000.0,,,319000000.0,483000000.0,,,3239000000.0,4000000.0,,11687000000.0,3105000000.0,2737000000.0,1293000000.0,3105000000.0,3188000000.0,8499000000.0,11687000000.0,4796000000.0,7206000000.0,-1961000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2014.0,FY,,2014-12-31,2015-11-03 12:09:18+00:00,1721000000.0,1200000000.0,5939000000.0,-277000000.0,214000000.0,1819000000.0,4486000000.0,11026000000.0,2905000000.0,7248000000.0,1509000000.0,5087000000.0,80000000.0,946000000.0,1498000000.0,250000000.0,,,421000000.0,768000000.0,,,4545000000.0,301000000.0,,16072000000.0,3510000000.0,3173000000.0,2022000000.0,3510000000.0,3590000000.0,12482000000.0,16072000000.0,7812000000.0,10460000000.0,-2577000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2014.0,Q3,,2014-09-30,2014-11-04 16:04:55+00:00,1398000000.0,1126000000.0,5878000000.0,78000000.0,212000000.0,1812000000.0,2716000000.0,10230000000.0,1808000000.0,4563000000.0,1358000000.0,4352000000.0,78000000.0,573000000.0,1242000000.0,194000000.0,,,369000000.0,380000000.0,,,4588000000.0,0.0,,12135000000.0,3901000000.0,2890000000.0,1398000000.0,3901000000.0,3979000000.0,8156000000.0,12135000000.0,4893000000.0,6758000000.0,-2577000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2014.0,Q2,,2014-06-30,2014-07-30 17:11:48+00:00,1274000000.0,1226000000.0,5804000000.0,173000000.0,175000000.0,1805000000.0,2701000000.0,10147000000.0,1881000000.0,4773000000.0,1354000000.0,4343000000.0,77000000.0,572000000.0,1272000000.0,231000000.0,,,327000000.0,388000000.0,,,4431000000.0,0.0,,12238000000.0,3882000000.0,2986000000.0,1274000000.0,3882000000.0,3959000000.0,8279000000.0,12238000000.0,4909000000.0,7005000000.0,-2527000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2014.0,Q1,,2014-03-31,2014-04-29 16:04:48+00:00,1259000000.0,1167000000.0,5769000000.0,168000000.0,185000000.0,1797000000.0,2636000000.0,10070000000.0,1738000000.0,4635000000.0,1377000000.0,4301000000.0,79000000.0,546000000.0,1301000000.0,220000000.0,,,323000000.0,398000000.0,,,4191000000.0,0.0,,11947000000.0,3729000000.0,2949000000.0,1259000000.0,3729000000.0,3808000000.0,8139000000.0,11947000000.0,4697000000.0,6880000000.0,-2427000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2015.0,FY,,2015-12-31,2017-02-27 14:41:34+00:00,1625000000.0,1038000000.0,6104000000.0,-390000000.0,293000000.0,1865000000.0,4518000000.0,11234000000.0,2650000000.0,6577000000.0,1479000000.0,5130000000.0,80000000.0,928000000.0,1297000000.0,68000000.0,,,404000000.0,701000000.0,,,5146000000.0,431000000.0,,15580000000.0,3941000000.0,2878000000.0,2056000000.0,3941000000.0,4021000000.0,11559000000.0,15580000000.0,7572000000.0,9503000000.0,-2680000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2015.0,Q3,,2015-09-30,2015-11-03 12:09:18+00:00,1549000000.0,1120000000.0,6007000000.0,-446000000.0,309000000.0,1858000000.0,4482000000.0,11052000000.0,2718000000.0,7029000000.0,1484000000.0,5045000000.0,79000000.0,1004000000.0,1380000000.0,269000000.0,,,453000000.0,711000000.0,,,5090000000.0,251000000.0,,15880000000.0,3877000000.0,3182000000.0,1800000000.0,3877000000.0,3956000000.0,11924000000.0,15880000000.0,7653000000.0,10124000000.0,-2625000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2015.0,Q2,,2015-06-30,2015-07-30 15:06:12+00:00,1570000000.0,1188000000.0,5934000000.0,-363000000.0,268000000.0,1842000000.0,4474000000.0,10945000000.0,2777000000.0,7072000000.0,1439000000.0,5011000000.0,81000000.0,962000000.0,1490000000.0,272000000.0,,,457000000.0,696000000.0,,,4893000000.0,251000000.0,,15886000000.0,3764000000.0,3167000000.0,1821000000.0,3764000000.0,3845000000.0,12041000000.0,15886000000.0,7708000000.0,10220000000.0,-2608000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2015.0,Q1,,2015-03-31,2015-05-05 15:21:31+00:00,1413000000.0,1216000000.0,5928000000.0,-441000000.0,196000000.0,1831000000.0,4419000000.0,10885000000.0,2821000000.0,7293000000.0,1447000000.0,4957000000.0,79000000.0,1023000000.0,1488000000.0,307000000.0,,,471000000.0,744000000.0,,,4656000000.0,351000000.0,,15834000000.0,3443000000.0,3166000000.0,1764000000.0,3443000000.0,3522000000.0,12312000000.0,15834000000.0,7711000000.0,10548000000.0,-2603000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2016.0,FY,,2016-12-31,2018-03-01 11:46:41+00:00,1512000000.0,1211000000.0,6423000000.0,-281000000.0,181000000.0,1917000000.0,4461000000.0,11699000000.0,2479000000.0,6311000000.0,1404000000.0,5276000000.0,76000000.0,1206000000.0,1018000000.0,70000000.0,,,375000000.0,519000000.0,,,5721000000.0,283000000.0,,15457000000.0,4532000000.0,2866000000.0,1795000000.0,4532000000.0,4608000000.0,10849000000.0,15457000000.0,7315000000.0,9054000000.0,-2825000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2016.0,Q3,,2016-09-30,2016-11-04 11:23:33+00:00,1531000000.0,1163000000.0,6367000000.0,-348000000.0,207000000.0,1909000000.0,4474000000.0,11564000000.0,2543000000.0,5933000000.0,1471000000.0,5197000000.0,75000000.0,1022000000.0,1239000000.0,59000000.0,,,375000000.0,573000000.0,,,5680000000.0,675000000.0,,15489000000.0,4441000000.0,2900000000.0,2206000000.0,4441000000.0,4516000000.0,10973000000.0,15489000000.0,7392000000.0,8767000000.0,-2800000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2016.0,Q2,,2016-06-30,2016-08-03 13:48:48+00:00,1467000000.0,1177000000.0,6278000000.0,-311000000.0,240000000.0,1894000000.0,4520000000.0,11440000000.0,2585000000.0,6082000000.0,1445000000.0,5162000000.0,78000000.0,1014000000.0,1276000000.0,68000000.0,,,385000000.0,568000000.0,,,5517000000.0,722000000.0,,15582000000.0,4375000000.0,2930000000.0,2189000000.0,4375000000.0,4453000000.0,11129000000.0,15582000000.0,7490000000.0,8940000000.0,-2725000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2016.0,Q1,,2016-03-31,2016-05-05 14:10:47+00:00,1334000000.0,1106000000.0,6210000000.0,-305000000.0,202000000.0,1879000000.0,4527000000.0,11395000000.0,2637000000.0,6565000000.0,1493000000.0,5185000000.0,81000000.0,939000000.0,1294000000.0,62000000.0,,,404000000.0,686000000.0,,,5330000000.0,513000000.0,,15616000000.0,4204000000.0,2863000000.0,1847000000.0,4204000000.0,4285000000.0,11331000000.0,15616000000.0,7568000000.0,9484000000.0,-2700000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2017.0,FY,,2017-12-31,2019-02-27 17:08:47+00:00,1589000000.0,1386000000.0,6763000000.0,-209000000.0,191000000.0,1985000000.0,4527000000.0,12370000000.0,2373000000.0,6147000000.0,1509000000.0,5607000000.0,77000000.0,893000000.0,963000000.0,57000000.0,,,349000000.0,534000000.0,,,6802000000.0,393000000.0,,15999000000.0,5403000000.0,3143000000.0,1982000000.0,5403000000.0,5480000000.0,10519000000.0,15999000000.0,7249000000.0,8537000000.0,-3175000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2017.0,Q3,,2017-09-30,2017-11-02 08:25:12+00:00,1402000000.0,1425000000.0,6660000000.0,-238000000.0,195000000.0,1970000000.0,4520000000.0,12145000000.0,2404000000.0,6325000000.0,1576000000.0,5485000000.0,76000000.0,1349000000.0,989000000.0,49000000.0,,,370000000.0,491000000.0,,,6391000000.0,369000000.0,,16024000000.0,5023000000.0,3245000000.0,1771000000.0,5023000000.0,5099000000.0,10925000000.0,16024000000.0,7294000000.0,9154000000.0,-3100000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2017.0,Q2,,2017-06-30,2017-08-04 09:50:49+00:00,1384000000.0,1437000000.0,6563000000.0,-286000000.0,222000000.0,1956000000.0,4507000000.0,11966000000.0,2433000000.0,6669000000.0,1540000000.0,5403000000.0,78000000.0,1286000000.0,1004000000.0,63000000.0,,,359000000.0,519000000.0,,,6142000000.0,212000000.0,,15964000000.0,4812000000.0,3262000000.0,1596000000.0,4812000000.0,4890000000.0,11074000000.0,15964000000.0,7299000000.0,9478000000.0,-3000000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2017.0,Q1,,2017-03-31,2017-05-05 08:39:22+00:00,1332000000.0,1405000000.0,6459000000.0,-306000000.0,197000000.0,1932000000.0,4484000000.0,11780000000.0,2434000000.0,6578000000.0,1495000000.0,5321000000.0,76000000.0,1269000000.0,1009000000.0,68000000.0,,,351000000.0,535000000.0,,,5925000000.0,305000000.0,,15755000000.0,4651000000.0,3165000000.0,1637000000.0,4651000000.0,4727000000.0,11028000000.0,15755000000.0,7269000000.0,9391000000.0,-2900000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2018.0,FY,,2018-12-31,2020-02-26 16:19:17+00:00,1608000000.0,1483000000.0,7131000000.0,-245000000.0,226000000.0,2050000000.0,4467000000.0,12731000000.0,2185000000.0,5925000000.0,1583000000.0,5600000000.0,75000000.0,884000000.0,925000000.0,73000000.0,,,378000000.0,532000000.0,,,7573000000.0,243000000.0,,15995000000.0,5803000000.0,3365000000.0,1851000000.0,5803000000.0,5878000000.0,10117000000.0,15995000000.0,7030000000.0,8266000000.0,-3575000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2018.0,Q3,,2018-09-30,2018-10-29 14:25:59+00:00,1425000000.0,1772000000.0,7034000000.0,-194000000.0,193000000.0,2038000000.0,4509000000.0,12604000000.0,2231000000.0,5898000000.0,1625000000.0,5570000000.0,75000000.0,944000000.0,901000000.0,57000000.0,,,405000000.0,471000000.0,,,7626000000.0,728000000.0,,16362000000.0,5920000000.0,3647000000.0,2153000000.0,5920000000.0,5995000000.0,10367000000.0,16362000000.0,7145000000.0,8214000000.0,-3550000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2018.0,Q2,,2018-06-30,2018-08-03 13:32:07+00:00,1406000000.0,1707000000.0,6943000000.0,-193000000.0,193000000.0,2023000000.0,4514000000.0,12513000000.0,2278000000.0,6033000000.0,1532000000.0,5570000000.0,77000000.0,933000000.0,924000000.0,66000000.0,,,400000000.0,528000000.0,,,7292000000.0,662000000.0,,16260000000.0,5697000000.0,3498000000.0,2068000000.0,5697000000.0,5774000000.0,10486000000.0,16260000000.0,7192000000.0,8418000000.0,-3425000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2018.0,Q1,,2018-03-31,2018-05-07 16:08:53+00:00,1440000000.0,1749000000.0,6888000000.0,-212000000.0,194000000.0,2006000000.0,4540000000.0,12520000000.0,2349000000.0,6311000000.0,1476000000.0,5632000000.0,75000000.0,914000000.0,951000000.0,64000000.0,,,362000000.0,541000000.0,,,7026000000.0,589000000.0,,16366000000.0,5545000000.0,3483000000.0,2029000000.0,5545000000.0,5620000000.0,10746000000.0,16366000000.0,7251000000.0,8717000000.0,-3275000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2019.0,FY,,2019-12-31,2020-05-11 11:30:03+00:00,1618000000.0,1375000000.0,7333000000.0,-214000000.0,204000000.0,2107000000.0,4431000000.0,12904000000.0,2011000000.0,5611000000.0,1662000000.0,5571000000.0,74000000.0,915000000.0,1016000000.0,80000000.0,,,674000000.0,645000000.0,,,7965000000.0,171000000.0,,16008000000.0,5958000000.0,3321000000.0,1789000000.0,5958000000.0,6032000000.0,9976000000.0,16008000000.0,7116000000.0,8187000000.0,-3900000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2019.0,Q3,,2019-09-30,2019-11-01 14:58:02+00:00,1438000000.0,1470000000.0,7364000000.0,-203000000.0,207000000.0,2094000000.0,4464000000.0,12898000000.0,2034000000.0,5567000000.0,1695000000.0,5534000000.0,77000000.0,887000000.0,867000000.0,68000000.0,,,665000000.0,639000000.0,,,8029000000.0,642000000.0,,16137000000.0,6020000000.0,3440000000.0,2080000000.0,6020000000.0,6097000000.0,10040000000.0,16137000000.0,7163000000.0,7960000000.0,-3900000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2019.0,Q2,,2019-06-30,2019-08-06 15:09:03+00:00,1495000000.0,1518000000.0,7298000000.0,-235000000.0,186000000.0,2081000000.0,4481000000.0,12848000000.0,2093000000.0,5624000000.0,1730000000.0,5550000000.0,77000000.0,888000000.0,892000000.0,82000000.0,,,616000000.0,680000000.0,,,7848000000.0,731000000.0,,16256000000.0,5869000000.0,3516000000.0,2226000000.0,5869000000.0,5946000000.0,10310000000.0,16256000000.0,7190000000.0,8084000000.0,-3825000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2019.0,Q1,,2019-03-31,2019-05-03 08:49:56+00:00,1490000000.0,1582000000.0,7220000000.0,-194000000.0,195000000.0,2062000000.0,4477000000.0,12796000000.0,2130000000.0,5602000000.0,1704000000.0,5576000000.0,76000000.0,892000000.0,915000000.0,70000000.0,,,627000000.0,681000000.0,,,7675000000.0,862000000.0,,16361000000.0,5843000000.0,3551000000.0,2352000000.0,5843000000.0,5919000000.0,10442000000.0,16361000000.0,7234000000.0,8090000000.0,-3700000000.0
Eastman Chemical Co,EMN,FDPVHDGJ1IQZFK9KH630,915389,2020.0,Q1,,2020-03-31,2020-05-11 11:30:03+00:00,1420000000.0,1436000000.0,7584000000.0,-197000000.0,680000000.0,2111000000.0,4417000000.0,13082000000.0,1962000000.0,5399000000.0,1659000000.0,5498000000.0,75000000.0,924000000.0,968000000.0,76000000.0,,,737000000.0,667000000.0,,,8133000000.0,895000000.0,,16465000000.0,6117000000.0,3851000000.0,2315000000.0,6117000000.0,6192000000.0,10273000000.0,16465000000.0,7116000000.0,7958000000.0,-3930000000.0
