company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2008.0,FY,,2008-12-31,2009-10-29 07:29:34+00:00,1052000000.0,,1139000000.0,7619000000.0,-80000000.0,1438000000.0,,8687000000.0,,1011000000.0,25360000000.0,,7683000000.0,971000000.0,260000000.0,17741000000.0,614000000.0,,4793000000.0,884000000.0,1687000000.0,1093000000.0,142000000.0,217000000.0,1485000000.0,875000000.0,387000000.0,82000000.0,874000000.0,18000000.0,26006000000.0,8440000000.0,4411000000.0,3519000000.0,8440000000.0,9054000000.0,16952000000.0,26006000000.0,3854000000.0,13433000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2009.0,FY,,2009-12-31,2011-02-24 21:43:46+00:00,934000000.0,,948000000.0,,-168000000.0,1867000000.0,,8753000000.0,,1011000000.0,,,8259000000.0,886000000.0,222000000.0,18644000000.0,572000000.0,,5097000000.0,816000000.0,888000000.0,578000000.0,,,946000000.0,428000000.0,,,903000000.0,17000000.0,25280000000.0,8447000000.0,3793000000.0,2477000000.0,8447000000.0,9019000000.0,16261000000.0,25280000000.0,2843000000.0,13784000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2009.0,Q3,,2009-09-30,2009-10-29 07:29:34+00:00,799000000.0,,833000000.0,8631000000.0,-194000000.0,1640000000.0,,8747000000.0,,1011000000.0,27095000000.0,,8258000000.0,894000000.0,232000000.0,18464000000.0,548000000.0,,5016000000.0,705000000.0,912000000.0,566000000.0,1000000.0,0.0,1093000000.0,606000000.0,0.0,0.0,795000000.0,19000000.0,24952000000.0,8307000000.0,3490000000.0,2217000000.0,8307000000.0,8855000000.0,16097000000.0,24952000000.0,2998000000.0,13880000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2009.0,Q2,,2009-06-30,2009-08-26 18:40:07+00:00,772000000.0,,1006000000.0,8289000000.0,-84000000.0,1853000000.0,0.0,8733000000.0,,1011000000.0,26255000000.0,,8265000000.0,894000000.0,249000000.0,17966000000.0,529000000.0,,4883000000.0,677000000.0,1119000000.0,524000000.0,1000000.0,0.0,1256000000.0,710000000.0,0.0,0.0,716000000.0,13000000.0,25026000000.0,8324000000.0,3899000000.0,2315000000.0,8324000000.0,8853000000.0,16173000000.0,25026000000.0,3161000000.0,13858000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2010.0,Q3,,2010-09-30,2010-10-28 11:32:09+00:00,869000000.0,,929000000.0,9790000000.0,34000000.0,1015000000.0,,8610000000.0,,8000000.0,28699000000.0,,8002000000.0,1317000000.0,270000000.0,18909000000.0,1151000000.0,,4956000000.0,744000000.0,774000000.0,243000000.0,,,811000000.0,165000000.0,,,-578000000.0,508000000.0,23848000000.0,7025000000.0,2803000000.0,2549000000.0,7025000000.0,8176000000.0,15672000000.0,23848000000.0,2136000000.0,13123000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2010.0,Q2,,2010-06-30,2010-08-13 17:11:09+00:00,806000000.0,,838000000.0,9666000000.0,-63000000.0,1601000000.0,,7979000000.0,,1011000000.0,28497000000.0,,8358000000.0,881000000.0,279000000.0,18831000000.0,1393000000.0,,5193000000.0,722000000.0,757000000.0,315000000.0,,,865000000.0,251000000.0,,,758000000.0,160000000.0,24947000000.0,7633000000.0,3359000000.0,2119000000.0,7633000000.0,9026000000.0,15921000000.0,24947000000.0,2757000000.0,13802000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2010.0,Q1,,2010-03-31,2010-05-05 07:45:47+00:00,907000000.0,,760000000.0,9316000000.0,3000000.0,1644000000.0,,7965000000.0,,1011000000.0,28030000000.0,,8615000000.0,888000000.0,221000000.0,18714000000.0,1389000000.0,,5151000000.0,831000000.0,893000000.0,420000000.0,,,927000000.0,304000000.0,,,646000000.0,10000000.0,25129000000.0,7573000000.0,3589000000.0,2097000000.0,7573000000.0,8962000000.0,16167000000.0,25129000000.0,2826000000.0,14070000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2011.0,FY,,2011-12-31,2013-02-27 16:19:41+00:00,691000000.0,,631000000.0,,-389000000.0,889000000.0,0.0,8546000000.0,52000000.0,0.0,,44000000.0,8369000000.0,1391000000.0,169000000.0,12580000000.0,1290000000.0,1715000000.0,2157000000.0,637000000.0,147000000.0,,,,593000000.0,,,,-5820000000.0,353000000.0,16502000000.0,1296000000.0,1894000000.0,1675000000.0,1296000000.0,2586000000.0,13916000000.0,16502000000.0,2028000000.0,12241000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2011.0,Q3,,2011-09-30,2011-11-02 06:07:53+00:00,1174000000.0,,801000000.0,11186000000.0,-74000000.0,996000000.0,0.0,8991000000.0,,,32159000000.0,,9024000000.0,1492000000.0,287000000.0,20973000000.0,1344000000.0,1748000000.0,3609000000.0,1039000000.0,567000000.0,103000000.0,,,792000000.0,73000000.0,,,33000000.0,361000000.0,26146000000.0,7909000000.0,2889000000.0,2439000000.0,7909000000.0,9253000000.0,16893000000.0,26146000000.0,2284000000.0,14454000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2011.0,Q2,,2011-06-30,2011-08-04 06:04:53+00:00,988000000.0,,915000000.0,10842000000.0,-95000000.0,1166000000.0,0.0,8974000000.0,,,31442000000.0,,8927000000.0,1463000000.0,282000000.0,20600000000.0,1329000000.0,1659000000.0,3572000000.0,913000000.0,469000000.0,104000000.0,,,812000000.0,112000000.0,,,-122000000.0,383000000.0,25705000000.0,7716000000.0,2830000000.0,2390000000.0,7716000000.0,9045000000.0,16660000000.0,25705000000.0,2275000000.0,14270000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2011.0,Q1,,2011-03-31,2011-05-05 12:26:43+00:00,913000000.0,,872000000.0,10475000000.0,-116000000.0,923000000.0,,8924000000.0,,,30816000000.0,,8577000000.0,1381000000.0,264000000.0,20341000000.0,1342000000.0,1563000000.0,3448000000.0,850000000.0,468000000.0,141000000.0,,,856000000.0,158000000.0,,,-230000000.0,532000000.0,25083000000.0,7537000000.0,2505000000.0,2458000000.0,7537000000.0,8879000000.0,16204000000.0,25083000000.0,2237000000.0,13746000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2012.0,FY,,2012-12-31,2014-02-26 16:38:16+00:00,920000000.0,,628000000.0,,-362000000.0,839000000.0,0.0,11850000000.0,185000000.0,649000000.0,,1704000000.0,10735000000.0,3987000000.0,175000000.0,15467000000.0,2675000000.0,1775000000.0,2841000000.0,620000000.0,105000000.0,,,,596000000.0,,,,-5695000000.0,1000000.0,24327000000.0,4752000000.0,1924000000.0,1549000000.0,4752000000.0,7427000000.0,16900000000.0,24327000000.0,6936000000.0,15351000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2012.0,Q3,,2012-09-30,2012-10-31 16:17:03+00:00,768000000.0,,609000000.0,6916000000.0,-330000000.0,996000000.0,0.0,10111000000.0,,650000000.0,21600000000.0,1726000000.0,9512000000.0,1626000000.0,161000000.0,14684000000.0,2899000000.0,1733000000.0,2648000000.0,624000000.0,180000000.0,,,,616000000.0,,,,-5648000000.0,2000000.0,21263000000.0,3092000000.0,1961000000.0,1379000000.0,3092000000.0,5991000000.0,15272000000.0,21263000000.0,4618000000.0,13893000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2012.0,Q2,,2012-06-30,2012-08-02 06:06:13+00:00,695000000.0,,599000000.0,6779000000.0,-357000000.0,679000000.0,0.0,9966000000.0,,724000000.0,20835000000.0,1662000000.0,9033000000.0,1533000000.0,159000000.0,14056000000.0,2666000000.0,1754000000.0,2555000000.0,636000000.0,208000000.0,,,,610000000.0,,,,-5607000000.0,4000000.0,20267000000.0,2961000000.0,1682000000.0,1298000000.0,2961000000.0,5627000000.0,14640000000.0,20267000000.0,4529000000.0,13342000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2012.0,Q1,,2012-03-31,2012-05-01 16:23:27+00:00,676000000.0,,529000000.0,6637000000.0,-367000000.0,1100000000.0,0.0,8899000000.0,,668000000.0,19601000000.0,,8366000000.0,1418000000.0,186000000.0,12964000000.0,1784000000.0,1731000000.0,2435000000.0,641000000.0,192000000.0,0.0,,,621000000.0,0.0,,,-5551000000.0,329000000.0,17790000000.0,1940000000.0,2119000000.0,1534000000.0,1940000000.0,3724000000.0,14066000000.0,17790000000.0,2707000000.0,12532000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2013.0,FY,,2013-12-31,2015-02-25 10:42:20+00:00,960000000.0,,797000000.0,,-164000000.0,681000000.0,0.0,12317000000.0,101000000.0,646000000.0,,1644000000.0,11353000000.0,4360000000.0,194000000.0,18210000000.0,4057000000.0,1356000000.0,3529000000.0,600000000.0,107000000.0,,,,599000000.0,,,,-6248000000.0,226000000.0,27142000000.0,4864000000.0,1683000000.0,1983000000.0,4864000000.0,8921000000.0,18221000000.0,27142000000.0,7249000000.0,16238000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2013.0,Q3,,2013-09-30,2013-10-31 08:12:50+00:00,1014000000.0,,700000000.0,7467000000.0,-338000000.0,732000000.0,0.0,12300000000.0,117000000.0,646000000.0,24934000000.0,1659000000.0,10359000000.0,4278000000.0,230000000.0,17467000000.0,3998000000.0,1650000000.0,3414000000.0,590000000.0,113000000.0,,,,623000000.0,,,,-5973000000.0,372000000.0,26455000000.0,4948000000.0,1782000000.0,2086000000.0,4948000000.0,8946000000.0,17509000000.0,26455000000.0,7206000000.0,15423000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2013.0,Q2,,2013-06-30,2013-07-31 16:18:21+00:00,969000000.0,,691000000.0,-7338000000.0,-394000000.0,824000000.0,0.0,11992000000.0,122000000.0,646000000.0,23937000000.0,1674000000.0,10359000000.0,4135000000.0,174000000.0,16599000000.0,3277000000.0,1774000000.0,3182000000.0,698000000.0,128000000.0,,,,657000000.0,,,,-5863000000.0,711000000.0,25657000000.0,4694000000.0,1946000000.0,2371000000.0,4694000000.0,7971000000.0,17686000000.0,25657000000.0,7112000000.0,15315000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2013.0,Q1,,2013-03-31,2013-05-08 06:18:35+00:00,935000000.0,,624000000.0,-7202000000.0,-374000000.0,702000000.0,0.0,11975000000.0,117000000.0,646000000.0,23197000000.0,1689000000.0,10610000000.0,4039000000.0,190000000.0,15995000000.0,3075000000.0,1761000000.0,3015000000.0,760000000.0,95000000.0,,,,583000000.0,,,,-5765000000.0,1000000.0,24816000000.0,4795000000.0,1864000000.0,1560000000.0,4795000000.0,7870000000.0,16946000000.0,24816000000.0,6957000000.0,15386000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2014.0,FY,,2014-12-31,2016-02-26 17:32:15+00:00,865000000.0,,900000000.0,,-341000000.0,240000000.0,0.0,15707000000.0,234000000.0,1120000000.0,,10453000000.0,20780000000.0,8400000000.0,231000000.0,28081000000.0,11395000000.0,2224000000.0,4712000000.0,972000000.0,213000000.0,,,,511000000.0,,,,-5548000000.0,802000000.0,50455000000.0,8777000000.0,1890000000.0,2567000000.0,8777000000.0,20172000000.0,30283000000.0,50455000000.0,20484000000.0,27716000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2014.0,Q3,,2014-09-30,2014-10-30 08:47:09+00:00,1017000000.0,,895000000.0,8170000000.0,-222000000.0,302000000.0,0.0,15707000000.0,228000000.0,1658000000.0,35568000000.0,11136000000.0,19922000000.0,7085000000.0,284000000.0,27398000000.0,11552000000.0,1616000000.0,4657000000.0,860000000.0,224000000.0,,,,632000000.0,,,,-5315000000.0,1019000000.0,49807000000.0,9129000000.0,1898000000.0,2931000000.0,9129000000.0,20681000000.0,29126000000.0,49807000000.0,20511000000.0,26195000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2014.0,Q2,,2014-06-30,2014-07-31 08:40:48+00:00,990000000.0,,655000000.0,7938000000.0,-194000000.0,860000000.0,0.0,15672000000.0,214000000.0,646000000.0,27380000000.0,1616000000.0,15539000000.0,4489000000.0,276000000.0,19442000000.0,4059000000.0,1434000000.0,3658000000.0,576000000.0,193000000.0,,,,6637000000.0,,,,-6574000000.0,751000000.0,34949000000.0,7863000000.0,2119000000.0,2396000000.0,7863000000.0,11922000000.0,23027000000.0,34949000000.0,13388000000.0,20631000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2014.0,Q1,,2014-03-31,2014-05-01 08:13:22+00:00,1094000000.0,,704000000.0,7773000000.0,-223000000.0,1064000000.0,0.0,12265000000.0,170000000.0,646000000.0,26484000000.0,1632000000.0,12099000000.0,4520000000.0,222000000.0,18711000000.0,4101000000.0,1413000000.0,3528000000.0,629000000.0,93000000.0,,,,619000000.0,,,,-6385000000.0,751000000.0,28306000000.0,4616000000.0,2178000000.0,2549000000.0,4616000000.0,8717000000.0,19589000000.0,28306000000.0,7417000000.0,17040000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2015.0,FY,,2015-12-31,2017-02-22 09:11:36+00:00,744000000.0,1041000000.0,1078000000.0,,-442000000.0,100000000.0,0.0,15591000000.0,,10017000000.0,,,23812000000.0,7336000000.0,127000000.0,29579000000.0,10077000000.0,2268000000.0,4218000000.0,,259000000.0,,,,561000000.0,,,,-7960000000.0,675000000.0,49020000000.0,6148000000.0,1527000000.0,2497000000.0,6148000000.0,16225000000.0,32795000000.0,49020000000.0,17914000000.0,30298000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2015.0,Q3,,2015-09-30,2015-10-29 16:13:20+00:00,726000000.0,,1225000000.0,9285000000.0,-425000000.0,125000000.0,0.0,15617000000.0,79000000.0,1145000000.0,38761000000.0,10053000000.0,21805000000.0,8198000000.0,156000000.0,29476000000.0,10873000000.0,2314000000.0,4582000000.0,704000000.0,200000000.0,,,,683000000.0,,,,-6764000000.0,1907000000.0,50819000000.0,7387000000.0,1264000000.0,3858000000.0,7387000000.0,18260000000.0,32559000000.0,50819000000.0,20079000000.0,28701000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2015.0,Q2,,2015-06-30,2015-07-30 08:35:49+00:00,723000000.0,,924000000.0,8981000000.0,-384000000.0,204000000.0,0.0,15596000000.0,77000000.0,1145000000.0,38070000000.0,10158000000.0,21285000000.0,8712000000.0,168000000.0,29089000000.0,11243000000.0,2274000000.0,4665000000.0,742000000.0,235000000.0,,,,633000000.0,,,,-6243000000.0,2121000000.0,51163000000.0,7928000000.0,1426000000.0,3768000000.0,7928000000.0,19171000000.0,31992000000.0,51163000000.0,20648000000.0,28224000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2015.0,Q1,,2015-03-31,2015-04-30 08:35:29+00:00,728000000.0,,801000000.0,8662000000.0,-395000000.0,341000000.0,0.0,15562000000.0,127000000.0,1145000000.0,37198000000.0,10191000000.0,21690000000.0,8319000000.0,200000000.0,28536000000.0,11369000000.0,2279000000.0,4577000000.0,748000000.0,206000000.0,,,,644000000.0,,,,-5914000000.0,801000000.0,50457000000.0,8212000000.0,1622000000.0,2330000000.0,8212000000.0,19581000000.0,30876000000.0,50457000000.0,20299000000.0,28546000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2016.0,FY,,2016-12-31,2018-02-22 08:40:25+00:00,623000000.0,938000000.0,1448000000.0,,-339000000.0,170000000.0,0.0,15672000000.0,,9663000000.0,,,22624000000.0,6701000000.0,138000000.0,28428000000.0,9403000000.0,2978000000.0,4238000000.0,,216000000.0,,,,581000000.0,,,,-9649000000.0,878000000.0,46835000000.0,4643000000.0,1462000000.0,2949000000.0,4643000000.0,14046000000.0,32789000000.0,46835000000.0,16945000000.0,29840000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2016.0,Q3,,2016-09-30,2016-10-31 17:19:30+00:00,619000000.0,854000000.0,1059000000.0,10198000000.0,-331000000.0,77000000.0,0.0,15715000000.0,38000000.0,9752000000.0,38461000000.0,,23932000000.0,7084000000.0,120000000.0,28263000000.0,9364000000.0,2396000000.0,4271000000.0,,538000000.0,,,,562000000.0,,,,-9483000000.0,787000000.0,47288000000.0,4860000000.0,1627000000.0,2465000000.0,4860000000.0,14224000000.0,33064000000.0,47288000000.0,17398000000.0,30599000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2016.0,Q2,,2016-06-30,2016-08-02 08:38:23+00:00,688000000.0,,903000000.0,10102000000.0,-369000000.0,135000000.0,0.0,15634000000.0,50000000.0,47000000.0,38351000000.0,9792000000.0,24394000000.0,7125000000.0,122000000.0,28249000000.0,9592000000.0,2477000000.0,4079000000.0,730000000.0,182000000.0,,1138000000.0,179000000.0,554000000.0,,,,-9394000000.0,982000000.0,48124000000.0,4830000000.0,2357000000.0,2752000000.0,4830000000.0,14422000000.0,33702000000.0,48124000000.0,17518000000.0,30950000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2016.0,Q1,,2016-03-31,2016-05-05 09:13:04+00:00,739000000.0,,939000000.0,9783000000.0,-378000000.0,164000000.0,0.0,15618000000.0,48000000.0,47000000.0,39606000000.0,9881000000.0,23701000000.0,7181000000.0,142000000.0,29823000000.0,9933000000.0,2445000000.0,4248000000.0,733000000.0,174000000.0,,,,614000000.0,,,,-8508000000.0,1111000000.0,48807000000.0,5691000000.0,1261000000.0,2789000000.0,5691000000.0,15624000000.0,33183000000.0,48807000000.0,17723000000.0,30394000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2017.0,FY,,2017-12-31,2019-02-21 08:42:08+00:00,978000000.0,976000000.0,1167000000.0,,-238000000.0,899000000.0,0.0,19369000000.0,,8791000000.0,,,20434000000.0,6552000000.0,113000000.0,28211000000.0,6519000000.0,3950000000.0,3147000000.0,,191000000.0,,,,619000000.0,,,,-8434000000.0,501000000.0,46352000000.0,9656000000.0,2179000000.0,2646000000.0,9656000000.0,16175000000.0,30177000000.0,46352000000.0,15962000000.0,27531000000.0,0.0,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2017.0,Q3,,2017-09-30,2017-11-02 08:35:43+00:00,773000000.0,783000000.0,1079000000.0,11003000000.0,-331000000.0,1172000000.0,0.0,19353000000.0,,8873000000.0,38712000000.0,,20567000000.0,6615000000.0,144000000.0,27709000000.0,6773000000.0,3106000000.0,5211000000.0,,194000000.0,,,,630000000.0,,,,-9872000000.0,502000000.0,46120000000.0,8109000000.0,2293000000.0,2354000000.0,8109000000.0,14882000000.0,31238000000.0,46120000000.0,16118000000.0,28884000000.0,,-1041000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2017.0,Q2,,2017-06-30,2017-08-03 07:40:08+00:00,734000000.0,693000000.0,1275000000.0,10856000000.0,-331000000.0,1918000000.0,0.0,19332000000.0,,9481000000.0,38898000000.0,,21325000000.0,6675000000.0,150000000.0,28042000000.0,6875000000.0,3068000000.0,5200000000.0,,204000000.0,,1004000000.0,36000000.0,603000000.0,,,,-9654000000.0,1951000000.0,48770000000.0,8306000000.0,3969000000.0,3996000000.0,8306000000.0,15181000000.0,33589000000.0,48770000000.0,16759000000.0,29593000000.0,,-1041000000.0
