company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 19:56:50+00:00,,-70000000.0,1082000000.0,471000000.0,-264000000.0,389000000.0,736000000.0,-511000000.0,-2296000000.0,2237000000.0,-511000000.0,-2296000000.0,2237000000.0,-570000000.0,1080000000.0,1080000000.0,409000000.0,32000000.0,8000000.0,-308000000.0,-364000000.0,-2868000000.0,-834000000.0,-526000000.0,445000000.0,12000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 21:43:46+00:00,,,1310000000.0,,300000000.0,362000000.0,726000000.0,-432000000.0,-3183000000.0,3355000000.0,-432000000.0,-3183000000.0,3355000000.0,-260000000.0,1592000000.0,1592000000.0,153000000.0,,174000000.0,-372000000.0,-111000000.0,-3394000000.0,-674000000.0,-474000000.0,,148000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2008.0,Q4,2008-10-01,2008-12-31,,,-33000000.0,357000000.0,,57000000.0,,,-116000000.0,-718000000.0,749000000.0,-116000000.0,-718000000.0,749000000.0,-85000000.0,132000000.0,132000000.0,236000000.0,,91000000.0,-96000000.0,-6000000.0,-803000000.0,-20000000.0,,,
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2008.0,Q3,2008-07-01,2008-09-30,,,-1000000.0,333000000.0,,215000000.0,,15000000.0,-181000000.0,-1072000000.0,840000000.0,-181000000.0,-1072000000.0,840000000.0,-413000000.0,421000000.0,421000000.0,-128000000.0,,36000000.0,-99000000.0,-38000000.0,-1070000000.0,18000000.0,-115000000.0,,
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-29 07:29:34+00:00,,33000000.0,953000000.0,,243000000.0,362000000.0,726000000.0,-316000000.0,-2465000000.0,2606000000.0,-316000000.0,-2465000000.0,2606000000.0,-175000000.0,1460000000.0,1460000000.0,-83000000.0,,83000000.0,-276000000.0,-105000000.0,-2591000000.0,-654000000.0,-474000000.0,,148000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-26 18:40:07+00:00,,34000000.0,620000000.0,,28000000.0,362000000.0,711000000.0,-135000000.0,-1393000000.0,1766000000.0,-135000000.0,-1393000000.0,1766000000.0,238000000.0,1039000000.0,1039000000.0,45000000.0,,47000000.0,-177000000.0,-67000000.0,-1521000000.0,-672000000.0,-359000000.0,,148000000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2009.0,Q4,2009-10-01,2009-12-31,,,,-1087000000.0,,-123000000.0,,-635000000.0,-261000000.0,1818000000.0,-1758000000.0,-261000000.0,1818000000.0,-1758000000.0,-201000000.0,-139000000.0,-139000000.0,-409000000.0,,-143000000.0,289000000.0,132000000.0,1829000000.0,85000000.0,,,
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2009.0,Q3TTM,2008-10-01,2009-09-30,,,-33000000.0,1444000000.0,,180000000.0,,635000000.0,145000000.0,-2536000000.0,2507000000.0,145000000.0,-2536000000.0,2507000000.0,116000000.0,271000000.0,271000000.0,645000000.0,,234000000.0,-385000000.0,-138000000.0,-2632000000.0,-105000000.0,,,
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2009.0,Q3,2009-07-01,2009-09-30,,,,361000000.0,,62000000.0,,,-82000000.0,-755000000.0,624000000.0,-82000000.0,-755000000.0,624000000.0,-213000000.0,194000000.0,194000000.0,7000000.0,,,-96000000.0,-3000000.0,-752000000.0,14000000.0,,,
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-28 11:32:09+00:00,,,1087000000.0,,123000000.0,0.0,635000000.0,261000000.0,-1818000000.0,1758000000.0,261000000.0,-1818000000.0,1758000000.0,201000000.0,139000000.0,139000000.0,409000000.0,,143000000.0,-289000000.0,-132000000.0,-1829000000.0,-85000000.0,,,
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2009.0,Q2TTM,2008-07-01,2009-06-30,,,-34000000.0,1416000000.0,,333000000.0,,650000000.0,46000000.0,-2853000000.0,2723000000.0,46000000.0,-2853000000.0,2723000000.0,-84000000.0,498000000.0,498000000.0,510000000.0,,270000000.0,-388000000.0,-173000000.0,-2950000000.0,-101000000.0,-115000000.0,,
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2009.0,Q2,2009-04-01,2009-06-30,,,,359000000.0,,81000000.0,,4000000.0,-113000000.0,-442000000.0,622000000.0,-113000000.0,-442000000.0,622000000.0,67000000.0,169000000.0,169000000.0,13000000.0,,152000000.0,-96000000.0,-129000000.0,-465000000.0,-21000000.0,,,
