company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2010.0,Q4,2010-10-01,2010-12-31,,0.29,0.29,-0.36,612000000.0,0.32,-1681000000.0,254000000.0,228000000.0,1415000000.0,-1182000000.0,-1089000000.0,54000000.0,-2122000000.0,-542000000.0,-5000000.0,1263000000.0,,2000000.0,,,845000000.0,-2122000000.0,1580000000.0,159000000.0,26000000.0,-222000000.0,1802000000.0,-133000000.0,1669000000.0,-542000000.0,583500000.0,584552000.0,590699000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 16:19:41+00:00,-1.88,-1.88,,612000000.0,-1.86,,114000000.0,-922000000.0,271000000.0,-1193000000.0,-1097000000.0,175000000.0,3260000000.0,6638000000.0,,,-12000000.0,-15000000.0,,,1374000000.0,3260000000.0,3378000000.0,1198000000.0,188000000.0,1971000000.0,1407000000.0,-1022000000.0,385000000.0,6638000000.0,583500000.0,584552000.0,590699000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2010.0,Q3,2010-07-01,2010-09-30,2011-11-02 06:07:53+00:00,-2.16,-2.16,0.125,,-2.16,1681000000.0,-150000000.0,-1226000000.0,-1221000000.0,-10000000.0,0.0,37000000.0,1748000000.0,2300000000.0,,-1263000000.0,-4000000.0,-4000000.0,,,165000000.0,1748000000.0,552000000.0,145000000.0,68000000.0,1842000000.0,-1290000000.0,-81000000.0,-1371000000.0,2300000000.0,0.0,584744000.0,584744000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2010.0,Q3YTD,2010-01-01,2010-09-30,,-2.17,-2.17,0.36,,-2.18,1681000000.0,-140000000.0,-1150000000.0,-1144000000.0,-11000000.0,-8000000.0,121000000.0,5382000000.0,7180000000.0,,-1263000000.0,-12000000.0,-17000000.0,,,529000000.0,5382000000.0,1798000000.0,1039000000.0,162000000.0,2193000000.0,-395000000.0,-889000000.0,-1284000000.0,7180000000.0,0.0,584744000.0,584744000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2010.0,Q3TTM,2009-10-01,2010-09-30,,-2.35,-2.35,0.03,,-2.37,1681000000.0,-363000000.0,-1289000000.0,-1506000000.0,212000000.0,-121000000.0,95000000.0,1009000000.0,1251000000.0,,-1263000000.0,-10000000.0,-50000000.0,,,31000000.0,1009000000.0,242000000.0,599000000.0,160000000.0,1662000000.0,-1420000000.0,-449000000.0,-1869000000.0,1251000000.0,0.0,584744000.0,584744000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2010.0,Q2YTD,2010-01-01,2010-06-30,,-0.01,-0.01,0.24,,-0.02,,10000000.0,76000000.0,77000000.0,-1000000.0,-8000000.0,84000000.0,3634000000.0,4880000000.0,,,-8000000.0,-13000000.0,,,364000000.0,3634000000.0,1246000000.0,894000000.0,94000000.0,351000000.0,895000000.0,-808000000.0,87000000.0,4880000000.0,578100000.0,584414000.0,592498000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2010.0,Q2TTM,2009-07-01,2010-06-30,,0.05,0.05,0.01,,0.03,,-126000000.0,131000000.0,-93000000.0,224000000.0,22000000.0,109000000.0,798000000.0,1049000000.0,,,-7000000.0,-45000000.0,,,32000000.0,798000000.0,251000000.0,607000000.0,131000000.0,-13000000.0,264000000.0,-483000000.0,-219000000.0,1049000000.0,578100000.0,584414000.0,592498000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2010.0,Q2,2010-04-01,2010-06-30,2011-08-04 06:04:53+00:00,0.32,0.32,0.125,,0.31,,104000000.0,222000000.0,225000000.0,-3000000.0,185000000.0,37000000.0,1717000000.0,2289000000.0,,,-1000000.0,-12000000.0,,,168000000.0,1717000000.0,572000000.0,141000000.0,55000000.0,156000000.0,416000000.0,-87000000.0,329000000.0,2289000000.0,578100000.0,584414000.0,592498000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2010.0,Q1TTM,2009-04-01,2010-03-31,,-0.03,-0.03,,,-0.04,,-150000000.0,78000000.0,-167000000.0,245000000.0,-21000000.0,99000000.0,473000000.0,669000000.0,,,-5000000.0,-34000000.0,,,31000000.0,473000000.0,196000000.0,611000000.0,100000000.0,-3000000.0,199000000.0,-516000000.0,-317000000.0,669000000.0,584800000.0,583929000.0,583929000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 12:26:43+00:00,-0.33,-0.33,0.11,,-0.33,,-94000000.0,-146000000.0,-148000000.0,2000000.0,-193000000.0,47000000.0,1917000000.0,2591000000.0,,,-7000000.0,-1000000.0,,,196000000.0,1917000000.0,674000000.0,753000000.0,39000000.0,195000000.0,479000000.0,-721000000.0,-242000000.0,2591000000.0,584800000.0,583929000.0,583929000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2011.0,Q4,2011-10-01,2011-12-31,,-0.76,-0.76,-0.53,661000000.0,-0.75,,4000000.0,-362000000.0,158000000.0,-520000000.0,425000000.0,82000000.0,-165000000.0,2103000000.0,,-869000000.0,7000000.0,4000000.0,,,1092000000.0,-165000000.0,2268000000.0,397000000.0,41000000.0,1757000000.0,511000000.0,-349000000.0,162000000.0,2103000000.0,587500000.0,588553000.0,598175000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 16:38:16+00:00,0.64,0.64,,661000000.0,0.63,,124000000.0,661000000.0,1078000000.0,-417000000.0,376000000.0,285000000.0,3934000000.0,7930000000.0,,,11000000.0,1000000.0,,,1467000000.0,3934000000.0,3996000000.0,844000000.0,168000000.0,2129000000.0,1867000000.0,-665000000.0,1202000000.0,7930000000.0,587500000.0,588553000.0,598175000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.4,1.4,0.53,,1.38,,120000000.0,1023000000.0,920000000.0,103000000.0,-49000000.0,203000000.0,4099000000.0,5827000000.0,,869000000.0,4000000.0,-3000000.0,,,375000000.0,4099000000.0,1728000000.0,447000000.0,127000000.0,372000000.0,1356000000.0,-316000000.0,1040000000.0,5827000000.0,591300000.0,588950000.0,597550000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.69,1.69,0.17,612000000.0,1.7,-1681000000.0,374000000.0,1251000000.0,2335000000.0,-1079000000.0,-1138000000.0,257000000.0,1977000000.0,5285000000.0,,2132000000.0,4000000.0,-1000000.0,,,1220000000.0,1977000000.0,3308000000.0,606000000.0,153000000.0,150000000.0,3158000000.0,-449000000.0,2709000000.0,5285000000.0,591300000.0,588950000.0,597550000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2011.0,Q3,2011-07-01,2011-09-30,2012-10-31 16:17:03+00:00,0.46,0.46,0.2,,0.46,,33000000.0,342000000.0,321000000.0,21000000.0,272000000.0,70000000.0,1392000000.0,1972000000.0,,,0.0,0.0,,,123000000.0,1392000000.0,580000000.0,146000000.0,43000000.0,123000000.0,457000000.0,-103000000.0,354000000.0,1972000000.0,591300000.0,588950000.0,597550000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2011.0,Q2,2011-04-01,2011-06-30,2012-08-02 06:06:13+00:00,0.39,0.39,0.2,,0.38,,109000000.0,297000000.0,239000000.0,58000000.0,0.0,70000000.0,1398000000.0,1984000000.0,,227000000.0,-2000000.0,3000000.0,,,123000000.0,1398000000.0,586000000.0,150000000.0,40000000.0,126000000.0,460000000.0,-112000000.0,348000000.0,1984000000.0,0.0,588310000.0,597633000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.94,0.94,0.33,,0.92,,87000000.0,681000000.0,599000000.0,82000000.0,-321000000.0,133000000.0,2707000000.0,3855000000.0,,869000000.0,4000000.0,-3000000.0,,,252000000.0,2707000000.0,1148000000.0,301000000.0,84000000.0,249000000.0,899000000.0,-213000000.0,686000000.0,3855000000.0,0.0,588310000.0,597633000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2011.0,Q2TTM,2010-07-01,2011-06-30,,-0.93,-0.93,0.09,612000000.0,-0.92,,191000000.0,-317000000.0,793000000.0,-1110000000.0,-1410000000.0,224000000.0,2333000000.0,5613000000.0,,869000000.0,,-5000000.0,,,1262000000.0,2333000000.0,3280000000.0,605000000.0,178000000.0,1869000000.0,1411000000.0,-427000000.0,984000000.0,5613000000.0,0.0,588310000.0,597633000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2011.0,Q1TTM,2010-04-01,2011-03-31,,-1.0,-1.0,0.02,612000000.0,-0.99,,186000000.0,-392000000.0,779000000.0,-1171000000.0,-1225000000.0,191000000.0,2652000000.0,5918000000.0,,642000000.0,1000000.0,-20000000.0,,,1307000000.0,2652000000.0,3266000000.0,596000000.0,193000000.0,1899000000.0,1367000000.0,-402000000.0,965000000.0,5918000000.0,-583600000.0,586977000.0,596567000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2012.0,FY,2012-01-01,2012-12-31,2014-02-26 16:38:16+00:00,1.39,1.39,,756000000.0,1.37,,360000000.0,1065000000.0,929000000.0,136000000.0,859000000.0,206000000.0,3496000000.0,7486000000.0,,,-2000000.0,24000000.0,,,1598000000.0,3496000000.0,3990000000.0,509000000.0,188000000.0,2378000000.0,1612000000.0,-323000000.0,1289000000.0,7486000000.0,618000000.0,619792000.0,625486000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2012.0,Q4,2012-10-01,2012-12-31,,0.22,0.22,-0.87,211000000.0,0.21,,79000000.0,202000000.0,204000000.0,-2000000.0,149000000.0,53000000.0,868000000.0,1869000000.0,,,-1000000.0,-7000000.0,,,417000000.0,868000000.0,1001000000.0,121000000.0,25000000.0,621000000.0,380000000.0,-97000000.0,283000000.0,1869000000.0,618000000.0,619792000.0,625486000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2012.0,Q3YTD,2012-01-01,2012-09-30,,1.17,1.17,0.87,545000000.0,1.16,,281000000.0,863000000.0,725000000.0,138000000.0,710000000.0,153000000.0,2628000000.0,5617000000.0,,,-1000000.0,31000000.0,,,1181000000.0,2628000000.0,2989000000.0,388000000.0,163000000.0,1757000000.0,1232000000.0,-226000000.0,1006000000.0,5617000000.0,620000000.0,626809000.0,632019000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2012.0,Q3TTM,2011-10-01,2012-09-30,,0.41,0.41,0.35,1206000000.0,0.41,,285000000.0,501000000.0,883000000.0,-382000000.0,1135000000.0,235000000.0,2463000000.0,7720000000.0,,-869000000.0,6000000.0,35000000.0,,,2273000000.0,2463000000.0,5257000000.0,785000000.0,204000000.0,3514000000.0,1743000000.0,-575000000.0,1168000000.0,7720000000.0,620000000.0,626809000.0,632019000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2012.0,Q3,2012-07-01,2012-09-30,2013-10-31 08:12:50+00:00,0.25,0.25,0.3125,196000000.0,0.25,,77000000.0,203000000.0,200000000.0,3000000.0,155000000.0,48000000.0,771000000.0,1752000000.0,,,0.0,14000000.0,,,398000000.0,771000000.0,981000000.0,129000000.0,33000000.0,608000000.0,373000000.0,-96000000.0,277000000.0,1752000000.0,620000000.0,626809000.0,632019000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.92,0.92,0.56,349000000.0,0.91,,204000000.0,660000000.0,525000000.0,135000000.0,555000000.0,105000000.0,1857000000.0,3865000000.0,,,-1000000.0,17000000.0,,,783000000.0,1857000000.0,2008000000.0,259000000.0,130000000.0,1149000000.0,859000000.0,-130000000.0,729000000.0,3865000000.0,628600000.0,621483000.0,626620000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2012.0,Q2TTM,2011-07-01,2012-06-30,,0.62,0.62,0.23,1010000000.0,0.62,,241000000.0,640000000.0,1004000000.0,-364000000.0,1252000000.0,257000000.0,3084000000.0,7940000000.0,,-869000000.0,6000000.0,21000000.0,,,1998000000.0,3084000000.0,4856000000.0,802000000.0,214000000.0,3029000000.0,1827000000.0,-582000000.0,1245000000.0,7940000000.0,628600000.0,621483000.0,626620000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2012.0,Q2,2012-04-01,2012-06-30,2013-07-31 16:18:21+00:00,0.21,0.21,0.3,181000000.0,0.21,,71000000.0,165000000.0,166000000.0,-1000000.0,132000000.0,33000000.0,900000000.0,1846000000.0,,,3000000.0,9000000.0,,,424000000.0,900000000.0,946000000.0,128000000.0,30000000.0,614000000.0,332000000.0,-95000000.0,237000000.0,1846000000.0,628600000.0,621483000.0,626620000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2012.0,Q1TTM,2011-04-01,2012-03-31,,0.8,0.8,0.13,829000000.0,0.79,,279000000.0,772000000.0,1077000000.0,-305000000.0,1120000000.0,294000000.0,3582000000.0,8078000000.0,,-642000000.0,1000000.0,15000000.0,,,1697000000.0,3582000000.0,4496000000.0,824000000.0,224000000.0,2541000000.0,1955000000.0,-599000000.0,1356000000.0,8078000000.0,595800000.0,593231000.0,600520000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2012.0,Q1,2012-01-01,2012-03-31,2013-05-08 06:18:35+00:00,0.71,0.71,0.25875,168000000.0,0.7,,133000000.0,495000000.0,359000000.0,136000000.0,423000000.0,72000000.0,957000000.0,2019000000.0,,,-4000000.0,8000000.0,,,359000000.0,957000000.0,1062000000.0,131000000.0,100000000.0,535000000.0,527000000.0,-35000000.0,492000000.0,2019000000.0,595800000.0,593231000.0,600520000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 17:32:15+00:00,0.63,0.63,,815000000.0,0.62,0.0,401000000.0,668000000.0,679000000.0,-11000000.0,430000000.0,238000000.0,3027000000.0,6860000000.0,,,0.0,74000000.0,-40000000.0,,1609000000.0,3027000000.0,3833000000.0,510000000.0,215000000.0,2458000000.0,1375000000.0,-295000000.0,1080000000.0,6860000000.0,682500000.0,682948000.0,687185000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2013.0,Q4,2013-10-01,2013-12-31,,-0.03,-0.03,-1.06,209000000.0,-0.02,,141000000.0,49000000.0,50000000.0,-1000000.0,-14000000.0,63000000.0,726000000.0,1660000000.0,,,-1000000.0,48000000.0,10000000.0,,404000000.0,726000000.0,934000000.0,131000000.0,60000000.0,671000000.0,263000000.0,-72000000.0,191000000.0,1660000000.0,682500000.0,682948000.0,687185000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.66,0.66,1.06,606000000.0,0.64,,260000000.0,619000000.0,629000000.0,-10000000.0,444000000.0,175000000.0,2301000000.0,5200000000.0,,,1000000.0,26000000.0,-50000000.0,,1205000000.0,2301000000.0,2899000000.0,379000000.0,155000000.0,1787000000.0,1112000000.0,-223000000.0,889000000.0,5200000000.0,671400000.0,683274000.0,687306000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2013.0,Q3TTM,2012-10-01,2013-09-30,,0.88,0.88,0.19,817000000.0,0.85,,339000000.0,821000000.0,833000000.0,-12000000.0,593000000.0,228000000.0,3169000000.0,7069000000.0,,,,19000000.0,-50000000.0,,1622000000.0,3169000000.0,3900000000.0,500000000.0,180000000.0,2408000000.0,1492000000.0,-320000000.0,1172000000.0,7069000000.0,671400000.0,683274000.0,687306000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2013.0,Q3,2013-07-01,2013-09-30,2014-10-30 08:47:09+00:00,0.21,0.21,0.36625,207000000.0,0.2,,62000000.0,197000000.0,198000000.0,-1000000.0,141000000.0,56000000.0,710000000.0,1623000000.0,,,1000000.0,21000000.0,-50000000.0,,399000000.0,710000000.0,913000000.0,124000000.0,47000000.0,577000000.0,336000000.0,-76000000.0,260000000.0,1623000000.0,671400000.0,683274000.0,687306000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.45,0.45,0.69,399000000.0,0.44,,198000000.0,422000000.0,431000000.0,-9000000.0,303000000.0,119000000.0,1591000000.0,3577000000.0,,,,5000000.0,,,806000000.0,1591000000.0,1986000000.0,255000000.0,108000000.0,1210000000.0,776000000.0,-147000000.0,629000000.0,3577000000.0,676200000.0,682893000.0,686924000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2013.0,Q2TTM,2012-07-01,2013-06-30,,0.92,0.92,0.13,806000000.0,0.9,,354000000.0,827000000.0,835000000.0,-8000000.0,607000000.0,220000000.0,3230000000.0,7198000000.0,,,-1000000.0,12000000.0,,,1621000000.0,3230000000.0,3968000000.0,505000000.0,166000000.0,2439000000.0,1529000000.0,-340000000.0,1189000000.0,7198000000.0,676200000.0,682893000.0,686924000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2013.0,Q2,2013-04-01,2013-06-30,2014-07-31 08:40:48+00:00,0.21,0.21,0.3525,198000000.0,0.21,,102000000.0,192000000.0,200000000.0,-8000000.0,142000000.0,50000000.0,801000000.0,1767000000.0,,,2000000.0,4000000.0,0.0,,414000000.0,801000000.0,966000000.0,127000000.0,77000000.0,616000000.0,350000000.0,-48000000.0,302000000.0,1767000000.0,676200000.0,682893000.0,686924000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2013.0,Q1TTM,2012-04-01,2013-03-31,,0.92,0.92,0.08,789000000.0,0.9,,323000000.0,800000000.0,801000000.0,-1000000.0,597000000.0,203000000.0,3329000000.0,7277000000.0,,,,17000000.0,,,1631000000.0,3329000000.0,3948000000.0,506000000.0,119000000.0,2437000000.0,1511000000.0,-387000000.0,1124000000.0,7277000000.0,670800000.0,682052000.0,687143000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2013.0,Q1,2013-01-01,2013-03-31,2014-05-01 08:13:22+00:00,0.24,0.24,0.33875,201000000.0,0.23,,96000000.0,230000000.0,231000000.0,-1000000.0,161000000.0,69000000.0,790000000.0,1810000000.0,,,-2000000.0,1000000.0,0.0,,392000000.0,790000000.0,1020000000.0,128000000.0,31000000.0,594000000.0,426000000.0,-99000000.0,327000000.0,1810000000.0,670800000.0,682052000.0,687143000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2014.0,FY,2014-01-01,2014-12-31,2017-02-22 09:11:36+00:00,2.94,2.94,,1176000000.0,2.92,52000000.0,1249000000.0,2339000000.0,2335000000.0,4000000.0,2114000000.0,225000000.0,3016000000.0,7637000000.0,,,31000000.0,-97000000.0,-232000000.0,,2153000000.0,3016000000.0,4621000000.0,747000000.0,2731000000.0,3052000000.0,1569000000.0,2015000000.0,3584000000.0,7637000000.0,719000000.0,719325000.0,723641000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2014.0,Q4,2014-10-01,2014-12-31,,0.35,0.35,-1.39,379000000.0,0.35,52000000.0,116000000.0,308000000.0,308000000.0,,193000000.0,115000000.0,716000000.0,2141000000.0,,,16000000.0,-144000000.0,-71000000.0,,678000000.0,716000000.0,1425000000.0,234000000.0,111000000.0,894000000.0,531000000.0,-107000000.0,424000000.0,2141000000.0,719000000.0,719325000.0,723641000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2014.0,Q3,2014-07-01,2014-09-30,2015-10-29 16:13:20+00:00,2.24,2.24,0.56,369000000.0,2.22,,998000000.0,1708000000.0,1708000000.0,0.0,1678000000.0,30000000.0,807000000.0,2069000000.0,,,10000000.0,3000000.0,0.0,,583000000.0,807000000.0,1262000000.0,210000000.0,2599000000.0,955000000.0,307000000.0,2399000000.0,2706000000.0,2069000000.0,749100000.0,747412000.0,752064000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2014.0,Q3YTD,2014-01-01,2014-09-30,,2.59,2.59,1.39,797000000.0,2.57,,1133000000.0,2031000000.0,2027000000.0,4000000.0,1921000000.0,110000000.0,2300000000.0,5496000000.0,,,15000000.0,47000000.0,-161000000.0,,1475000000.0,2300000000.0,3196000000.0,513000000.0,2620000000.0,2158000000.0,1038000000.0,2122000000.0,3160000000.0,5496000000.0,749100000.0,747412000.0,752064000.0
Williams Companies Inc,WMB,D71FAKCBLFS2O0RBPG08,107263,2014.0,Q3TTM,2013-10-01,2014-09-30,,2.56,2.56,0.33,1006000000.0,2.55,,1274000000.0,2080000000.0,2077000000.0,3000000.0,1907000000.0,173000000.0,3026000000.0,7156000000.0,,,14000000.0,95000000.0,-151000000.0,,1879000000.0,3026000000.0,4130000000.0,644000000.0,2680000000.0,2829000000.0,1301000000.0,2050000000.0,3351000000.0,7156000000.0,749100000.0,747412000.0,752064000.0
