company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
American Airlines Group Inc,AAL,,6201,2012.0,Q2,,2012-06-30,2012-07-18 16:47:18+00:00,1362000000.0,1129000000.0,1899000000.0,,-3930000000.0,393000000.0,371000000.0,,4816000000.0,5151000000.0,,,11708000000.0,881000000.0,6323000000.0,593000000.0,13784000000.0,,,77000000.0,24000000.0,0.0,2077000000.0,1687000000.0,15148000000.0,486000000.0,772000000.0,-9487000000.0,1654000000.0,4609000000.0,24726000000.0,-8968000000.0,7984000000.0,10066000000.0,-8968000000.0,-8968000000.0,33694000000.0,24726000000.0,2958000000.0,23628000000.0,0.0,-367000000.0
American Airlines Group Inc,AAL,,6201,2012.0,Q1,,2012-03-31,2012-04-19 09:01:21+00:00,1336000000.0,1056000000.0,1700000000.0,,-3884000000.0,316000000.0,375000000.0,15001000000.0,4811000000.0,4848000000.0,,,11804000000.0,887000000.0,6575000000.0,619000000.0,13918000000.0,,,77000000.0,124000000.0,0.0,1928000000.0,1685000000.0,,389000000.0,771000000.0,-9246000000.0,1659000000.0,4444000000.0,24511000000.0,-8686000000.0,7778000000.0,9543000000.0,-8686000000.0,-8686000000.0,18196000000.0,24511000000.0,2815000000.0,8653000000.0,0.0,-367000000.0
American Airlines Group Inc,AAL,,6201,2013.0,FY,,2013-12-31,2015-02-25 08:02:34+00:00,1368000000.0,1560000000.0,2464000000.0,11133000000.0,-2032000000.0,,1140000000.0,0.0,10597000000.0,,1143000000.0,4086000000.0,30392000000.0,2311000000.0,15353000000.0,1012000000.0,19259000000.0,935000000.0,,5828000000.0,,7385000000.0,2299000000.0,9087000000.0,,1465000000.0,1035000000.0,-11296000000.0,1446000000.0,8111000000.0,42278000000.0,-2731000000.0,14323000000.0,13806000000.0,-2731000000.0,-2731000000.0,45009000000.0,42278000000.0,8696000000.0,31203000000.0,,
American Airlines Group Inc,AAL,,6201,2013.0,Q3,,2013-09-30,2013-10-17 16:28:46+00:00,1307000000.0,1340000000.0,2139000000.0,,-3090000000.0,345000000.0,717000000.0,,4830000000.0,5293000000.0,,,11401000000.0,853000000.0,8863000000.0,681000000.0,13472000000.0,,,6641000000.0,58000000.0,,2214000000.0,1866000000.0,6889000000.0,464000000.0,935000000.0,-9295000000.0,1359000000.0,6046000000.0,26780000000.0,-7922000000.0,10241000000.0,10098000000.0,-7922000000.0,-7922000000.0,34702000000.0,26780000000.0,3067000000.0,24604000000.0,0.0,-367000000.0
American Airlines Group Inc,AAL,,6201,2013.0,Q2,,2013-06-30,2013-07-18 16:02:33+00:00,1507000000.0,1376000000.0,2170000000.0,,-3090000000.0,367000000.0,604000000.0,,4825000000.0,5665000000.0,,,11467000000.0,859000000.0,7987000000.0,589000000.0,13550000000.0,,,6702000000.0,21000000.0,,2172000000.0,1860000000.0,6847000000.0,576000000.0,863000000.0,-9584000000.0,1327000000.0,5606000000.0,26216000000.0,-8216000000.0,9635000000.0,10669000000.0,-8216000000.0,-8216000000.0,34432000000.0,26216000000.0,3031000000.0,23763000000.0,0.0,-367000000.0
American Airlines Group Inc,AAL,,6201,2013.0,Q1,,2013-03-31,2013-04-18 16:11:18+00:00,1440000000.0,1243000000.0,2084000000.0,,-3030000000.0,375000000.0,606000000.0,,4824000000.0,5180000000.0,,,11206000000.0,863000000.0,6646000000.0,595000000.0,13305000000.0,,,6730000000.0,66000000.0,0.0,2159000000.0,1708000000.0,6779000000.0,524000000.0,853000000.0,-9803000000.0,1286000000.0,3638000000.0,23852000000.0,-8376000000.0,7525000000.0,9990000000.0,-8376000000.0,-8376000000.0,32228000000.0,23852000000.0,3022000000.0,22238000000.0,0.0,-367000000.0
American Airlines Group Inc,AAL,,6201,2014.0,FY,,2014-12-31,2016-02-24 08:04:10+00:00,1377000000.0,1771000000.0,2097000000.0,12259000000.0,-4559000000.0,,994000000.0,0.0,15142000000.0,,1194000000.0,4091000000.0,35343000000.0,2240000000.0,16043000000.0,1004000000.0,23084000000.0,829000000.0,,7562000000.0,,7059000000.0,2060000000.0,3366000000.0,,898000000.0,774000000.0,-8562000000.0,1677000000.0,6309000000.0,43225000000.0,2021000000.0,11750000000.0,13404000000.0,2021000000.0,2021000000.0,41204000000.0,43225000000.0,8391000000.0,27800000000.0,,
American Airlines Group Inc,AAL,,6201,2015.0,FY,,2015-12-31,2017-02-22 08:01:43+00:00,1563000000.0,1425000000.0,2334000000.0,13144000000.0,-4732000000.0,,390000000.0,0.0,11597000000.0,,1205000000.0,4091000000.0,40654000000.0,2249000000.0,18330000000.0,863000000.0,27510000000.0,667000000.0,2477000000.0,7450000000.0,,6272000000.0,2103000000.0,2728000000.0,,748000000.0,695000000.0,-1230000000.0,2231000000.0,5864000000.0,48415000000.0,5635000000.0,9985000000.0,13605000000.0,5635000000.0,5635000000.0,42780000000.0,48415000000.0,10920000000.0,29175000000.0,,
American Airlines Group Inc,AAL,,6201,2015.0,Q3,,2015-09-30,2015-10-23 07:01:48+00:00,1525000000.0,1828000000.0,2302000000.0,12915000000.0,-4651000000.0,,1016000000.0,0.0,12858000000.0,,1162000000.0,4091000000.0,39207000000.0,2261000000.0,18849000000.0,1010000000.0,26292000000.0,709000000.0,,7433000000.0,,7460000000.0,2365000000.0,3801000000.0,,1285000000.0,710000000.0,-4445000000.0,1712000000.0,7857000000.0,48715000000.0,3762000000.0,13706000000.0,14161000000.0,3762000000.0,3762000000.0,44953000000.0,48715000000.0,8717000000.0,30792000000.0,,
American Airlines Group Inc,AAL,,6201,2015.0,Q2,,2015-06-30,2015-07-24 07:02:53+00:00,1683000000.0,1892000000.0,2271000000.0,12797000000.0,-4620000000.0,,952000000.0,0.0,14326000000.0,,1040000000.0,4091000000.0,38085000000.0,2274000000.0,17152000000.0,1069000000.0,25288000000.0,746000000.0,,7477000000.0,,8409000000.0,2106000000.0,3812000000.0,,1482000000.0,747000000.0,-6070000000.0,1642000000.0,7967000000.0,47868000000.0,3636000000.0,14109000000.0,15045000000.0,3636000000.0,3636000000.0,44232000000.0,47868000000.0,8471000000.0,29187000000.0,,
American Airlines Group Inc,AAL,,6201,2015.0,Q1,,2015-03-31,2015-04-24 07:05:48+00:00,1587000000.0,1826000000.0,2162000000.0,12509000000.0,-4590000000.0,,1048000000.0,0.0,15056000000.0,,1009000000.0,4091000000.0,36551000000.0,2281000000.0,17638000000.0,995000000.0,24042000000.0,788000000.0,,7517000000.0,,8191000000.0,2211000000.0,3814000000.0,,1378000000.0,757000000.0,-7702000000.0,1284000000.0,8125000000.0,46754000000.0,2764000000.0,14129000000.0,14233000000.0,2764000000.0,2764000000.0,43990000000.0,46754000000.0,8583000000.0,29757000000.0,,
American Airlines Group Inc,AAL,,6201,2016.0,FY,,2016-12-31,2018-02-21 08:02:40+00:00,1592000000.0,1594000000.0,2208000000.0,14194000000.0,-5083000000.0,,322000000.0,0.0,7228000000.0,,1516000000.0,4091000000.0,45353000000.0,2173000000.0,22489000000.0,1094000000.0,31159000000.0,,1498000000.0,7842000000.0,,6701000000.0,2029000000.0,3286000000.0,,639000000.0,638000000.0,1640000000.0,1855000000.0,6037000000.0,51274000000.0,3785000000.0,10324000000.0,13872000000.0,3785000000.0,3785000000.0,47489000000.0,51274000000.0,9791000000.0,33617000000.0,,
American Airlines Group Inc,AAL,,6201,2016.0,Q3,,2016-09-30,2016-10-20 07:37:14+00:00,1673000000.0,1703000000.0,2234000000.0,14019000000.0,-4778000000.0,,381000000.0,0.0,7766000000.0,,1365000000.0,4091000000.0,44323000000.0,2189000000.0,21545000000.0,1100000000.0,30304000000.0,554000000.0,1524000000.0,7387000000.0,,7463000000.0,1952000000.0,2698000000.0,,855000000.0,635000000.0,1403000000.0,1798000000.0,6374000000.0,51108000000.0,4391000000.0,11048000000.0,14533000000.0,4391000000.0,4391000000.0,46717000000.0,51108000000.0,9756000000.0,32184000000.0,,
American Airlines Group Inc,AAL,,6201,2016.0,Q2,,2016-06-30,2016-07-22 07:37:14+00:00,1944000000.0,1593000000.0,2436000000.0,13804000000.0,-4763000000.0,,446000000.0,0.0,8356000000.0,,1327000000.0,4091000000.0,43415000000.0,2213000000.0,21131000000.0,999000000.0,29611000000.0,590000000.0,1965000000.0,7426000000.0,,7495000000.0,1987000000.0,2675000000.0,,834000000.0,640000000.0,719000000.0,1715000000.0,6672000000.0,51051000000.0,4312000000.0,11184000000.0,14917000000.0,4312000000.0,4312000000.0,46739000000.0,51051000000.0,10256000000.0,31822000000.0,,
American Airlines Group Inc,AAL,,6201,2016.0,Q1,,2016-03-31,2016-04-22 07:33:36+00:00,1913000000.0,1450000000.0,2344000000.0,13393000000.0,-4749000000.0,,495000000.0,0.0,10050000000.0,,1183000000.0,4091000000.0,42026000000.0,2236000000.0,19134000000.0,886000000.0,28633000000.0,625000000.0,2072000000.0,7440000000.0,,7227000000.0,2075000000.0,2723000000.0,,845000000.0,691000000.0,-591000000.0,2610000000.0,6435000000.0,49909000000.0,4710000000.0,10802000000.0,15277000000.0,4710000000.0,4710000000.0,45199000000.0,49909000000.0,10474000000.0,29922000000.0,,
American Airlines Group Inc,AAL,,6201,2017.0,FY,,2017-12-31,2019-02-25 07:31:34+00:00,1688000000.0,1752000000.0,2281000000.0,15646000000.0,-5154000000.0,0.0,295000000.0,,5719000000.0,7163000000.0,1672000000.0,4091000000.0,49802000000.0,2203000000.0,22511000000.0,1359000000.0,34156000000.0,,1816000000.0,7497000000.0,,0.0,1373000000.0,8199000000.0,,651000000.0,318000000.0,-1345000000.0,2554000000.0,4771000000.0,52785000000.0,-780000000.0,9146000000.0,15358000000.0,-780000000.0,-780000000.0,53565000000.0,52785000000.0,9483000000.0,38207000000.0,,
American Airlines Group Inc,AAL,,6201,2017.0,Q3,,2017-09-30,2017-10-26 08:01:31+00:00,1638000000.0,1700000000.0,2243000000.0,15416000000.0,-5127000000.0,,340000000.0,0.0,5923000000.0,,1413000000.0,4091000000.0,48727000000.0,2214000000.0,22217000000.0,1315000000.0,33311000000.0,,538000000.0,7467000000.0,,7546000000.0,2245000000.0,3462000000.0,,826000000.0,393000000.0,3152000000.0,2467000000.0,5428000000.0,52401000000.0,3948000000.0,10002000000.0,15307000000.0,3948000000.0,3948000000.0,48453000000.0,52401000000.0,9088000000.0,33146000000.0,,
American Airlines Group Inc,AAL,,6201,2017.0,Q2,,2017-06-30,2017-07-28 07:33:10+00:00,1924000000.0,1543000000.0,2323000000.0,15128000000.0,-5112000000.0,,386000000.0,0.0,6250000000.0,,1295000000.0,4091000000.0,48121000000.0,2224000000.0,22525000000.0,1206000000.0,32993000000.0,,905000000.0,7500000000.0,,8236000000.0,2107000000.0,3484000000.0,,827000000.0,554000000.0,2577000000.0,2334000000.0,6500000000.0,53336000000.0,3715000000.0,11016000000.0,16112000000.0,3715000000.0,3715000000.0,49621000000.0,53336000000.0,9327000000.0,33509000000.0,,
American Airlines Group Inc,AAL,,6201,2017.0,Q1,,2017-03-31,2017-04-27 07:32:07+00:00,1882000000.0,1397000000.0,2272000000.0,14640000000.0,-5097000000.0,,374000000.0,0.0,6731000000.0,,1064000000.0,4091000000.0,46931000000.0,2236000000.0,22829000000.0,1154000000.0,32291000000.0,494000000.0,1379000000.0,7808000000.0,,8354000000.0,2004000000.0,2753000000.0,,856000000.0,543000000.0,1823000000.0,1714000000.0,6302000000.0,52627000000.0,3457000000.0,10626000000.0,15286000000.0,3457000000.0,3457000000.0,49170000000.0,52627000000.0,9710000000.0,33884000000.0,,
American Airlines Group Inc,AAL,,6201,2018.0,FY,,2018-12-31,2020-02-19 07:31:30+00:00,1773000000.0,1706000000.0,2342000000.0,17443000000.0,-5896000000.0,,275000000.0,0.0,4969000000.0,7606000000.0,1427000000.0,4091000000.0,51541000000.0,2137000000.0,21179000000.0,1522000000.0,34098000000.0,,1145000000.0,6907000000.0,0.0,1654000000.0,10472000000.0,14567000000.0,,495000000.0,154000000.0,758000000.0,3294000000.0,4485000000.0,60580000000.0,-169000000.0,8637000000.0,18096000000.0,-169000000.0,-169000000.0,60749000000.0,60580000000.0,17845000000.0,42653000000.0,,
American Airlines Group Inc,AAL,,6201,2018.0,Q3,,2018-09-30,2018-10-25 07:39:25+00:00,1886000000.0,2170000000.0,2301000000.0,17277000000.0,-5203000000.0,,303000000.0,0.0,4951000000.0,8282000000.0,1386000000.0,4091000000.0,51500000000.0,2147000000.0,22274000000.0,1576000000.0,34223000000.0,,1293000000.0,6898000000.0,,,1383000000.0,7683000000.0,,743000000.0,154000000.0,-316000000.0,2493000000.0,4552000000.0,52635000000.0,-568000000.0,9498000000.0,16348000000.0,-568000000.0,-568000000.0,53203000000.0,52635000000.0,8914000000.0,36855000000.0,,
American Airlines Group Inc,AAL,,6201,2018.0,Q2,,2018-06-30,2018-07-26 07:33:23+00:00,2053000000.0,1941000000.0,2401000000.0,16725000000.0,-5187000000.0,,293000000.0,0.0,4928000000.0,,1299000000.0,4091000000.0,51149000000.0,2157000000.0,21863000000.0,1522000000.0,34424000000.0,,1399000000.0,7118000000.0,,8703000000.0,1375000000.0,7841000000.0,,856000000.0,183000000.0,-610000000.0,2213000000.0,4381000000.0,52622000000.0,-869000000.0,9176000000.0,16669000000.0,-869000000.0,-869000000.0,53491000000.0,52622000000.0,9022000000.0,36822000000.0,,
American Airlines Group Inc,AAL,,6201,2018.0,Q1,,2018-03-31,2018-04-26 07:33:16+00:00,1953000000.0,1809000000.0,2359000000.0,16159000000.0,-5172000000.0,,297000000.0,0.0,5284000000.0,,1178000000.0,4091000000.0,50492000000.0,2193000000.0,21946000000.0,1455000000.0,34333000000.0,,1581000000.0,7259000000.0,,8725000000.0,1409000000.0,8085000000.0,,824000000.0,294000000.0,-1130000000.0,2793000000.0,4994000000.0,53280000000.0,-1018000000.0,9673000000.0,17008000000.0,-1018000000.0,-1018000000.0,54298000000.0,53280000000.0,9274000000.0,37290000000.0,,
American Airlines Group Inc,AAL,,6201,2019.0,FY,,2019-12-31,2020-04-30 07:34:05+00:00,2062000000.0,1750000000.0,2138000000.0,18659000000.0,-6331000000.0,,280000000.0,0.0,3949000000.0,8001000000.0,1541000000.0,4091000000.0,53654000000.0,2084000000.0,21454000000.0,1851000000.0,34995000000.0,,645000000.0,6052000000.0,,1708000000.0,9974000000.0,14296000000.0,,621000000.0,158000000.0,2264000000.0,2861000000.0,3546000000.0,59995000000.0,-118000000.0,8206000000.0,18311000000.0,-118000000.0,-118000000.0,60113000000.0,59995000000.0,16794000000.0,41802000000.0,,
American Airlines Group Inc,AAL,,6201,2019.0,Q3,,2019-09-30,2019-10-24 07:38:22+00:00,1932000000.0,1850000000.0,2169000000.0,18500000000.0,-5946000000.0,,312000000.0,0.0,4212000000.0,8766000000.0,1413000000.0,4091000000.0,53119000000.0,2095000000.0,21625000000.0,1800000000.0,34619000000.0,,666000000.0,5609000000.0,0.0,1672000000.0,10132000000.0,14221000000.0,,596000000.0,158000000.0,1894000000.0,3608000000.0,4856000000.0,61175000000.0,160000000.0,9572000000.0,19560000000.0,160000000.0,160000000.0,61015000000.0,61175000000.0,16984000000.0,41455000000.0,,
American Airlines Group Inc,AAL,,6201,2019.0,Q2,,2019-06-30,2019-07-25 07:36:28+00:00,2118000000.0,1943000000.0,2296000000.0,18114000000.0,-5927000000.0,,319000000.0,0.0,4391000000.0,9266000000.0,1304000000.0,4091000000.0,52816000000.0,2105000000.0,21791000000.0,1708000000.0,34702000000.0,,792000000.0,5641000000.0,0.0,1639000000.0,10427000000.0,14434000000.0,,635000000.0,157000000.0,1514000000.0,3500000000.0,5088000000.0,61967000000.0,-22000000.0,9850000000.0,20123000000.0,-22000000.0,-22000000.0,61989000000.0,61967000000.0,17415000000.0,41866000000.0,,
American Airlines Group Inc,AAL,,6201,2019.0,Q1,,2019-03-31,2019-04-26 07:32:51+00:00,2139000000.0,1876000000.0,2210000000.0,17746000000.0,-5909000000.0,,337000000.0,0.0,4376000000.0,9284000000.0,1217000000.0,4091000000.0,52156000000.0,2115000000.0,20660000000.0,1666000000.0,34410000000.0,,1007000000.0,6519000000.0,0.0,1629000000.0,10510000000.0,14395000000.0,,607000000.0,156000000.0,897000000.0,3370000000.0,4012000000.0,60787000000.0,-636000000.0,8654000000.0,19849000000.0,-636000000.0,-636000000.0,61423000000.0,60787000000.0,17723000000.0,41574000000.0,,
American Airlines Group Inc,AAL,,6201,2020.0,Q1,,2020-03-31,2020-04-30 07:34:05+00:00,1648000000.0,1020000000.0,2095000000.0,16441000000.0,-6480000000.0,,474000000.0,0.0,3865000000.0,8567000000.0,1633000000.0,4091000000.0,50647000000.0,2059000000.0,21564000000.0,1772000000.0,34206000000.0,,1237000000.0,6107000000.0,,1752000000.0,9812000000.0,14332000000.0,,650000000.0,157000000.0,-21000000.0,3518000000.0,3102000000.0,58580000000.0,-2636000000.0,7175000000.0,19213000000.0,-2636000000.0,-2636000000.0,61216000000.0,58580000000.0,17199000000.0,42003000000.0,,
