company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
American Airlines Group Inc,AAL,,6201,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-20 16:10:58+00:00,,,,,,,,,240000000.0,245000000.0,-1374000000.0,1173000000.0,245000000.0,-1374000000.0,1173000000.0,44000000.0,,,,472000000.0,-1000000.0,,,-641000000.0,-732000000.0,-467000000.0,,,
American Airlines Group Inc,AAL,,6201,2010.0,Q2TTM,2009-07-01,2010-06-30,,,,,,,,,412000000.0,3229000000.0,2686000000.0,-3846000000.0,1165000000.0,2686000000.0,-3845000000.0,1165000000.0,6000000.0,0.0,,,771000000.0,4000000.0,,,-1971000000.0,-1651000000.0,-1726000000.0,,-299000000.0,71000000.0
American Airlines Group Inc,AAL,,6201,2010.0,Q2,2010-04-01,2010-06-30,,,,,,,,,-1000000.0,102000000.0,237000000.0,-946000000.0,717000000.0,237000000.0,-946000000.0,717000000.0,8000000.0,,,,312000000.0,-1000000.0,,,-530000000.0,-415000000.0,-176000000.0,,,
American Airlines Group Inc,AAL,,6201,2010.0,Q1,2010-01-01,2010-03-31,2011-04-20 16:38:41+00:00,,,,,,,,1000000.0,138000000.0,8000000.0,-428000000.0,456000000.0,8000000.0,-428000000.0,456000000.0,36000000.0,,,,160000000.0,,,,-111000000.0,-317000000.0,-291000000.0,,,0.0
American Airlines Group Inc,AAL,,6201,2011.0,Q4,2011-10-01,2011-12-31,,,,,,,,,,785000000.0,-56000000.0,-362000000.0,397000000.0,-56000000.0,-362000000.0,397000000.0,-21000000.0,0.0,,,240000000.0,-264000000.0,,,-2918000000.0,-372000000.0,-1081000000.0,,3192000000.0,
American Airlines Group Inc,AAL,,6201,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 07:52:16+00:00,0.0,-11000000.0,,,1086000000.0,,497000000.0,,2569000000.0,664000000.0,-1292000000.0,743000000.0,664000000.0,-1292000000.0,743000000.0,115000000.0,-1979000000.0,-1979000000.0,1150000000.0,703000000.0,-288000000.0,,,-2918000000.0,-1614000000.0,-2608000000.0,,3528000000.0,
American Airlines Group Inc,AAL,,6201,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-17 08:16:20+00:00,,,,,,,,,1784000000.0,720000000.0,-930000000.0,346000000.0,720000000.0,-930000000.0,346000000.0,136000000.0,,,,463000000.0,-24000000.0,,,,-1242000000.0,-1527000000.0,,336000000.0,
American Airlines Group Inc,AAL,,6201,2011.0,Q3TTM,2010-10-01,2011-09-30,,,,,,,,,,1899000000.0,1069000000.0,-1464000000.0,497000000.0,1069000000.0,-1464000000.0,497000000.0,102000000.0,0.0,,,978000000.0,-27000000.0,,,27000000.0,-1792000000.0,-1808000000.0,,336000000.0,-8000000.0
American Airlines Group Inc,AAL,,6201,2011.0,Q3,2011-07-01,2011-09-30,,,,,,,,,,67000000.0,-75000000.0,368000000.0,-307000000.0,-75000000.0,368000000.0,-307000000.0,-14000000.0,,,,201000000.0,-17000000.0,,,530000000.0,-481000000.0,-343000000.0,,336000000.0,
American Airlines Group Inc,AAL,,6201,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-18 16:47:18+00:00,,,,,,,,,1717000000.0,795000000.0,-1298000000.0,653000000.0,795000000.0,-1298000000.0,653000000.0,150000000.0,,,,262000000.0,-7000000.0,,,-530000000.0,-761000000.0,-1184000000.0,,,
American Airlines Group Inc,AAL,,6201,2011.0,Q2TTM,2010-07-01,2011-06-30,,,,,,,,,,2019000000.0,1354000000.0,-1954000000.0,721000000.0,1354000000.0,-1954000000.0,721000000.0,121000000.0,0.0,,,1206000000.0,4000000.0,,,29000000.0,-1991000000.0,-1871000000.0,,,4000000.0
American Airlines Group Inc,AAL,,6201,2011.0,Q2,2011-04-01,2011-06-30,,,,,,,,,,553000000.0,-170000000.0,257000000.0,-55000000.0,-170000000.0,257000000.0,-55000000.0,32000000.0,,,,137000000.0,-2000000.0,,,655000000.0,-396000000.0,-860000000.0,,,
American Airlines Group Inc,AAL,,6201,2011.0,Q1,2011-01-01,2011-03-31,2012-04-19 09:01:21+00:00,,,,,,,,,1164000000.0,965000000.0,-1555000000.0,708000000.0,965000000.0,-1555000000.0,708000000.0,118000000.0,,,,125000000.0,-5000000.0,,,-1185000000.0,-365000000.0,-324000000.0,,,
American Airlines Group Inc,AAL,,6201,2011.0,Q1TTM,2010-04-01,2011-03-31,,,,,,,,,-1000000.0,1568000000.0,1761000000.0,-3157000000.0,1493000000.0,1761000000.0,-3157000000.0,1493000000.0,97000000.0,0.0,,,1381000000.0,5000000.0,,,-1156000000.0,-2010000000.0,-1187000000.0,,,4000000.0
American Airlines Group Inc,AAL,,6201,2012.0,Q4,2012-10-01,2012-12-31,,,-14000000.0,,,1015000000.0,,-437000000.0,,0.0,,-367000000.0,1285000000.0,621000000.0,-367000000.0,1285000000.0,-28000000.0,-1876000000.0,-1876000000.0,2597000000.0,0.0,-3000000.0,-1567000000.0,,-1078000000.0,-735000000.0,0.0,,1384000000.0,65000000.0
American Airlines Group Inc,AAL,,6201,2012.0,FY,2012-01-01,2012-12-31,2015-02-25 08:02:34+00:00,,-14000000.0,,,1015000000.0,,-437000000.0,,268000000.0,483000000.0,-1571000000.0,1285000000.0,483000000.0,-1571000000.0,1285000000.0,197000000.0,-1876000000.0,-1876000000.0,2597000000.0,1509000000.0,-112000000.0,,,-1078000000.0,-1888000000.0,-1294000000.0,,1384000000.0,123000000.0
American Airlines Group Inc,AAL,,6201,2012.0,Q3YTD,2012-01-01,2012-09-30,2012-10-17 08:16:20+00:00,,,,,,,,,0.0,,-1204000000.0,,-138000000.0,-1204000000.0,,225000000.0,,,,,-109000000.0,1567000000.0,,,-1153000000.0,0.0,,0.0,58000000.0
American Airlines Group Inc,AAL,,6201,2012.0,Q3TTM,2011-10-01,2012-09-30,,,,,,,,,,0.0,,-1566000000.0,397000000.0,-194000000.0,-1566000000.0,397000000.0,204000000.0,0.0,,,0.0,-373000000.0,1567000000.0,,-2918000000.0,-1525000000.0,0.0,,3192000000.0,58000000.0
American Airlines Group Inc,AAL,,6201,2012.0,Q3,2012-07-01,2012-09-30,,,,,,,,,,,,396000000.0,-1722000000.0,-104000000.0,396000000.0,-1722000000.0,137000000.0,,,,0.0,-109000000.0,1567000000.0,,924000000.0,-420000000.0,0.0,,,1000000.0
American Airlines Group Inc,AAL,,6201,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-18 16:02:33+00:00,,,,,,,,,0.0,-34000000.0,-1600000000.0,1722000000.0,-34000000.0,-1600000000.0,1722000000.0,88000000.0,,,,568000000.0,,,,-924000000.0,-733000000.0,-602000000.0,,,57000000.0
American Airlines Group Inc,AAL,,6201,2012.0,Q2TTM,2011-07-01,2012-06-30,,,,,,,,,,852000000.0,-165000000.0,-1594000000.0,1812000000.0,-165000000.0,-1594000000.0,1812000000.0,53000000.0,0.0,,,1009000000.0,-281000000.0,,,-3312000000.0,-1586000000.0,-2026000000.0,,3528000000.0,57000000.0
American Airlines Group Inc,AAL,,6201,2012.0,Q2,2012-04-01,2012-06-30,,,,,,,,,,,-44000000.0,-615000000.0,655000000.0,-44000000.0,-615000000.0,655000000.0,-4000000.0,,,,244000000.0,33000000.0,,,-198000000.0,-495000000.0,-288000000.0,,,45000000.0
American Airlines Group Inc,AAL,,6201,2012.0,Q1,2012-01-01,2012-03-31,2013-04-18 16:11:18+00:00,,,,,,,,,0.0,10000000.0,-985000000.0,1067000000.0,10000000.0,-985000000.0,1067000000.0,92000000.0,,,,324000000.0,-33000000.0,,,-726000000.0,-238000000.0,-314000000.0,,,12000000.0
American Airlines Group Inc,AAL,,6201,2012.0,Q1TTM,2011-04-01,2012-03-31,,,,,,,,,,1405000000.0,-291000000.0,-722000000.0,1102000000.0,-291000000.0,-722000000.0,1102000000.0,89000000.0,0.0,,,902000000.0,-316000000.0,,,-2459000000.0,-1487000000.0,-2598000000.0,,3528000000.0,12000000.0
American Airlines Group Inc,AAL,,6201,2013.0,Q4,2013-10-01,2013-12-31,,,,-10000000.0,-431000000.0,,206000000.0,,,1063000000.0,357000000.0,1278000000.0,-1212000000.0,357000000.0,1278000000.0,-1212000000.0,423000000.0,0.0,,,204000000.0,169000000.0,,,-623000000.0,-714000000.0,-910000000.0,,2161000000.0,79000000.0
American Airlines Group Inc,AAL,,6201,2013.0,FY,2013-01-01,2013-12-31,2016-02-24 08:04:10+00:00,,,,,1020000000.0,206000000.0,-708000000.0,,5145000000.0,3799000000.0,-3814000000.0,675000000.0,3799000000.0,-3814000000.0,675000000.0,660000000.0,-1834000000.0,-1834000000.0,2197000000.0,1700000000.0,147000000.0,,,-3342000000.0,-3114000000.0,-3046000000.0,,2161000000.0,128000000.0
American Airlines Group Inc,AAL,,6201,2013.0,Q3TTM,2012-10-01,2013-09-30,,,,10000000.0,431000000.0,,,,,0.0,,-5459000000.0,3172000000.0,4063000000.0,-5459000000.0,3172000000.0,209000000.0,0.0,,,0.0,-25000000.0,-1567000000.0,,-3797000000.0,-3135000000.0,0.0,,1384000000.0,114000000.0
American Airlines Group Inc,AAL,,6201,2013.0,Q3,2013-07-01,2013-09-30,,,,4000000.0,241000000.0,,,,,2394000000.0,1203000000.0,,17000000.0,1203000000.0,-1107000000.0,17000000.0,113000000.0,,,,364000000.0,0.0,,,0.0,0.0,-1555000000.0,,,0.0
American Airlines Group Inc,AAL,,6201,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-24 07:31:15+00:00,,,6000000.0,190000000.0,,,,,1688000000.0,2239000000.0,-3976000000.0,1870000000.0,2239000000.0,-3985000000.0,1870000000.0,124000000.0,,,,1132000000.0,-13000000.0,,,-2207000000.0,-1804000000.0,-581000000.0,0.0,0.0,48000000.0
American Airlines Group Inc,AAL,,6201,2013.0,Q2TTM,2012-07-01,2013-06-30,,,,6000000.0,190000000.0,,,,,1956000000.0,2756000000.0,-3947000000.0,1433000000.0,2756000000.0,-3956000000.0,1433000000.0,233000000.0,0.0,,,2073000000.0,-125000000.0,,,-2361000000.0,-2959000000.0,-1273000000.0,,1384000000.0,114000000.0
American Airlines Group Inc,AAL,,6201,2013.0,Q2,2013-04-01,2013-06-30,,,,4000000.0,65000000.0,,,,,1527000000.0,1725000000.0,-2888000000.0,1170000000.0,1725000000.0,-2897000000.0,1170000000.0,-2000000.0,,,,368000000.0,13000000.0,,,-1978000000.0,-919000000.0,-170000000.0,,,-4000000.0
American Airlines Group Inc,AAL,,6201,2013.0,Q1TTM,2012-04-01,2013-03-31,,,,2000000.0,125000000.0,,,,,429000000.0,987000000.0,-1674000000.0,918000000.0,987000000.0,-1674000000.0,918000000.0,231000000.0,0.0,,,1949000000.0,-105000000.0,,,-581000000.0,-2535000000.0,-1391000000.0,,1384000000.0,163000000.0
American Airlines Group Inc,AAL,,6201,2014.0,FY,2014-01-01,2014-12-31,2017-02-22 08:01:43+00:00,,-171000000.0,,,1513000000.0,307000000.0,-1340000000.0,,3308000000.0,-315000000.0,-2911000000.0,3080000000.0,-315000000.0,-2911000000.0,3080000000.0,-146000000.0,2882000000.0,2882000000.0,196000000.0,821000000.0,,,-144000000.0,-5380000000.0,-5311000000.0,-3238000000.0,-1062000000.0,7440000000.0,33000000.0
American Airlines Group Inc,AAL,,6201,2014.0,Q4,2014-10-01,2014-12-31,,,,-8000000.0,-640000000.0,,307000000.0,,,886000000.0,-202000000.0,-786000000.0,804000000.0,-202000000.0,-786000000.0,804000000.0,-184000000.0,0.0,,,281000000.0,-307000000.0,,-72000000.0,-1777000000.0,-1305000000.0,-390000000.0,-907000000.0,2287000000.0,9000000.0
American Airlines Group Inc,AAL,,6201,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-23 07:01:48+00:00,,,8000000.0,640000000.0,,,,,2422000000.0,-113000000.0,-2125000000.0,2276000000.0,-113000000.0,-2125000000.0,2276000000.0,38000000.0,,,,540000000.0,307000000.0,,-72000000.0,-3603000000.0,-4006000000.0,-2848000000.0,-155000000.0,5153000000.0,24000000.0
American Airlines Group Inc,AAL,,6201,2014.0,Q3TTM,2013-10-01,2014-09-30,,,,-2000000.0,209000000.0,,206000000.0,,,3485000000.0,244000000.0,-847000000.0,1064000000.0,244000000.0,-847000000.0,1064000000.0,461000000.0,0.0,,,744000000.0,476000000.0,,-72000000.0,-4226000000.0,-4720000000.0,-3758000000.0,-155000000.0,7314000000.0,103000000.0
American Airlines Group Inc,AAL,,6201,2014.0,Q3,2014-07-01,2014-09-30,,,,3000000.0,273000000.0,,,,,1882000000.0,107000000.0,222000000.0,-361000000.0,107000000.0,222000000.0,-361000000.0,-32000000.0,,,,120000000.0,,,-72000000.0,-1742000000.0,-1328000000.0,-1696000000.0,-127000000.0,3277000000.0,15000000.0
American Airlines Group Inc,AAL,,6201,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-24 07:02:53+00:00,,,5000000.0,367000000.0,,,,,540000000.0,-220000000.0,-2347000000.0,2637000000.0,-220000000.0,-2347000000.0,2637000000.0,70000000.0,,,,420000000.0,307000000.0,,0.0,-1861000000.0,-2678000000.0,-1152000000.0,-28000000.0,1876000000.0,9000000.0
American Airlines Group Inc,AAL,,6201,2014.0,Q2TTM,2013-07-01,2014-06-30,,,,-1000000.0,177000000.0,,206000000.0,,,3997000000.0,1340000000.0,-2185000000.0,1442000000.0,1340000000.0,-2176000000.0,1442000000.0,606000000.0,0.0,,,988000000.0,467000000.0,,,-2996000000.0,-3988000000.0,-3617000000.0,-28000000.0,4037000000.0,89000000.0
American Airlines Group Inc,AAL,,6201,2014.0,Q2,2014-04-01,2014-06-30,,,,2000000.0,163000000.0,,,,,316000000.0,-26000000.0,-1404000000.0,1381000000.0,-26000000.0,-1404000000.0,1381000000.0,-49000000.0,,,,246000000.0,,,,-685000000.0,-1631000000.0,-644000000.0,56000000.0,906000000.0,6000000.0
American Airlines Group Inc,AAL,,6201,2014.0,Q1,2014-01-01,2014-03-31,2015-04-24 07:05:48+00:00,,,3000000.0,204000000.0,,,,,224000000.0,-194000000.0,-943000000.0,1256000000.0,-194000000.0,-943000000.0,1256000000.0,119000000.0,,,,174000000.0,307000000.0,,0.0,-1176000000.0,-1047000000.0,-508000000.0,-84000000.0,970000000.0,3000000.0
American Airlines Group Inc,AAL,,6201,2014.0,Q1TTM,2013-04-01,2014-03-31,,,,1000000.0,79000000.0,,206000000.0,,,5208000000.0,3091000000.0,-3669000000.0,1231000000.0,3091000000.0,-3669000000.0,1231000000.0,653000000.0,0.0,,,1110000000.0,480000000.0,,,-4289000000.0,-3276000000.0,-3143000000.0,-84000000.0,3131000000.0,79000000.0
American Airlines Group Inc,AAL,,6201,2015.0,FY,2015-01-01,2015-12-31,2018-02-21 08:02:40+00:00,0.0,-122000000.0,,,1609000000.0,,-3200000000.0,,5105000000.0,-1259000000.0,-5594000000.0,6249000000.0,-1259000000.0,-5594000000.0,6249000000.0,-604000000.0,7610000000.0,7610000000.0,352000000.0,,,,-278000000.0,-8126000000.0,-6151000000.0,-2240000000.0,-3846000000.0,8648000000.0,35000000.0
American Airlines Group Inc,AAL,,6201,2015.0,Q4,2015-10-01,2015-12-31,,,,-22000000.0,-648000000.0,,,,,608000000.0,-1292000000.0,438000000.0,228000000.0,-1292000000.0,438000000.0,228000000.0,-626000000.0,0.0,,,-43000000.0,,,-72000000.0,-409000000.0,-1530000000.0,-350000000.0,-1435000000.0,2365000000.0,12000000.0
American Airlines Group Inc,AAL,,6201,2015.0,Q3TTM,2014-10-01,2015-09-30,,,,14000000.0,8000000.0,,307000000.0,,,5383000000.0,-169000000.0,-6818000000.0,6825000000.0,-169000000.0,-6818000000.0,6825000000.0,-162000000.0,0.0,,,324000000.0,-307000000.0,,-278000000.0,-9494000000.0,-5926000000.0,-2280000000.0,-3318000000.0,8570000000.0,32000000.0
American Airlines Group Inc,AAL,,6201,2015.0,Q3,2015-07-01,2015-09-30,,,,12000000.0,215000000.0,,,,,2467000000.0,221000000.0,-1337000000.0,1180000000.0,221000000.0,-1337000000.0,1180000000.0,64000000.0,,,,43000000.0,,,-66000000.0,-2624000000.0,-1482000000.0,-743000000.0,-1480000000.0,2768000000.0,1000000.0
American Airlines Group Inc,AAL,,6201,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-10-20 07:37:14+00:00,,,22000000.0,648000000.0,,,,,4497000000.0,33000000.0,-6032000000.0,6021000000.0,33000000.0,-6032000000.0,6021000000.0,22000000.0,,,,43000000.0,,,-206000000.0,-7717000000.0,-4621000000.0,-1890000000.0,-2411000000.0,6283000000.0,23000000.0
American Airlines Group Inc,AAL,,6201,2015.0,Q2TTM,2014-07-01,2015-06-30,,,,5000000.0,66000000.0,,307000000.0,,,4798000000.0,-283000000.0,-5259000000.0,5284000000.0,-283000000.0,-5259000000.0,5284000000.0,-258000000.0,0.0,,,401000000.0,-307000000.0,,-284000000.0,-8612000000.0,-5772000000.0,-3233000000.0,-1965000000.0,9079000000.0,46000000.0
American Airlines Group Inc,AAL,,6201,2015.0,Q2,2015-04-01,2015-06-30,,,,7000000.0,214000000.0,,,,,246000000.0,-950000000.0,-1493000000.0,2347000000.0,-950000000.0,-1493000000.0,2347000000.0,-96000000.0,,,,,,,-70000000.0,-1619000000.0,-1730000000.0,-376000000.0,-750000000.0,1838000000.0,18000000.0
American Airlines Group Inc,AAL,,6201,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-07-22 07:37:14+00:00,,,10000000.0,433000000.0,,,,,2030000000.0,-188000000.0,-4695000000.0,4841000000.0,-188000000.0,-4695000000.0,4841000000.0,-42000000.0,,,,,,,-140000000.0,-5093000000.0,-3139000000.0,-1147000000.0,-931000000.0,3515000000.0,22000000.0
American Airlines Group Inc,AAL,,6201,2015.0,Q1TTM,2014-04-01,2015-03-31,,,,,15000000.0,,307000000.0,,,4868000000.0,641000000.0,-5170000000.0,4318000000.0,641000000.0,-5170000000.0,4318000000.0,-211000000.0,0.0,,,647000000.0,-307000000.0,,-214000000.0,-7678000000.0,-5673000000.0,-3501000000.0,-1159000000.0,8147000000.0,34000000.0
American Airlines Group Inc,AAL,,6201,2015.0,Q1,2015-01-01,2015-03-31,2016-04-22 07:33:36+00:00,,,3000000.0,219000000.0,,,,,1784000000.0,762000000.0,-3202000000.0,2494000000.0,762000000.0,-3202000000.0,2494000000.0,54000000.0,,,,,,,-70000000.0,-3474000000.0,-1409000000.0,-771000000.0,-181000000.0,1677000000.0,4000000.0
American Airlines Group Inc,AAL,,6201,2016.0,FY,2016-01-01,2016-12-31,2019-02-25 07:31:34+00:00,0.0,-119000000.0,,,1818000000.0,,-768000000.0,,7734000000.0,-894000000.0,-5702000000.0,6524000000.0,-894000000.0,-5702000000.0,6524000000.0,-72000000.0,5273000000.0,5273000000.0,320000000.0,,0.0,,-224000000.0,-6241000000.0,-5731000000.0,-3904000000.0,-4500000000.0,6145000000.0,125000000.0
American Airlines Group Inc,AAL,,6201,2016.0,Q4,2016-10-01,2016-12-31,,,,-10000000.0,-714000000.0,,,,,2322000000.0,370000000.0,-1060000000.0,627000000.0,370000000.0,-1060000000.0,627000000.0,-63000000.0,0.0,,,,,,-52000000.0,-1163000000.0,-1460000000.0,-1331000000.0,-569000000.0,1498000000.0,65000000.0
American Airlines Group Inc,AAL,,6201,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-10-26 08:01:31+00:00,0.0,,10000000.0,714000000.0,,,,,5412000000.0,-1264000000.0,-4642000000.0,5897000000.0,-1264000000.0,-4642000000.0,5897000000.0,-9000000.0,,,,,,,-172000000.0,-5078000000.0,-4271000000.0,-2573000000.0,-3931000000.0,4647000000.0,60000000.0
American Airlines Group Inc,AAL,,6201,2016.0,Q3TTM,2015-10-01,2016-09-30,,,,-12000000.0,66000000.0,,,,,6020000000.0,-2556000000.0,-4204000000.0,6125000000.0,-2556000000.0,-4204000000.0,6125000000.0,-635000000.0,0.0,,,-43000000.0,,,-244000000.0,-5487000000.0,-5801000000.0,-2923000000.0,-5366000000.0,7012000000.0,72000000.0
American Airlines Group Inc,AAL,,6201,2016.0,Q3,2016-07-01,2016-09-30,,,,3000000.0,235000000.0,,,,,813000000.0,-258000000.0,-871000000.0,1064000000.0,-258000000.0,-871000000.0,1064000000.0,-65000000.0,,,,,,,-53000000.0,-1473000000.0,-1208000000.0,-323000000.0,-695000000.0,1782000000.0,28000000.0
American Airlines Group Inc,AAL,,6201,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-07-28 07:33:10+00:00,,,7000000.0,479000000.0,,,,,4599000000.0,-1006000000.0,-3771000000.0,4833000000.0,-1006000000.0,-3771000000.0,4833000000.0,56000000.0,,,,,,,-119000000.0,-3605000000.0,-3063000000.0,-2250000000.0,-3236000000.0,2865000000.0,32000000.0
American Airlines Group Inc,AAL,,6201,2016.0,Q2TTM,2015-07-01,2016-06-30,,,-122000000.0,-3000000.0,46000000.0,1609000000.0,,-3200000000.0,,7674000000.0,-2077000000.0,-4670000000.0,6241000000.0,-2077000000.0,-4670000000.0,6241000000.0,-506000000.0,7610000000.0,7610000000.0,352000000.0,,,,-257000000.0,-6638000000.0,-6075000000.0,-3343000000.0,-6151000000.0,7998000000.0,45000000.0
American Airlines Group Inc,AAL,,6201,2016.0,Q2,2016-04-01,2016-06-30,,,,3000000.0,251000000.0,,,,,3084000000.0,-605000000.0,-1657000000.0,2213000000.0,-605000000.0,-1657000000.0,2213000000.0,-49000000.0,,,,,,,-58000000.0,-1890000000.0,-1506000000.0,-1920000000.0,-1711000000.0,1711000000.0,28000000.0
American Airlines Group Inc,AAL,,6201,2016.0,Q1,2016-01-01,2016-03-31,2017-04-27 07:32:07+00:00,,,4000000.0,228000000.0,,,,,1515000000.0,-401000000.0,-2114000000.0,2620000000.0,-401000000.0,-2114000000.0,2620000000.0,105000000.0,,,,,,,-61000000.0,-1715000000.0,-1557000000.0,-330000000.0,-1525000000.0,1154000000.0,4000000.0
American Airlines Group Inc,AAL,,6201,2016.0,Q1TTM,2015-04-01,2016-03-31,,,,1000000.0,9000000.0,,,,,4836000000.0,-2422000000.0,-4506000000.0,6375000000.0,-2422000000.0,-4506000000.0,6375000000.0,-553000000.0,0.0,,,,,,-269000000.0,-6367000000.0,-6299000000.0,-1799000000.0,-5190000000.0,8125000000.0,35000000.0
American Airlines Group Inc,AAL,,6201,2017.0,FY,2017-01-01,2017-12-31,2020-02-19 07:31:30+00:00,-203000000.0,,,,,,2593000000.0,,3085000000.0,-1145000000.0,-3636000000.0,3975000000.0,-1145000000.0,-3636000000.0,3975000000.0,-806000000.0,1282000000.0,1282000000.0,100000000.0,,309000000.0,,-198000000.0,-4633000000.0,-5971000000.0,-2417000000.0,-1615000000.0,6768000000.0,94000000.0
