company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,investmentbankingincome,investmentsecuritiesinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,nonoperatingincome,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,restructuringcharge,salariesandemployeebenefitsexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2010.0,Q3,2009-10-01,2009-12-31,2011-02-08 16:43:20+00:00,5746000.0,0.28,0.28,0.03,0.28,,26006000.0,559627000.0,2223000.0,29248000.0,46233000.0,46233000.0,44922000.0,,-27025000.0,103070000.0,,,1311000.0,,214858000.0,150968000.0,,,287657000.0,29248000.0,2223000.0,611331000.0,710595000.0,72239000.0,683570000.0,160400000.0,160815000.0,162949000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2010.0,Q2,2009-07-01,2009-09-30,2010-11-09 13:21:34+00:00,5664000.0,0.3,0.3,0.03,0.3,,27671000.0,,1728000.0,28540000.0,47322000.0,47322000.0,45774000.0,1548000.0,-26812000.0,76227000.0,5613000.0,,,,212562000.0,678204000.0,,0.0,287559000.0,28540000.0,1728000.0,582012000.0,678204000.0,74993000.0,651392000.0,152600000.0,151267000.0,153224000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2010.0,Q2YTD,2009-04-01,2009-09-30,,11292000.0,0.65,0.65,0.06,0.65,,56051000.0,518912000.0,1728000.0,71930000.0,99646000.0,99646000.0,95828000.0,1548000.0,-70202000.0,149301000.0,24992000.0,,2270000.0,,419817000.0,818776000.0,,,556371000.0,71930000.0,1728000.0,1136781000.0,1337688000.0,155697000.0,1267486000.0,152600000.0,151267000.0,153224000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2010.0,Q2TTM,2008-10-01,2009-09-30,,28557000.0,-12.31,-12.31,0.54,-12.31,1307970000.0,-1086527000.0,1662279000.0,-19297000.0,26098000.0,-1720278000.0,-1720278000.0,-1727228000.0,1548000.0,-45395000.0,379880000.0,-1882623000.0,,2270000.0,,887177000.0,1051254000.0,,,988736000.0,26098000.0,-19297000.0,3592320000.0,2713533000.0,-2806805000.0,2668138000.0,152600000.0,151267000.0,153224000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2010.0,Q1TTM,2008-07-01,2009-06-30,,32492000.0,-13.38,-13.38,0.75,-13.38,1307970000.0,-1173089000.0,2486224000.0,,43390000.0,-1876589000.0,-1876589000.0,-1881737000.0,,-43390000.0,386493000.0,-2212876000.0,,2270000.0,,1005917000.0,476596000.0,,,1023360000.0,43390000.0,,3756232000.0,2962820000.0,-3049678000.0,2919430000.0,143000000.0,142006000.0,143126000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2010.0,Q1,2009-04-01,2009-06-30,2010-08-09 14:59:36+00:00,5628000.0,0.35,0.35,0.03,0.35,,28380000.0,518912000.0,,43390000.0,52324000.0,52324000.0,50054000.0,,-43390000.0,73074000.0,19379000.0,,2270000.0,,207255000.0,140572000.0,,,268812000.0,43390000.0,,554769000.0,659484000.0,80704000.0,616094000.0,143000000.0,142006000.0,143126000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2011.0,Q1,2010-04-01,2010-06-30,2011-08-08 17:19:17+00:00,5728000.0,0.3,0.3,0.04,0.3,,27064000.0,,1815000.0,22801000.0,45043000.0,45043000.0,47931000.0,-2888000.0,-20986000.0,73651000.0,,,,,223222000.0,664481000.0,,2713000.0,266074000.0,22801000.0,1815000.0,571388000.0,664481000.0,72107000.0,643495000.0,159800000.0,160123000.0,160762000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2013.0,FY,2012-04-01,2013-03-31,2015-05-22 16:04:31+00:00,,,,,,,,,,,-20779000.0,-20779000.0,-20779000.0,,,,-17958000.0,,,,,-2821000.0,,,,,,,-2821000.0,-20779000.0,-2821000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2013.0,Q1,2012-04-01,2012-06-30,2012-08-07 11:54:14+00:00,3505000.0,,-0.07,0.11,-0.07,,-4997000.0,538910000.0,1936000.0,19227000.0,-12984000.0,-12984000.0,-9458000.0,,-17291000.0,67882000.0,-72633000.0,,-3526000.0,,212966000.0,87648000.0,,,270262000.0,19227000.0,1936000.0,554615000.0,626558000.0,-17981000.0,609267000.0,,138720000.0,138720000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2014.0,FY,2013-04-01,2014-03-31,2016-05-23 15:44:58+00:00,,,,0.52,,,137805000.0,,,,285125000.0,-137805000.0,285125000.0,,,,,422930000.0,,,,,,,,,,,,,,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2014.0,Q4,2014-01-01,2014-03-31,,,,,0.52,,,137805000.0,,,,267031000.0,-155899000.0,267031000.0,,,,-14707000.0,422930000.0,,,-11973000.0,-15360000.0,,,,,,-11973000.0,-15360000.0,-18094000.0,-15360000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2014.0,Q3,2013-10-01,2013-12-31,2015-02-04 17:05:32+00:00,,,,,,,,,,,15312000.0,15312000.0,15312000.0,,,,14622000.0,,,,,690000.0,,,,,,,690000.0,15312000.0,690000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2014.0,Q3YTD,2013-04-01,2013-12-31,,,,,,,,,,,,18094000.0,18094000.0,18094000.0,,,,14707000.0,,,,11973000.0,15360000.0,,,,,,11973000.0,15360000.0,18094000.0,15360000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2014.0,Q2YTD,2013-04-01,2013-09-30,,,,,,,,,,,,2782000.0,2782000.0,2782000.0,,,,85000.0,,,,11973000.0,14670000.0,,,,,,11973000.0,14670000.0,2782000.0,14670000.0,,0.0,0.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2014.0,Q1,2013-04-01,2013-06-30,2014-08-06 16:01:14+00:00,,,,,,,,,,,2782000.0,2782000.0,2782000.0,,,,85000.0,,,,,2697000.0,,,,,,,2697000.0,2782000.0,2697000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2014.0,Q1TTM,2012-07-01,2013-06-30,,-3505000.0,,0.07,-0.11,0.07,,4997000.0,-538910000.0,-1936000.0,-19227000.0,-5013000.0,-5013000.0,-8539000.0,,17291000.0,-67882000.0,54760000.0,,3526000.0,,-212966000.0,-87772000.0,,,-270262000.0,-19227000.0,-1936000.0,-554615000.0,-626682000.0,-16000.0,-609391000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2015.0,Q4,2015-01-01,2015-03-31,,,,,,,,-82477000.0,,,,-157024000.0,79993000.0,-78996000.0,,,,-6248000.0,-237017000.0,-78028000.0,,-6692000.0,-2928000.0,,,,,,-6692000.0,-2928000.0,-2484000.0,-2928000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2015.0,Q3,2014-10-01,2014-12-31,2016-02-02 17:08:51+00:00,,,,,,,38017000.0,,,,77188000.0,-38017000.0,77188000.0,,,,,115205000.0,,,,,,,,,,,,,,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2015.0,Q3YTD,2014-04-01,2014-12-31,,,,,,,,82477000.0,,,,157024000.0,-79993000.0,78996000.0,,,,6248000.0,237017000.0,78028000.0,,6692000.0,2928000.0,,,,,,6692000.0,2928000.0,2484000.0,2928000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2015.0,Q3TTM,2014-01-01,2014-12-31,,,,,0.52,,,220282000.0,,,,424055000.0,-235892000.0,346027000.0,,,,-8459000.0,659947000.0,78028000.0,,-5281000.0,-12432000.0,,,,,,-5281000.0,-12432000.0,-15610000.0,-12432000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2015.0,Q2YTD,2014-04-01,2014-09-30,,,,,,,,44460000.0,,,,79836000.0,-41976000.0,1808000.0,,,,6248000.0,121812000.0,78028000.0,,6692000.0,2928000.0,,,,,,6692000.0,2928000.0,2484000.0,2928000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2015.0,Q2TTM,2013-10-01,2014-09-30,,,,,0.52,,,182265000.0,,,,362179000.0,-182563000.0,284151000.0,,,,6163000.0,544742000.0,78028000.0,,-5281000.0,-11742000.0,,,,,,-5281000.0,-11742000.0,-298000.0,-11742000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2015.0,Q1TTM,2013-07-01,2014-06-30,,,,,0.52,,,178461000.0,,,,357424000.0,-178439000.0,284079000.0,,,,6163000.0,535863000.0,73345000.0,,6451000.0,310000.0,,,,,,6451000.0,310000.0,22000.0,310000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2016.0,FY,2015-04-01,2016-03-31,2018-05-30 17:22:14+00:00,,,,0.8,,,7692000.0,,,,-7692000.0,-7692000.0,-7692000.0,,,,,,,,,,,,,,,,,,,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2016.0,Q4,2016-01-01,2016-03-31,,,,,0.8,,,-19955000.0,,,,-69784000.0,22373000.0,-5274000.0,,,,,-92157000.0,-64510000.0,,-115000.0,2303000.0,,,,,,-115000.0,2303000.0,2418000.0,2303000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2016.0,Q3YTD,2015-04-01,2015-12-31,,,,,,,,27647000.0,,,,62092000.0,-30065000.0,-2418000.0,,,,,92157000.0,64510000.0,,115000.0,-2303000.0,,,,,,115000.0,-2303000.0,-2418000.0,-2303000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2016.0,Q2,2015-07-01,2015-09-30,2015-11-04 17:32:59+00:00,,,,,,,27647000.0,,,,62092000.0,-30065000.0,-2418000.0,,,,,92157000.0,64510000.0,,115000.0,-2303000.0,,,,,,115000.0,-2303000.0,-2418000.0,-2303000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2016.0,Q2YTD,2015-04-01,2015-09-30,,,,,,,,27647000.0,,,,62092000.0,-30065000.0,-2418000.0,,,,,92157000.0,64510000.0,,115000.0,-2303000.0,,,,,,115000.0,-2303000.0,-2418000.0,-2303000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2016.0,Q1TTM,2014-07-01,2015-06-30,,,,,,,,-40656000.0,,,,-75081000.0,37852000.0,-1736000.0,,,,-6248000.0,-112933000.0,-73345000.0,,-6451000.0,-3007000.0,,,,,,-6451000.0,-3007000.0,-2804000.0,-3007000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2017.0,Q4,2017-01-01,2017-03-31,,,,,,,,,,,,,1525897000.0,227256000.0,59447000.0,,,,-1525897000.0,-286703000.0,2886902000.0,,13329000.0,,,1374334000.0,,,1374334000.0,2900231000.0,1525897000.0,2900231000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2017.0,Q3TTM,2016-01-01,2016-12-31,,,,,0.8,,,-19955000.0,,,,-69784000.0,22373000.0,-5274000.0,,,,,-92157000.0,-64510000.0,,-115000.0,2303000.0,,,,,,-115000.0,2303000.0,2418000.0,2303000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2017.0,Q2,2016-07-01,2016-09-30,2017-11-09 15:17:56+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2017.0,Q2TTM,2015-10-01,2016-09-30,,,,,0.8,,,-19955000.0,,,,-69784000.0,22373000.0,-5274000.0,,,,,-92157000.0,-64510000.0,,-115000.0,2303000.0,,,,,,-115000.0,2303000.0,2418000.0,2303000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2017.0,Q1TTM,2015-07-01,2016-06-30,,,,,0.8,,,7692000.0,,,,-7692000.0,-7692000.0,-7692000.0,,,,,,,,,,,,,,,,,,,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2018.0,Q4,2018-01-01,2018-03-31,,,,,,,,-102510000.0,,,,329694000.0,329694000.0,285075000.0,44619000.0,,,20605000.0,,,,-206579000.0,,,,,,,-206579000.0,,227184000.0,,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2018.0,Q3,2017-10-01,2017-12-31,2019-02-05 16:42:09+00:00,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2018.0,Q3TTM,2017-01-01,2017-12-31,,,,,,,,,,,,,1525897000.0,227256000.0,59447000.0,,,,-1525897000.0,-286703000.0,2886902000.0,,13329000.0,,,1374334000.0,,,1374334000.0,2900231000.0,1525897000.0,2900231000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2018.0,Q2,2017-07-01,2017-09-30,2018-11-06 16:33:25+00:00,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2018.0,Q2TTM,2016-10-01,2017-09-30,,,,,,,,,,,,,1525897000.0,227256000.0,59447000.0,,,,-1525897000.0,-286703000.0,2886902000.0,,13329000.0,,,1374334000.0,,,1374334000.0,2900231000.0,1525897000.0,2900231000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2018.0,Q1TTM,2016-07-01,2017-06-30,,,,,,,,,,,,,1525897000.0,227256000.0,59447000.0,,,,-1525897000.0,-286703000.0,2886902000.0,,13329000.0,,,1374334000.0,,,1374334000.0,2900231000.0,1525897000.0,2900231000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2019.0,Q4,2019-01-01,2019-03-31,,-6089000.0,,2.55,,2.55,-365200000.0,80915000.0,,-3126000.0,-28770000.0,213548000.0,-151652000.0,188380000.0,25168000.0,25644000.0,-80741000.0,37600000.0,365200000.0,,-704322000.0,293682000.0,-2369000.0,-108842000.0,,-316876000.0,-28770000.0,-3126000.0,-578388000.0,-706691000.0,-70737000.0,-681047000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2019.0,Q3,2018-10-01,2018-12-31,2020-02-05 17:08:22+00:00,6089000.0,,-2.55,,-2.55,365200000.0,-60354000.0,,3126000.0,28770000.0,-206390000.0,158810000.0,-216888000.0,10498000.0,-25644000.0,80741000.0,-7042000.0,0.0,,704322000.0,63001000.0,2369000.0,108842000.0,,316876000.0,28770000.0,3126000.0,575549000.0,706691000.0,98456000.0,681047000.0,,85100000.0,85100000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2019.0,Q3YTD,2018-04-01,2018-12-31,,6089000.0,,-2.55,,-2.55,365200000.0,-60354000.0,,3126000.0,28770000.0,-206390000.0,158810000.0,-216888000.0,10498000.0,-25644000.0,80741000.0,-7042000.0,-365200000.0,,704322000.0,-302199000.0,2369000.0,108842000.0,,316876000.0,28770000.0,3126000.0,575549000.0,706691000.0,98456000.0,681047000.0,,85100000.0,85100000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2019.0,Q2,2018-07-01,2018-09-30,2019-11-08 14:22:58+00:00,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,,,,,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2019.0,Q1,2018-04-01,2018-06-30,2019-08-06 16:57:33+00:00,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,,,,,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2019.0,Q1TTM,2017-07-01,2018-06-30,,,,,,,,-102510000.0,,,,329694000.0,329694000.0,285075000.0,44619000.0,,,20605000.0,,,,-206579000.0,,,,,,,-206579000.0,,227184000.0,,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2020.0,Q3YTD,2019-04-01,2019-12-31,,6004000.0,,0.83,,0.83,,62418000.0,,2882000.0,27032000.0,166806000.0,1536020000.0,134359000.0,32447000.0,-24150000.0,89591000.0,33595000.0,-1369214000.0,,2202538000.0,48929000.0,10375000.0,104363000.0,,375033000.0,27032000.0,2882000.0,623920000.0,2212913000.0,1598438000.0,2188763000.0,,90100000.0,90100000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2020.0,Q3,2019-10-01,2019-12-31,2020-02-05 17:08:22+00:00,6004000.0,,0.83,,0.83,0.0,33664000.0,,2882000.0,27032000.0,91003000.0,91003000.0,74775000.0,16228000.0,-24150000.0,89591000.0,18009000.0,,,753914000.0,48929000.0,814000.0,104363000.0,,375033000.0,27032000.0,2882000.0,623920000.0,754728000.0,124667000.0,730578000.0,,90100000.0,90100000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2020.0,Q2YTD,2019-04-01,2019-09-30,,,,,,,,28754000.0,,,,75803000.0,1445017000.0,59584000.0,16219000.0,,,15586000.0,-1369214000.0,,1448624000.0,,9561000.0,,,,,,,1458185000.0,1473771000.0,1458185000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2020.0,Q2TTM,2018-10-01,2019-09-30,,,,,,,,49315000.0,,,,82961000.0,1452175000.0,31076000.0,51885000.0,,,46144000.0,-1369214000.0,,1448624000.0,-2839000.0,9561000.0,,,,,,-2839000.0,1458185000.0,1501490000.0,1458185000.0,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2020.0,Q1TTM,2018-07-01,2019-06-30,,,,,,,,20561000.0,,,,7158000.0,732678000.0,-44727000.0,51885000.0,,,41157000.0,-725520000.0,,705360000.0,2839000.0,9561000.0,,,,,,2839000.0,714921000.0,753239000.0,714921000.0,,,
