company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2008.0,FY,2007-04-01,2008-03-31,2010-05-28 15:19:14+00:00,-207500000.0,40198000.0,-250352000.0,74084000.0,141083000.0,,18370000.0,107792000.0,35920000.0,1757864000.0,1220003000.0,-2103310000.0,1144874000.0,1220003000.0,-2103310000.0,1144874000.0,279937000.0,263831000.0,263831000.0,591970000.0,34977000.0,-911225000.0,,-132821000.0,-855405000.0,-184275000.0,-197992000.0,-277945000.0,55095000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2009.0,Q3,2008-10-01,2008-12-31,,,11973000.0,,,32359000.0,68400000.0,2187000.0,-300845000.0,14477000.0,-4017000.0,-26031000.0,-686452000.0,436594000.0,-26031000.0,-686452000.0,436594000.0,-273702000.0,-1492980000.0,-1492980000.0,2186087000.0,72000.0,-119358000.0,,-34067000.0,-774167000.0,-31511000.0,-2496000.0,,170184000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2009.0,Q3YTD,2008-04-01,2008-12-31,2010-02-05 16:06:00+00:00,,33751000.0,,,99202000.0,68400000.0,-2701000.0,-566536000.0,31408000.0,1091448000.0,599147000.0,-869427000.0,372247000.0,599147000.0,-869427000.0,372247000.0,99266000.0,-1638050000.0,-1638050000.0,2443880000.0,9555000.0,-509584000.0,,-101768000.0,-1383923000.0,-89263000.0,-431496000.0,,1044943000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2009.0,Q2,2008-07-01,2008-09-30,,,10532000.0,,,34393000.0,,-5584000.0,9568000.0,3633000.0,-897000.0,-449974000.0,-37259000.0,13384000.0,-449974000.0,-37259000.0,13384000.0,-479433000.0,-108989000.0,-108989000.0,67880000.0,8391000.0,-120008000.0,,-33885000.0,-496067000.0,-31725000.0,-427216000.0,,610541000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2009.0,Q2YTD,2008-04-01,2008-09-30,2009-11-06 11:18:07+00:00,,21778000.0,,,66843000.0,,-4888000.0,-265691000.0,16931000.0,1095465000.0,625178000.0,-182975000.0,-64347000.0,625178000.0,-182975000.0,-64347000.0,372968000.0,-145070000.0,-145070000.0,257793000.0,9483000.0,-390226000.0,,-67701000.0,-609756000.0,-57752000.0,-429000000.0,,874759000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2009.0,Q1,2008-04-01,2008-06-30,2009-08-05 15:30:00+00:00,,11246000.0,,,32450000.0,,696000.0,-275259000.0,13298000.0,1096362000.0,1075152000.0,-145716000.0,-77731000.0,1075152000.0,-145716000.0,-77731000.0,852401000.0,-36081000.0,-36081000.0,189913000.0,1092000.0,-270218000.0,,-33816000.0,-113689000.0,-26027000.0,-1784000.0,,264218000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2010.0,Q2YTD,2009-04-01,2009-09-30,2010-11-09 13:21:34+00:00,,18897000.0,,,55013000.0,,18604000.0,456012000.0,4455000.0,,-167364000.0,-46548000.0,650696000.0,-167364000.0,-46548000.0,650696000.0,455388000.0,99646000.0,99646000.0,21128000.0,-129378000.0,18789000.0,,-38596000.0,-8115000.0,-58052000.0,-3845000.0,0.0,830000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2010.0,Q2,2009-07-01,2009-09-30,,,8976000.0,,,27369000.0,,8949000.0,95831000.0,2497000.0,,-136255000.0,-19804000.0,146831000.0,-136255000.0,-19804000.0,146831000.0,-279000.0,47322000.0,47322000.0,-32667000.0,-132714000.0,11823000.0,,-4259000.0,-7754000.0,-24015000.0,-1779000.0,,142000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2010.0,Q1,2009-04-01,2009-06-30,2010-08-09 14:59:36+00:00,,9921000.0,,,27644000.0,,9655000.0,360181000.0,1958000.0,0.0,-31109000.0,-26744000.0,503865000.0,-31109000.0,-26744000.0,503865000.0,455667000.0,52324000.0,52324000.0,53795000.0,3336000.0,6966000.0,,-34337000.0,-361000.0,-34037000.0,-2066000.0,0.0,688000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2011.0,Q1,2010-04-01,2010-06-30,2011-08-08 17:19:17+00:00,,1147000.0,,,26568000.0,,-3753000.0,-143082000.0,3706000.0,,-322897000.0,-25714000.0,25660000.0,-322897000.0,-25714000.0,25660000.0,-326704000.0,45043000.0,45043000.0,95984000.0,202000.0,0.0,,-6551000.0,-54955000.0,-4117000.0,-4867000.0,-315387000.0,33358000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2015.0,Q3,2014-10-01,2014-12-31,,,,,,,,-11555000.0,129869000.0,,-78960000.0,-57390000.0,,208483000.0,-57390000.0,,208483000.0,6146000.0,74704000.0,74704000.0,3910000.0,21570000.0,,-133392000.0,,,,,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2015.0,Q2,2014-07-01,2014-09-30,,,,,,,,-16182000.0,-209175000.0,,831814000.0,374184000.0,28197000.0,-37401000.0,374184000.0,28197000.0,-37401000.0,-624416000.0,4755000.0,4755000.0,167019000.0,-537028000.0,32603000.0,-973214000.0,,-2641000.0,,79398000.0,,-1765000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2016.0,Q3,2015-10-01,2015-12-31,,,,6519000.0,464000.0,,,-4351000.0,10909000.0,,40000000.0,57029000.0,467000.0,-155891000.0,57029000.0,467000.0,-155891000.0,-55463000.0,-159189000.0,-159189000.0,-7611000.0,17066000.0,1420000.0,47283000.0,-37000.0,,,,,-953000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2016.0,Q2,2015-07-01,2015-09-30,,,,17125000.0,24551000.0,,,25698000.0,-39881000.0,,,24193000.0,1232000.0,138364000.0,24193000.0,1232000.0,138364000.0,88692000.0,159189000.0,159189000.0,19056000.0,24077000.0,-4240000.0,-100795000.0,116000.0,,,,,5472000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2017.0,FY,2016-04-01,2017-03-31,2019-05-24 16:31:10+00:00,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2017.0,Q4,2017-01-01,2017-03-31,,,,-14436000.0,-59601000.0,,,357000.0,87966000.0,,,-487000.0,-5541000.0,87007000.0,-487000.0,-5541000.0,87007000.0,639620000.0,,,-959000.0,18310000.0,,558284000.0,-18797000.0,,,,,-5541000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2017.0,Q3,2016-10-01,2016-12-31,,,,14436000.0,59601000.0,,,-357000.0,-87966000.0,,,487000.0,5541000.0,-87007000.0,487000.0,5541000.0,-87007000.0,-639620000.0,,,959000.0,-18310000.0,,-558284000.0,18797000.0,,,,,5541000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2017.0,Q2YTD,2016-04-01,2016-09-30,2017-11-09 15:17:56+00:00,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2017.0,Q2,2016-07-01,2016-09-30,,,,-5483000.0,-5842000.0,,,-368000.0,42194000.0,,,-22875000.0,-1000000.0,39626000.0,-22875000.0,-1000000.0,39626000.0,838438000.0,,,-2568000.0,-21371000.0,,823055000.0,-1504000.0,,,,,-1000000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2018.0,Q4,2018-01-01,2018-03-31,,,,-221413000.0,-67482000.0,,,,-6290000.0,,,-47211000.0,-12565000.0,24178000.0,-47211000.0,-12565000.0,24178000.0,-35598000.0,329694000.0,329694000.0,-299226000.0,-100599000.0,,,53388000.0,,,,,-12565000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2018.0,Q3YTD,2017-04-01,2017-12-31,2019-02-05 16:42:09+00:00,,,16770000.0,67482000.0,,,,-27052000.0,,,47211000.0,12565000.0,-24178000.0,47211000.0,12565000.0,-24178000.0,35598000.0,,,2874000.0,47211000.0,,,,,,,,12565000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2018.0,Q3TTM,2017-01-01,2017-12-31,,,,2334000.0,7881000.0,,,357000.0,60914000.0,,,46724000.0,7024000.0,62829000.0,46724000.0,7024000.0,62829000.0,675218000.0,,,1915000.0,65521000.0,,558284000.0,-18797000.0,,,,,7024000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2018.0,Q3,2017-10-01,2017-12-31,,,,9493000.0,10812000.0,,,,5641000.0,,,27587000.0,4392000.0,1478000.0,27587000.0,4392000.0,1478000.0,33457000.0,,,-4163000.0,27587000.0,,,,,,,,4392000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2018.0,Q2YTD,2017-04-01,2017-09-30,2018-11-06 16:33:25+00:00,,,7277000.0,56670000.0,,,,-32693000.0,,,19624000.0,8173000.0,-25656000.0,19624000.0,8173000.0,-25656000.0,2141000.0,,,7037000.0,19624000.0,,,,,,,,8173000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2018.0,Q2TTM,2016-10-01,2017-09-30,,,,7277000.0,56670000.0,,,,-32693000.0,,,19624000.0,8173000.0,-25656000.0,19624000.0,8173000.0,-25656000.0,2141000.0,,,7037000.0,19624000.0,,,,,,,,8173000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2018.0,Q2,2017-07-01,2017-09-30,,,,-855000.0,45576000.0,,,,-7508000.0,,,-6555000.0,6041000.0,5075000.0,-6555000.0,6041000.0,5075000.0,4561000.0,,,12583000.0,9358000.0,,,-15913000.0,,,,,6041000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2018.0,Q1,2017-04-01,2017-06-30,2018-08-06 16:30:32+00:00,,,8132000.0,11094000.0,,,,-25185000.0,,,26179000.0,2132000.0,-30731000.0,26179000.0,2132000.0,-30731000.0,-2420000.0,,,-5546000.0,10266000.0,,,15913000.0,,,,,2132000.0
