company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2008.0,FY,2007-07-01,2008-06-30,2010-07-30 11:30:38+00:00,1.9,1.9,0.44,1.87,,6133000000.0,13260000000.0,17681000000.0,17681000000.0,17681000000.0,11598000000.0,60420000000.0,1543000000.0,8164000000.0,0.0,5127000000.0,11598000000.0,48822000000.0,26551000000.0,22271000000.0,1543000000.0,23814000000.0,60420000000.0,9305800000.0,9328000000.0,9470000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2009.0,Q4,2009-04-01,2009-06-30,,0.35,0.35,0.13,0.34,,1097000000.0,3192000000.0,3045000000.0,3045000000.0,3045000000.0,2586000000.0,13099000000.0,155000000.0,2225000000.0,-290000000.0,1399000000.0,2586000000.0,10513000000.0,6526000000.0,3987000000.0,155000000.0,4142000000.0,13099000000.0,8938000000.0,8945000000.0,8996000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2009.0,FY,2008-07-01,2009-06-30,2011-07-28 14:59:09+00:00,1.63,1.63,0.52,1.62,,5252000000.0,12879000000.0,14569000000.0,14569000000.0,14569000000.0,12155000000.0,58437000000.0,-542000000.0,9010000000.0,,4030000000.0,12155000000.0,46282000000.0,25919000000.0,20363000000.0,-542000000.0,19821000000.0,58437000000.0,8938000000.0,8945000000.0,8996000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2009.0,Q3YTD,2008-07-01,2009-03-31,,1.28,1.28,0.39,1.28,,4155000000.0,9687000000.0,11524000000.0,11524000000.0,11524000000.0,9569000000.0,45338000000.0,-697000000.0,6785000000.0,290000000.0,2631000000.0,9569000000.0,35769000000.0,19393000000.0,16376000000.0,-697000000.0,15679000000.0,45338000000.0,9021200000.0,8891000000.0,8904000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2009.0,Q3,2009-01-01,2009-03-31,2010-04-22 16:18:52+00:00,0.33,0.33,0.13,0.33,,1073000000.0,2981000000.0,2977000000.0,2977000000.0,2977000000.0,2814000000.0,13648000000.0,-388000000.0,2212000000.0,290000000.0,913000000.0,2814000000.0,10834000000.0,6396000000.0,4438000000.0,-388000000.0,4050000000.0,13648000000.0,9021200000.0,8891000000.0,8904000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2009.0,Q2YTD,2008-07-01,2008-12-31,,0.95,0.95,0.26,0.95,,3082000000.0,6706000000.0,8547000000.0,8547000000.0,8547000000.0,6755000000.0,31690000000.0,-309000000.0,4573000000.0,,1718000000.0,6755000000.0,24935000000.0,12997000000.0,11938000000.0,-309000000.0,11629000000.0,31690000000.0,8880900000.0,8903000000.0,8914000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2009.0,Q2,2008-10-01,2008-12-31,2010-01-28 16:11:45+00:00,0.47,0.47,0.13,0.47,,1464000000.0,3662000000.0,4174000000.0,4174000000.0,4174000000.0,3907000000.0,16629000000.0,-301000000.0,2290000000.0,0.0,831000000.0,3907000000.0,12722000000.0,6783000000.0,5939000000.0,-301000000.0,5638000000.0,16629000000.0,8880900000.0,8903000000.0,8914000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2009.0,Q1,2008-07-01,2008-09-30,2009-10-23 08:34:21+00:00,0.48,0.48,0.13,0.48,,1618000000.0,3044000000.0,4373000000.0,4373000000.0,4373000000.0,2848000000.0,15061000000.0,-8000000.0,2283000000.0,0.0,887000000.0,2848000000.0,12213000000.0,6214000000.0,5999000000.0,-8000000.0,5991000000.0,15061000000.0,9110400000.0,9084000000.0,9183000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2010.0,Q4,2010-04-01,2010-06-30,,0.52,0.52,0.13,0.51,,1506000000.0,3602000000.0,4518000000.0,4518000000.0,4518000000.0,3170000000.0,16039000000.0,94000000.0,2350000000.0,,987000000.0,3170000000.0,12869000000.0,6939000000.0,5930000000.0,94000000.0,6024000000.0,16039000000.0,8807500000.0,8813000000.0,8927000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2010.0,FY,2009-07-01,2010-06-30,2012-07-26 16:12:48+00:00,2.13,2.13,0.52,2.1,0.0,6253000000.0,13214000000.0,18760000000.0,18760000000.0,18760000000.0,12395000000.0,62484000000.0,915000000.0,8714000000.0,,4063000000.0,12395000000.0,50089000000.0,25991000000.0,24098000000.0,915000000.0,25013000000.0,62484000000.0,8807500000.0,8813000000.0,8927000000.0
