company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2008.0,FY,2007-07-01,2008-06-30,2010-07-30 11:30:38+00:00,-8053000000.0,2056000000.0,137000000.0,23032000000.0,3494000000.0,0.0,-12934000000.0,-4587000000.0,21612000000.0,-12934000000.0,-4587000000.0,21612000000.0,4228000000.0,17681000000.0,17681000000.0,-21157000000.0,120000000.0,-4015000000.0,-21081000000.0,-3182000000.0,0.0,-12533000000.0,27729000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2009.0,Q4,2009-04-01,2009-06-30,,-41000000.0,681000000.0,108000000.0,-19376000000.0,143000000.0,3979000000.0,2699000000.0,-7857000000.0,3841000000.0,2699000000.0,-7857000000.0,3841000000.0,-1209000000.0,3045000000.0,3045000000.0,19491000000.0,4000000.0,-1158000000.0,-15175000000.0,-867000000.0,-247000000.0,-22000000.0,8226000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2009.0,FY,2008-07-01,2009-06-30,2011-07-28 14:59:09+00:00,-868000000.0,2562000000.0,-67000000.0,-433000000.0,579000000.0,5974000000.0,-7463000000.0,-15770000000.0,19037000000.0,-7463000000.0,-15770000000.0,19037000000.0,-4263000000.0,14569000000.0,14569000000.0,2339000000.0,52000000.0,-4468000000.0,-37780000000.0,-3119000000.0,-247000000.0,-9353000000.0,25997000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2009.0,Q3,2009-01-01,2009-03-31,,,664000000.0,-36000000.0,8136000000.0,112000000.0,-1000000.0,-1060000000.0,-6009000000.0,6044000000.0,-1060000000.0,-6009000000.0,6044000000.0,-1061000000.0,2977000000.0,2977000000.0,-5733000000.0,2000000.0,-1155000000.0,-9619000000.0,-632000000.0,,-18000000.0,4242000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2009.0,Q3YTD,2008-07-01,2009-03-31,2010-04-22 16:18:52+00:00,-827000000.0,1881000000.0,-175000000.0,18943000000.0,436000000.0,1995000000.0,-10162000000.0,-7913000000.0,15196000000.0,-10162000000.0,-7913000000.0,15196000000.0,-3054000000.0,11524000000.0,11524000000.0,-17152000000.0,48000000.0,-3310000000.0,-22605000000.0,-2252000000.0,0.0,-9331000000.0,17771000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2009.0,Q2,2008-10-01,2008-12-31,,-450000000.0,632000000.0,-83000000.0,6786000000.0,96000000.0,21000000.0,-3858000000.0,-2499000000.0,5782000000.0,-3858000000.0,-2499000000.0,5782000000.0,-658000000.0,4174000000.0,4174000000.0,-5810000000.0,2000000.0,-1157000000.0,-7197000000.0,-842000000.0,,-2820000000.0,5990000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2009.0,Q2YTD,2008-07-01,2008-12-31,2010-01-28 16:11:45+00:00,-827000000.0,1217000000.0,-139000000.0,10807000000.0,324000000.0,1996000000.0,-9102000000.0,-1904000000.0,9152000000.0,-9102000000.0,-1904000000.0,9152000000.0,-1993000000.0,8547000000.0,8547000000.0,-11419000000.0,46000000.0,-2155000000.0,-12986000000.0,-1620000000.0,0.0,-9313000000.0,13529000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2009.0,Q1,2008-07-01,2008-09-30,2009-10-23 08:34:21+00:00,-377000000.0,585000000.0,-56000000.0,4021000000.0,228000000.0,1975000000.0,-5244000000.0,595000000.0,3370000000.0,-5244000000.0,595000000.0,3370000000.0,-1335000000.0,4373000000.0,4373000000.0,-5609000000.0,44000000.0,-998000000.0,-5789000000.0,-778000000.0,0.0,-6493000000.0,7539000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2010.0,Q4,2010-04-01,2010-06-30,,,718000000.0,-37000000.0,-221000000.0,912000000.0,1585000000.0,-4098000000.0,-4119000000.0,5604000000.0,-4098000000.0,-4119000000.0,5604000000.0,-2650000000.0,4518000000.0,4518000000.0,589000000.0,7000000.0,-1130000000.0,-5676000000.0,-758000000.0,-1633000000.0,-3839000000.0,2315000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2010.0,FY,2009-07-01,2010-06-30,2012-07-26 16:12:48+00:00,-245000000.0,2673000000.0,-39000000.0,1002000000.0,2311000000.0,4177000000.0,-13291000000.0,-11314000000.0,24073000000.0,-13291000000.0,-11314000000.0,24073000000.0,-571000000.0,18760000000.0,18760000000.0,1638000000.0,45000000.0,-4578000000.0,-31670000000.0,-1977000000.0,-3977000000.0,-11269000000.0,22578000000.0
