company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,customerdeposits,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2009.0,FY,,2009-06-30,2010-07-30 11:30:38+00:00,3324000000.0,11192000000.0,,6076000000.0,,62382000000.0,13003000000.0,2213000000.0,725000000.0,3156000000.0,,12503000000.0,1759000000.0,3746000000.0,4933000000.0,717000000.0,7535000000.0,1281000000.0,279000000.0,0.0,3711000000.0,3142000000.0,1599000000.0,6269000000.0,-22824000000.0,3684000000.0,25371000000.0,77888000000.0,39558000000.0,49280000000.0,27034000000.0,39558000000.0,39558000000.0,38330000000.0,77888000000.0,21073000000.0,11296000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2010.0,FY,,2010-06-30,2011-07-28 14:59:09+00:00,4025000000.0,13014000000.0,,5505000000.0,0.0,62856000000.0,13652000000.0,2184000000.0,1074000000.0,3283000000.0,182000000.0,12394000000.0,1158000000.0,4939000000.0,7754000000.0,740000000.0,7630000000.0,1178000000.0,,229000000.0,2950000000.0,2931000000.0,1501000000.0,7445000000.0,-16681000000.0,1000000000.0,31283000000.0,86113000000.0,46175000000.0,55676000000.0,26147000000.0,46175000000.0,46175000000.0,39938000000.0,86113000000.0,22807000000.0,13791000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2010.0,Q3,,2010-03-31,2010-04-22 16:18:52+00:00,3279000000.0,9137000000.0,,8155000000.0,,62517000000.0,11171000000.0,2222000000.0,901000000.0,2885000000.0,,12463000000.0,1282000000.0,3746000000.0,7797000000.0,501000000.0,7372000000.0,1089000000.0,0.0,828000000.0,2992000000.0,3145000000.0,1478000000.0,7113000000.0,-16807000000.0,5043000000.0,31511000000.0,84910000000.0,45710000000.0,54518000000.0,26424000000.0,45710000000.0,45710000000.0,39200000000.0,84910000000.0,23020000000.0,12776000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2010.0,Q2,,2009-12-31,2010-01-28 16:11:45+00:00,3171000000.0,11196000000.0,,9422000000.0,,62566000000.0,11361000000.0,2056000000.0,721000000.0,2417000000.0,,12368000000.0,1346000000.0,3746000000.0,6976000000.0,589000000.0,7402000000.0,1167000000.0,0.0,377000000.0,2547000000.0,2885000000.0,1517000000.0,6808000000.0,-18283000000.0,5160000000.0,26677000000.0,82096000000.0,44283000000.0,52487000000.0,25715000000.0,44283000000.0,44283000000.0,37813000000.0,82096000000.0,22207000000.0,12098000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2010.0,Q1,,2009-09-30,2009-10-23 08:34:21+00:00,3287000000.0,8587000000.0,,8823000000.0,,62293000000.0,13567000000.0,2441000000.0,847000000.0,2224000000.0,,12582000000.0,1653000000.0,3746000000.0,6006000000.0,1150000000.0,7512000000.0,1201000000.0,0.0,155000000.0,3325000000.0,3052000000.0,1628000000.0,6537000000.0,-21081000000.0,5784000000.0,27905000000.0,81612000000.0,41212000000.0,52231000000.0,28761000000.0,41212000000.0,41212000000.0,40400000000.0,81612000000.0,21869000000.0,11639000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2011.0,FY,,2011-06-30,2012-07-26 16:12:48+00:00,4197000000.0,14987000000.0,,9610000000.0,0.0,63415000000.0,15722000000.0,2467000000.0,580000000.0,3575000000.0,1208000000.0,12581000000.0,744000000.0,11921000000.0,10865000000.0,1372000000.0,8162000000.0,1398000000.0,,1456000000.0,3320000000.0,3492000000.0,1434000000.0,8072000000.0,-6332000000.0,0.0,43162000000.0,108704000000.0,57083000000.0,74918000000.0,28774000000.0,57083000000.0,57083000000.0,51621000000.0,108704000000.0,25624000000.0,22847000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2011.0,Q3,,2011-03-31,2011-04-28 16:09:30+00:00,3829000000.0,10033000000.0,,7021000000.0,0.0,63234000000.0,11887000000.0,2586000000.0,839000000.0,2917000000.0,1245000000.0,12554000000.0,840000000.0,11915000000.0,10748000000.0,1056000000.0,7969000000.0,1132000000.0,,1185000000.0,2438000000.0,3325000000.0,1353000000.0,8001000000.0,-9782000000.0,0.0,43129000000.0,99727000000.0,53452000000.0,66263000000.0,24042000000.0,53452000000.0,53452000000.0,46275000000.0,99727000000.0,25495000000.0,22233000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2011.0,Q2,,2010-12-31,2011-01-27 16:00:33+00:00,3863000000.0,12874000000.0,,4023000000.0,,61646000000.0,12063000000.0,2548000000.0,1439000000.0,2402000000.0,1355000000.0,12502000000.0,992000000.0,9671000000.0,10022000000.0,861000000.0,7799000000.0,1354000000.0,,826000000.0,2149000000.0,3190000000.0,1307000000.0,7662000000.0,-13165000000.0,0.0,37229000000.0,92306000000.0,48481000000.0,59684000000.0,24312000000.0,48481000000.0,48481000000.0,43825000000.0,92306000000.0,24823000000.0,19513000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2011.0,Q1,,2010-09-30,2010-10-28 16:36:15+00:00,3654000000.0,9646000000.0,,8161000000.0,,61935000000.0,12767000000.0,2344000000.0,2136000000.0,2252000000.0,,12471000000.0,1077000000.0,9665000000.0,9211000000.0,1242000000.0,7771000000.0,1152000000.0,,540000000.0,2176000000.0,3139000000.0,1429000000.0,7384000000.0,-14993000000.0,1909000000.0,36012000000.0,91540000000.0,46942000000.0,59581000000.0,25857000000.0,46942000000.0,46942000000.0,44598000000.0,91540000000.0,24188000000.0,18741000000.0
Microsoft Corp,MSFT,INR2EJN1ERAN0W5ZP974,789019,2012.0,FY,,2012-06-30,2013-07-30 16:14:49+00:00,4175000000.0,15780000000.0,1422000000.0,6938000000.0,0.0,65797000000.0,18653000000.0,2035000000.0,789000000.0,3875000000.0,814000000.0,13452000000.0,3170000000.0,10713000000.0,9776000000.0,1137000000.0,8269000000.0,1406000000.0,,1893000000.0,3092000000.0,3151000000.0,1520000000.0,8208000000.0,-856000000.0,1231000000.0,56102000000.0,121271000000.0,66363000000.0,85084000000.0,32688000000.0,66363000000.0,66363000000.0,54908000000.0,121271000000.0,27918000000.0,22220000000.0
