company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2008.0,FY,,2008-09-27,2009-07-30 16:59:28+00:00,5980000000.0,5373000000.0,16310000000.0,-81000000.0,3001000000.0,0.0,26546000000.0,2082000000.0,1024000000.0,22151000000.0,33842000000.0,7822000000.0,11110000000.0,1563000000.0,1665000000.0,17532000000.0,1344000000.0,2350000000.0,603000000.0,,,1763000000.0,3779000000.0,,,,28413000000.0,3529000000.0,62497000000.0,32323000000.0,11666000000.0,11591000000.0,32323000000.0,33667000000.0,28830000000.0,62497000000.0,33299000000.0,17239000000.0,0.0,-22555000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2009.0,FY,,2009-10-03,2010-11-24 17:14:48+00:00,5616000000.0,4854000000.0,17395000000.0,-1644000000.0,3417000000.0,,27038000000.0,2112000000.0,1140000000.0,21683000000.0,34992000000.0,7372000000.0,11495000000.0,2554000000.0,1902000000.0,17597000000.0,1691000000.0,1819000000.0,576000000.0,,,2022000000.0,5444000000.0,,,,31033000000.0,1206000000.0,63117000000.0,33734000000.0,11889000000.0,8934000000.0,33734000000.0,35425000000.0,27692000000.0,63117000000.0,33631000000.0,18758000000.0,0.0,-22693000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2009.0,Q3,,2009-06-27,2009-07-30 16:59:28+00:00,4767000000.0,4944000000.0,17061000000.0,-22000000.0,3128000000.0,0.0,26840000000.0,2697000000.0,1024000000.0,22366000000.0,34348000000.0,7611000000.0,12552000000.0,1668000000.0,1795000000.0,17287000000.0,1102000000.0,2636000000.0,608000000.0,,,2153000000.0,3392000000.0,,,,30137000000.0,1142000000.0,62584000000.0,34296000000.0,11499000000.0,8606000000.0,34296000000.0,35398000000.0,27186000000.0,62584000000.0,33798000000.0,18580000000.0,0.0,-22659000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2010.0,FY,,2010-10-02,2011-11-23 17:05:01+00:00,6109000000.0,5784000000.0,18373000000.0,-1881000000.0,2722000000.0,0.0,28736000000.0,2541000000.0,1018000000.0,24100000000.0,36179000000.0,9854000000.0,10130000000.0,2513000000.0,2120000000.0,17806000000.0,1823000000.0,2630000000.0,581000000.0,,,2708000000.0,6104000000.0,,,,34327000000.0,2350000000.0,69206000000.0,37519000000.0,12225000000.0,11000000000.0,37519000000.0,39342000000.0,29864000000.0,69206000000.0,39175000000.0,18864000000.0,0.0,-23663000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2010.0,Q3,,2010-07-03,2010-08-10 17:03:26+00:00,5100000000.0,5744000000.0,17808000000.0,-1593000000.0,2951000000.0,,28542000000.0,2566000000.0,1162000000.0,23709000000.0,34962000000.0,9890000000.0,10804000000.0,2587000000.0,2053000000.0,17154000000.0,1642000000.0,3246000000.0,691000000.0,,,2364000000.0,5165000000.0,,,,33493000000.0,1823000000.0,68305000000.0,37959000000.0,12601000000.0,9489000000.0,37959000000.0,39601000000.0,28704000000.0,68305000000.0,38550000000.0,19215000000.0,0.0,-22483000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2010.0,Q2,,2010-04-03,2010-05-11 17:03:04+00:00,4879000000.0,5478000000.0,17884000000.0,-1559000000.0,3075000000.0,,28100000000.0,2932000000.0,1162000000.0,23691000000.0,35218000000.0,10281000000.0,11000000000.0,2607000000.0,2176000000.0,17334000000.0,1489000000.0,3085000000.0,596000000.0,,,2360000000.0,5654000000.0,,,,32173000000.0,2241000000.0,68760000000.0,37480000000.0,12487000000.0,10052000000.0,37480000000.0,38969000000.0,29791000000.0,68760000000.0,38939000000.0,19739000000.0,0.0,-21234000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2010.0,Q1,,2010-01-02,2010-02-09 17:05:58+00:00,6684000000.0,5972000000.0,17718000000.0,-1597000000.0,3204000000.0,,27571000000.0,2341000000.0,1170000000.0,23794000000.0,35152000000.0,10617000000.0,11189000000.0,2578000000.0,2033000000.0,17434000000.0,1778000000.0,2958000000.0,566000000.0,,,1946000000.0,5542000000.0,,,,31225000000.0,2642000000.0,69314000000.0,36180000000.0,12945000000.0,11667000000.0,36180000000.0,37958000000.0,31356000000.0,69314000000.0,38935000000.0,19689000000.0,0.0,-21019000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2011.0,FY,,2011-10-01,2012-11-21 17:19:24+00:00,6362000000.0,6182000000.0,19572000000.0,-2630000000.0,3185000000.0,0.0,30296000000.0,2671000000.0,1487000000.0,24145000000.0,39267000000.0,9478000000.0,10922000000.0,2435000000.0,2269000000.0,19695000000.0,2068000000.0,2866000000.0,634000000.0,,,2614000000.0,6795000000.0,,,,38375000000.0,3055000000.0,72124000000.0,37385000000.0,13757000000.0,12088000000.0,37385000000.0,39453000000.0,32671000000.0,72124000000.0,38672000000.0,20583000000.0,0.0,-28656000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2011.0,Q3,,2011-07-02,2011-08-09 17:00:55+00:00,5602000000.0,6212000000.0,19591000000.0,-1809000000.0,3519000000.0,0.0,30159000000.0,3102000000.0,1051000000.0,24136000000.0,38798000000.0,9406000000.0,9176000000.0,2505000000.0,2235000000.0,19207000000.0,1976000000.0,2905000000.0,626000000.0,,,2208000000.0,5336000000.0,,,,37288000000.0,4062000000.0,71105000000.0,38946000000.0,13643000000.0,12766000000.0,38946000000.0,40922000000.0,30183000000.0,71105000000.0,38255000000.0,17417000000.0,0.0,-26692000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2011.0,Q2,,2011-04-02,2011-05-10 17:10:18+00:00,5150000000.0,6075000000.0,19156000000.0,-1837000000.0,3094000000.0,,29938000000.0,3569000000.0,1051000000.0,24127000000.0,38054000000.0,9748000000.0,8688000000.0,2499000000.0,2331000000.0,18898000000.0,1662000000.0,2841000000.0,669000000.0,,,2096000000.0,5944000000.0,,,,35814000000.0,4084000000.0,70588000000.0,38650000000.0,13220000000.0,12803000000.0,38650000000.0,40312000000.0,30276000000.0,70588000000.0,38470000000.0,17473000000.0,0.0,-25265000000.0
