company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2007.0,FY,2006-10-01,2007-09-29,2009-12-02 14:36:13+00:00,-608000000.0,,2796000000.0,551000000.0,1491000000.0,1530000000.0,,-4000000.0,,6235000000.0,-3619000000.0,-618000000.0,5398000000.0,78000000.0,-3000000.0,23000000.0,-3541000000.0,-621000000.0,5421000000.0,1259000000.0,4687000000.0,4674000000.0,13000000.0,-763000000.0,,21000000.0,-637000000.0,-1566000000.0,-2294000000.0,-6923000000.0,5000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2008.0,FY,2007-09-30,2008-09-27,2010-11-24 17:14:48+00:00,-660000000.0,,2768000000.0,555000000.0,1582000000.0,14000000.0,,-896000000.0,,2087000000.0,-4208000000.0,-2162000000.0,5701000000.0,,,,-4208000000.0,-2162000000.0,5701000000.0,-669000000.0,4729000000.0,4729000000.0,,286000000.0,,-8000000.0,-664000000.0,-1578000000.0,-1178000000.0,-4453000000.0,70000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2008.0,Q4,2008-06-29,2008-09-27,,-172000000.0,,2768000000.0,555000000.0,404000000.0,,,-55000000.0,,595000000.0,-307000000.0,-781000000.0,1500000000.0,,,,-307000000.0,-781000000.0,1500000000.0,412000000.0,1062000000.0,1062000000.0,,89000000.0,,-50000000.0,,-629000000.0,557000000.0,-1459000000.0,70000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2008.0,Q3YTD,2007-09-30,2008-06-28,2009-07-30 16:59:28+00:00,-488000000.0,,,,1178000000.0,14000000.0,,-841000000.0,,1492000000.0,-3901000000.0,-1381000000.0,4201000000.0,,,,-3901000000.0,-1381000000.0,4201000000.0,-1081000000.0,3667000000.0,3667000000.0,,197000000.0,,42000000.0,-664000000.0,-949000000.0,-1735000000.0,-2994000000.0,
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2009.0,FY,2008-09-28,2009-10-03,2010-11-24 17:14:48+00:00,-176000000.0,,1609000000.0,485000000.0,1631000000.0,185000000.0,,-176000000.0,,1750000000.0,-3148000000.0,-1755000000.0,5319000000.0,,,,-3148000000.0,-1755000000.0,5319000000.0,416000000.0,3609000000.0,3609000000.0,,255000000.0,,-57000000.0,-648000000.0,-1753000000.0,-4112000000.0,-138000000.0,46000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2009.0,Q4,2009-06-28,2009-10-03,,334000000.0,,1609000000.0,485000000.0,425000000.0,,,340000000.0,,-34000000.0,-1400000000.0,-304000000.0,1993000000.0,,,,-1400000000.0,-304000000.0,1993000000.0,289000000.0,1197000000.0,1197000000.0,,31000000.0,,-58000000.0,,-626000000.0,-1332000000.0,-34000000.0,46000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2009.0,Q3YTD,2008-09-28,2009-06-27,2009-07-30 16:59:28+00:00,-510000000.0,,,,1206000000.0,185000000.0,,-516000000.0,,1784000000.0,-1748000000.0,-1451000000.0,3326000000.0,,,,-1748000000.0,-1451000000.0,3326000000.0,127000000.0,2412000000.0,2412000000.0,,224000000.0,,1000000.0,-648000000.0,-1127000000.0,-2780000000.0,-104000000.0,
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2009.0,Q3TTM,2008-06-29,2009-06-27,,-682000000.0,,2768000000.0,555000000.0,1610000000.0,185000000.0,,-571000000.0,,2379000000.0,-2055000000.0,-2232000000.0,4826000000.0,,,,-2055000000.0,-2232000000.0,4826000000.0,539000000.0,3474000000.0,3474000000.0,,313000000.0,,-49000000.0,-648000000.0,-1756000000.0,-2223000000.0,-1563000000.0,70000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2009.0,Q3,2009-03-29,2009-06-27,,-364000000.0,,,,404000000.0,,,-71000000.0,,45000000.0,-762000000.0,-738000000.0,1259000000.0,,,,-762000000.0,-738000000.0,1259000000.0,-241000000.0,908000000.0,908000000.0,,18000000.0,,4000000.0,,-378000000.0,-807000000.0,,
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2009.0,Q2,2008-12-28,2009-03-28,,-1000000.0,,,,406000000.0,,,511000000.0,,-44000000.0,-1766000000.0,-465000000.0,1805000000.0,,,,-1766000000.0,-465000000.0,1805000000.0,-426000000.0,653000000.0,653000000.0,,235000000.0,,-6000000.0,-648000000.0,-458000000.0,-1074000000.0,,
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2009.0,Q2YTD,2008-09-28,2009-03-28,2010-05-11 17:03:04+00:00,-146000000.0,,,,802000000.0,185000000.0,,-445000000.0,,1739000000.0,-986000000.0,-713000000.0,2067000000.0,,,,-986000000.0,-713000000.0,2067000000.0,368000000.0,1504000000.0,1504000000.0,,206000000.0,,-3000000.0,-648000000.0,-749000000.0,-1973000000.0,-104000000.0,
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2009.0,Q1,2008-09-28,2008-12-27,2010-02-09 17:05:58+00:00,-145000000.0,,,,396000000.0,185000000.0,,-956000000.0,,1783000000.0,780000000.0,-248000000.0,262000000.0,,,,780000000.0,-248000000.0,262000000.0,794000000.0,851000000.0,851000000.0,,-29000000.0,,3000000.0,,-291000000.0,-899000000.0,-104000000.0,
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2010.0,Q4,2010-07-04,2010-10-02,,-213000000.0,,2170000000.0,393000000.0,434000000.0,,-87000000.0,739000000.0,,-156000000.0,-1288000000.0,-1060000000.0,2206000000.0,,,,-1288000000.0,-1060000000.0,2206000000.0,-229000000.0,966000000.0,966000000.0,,67000000.0,1133000000.0,-50000000.0,,-797000000.0,-1085000000.0,-1180000000.0,
