company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2007.0,FY,2006-10-01,2007-09-29,2009-12-02 14:36:13+00:00,,2.34,,,2.25,2874000000.0,4864000000.0,4851000000.0,13000000.0,4687000000.0,177000000.0,28655000000.0,35510000000.0,,,,1004000000.0,26000000.0,,28655000000.0,6855000000.0,593000000.0,485000000.0,26000000.0,6829000000.0,896000000.0,7725000000.0,35510000000.0,,2004000000.0,2092000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2008.0,FY,2007-09-30,2008-09-27,2010-11-24 17:14:48+00:00,,2.34,,,2.28,2673000000.0,4729000000.0,4729000000.0,,4427000000.0,302000000.0,30400000000.0,37843000000.0,,,,-59000000.0,39000000.0,,30400000000.0,7443000000.0,524000000.0,581000000.0,39000000.0,7404000000.0,-2000000.0,7402000000.0,37843000000.0,,1890000000.0,1948000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2008.0,Q3,2008-03-30,2008-06-28,2009-07-30 16:59:28+00:00,,0.68,,,0.66,712000000.0,1284000000.0,1284000000.0,,1284000000.0,,7215000000.0,9236000000.0,,,-91000000.0,32000000.0,0.0,,7215000000.0,2021000000.0,141000000.0,175000000.0,,2021000000.0,66000000.0,2087000000.0,9236000000.0,,1900000000.0,1940000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2009.0,FY,2008-09-28,2009-10-03,2010-11-24 17:14:48+00:00,,1.78,,,1.76,2049000000.0,3609000000.0,3609000000.0,,3307000000.0,302000000.0,30452000000.0,36149000000.0,,,,342000000.0,492000000.0,,30452000000.0,5697000000.0,466000000.0,577000000.0,492000000.0,5205000000.0,453000000.0,5658000000.0,36149000000.0,,1856000000.0,1875000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2009.0,Q4,2009-06-28,2009-10-03,,,0.48,,,0.47,587000000.0,1151000000.0,1074000000.0,,895000000.0,256000000.0,8272000000.0,9867000000.0,77000000.0,,,228000000.0,166000000.0,,8272000000.0,1595000000.0,124000000.0,128000000.0,166000000.0,1429000000.0,232000000.0,1661000000.0,9867000000.0,,1856000000.0,1875000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2009.0,Q3,2009-03-29,2009-06-27,2009-07-30 16:59:28+00:00,,0.51,,,0.51,626000000.0,954000000.0,1031000000.0,,954000000.0,,6998000000.0,8596000000.0,-77000000.0,,,0.0,21000000.0,,6998000000.0,1598000000.0,75000000.0,155000000.0,21000000.0,1577000000.0,80000000.0,1657000000.0,8596000000.0,,1857000000.0,1874000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2009.0,Q3YTD,2008-09-28,2009-06-27,,,1.3,,,1.29,1462000000.0,2458000000.0,2535000000.0,,2412000000.0,46000000.0,22180000000.0,26282000000.0,-77000000.0,,,114000000.0,326000000.0,,22180000000.0,4102000000.0,342000000.0,449000000.0,326000000.0,3776000000.0,221000000.0,3997000000.0,26282000000.0,,1857000000.0,1874000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2009.0,Q2YTD,2008-09-28,2009-03-28,,,0.79,,,0.78,836000000.0,1504000000.0,1504000000.0,,1458000000.0,46000000.0,15182000000.0,17686000000.0,,,,114000000.0,305000000.0,,15182000000.0,2504000000.0,267000000.0,294000000.0,305000000.0,2199000000.0,141000000.0,2340000000.0,17686000000.0,,1855000000.0,1868000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2009.0,Q2,2008-12-28,2009-03-28,2010-05-11 17:03:04+00:00,,0.33,,,0.33,348000000.0,653000000.0,653000000.0,,613000000.0,40000000.0,6800000000.0,8087000000.0,,,,,305000000.0,,6800000000.0,1287000000.0,128000000.0,147000000.0,305000000.0,982000000.0,19000000.0,1001000000.0,8087000000.0,,1855000000.0,1868000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2009.0,Q1,2008-09-28,2008-12-27,2010-02-09 17:05:58+00:00,,0.46,,,0.45,488000000.0,851000000.0,851000000.0,,845000000.0,6000000.0,8382000000.0,9599000000.0,,,,114000000.0,0.0,,8382000000.0,1217000000.0,139000000.0,147000000.0,,1217000000.0,122000000.0,1339000000.0,9599000000.0,,1852000000.0,1872000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2010.0,Q4,2010-07-04,2010-10-02,,,0.45,,,0.44,468000000.0,966000000.0,966000000.0,,835000000.0,131000000.0,8221000000.0,9742000000.0,,,,,58000000.0,,8221000000.0,1521000000.0,87000000.0,58000000.0,58000000.0,1463000000.0,-29000000.0,1434000000.0,9742000000.0,,1915000000.0,1948000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2010.0,FY,2009-10-04,2010-10-02,2012-11-21 17:19:24+00:00,,2.07,,,2.03,2314000000.0,4313000000.0,4313000000.0,,3963000000.0,350000000.0,31337000000.0,38063000000.0,,,,140000000.0,270000000.0,,31337000000.0,6726000000.0,409000000.0,440000000.0,270000000.0,6456000000.0,171000000.0,6627000000.0,38063000000.0,,1915000000.0,1948000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2010.0,Q3,2010-04-04,2010-07-03,2010-08-10 17:03:26+00:00,,0.68,,,0.67,831000000.0,1505000000.0,1505000000.0,,1331000000.0,174000000.0,7723000000.0,10002000000.0,,,,43000000.0,36000000.0,,7723000000.0,2279000000.0,89000000.0,139000000.0,36000000.0,2243000000.0,93000000.0,2336000000.0,10002000000.0,,1945000000.0,1978000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2010.0,Q3YTD,2009-10-04,2010-07-03,,,1.62,,,1.59,1846000000.0,3347000000.0,3347000000.0,,3128000000.0,219000000.0,23116000000.0,28321000000.0,,,,140000000.0,212000000.0,,23116000000.0,5205000000.0,322000000.0,382000000.0,212000000.0,4993000000.0,200000000.0,5193000000.0,28321000000.0,,1945000000.0,1978000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2010.0,Q3TTM,2009-06-28,2010-07-03,,,2.1,,,2.06,2433000000.0,4498000000.0,4421000000.0,,4023000000.0,475000000.0,31388000000.0,38188000000.0,77000000.0,,,368000000.0,378000000.0,,31388000000.0,6800000000.0,446000000.0,510000000.0,378000000.0,6422000000.0,432000000.0,6854000000.0,38188000000.0,,1945000000.0,1978000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2010.0,Q2,2010-01-03,2010-04-03,2010-05-11 17:03:04+00:00,,0.49,,,0.48,537000000.0,998000000.0,998000000.0,,953000000.0,45000000.0,7068000000.0,8580000000.0,,,,70000000.0,71000000.0,,7068000000.0,1512000000.0,130000000.0,154000000.0,71000000.0,1441000000.0,94000000.0,1535000000.0,8580000000.0,,1940000000.0,1973000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2010.0,Q2YTD,2009-10-04,2010-04-03,,,0.94,,,0.92,1015000000.0,1842000000.0,1842000000.0,,1797000000.0,45000000.0,15393000000.0,18319000000.0,,,,97000000.0,176000000.0,,15393000000.0,2926000000.0,233000000.0,243000000.0,176000000.0,2750000000.0,107000000.0,2857000000.0,18319000000.0,,1940000000.0,1973000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2010.0,Q2TTM,2009-03-29,2010-04-03,,,1.93,,,1.9,2228000000.0,3947000000.0,3947000000.0,,3646000000.0,301000000.0,30663000000.0,36782000000.0,,,,325000000.0,363000000.0,,30663000000.0,6119000000.0,432000000.0,526000000.0,363000000.0,5756000000.0,419000000.0,6175000000.0,36782000000.0,,1940000000.0,1973000000.0
"Walt Disney Co, The",DIS,7260JQNI6SCF9FIV2392,1744489,2010.0,Q1,2009-10-04,2010-01-02,2010-02-09 17:05:58+00:00,,0.45,,,0.44,478000000.0,844000000.0,844000000.0,,844000000.0,0.0,8325000000.0,9739000000.0,,,,27000000.0,105000000.0,,8325000000.0,1414000000.0,103000000.0,89000000.0,105000000.0,1309000000.0,13000000.0,1322000000.0,9739000000.0,,1867000000.0,1903000000.0
