company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,dilutedeps,incometaxexpense,investmentbankingincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netrealizedcapitalgains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,policyacquisitioncosts,premiumsearned,propertyliabilityinsuranceclaims,servicechargesondepositsincome,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2014.0,Q2,2014-04-01,2014-06-30,2015-08-03 15:50:11+00:00,,1.94,1.94,0.58,,1.91,152000000.0,1452000000.0,,467000000.0,467000000.0,,374000000.0,93000000.0,,433000000.0,,1694000000.0,849000000.0,78000000.0,345000000.0,681000000.0,-7000000.0,,2453000000.0,3072000000.0,619000000.0,3072000000.0,192800000.0,192800000.0,195800000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2014.0,Q1TTM,2013-04-01,2014-03-31,,,7.0,7.0,2.08,,6.87,505000000.0,5395000000.0,,1625000000.0,1628000000.0,-3000000.0,1399000000.0,226000000.0,,1871000000.0,,6363000000.0,2966000000.0,219000000.0,1302000000.0,2789000000.0,-30000000.0,,9371000000.0,11504000000.0,2133000000.0,11504000000.0,195100000.0,195100000.0,199000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2014.0,Q1,2014-01-01,2014-03-31,2015-05-04 16:20:42+00:00,,2.05,2.05,0.52,,2.01,134000000.0,1386000000.0,,515000000.0,516000000.0,-1000000.0,400000000.0,115000000.0,,471000000.0,,1623000000.0,816000000.0,87000000.0,330000000.0,636000000.0,-7000000.0,,2346000000.0,2996000000.0,650000000.0,2996000000.0,195100000.0,195100000.0,199000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2015.0,FY,2015-01-01,2015-12-31,2018-02-22 20:33:10+00:00,,8.6,8.6,2.59,,8.48,455000000.0,5950000000.0,,1687000000.0,1687000000.0,,1562000000.0,125000000.0,,1688000000.0,,6745000000.0,3107000000.0,354000000.0,1455000000.0,2929000000.0,-30000000.0,,10028000000.0,12170000000.0,2142000000.0,12170000000.0,181600000.0,181600000.0,184200000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2015.0,Q4,2015-10-01,2015-12-31,,,2.03,2.03,0.67,,2.0,66000000.0,1499000000.0,,380000000.0,380000000.0,,357000000.0,23000000.0,,460000000.0,,1726000000.0,779000000.0,52000000.0,374000000.0,879000000.0,-9000000.0,,2657000000.0,3103000000.0,446000000.0,3103000000.0,181600000.0,181600000.0,184200000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2015.0,Q3,2015-07-01,2015-09-30,2016-11-02 17:02:59+00:00,,2.2,2.2,0.67,,2.17,111000000.0,1465000000.0,,352000000.0,352000000.0,,397000000.0,-45000000.0,,321000000.0,,1648000000.0,747000000.0,133000000.0,360000000.0,642000000.0,-7000000.0,,2423000000.0,2886000000.0,463000000.0,2886000000.0,180500000.0,180500000.0,182900000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2015.0,Q3YTD,2015-01-01,2015-09-30,,,6.57,6.57,1.92,,6.48,389000000.0,4451000000.0,,1307000000.0,1307000000.0,,1205000000.0,102000000.0,,1228000000.0,,5019000000.0,2328000000.0,302000000.0,1081000000.0,2050000000.0,-21000000.0,,7371000000.0,9067000000.0,1696000000.0,9067000000.0,180500000.0,180500000.0,182900000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2015.0,Q3TTM,2014-10-01,2015-09-30,,,8.82,8.82,2.5,,8.69,493000000.0,5940000000.0,,1760000000.0,1761000000.0,-1000000.0,1630000000.0,130000000.0,,1637000000.0,,6712000000.0,3167000000.0,388000000.0,1440000000.0,2802000000.0,-28000000.0,,9902000000.0,12156000000.0,2254000000.0,12156000000.0,180500000.0,180500000.0,182900000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2015.0,Q2,2015-04-01,2015-06-30,2016-08-01 15:25:39+00:00,,2.26,2.26,0.67,,2.23,139000000.0,1518000000.0,,476000000.0,476000000.0,,415000000.0,61000000.0,,423000000.0,,1716000000.0,826000000.0,94000000.0,368000000.0,703000000.0,-7000000.0,,2513000000.0,3128000000.0,615000000.0,3128000000.0,183600000.0,183600000.0,186100000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2015.0,Q2YTD,2015-01-01,2015-06-30,,,4.37,4.37,1.25,,4.31,278000000.0,2986000000.0,,955000000.0,955000000.0,,808000000.0,147000000.0,,907000000.0,,3371000000.0,1581000000.0,169000000.0,721000000.0,1408000000.0,-14000000.0,,4948000000.0,6181000000.0,1233000000.0,6181000000.0,183600000.0,183600000.0,186100000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2015.0,Q2TTM,2014-07-01,2015-06-30,,,8.83,8.83,2.41,,8.69,537000000.0,5958000000.0,,1973000000.0,1974000000.0,-1000000.0,1653000000.0,320000000.0,,1744000000.0,,6713000000.0,3276000000.0,371000000.0,1431000000.0,2786000000.0,-28000000.0,,9870000000.0,12381000000.0,2511000000.0,12381000000.0,183600000.0,183600000.0,186100000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2015.0,Q1,2015-01-01,2015-03-31,2016-05-05 15:39:51+00:00,,2.11,2.11,0.58,,2.08,139000000.0,1468000000.0,,479000000.0,479000000.0,,393000000.0,86000000.0,,484000000.0,,1655000000.0,755000000.0,75000000.0,353000000.0,705000000.0,-7000000.0,,2435000000.0,3053000000.0,618000000.0,3053000000.0,186300000.0,186300000.0,188900000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2015.0,Q1TTM,2014-04-01,2015-03-31,,,8.51,8.51,2.32,,8.37,550000000.0,5892000000.0,,1964000000.0,1965000000.0,-1000000.0,1612000000.0,352000000.0,,1754000000.0,,6691000000.0,3299000000.0,355000000.0,1408000000.0,2764000000.0,-28000000.0,,9810000000.0,12325000000.0,2515000000.0,12325000000.0,186300000.0,186300000.0,188900000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2016.0,FY,2016-01-01,2016-12-31,2019-02-26 17:58:54+00:00,,7.9,7.9,,,7.81,278000000.0,,,1313000000.0,1313000000.0,,1313000000.0,,,1576000000.0,,-1058000000.0,1189000000.0,415000000.0,1491000000.0,3269000000.0,-39000000.0,,2626000000.0,4217000000.0,1591000000.0,4217000000.0,166200000.0,166200000.0,168100000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2016.0,Q4,2016-10-01,2016-12-31,,,2.49,2.49,-2.17,,2.45,69000000.0,-4289000000.0,,399000000.0,399000000.0,,399000000.0,,,486000000.0,,-5810000000.0,-981000000.0,55000000.0,377000000.0,870000000.0,-10000000.0,,-4885000000.0,-4417000000.0,468000000.0,-4417000000.0,166200000.0,166200000.0,168100000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2016.0,Q3,2016-07-01,2016-09-30,2017-11-01 17:16:55+00:00,,1.31,1.31,0.75,,1.3,23000000.0,1464000000.0,,215000000.0,215000000.0,,215000000.0,,,387000000.0,,1581000000.0,785000000.0,163000000.0,374000000.0,1016000000.0,-12000000.0,,2760000000.0,2998000000.0,238000000.0,2998000000.0,164100000.0,164100000.0,165400000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2016.0,Q3YTD,2016-01-01,2016-09-30,,,5.41,5.41,2.17,,5.36,209000000.0,4289000000.0,,914000000.0,914000000.0,,914000000.0,,,1090000000.0,,4752000000.0,2170000000.0,360000000.0,1114000000.0,2399000000.0,-29000000.0,,7511000000.0,8634000000.0,1123000000.0,8634000000.0,164100000.0,164100000.0,165400000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2016.0,Q3TTM,2015-10-01,2016-09-30,,,7.44,7.44,2.84,,7.36,275000000.0,5788000000.0,,1294000000.0,1294000000.0,,1271000000.0,23000000.0,,1550000000.0,,6478000000.0,2949000000.0,412000000.0,1488000000.0,3278000000.0,-38000000.0,,10168000000.0,11737000000.0,1569000000.0,11737000000.0,164100000.0,164100000.0,165400000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2016.0,Q2,2016-04-01,2016-06-30,2017-08-02 16:53:37+00:00,,1.99,1.99,0.75,,1.97,75000000.0,1439000000.0,,335000000.0,335000000.0,,335000000.0,,,372000000.0,,1619000000.0,696000000.0,87000000.0,372000000.0,755000000.0,-8000000.0,,2461000000.0,2871000000.0,410000000.0,2871000000.0,168300000.0,168300000.0,170100000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2016.0,Q2YTD,2016-01-01,2016-06-30,,,4.1,4.1,1.42,,4.06,186000000.0,2825000000.0,,699000000.0,699000000.0,,699000000.0,,,703000000.0,,3171000000.0,1385000000.0,197000000.0,740000000.0,1383000000.0,-17000000.0,,4751000000.0,5636000000.0,885000000.0,5636000000.0,168300000.0,168300000.0,170100000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2016.0,Q2TTM,2015-07-01,2016-06-30,,,8.33,8.33,2.76,,8.23,363000000.0,5789000000.0,,1431000000.0,1431000000.0,,1453000000.0,-22000000.0,,1484000000.0,,6545000000.0,2911000000.0,382000000.0,1474000000.0,2904000000.0,-33000000.0,,9831000000.0,11625000000.0,1794000000.0,11625000000.0,168300000.0,168300000.0,170100000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2016.0,Q1,2016-01-01,2016-03-31,2017-05-03 15:59:46+00:00,,2.11,2.11,0.67,,2.09,111000000.0,1386000000.0,,364000000.0,364000000.0,,364000000.0,,,331000000.0,,1552000000.0,689000000.0,110000000.0,368000000.0,628000000.0,-9000000.0,,2290000000.0,2765000000.0,475000000.0,2765000000.0,172500000.0,172500000.0,174200000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2016.0,Q1TTM,2015-04-01,2016-03-31,,,8.6,8.6,2.68,,8.49,427000000.0,5868000000.0,,1572000000.0,1572000000.0,,1533000000.0,39000000.0,,1535000000.0,,6642000000.0,3041000000.0,389000000.0,1470000000.0,2852000000.0,-32000000.0,,9883000000.0,11882000000.0,1999000000.0,11882000000.0,172500000.0,172500000.0,174200000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2017.0,Q3,2017-07-01,2017-09-30,2018-11-05 15:02:29+00:00,,3.31,3.31,,,3.26,126000000.0,,,507000000.0,507000000.0,,507000000.0,,,372000000.0,,1683000000.0,2306000000.0,48000000.0,348000000.0,650000000.0,-12000000.0,,2381000000.0,3014000000.0,633000000.0,3014000000.0,153200000.0,153200000.0,155500000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2017.0,Q3YTD,2017-01-01,2017-09-30,,,8.4,8.4,1.58,,8.28,316000000.0,3055000000.0,,1303000000.0,1303000000.0,,1303000000.0,,,1154000000.0,,4983000000.0,3742000000.0,189000000.0,1035000000.0,2161000000.0,-34000000.0,,7333000000.0,8952000000.0,1619000000.0,8952000000.0,153200000.0,153200000.0,155500000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2017.0,Q3TTM,2016-10-01,2017-09-30,,,10.89,10.89,-0.59,,10.73,385000000.0,-1234000000.0,,1702000000.0,1702000000.0,,1702000000.0,,,1640000000.0,,-827000000.0,2761000000.0,244000000.0,1412000000.0,3031000000.0,-44000000.0,,2448000000.0,4535000000.0,2087000000.0,4535000000.0,153200000.0,153200000.0,155500000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2017.0,Q2,2017-04-01,2017-06-30,2018-08-06 16:22:43+00:00,,2.53,2.53,0.83,,2.5,118000000.0,1568000000.0,,393000000.0,393000000.0,,393000000.0,,,391000000.0,,1650000000.0,717000000.0,69000000.0,348000000.0,782000000.0,-12000000.0,,2501000000.0,3012000000.0,511000000.0,3012000000.0,155300000.0,155300000.0,157200000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2017.0,Q2YTD,2017-01-01,2017-06-30,,,5.09,5.09,1.58,,5.02,190000000.0,3055000000.0,,796000000.0,796000000.0,,796000000.0,,,782000000.0,,3300000000.0,1436000000.0,141000000.0,687000000.0,1511000000.0,-22000000.0,,4952000000.0,5938000000.0,986000000.0,5938000000.0,155300000.0,155300000.0,157200000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2017.0,Q2TTM,2016-07-01,2017-06-30,,,8.89,8.89,0.16,,8.77,282000000.0,230000000.0,,1410000000.0,1410000000.0,,1410000000.0,,,1655000000.0,,-929000000.0,1240000000.0,359000000.0,1438000000.0,3397000000.0,-44000000.0,,2827000000.0,4519000000.0,1692000000.0,4519000000.0,155300000.0,155300000.0,157200000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2017.0,Q1,2017-01-01,2017-03-31,2018-05-02 17:28:13+00:00,,2.56,2.56,0.75,,2.52,72000000.0,1487000000.0,,403000000.0,403000000.0,,403000000.0,,,391000000.0,,1650000000.0,719000000.0,72000000.0,339000000.0,729000000.0,-10000000.0,,2451000000.0,2926000000.0,475000000.0,2926000000.0,157400000.0,157400000.0,159900000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2017.0,Q1TTM,2016-04-01,2017-03-31,,,8.35,8.35,0.08,,8.24,239000000.0,101000000.0,,1352000000.0,1352000000.0,,1352000000.0,,,1636000000.0,,-960000000.0,1219000000.0,377000000.0,1462000000.0,3370000000.0,-40000000.0,,2787000000.0,4378000000.0,1591000000.0,4378000000.0,157400000.0,157400000.0,159900000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2018.0,Q3,2018-07-01,2018-09-30,2019-11-12 12:27:30+00:00,,3.48,3.48,,,3.43,85000000.0,,,503000000.0,503000000.0,,503000000.0,,,386000000.0,,-437000000.0,358000000.0,25000000.0,363000000.0,907000000.0,-24000000.0,,495000000.0,1083000000.0,588000000.0,1083000000.0,144500000.0,144500000.0,146600000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2018.0,Q3YTD,2018-01-01,2018-09-30,,,10.59,10.59,,,10.44,273000000.0,,,1559000000.0,1559000000.0,,1559000000.0,,,1201000000.0,,-1215000000.0,950000000.0,180000000.0,1063000000.0,2357000000.0,-60000000.0,,1322000000.0,3154000000.0,1832000000.0,3154000000.0,144500000.0,144500000.0,146600000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2018.0,Q2,2018-04-01,2018-06-30,2019-08-05 12:45:45+00:00,,3.14,3.14,,,3.1,86000000.0,,,462000000.0,462000000.0,,462000000.0,,,419000000.0,,-386000000.0,284000000.0,63000000.0,357000000.0,815000000.0,-20000000.0,,492000000.0,1040000000.0,548000000.0,1040000000.0,147100000.0,147100000.0,149000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2018.0,Q2YTD,2018-01-01,2018-06-30,,,7.11,7.11,,,7.01,188000000.0,,,1056000000.0,1056000000.0,,1056000000.0,,,815000000.0,,-778000000.0,592000000.0,155000000.0,700000000.0,1450000000.0,-36000000.0,,827000000.0,2071000000.0,1244000000.0,2071000000.0,147100000.0,147100000.0,149000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2018.0,Q1,2018-01-01,2018-03-31,2019-05-01 16:17:57+00:00,,3.97,3.97,,,3.91,102000000.0,,,594000000.0,594000000.0,,594000000.0,,,396000000.0,,-392000000.0,308000000.0,92000000.0,343000000.0,635000000.0,-16000000.0,,335000000.0,1031000000.0,696000000.0,1031000000.0,149600000.0,149600000.0,151900000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2019.0,Q4,2019-10-01,2019-12-31,,179000000.0,3.57,3.57,,136000000.0,3.49,71000000.0,,214000000.0,463000000.0,463000000.0,,463000000.0,,-350000000.0,555000000.0,8934000000.0,8269000000.0,338000000.0,-186000000.0,93000000.0,880000000.0,106000000.0,350000000.0,9142000000.0,10026000000.0,534000000.0,9676000000.0,134100000.0,134100000.0,136000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2019.0,FY,2019-01-01,2019-12-31,2020-02-26 16:25:43+00:00,179000000.0,14.12,14.12,3.81,136000000.0,13.92,339000000.0,,214000000.0,1893000000.0,1893000000.0,,1893000000.0,,-350000000.0,1676000000.0,8934000000.0,7097000000.0,1279000000.0,,1214000000.0,3245000000.0,,350000000.0,10521000000.0,13103000000.0,2232000000.0,12753000000.0,134100000.0,134100000.0,136000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2019.0,Q3,2019-07-01,2019-09-30,2019-11-12 12:27:30+00:00,,4.09,4.09,,,4.04,98000000.0,,,543000000.0,543000000.0,,543000000.0,,,356000000.0,,-431000000.0,347000000.0,112000000.0,374000000.0,721000000.0,-34000000.0,,402000000.0,1043000000.0,641000000.0,1043000000.0,132800000.0,132800000.0,134400000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2019.0,Q3YTD,2019-01-01,2019-09-30,,,10.55,10.55,,,10.43,268000000.0,,,1430000000.0,1430000000.0,,1430000000.0,,,1121000000.0,,-1172000000.0,941000000.0,186000000.0,1121000000.0,2365000000.0,-106000000.0,,1379000000.0,3077000000.0,1698000000.0,3077000000.0,132800000.0,132800000.0,134400000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2019.0,Q2,2019-04-01,2019-06-30,2019-08-05 12:45:45+00:00,,3.61,3.61,,,3.57,95000000.0,,,492000000.0,492000000.0,,492000000.0,,,368000000.0,,-392000000.0,316000000.0,58000000.0,376000000.0,770000000.0,-37000000.0,,436000000.0,1023000000.0,587000000.0,1023000000.0,136300000.0,136300000.0,137800000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2019.0,Q2YTD,2019-01-01,2019-06-30,,,6.46,6.46,,,6.39,170000000.0,,,887000000.0,887000000.0,,887000000.0,,,765000000.0,,-741000000.0,594000000.0,74000000.0,747000000.0,1644000000.0,-72000000.0,,977000000.0,2034000000.0,1057000000.0,2034000000.0,136300000.0,136300000.0,137800000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2019.0,Q1,2019-01-01,2019-03-31,2020-05-11 15:58:40+00:00,,2.85,2.85,,,2.82,75000000.0,,,395000000.0,395000000.0,,395000000.0,,,397000000.0,,-349000000.0,278000000.0,16000000.0,371000000.0,874000000.0,-35000000.0,,541000000.0,1011000000.0,470000000.0,1011000000.0,138600000.0,138600000.0,140100000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2020.0,Q1TTM,2019-04-01,2020-03-31,,179000000.0,27.38,27.38,,136000000.0,26.98,579000000.0,,214000000.0,3534000000.0,3534000000.0,,3534000000.0,,-350000000.0,1607000000.0,8934000000.0,7006000000.0,1374000000.0,496000000.0,934000000.0,715000000.0,10000000.0,350000000.0,8396000000.0,12859000000.0,4113000000.0,12509000000.0,126400000.0,126400000.0,128200000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2020.0,Q1,2020-01-01,2020-03-31,2020-05-11 15:58:40+00:00,,16.11,16.11,,,15.88,315000000.0,,,2036000000.0,2036000000.0,,2036000000.0,,,328000000.0,,-440000000.0,373000000.0,512000000.0,91000000.0,-1656000000.0,-25000000.0,,-1584000000.0,767000000.0,2351000000.0,767000000.0,126400000.0,126400000.0,128200000.0
