company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,dilutedeps,incometaxexpense,investmentbankingincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netrealizedcapitalgains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,policyacquisitioncosts,premiumsearned,propertyliabilityinsuranceclaims,servicechargesondepositsincome,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 16:15:58+00:00,,-0.16,-0.16,0.64,,-0.16,-333000000.0,2899000000.0,,-90000000.0,-90000000.0,,-36000000.0,-54000000.0,,817000000.0,,4493000000.0,2333000000.0,933000000.0,1048000000.0,1915000000.0,-179000000.0,,7341000000.0,6918000000.0,-423000000.0,6918000000.0,225000000.0,222300000.0,224900000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2008.0,Q3,2008-07-01,2008-09-30,2009-11-02 17:52:01+00:00,,-0.32,-0.32,0.17,,-0.32,-92000000.0,721000000.0,,-84000000.0,-84000000.0,,-70000000.0,-14000000.0,,62000000.0,,1169000000.0,625000000.0,240000000.0,264000000.0,396000000.0,-43000000.0,,1805000000.0,1629000000.0,-176000000.0,1629000000.0,218800000.0,219100000.0,221700000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2008.0,Q2,2008-04-01,2008-06-30,2009-08-04 17:40:52+00:00,,0.94,0.94,0.15,,0.93,27000000.0,780000000.0,,205000000.0,205000000.0,,210000000.0,-5000000.0,,393000000.0,,1106000000.0,580000000.0,144000000.0,257000000.0,486000000.0,-42000000.0,,1736000000.0,1968000000.0,232000000.0,1968000000.0,223400000.0,223200000.0,226000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2009.0,Q4,2009-10-01,2009-12-31,,,0.99,0.99,0.17,,0.96,58000000.0,709000000.0,,274000000.0,273000000.0,1000000.0,237000000.0,37000000.0,,531000000.0,,840000000.0,362000000.0,120000000.0,287000000.0,570000000.0,-28000000.0,,1530000000.0,1861000000.0,331000000.0,1861000000.0,242300000.0,242300000.0,244700000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:30:54+00:00,,2.98,2.98,0.68,,2.95,184000000.0,2558000000.0,,737000000.0,736000000.0,1000000.0,722000000.0,15000000.0,,1998000000.0,,4023000000.0,1884000000.0,217000000.0,1098000000.0,2237000000.0,-141000000.0,,6477000000.0,7397000000.0,920000000.0,7397000000.0,242300000.0,242300000.0,244700000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 10:46:07+00:00,,1.0,1.0,0.17,,1.0,80000000.0,689000000.0,,260000000.0,260000000.0,,260000000.0,0.0,,538000000.0,,1132000000.0,476000000.0,-64000000.0,276000000.0,538000000.0,-33000000.0,,1606000000.0,1946000000.0,340000000.0,1946000000.0,260000000.0,258700000.0,260700000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2009.0,Q3YTD,2009-01-01,2009-09-30,,,1.99,1.99,0.51,,1.99,126000000.0,1849000000.0,,463000000.0,463000000.0,,485000000.0,-22000000.0,,1467000000.0,,3183000000.0,1522000000.0,97000000.0,811000000.0,1667000000.0,-113000000.0,,4947000000.0,5536000000.0,589000000.0,5536000000.0,260000000.0,258700000.0,260700000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2009.0,Q2,2009-04-01,2009-06-30,2010-08-04 16:19:30+00:00,,0.41,0.41,0.17,,0.41,28000000.0,606000000.0,,87000000.0,87000000.0,,95000000.0,-8000000.0,,511000000.0,,1060000000.0,526000000.0,-125000000.0,269000000.0,824000000.0,-38000000.0,,1759000000.0,1874000000.0,115000000.0,1874000000.0,231700000.0,228800000.0,230000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2009.0,Q2YTD,2009-01-01,2009-06-30,,,0.99,0.99,0.34,,0.99,46000000.0,1160000000.0,,203000000.0,203000000.0,,225000000.0,-22000000.0,,929000000.0,,2051000000.0,1046000000.0,161000000.0,535000000.0,1129000000.0,-80000000.0,,3341000000.0,3590000000.0,249000000.0,3590000000.0,231700000.0,228800000.0,230000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2009.0,Q1,2009-01-01,2009-03-31,2010-05-04 17:21:42+00:00,,0.58,0.58,0.17,,0.58,18000000.0,554000000.0,,116000000.0,116000000.0,,130000000.0,-14000000.0,,418000000.0,,991000000.0,520000000.0,286000000.0,266000000.0,305000000.0,-42000000.0,,1582000000.0,1716000000.0,134000000.0,1716000000.0,224100000.0,222300000.0,223500000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,Q4,2010-10-01,2010-12-31,,,0.68,0.68,0.18,,0.66,30000000.0,1104000000.0,,146000000.0,170000000.0,-24000000.0,172000000.0,-26000000.0,,539000000.0,,1488000000.0,521000000.0,71000000.0,295000000.0,686000000.0,-14000000.0,,2245000000.0,2445000000.0,200000000.0,2445000000.0,257600000.0,257600000.0,262300000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 17:35:15+00:00,,3.84,3.84,0.71,,3.77,293000000.0,3784000000.0,,1152000000.0,1176000000.0,-24000000.0,989000000.0,163000000.0,,2309000000.0,,5270000000.0,2310000000.0,114000000.0,1179000000.0,2659000000.0,-70000000.0,,8043000000.0,9512000000.0,1469000000.0,9512000000.0,257600000.0,257600000.0,262300000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,Q3,2010-07-01,2010-09-30,2011-11-07 14:20:41+00:00,,1.35,1.35,0.18,,1.32,132000000.0,996000000.0,,312000000.0,314000000.0,-2000000.0,344000000.0,-32000000.0,,525000000.0,,1271000000.0,525000000.0,-246000000.0,303000000.0,863000000.0,-15000000.0,,1888000000.0,2334000000.0,446000000.0,2334000000.0,254800000.0,254800000.0,260600000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,Q3YTD,2010-01-01,2010-09-30,,,3.16,3.16,0.53,,3.11,263000000.0,2680000000.0,,1006000000.0,1006000000.0,,817000000.0,189000000.0,,1770000000.0,,3782000000.0,1789000000.0,43000000.0,884000000.0,1973000000.0,-56000000.0,,5798000000.0,7067000000.0,1269000000.0,7067000000.0,254800000.0,254800000.0,260600000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,Q3TTM,2009-10-01,2010-09-30,,,4.15,4.15,0.7,,4.07,321000000.0,3389000000.0,,1280000000.0,1279000000.0,1000000.0,1054000000.0,226000000.0,,2301000000.0,,4622000000.0,2151000000.0,163000000.0,1171000000.0,2543000000.0,-84000000.0,,7328000000.0,8928000000.0,1600000000.0,8928000000.0,254800000.0,254800000.0,260600000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,Q2,2010-04-01,2010-06-30,2011-08-09 17:07:49+00:00,,0.99,0.99,0.18,,0.98,66000000.0,910000000.0,,398000000.0,396000000.0,2000000.0,259000000.0,139000000.0,,655000000.0,,1301000000.0,618000000.0,171000000.0,299000000.0,528000000.0,-20000000.0,,2000000000.0,2462000000.0,462000000.0,2462000000.0,261600000.0,261100000.0,265300000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,Q2YTD,2010-01-01,2010-06-30,,,1.81,1.81,0.35,,1.79,131000000.0,1684000000.0,,694000000.0,692000000.0,2000000.0,473000000.0,221000000.0,,1245000000.0,,2511000000.0,1264000000.0,289000000.0,581000000.0,1110000000.0,-41000000.0,,3910000000.0,4733000000.0,823000000.0,4733000000.0,261600000.0,261100000.0,265300000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,Q2TTM,2009-07-01,2010-06-30,,,3.8,3.8,0.69,,3.75,269000000.0,3082000000.0,,1228000000.0,1225000000.0,3000000.0,970000000.0,258000000.0,,2314000000.0,,4483000000.0,2102000000.0,345000000.0,1144000000.0,2218000000.0,-102000000.0,,7046000000.0,8540000000.0,1494000000.0,8540000000.0,261600000.0,261100000.0,265300000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,Q1,2010-01-01,2010-03-31,2011-05-02 17:06:27+00:00,,0.82,0.82,0.17,,0.81,65000000.0,774000000.0,,296000000.0,296000000.0,,214000000.0,82000000.0,,590000000.0,,1210000000.0,646000000.0,118000000.0,282000000.0,582000000.0,-21000000.0,,1910000000.0,2271000000.0,361000000.0,2271000000.0,261000000.0,260800000.0,265000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,Q1TTM,2009-04-01,2010-03-31,,,3.22,3.22,0.68,,3.18,231000000.0,2778000000.0,,917000000.0,916000000.0,1000000.0,806000000.0,111000000.0,,2170000000.0,,4242000000.0,2010000000.0,49000000.0,1114000000.0,2514000000.0,-120000000.0,,6805000000.0,7952000000.0,1147000000.0,7952000000.0,261000000.0,260800000.0,265000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,Q4,2011-10-01,2011-12-31,,,1.02,1.02,0.51,,1.0,58000000.0,1101000000.0,,281000000.0,268000000.0,13000000.0,236000000.0,45000000.0,,588000000.0,,1443000000.0,599000000.0,31000000.0,305000000.0,782000000.0,-11000000.0,,2256000000.0,2582000000.0,326000000.0,2582000000.0,241600000.0,241600000.0,246400000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 12:19:15+00:00,,4.62,4.62,1.15,,4.53,377000000.0,4537000000.0,,1010000000.0,1070000000.0,-60000000.0,1116000000.0,-106000000.0,,2046000000.0,,5886000000.0,2436000000.0,397000000.0,1220000000.0,2462000000.0,-47000000.0,,8745000000.0,10192000000.0,1447000000.0,10192000000.0,241600000.0,241600000.0,246400000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,Q3,2011-07-01,2011-09-30,2012-11-05 15:37:20+00:00,,1.36,1.36,0.23,,1.34,109000000.0,1127000000.0,,219000000.0,217000000.0,2000000.0,324000000.0,-105000000.0,,445000000.0,,1455000000.0,584000000.0,202000000.0,311000000.0,472000000.0,-12000000.0,,2129000000.0,2455000000.0,326000000.0,2455000000.0,238200000.0,238200000.0,241800000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,Q3YTD,2011-01-01,2011-09-30,,,3.6,3.6,0.64,,3.53,319000000.0,3436000000.0,,729000000.0,802000000.0,-73000000.0,880000000.0,-151000000.0,,1458000000.0,,4443000000.0,1837000000.0,366000000.0,915000000.0,1680000000.0,-36000000.0,,6489000000.0,7610000000.0,1121000000.0,7610000000.0,238200000.0,238200000.0,241800000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,Q3TTM,2010-10-01,2011-09-30,,,4.28,4.28,0.82,,4.19,349000000.0,4540000000.0,,875000000.0,972000000.0,-97000000.0,1052000000.0,-177000000.0,,1997000000.0,,5931000000.0,2358000000.0,437000000.0,1210000000.0,2366000000.0,-50000000.0,,8734000000.0,10055000000.0,1321000000.0,10055000000.0,238200000.0,238200000.0,241800000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,Q2,2011-04-01,2011-06-30,2012-08-08 17:06:58+00:00,,1.28,1.28,0.23,,1.25,118000000.0,1172000000.0,,287000000.0,291000000.0,-4000000.0,315000000.0,-28000000.0,,498000000.0,,1508000000.0,652000000.0,89000000.0,312000000.0,617000000.0,-11000000.0,,2214000000.0,2623000000.0,409000000.0,2623000000.0,246100000.0,246100000.0,252000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,Q2YTD,2011-01-01,2011-06-30,,,2.24,2.24,0.41,,2.19,210000000.0,2309000000.0,,510000000.0,585000000.0,-75000000.0,556000000.0,-46000000.0,,1013000000.0,,2988000000.0,1253000000.0,164000000.0,604000000.0,1208000000.0,-24000000.0,,4360000000.0,5155000000.0,795000000.0,5155000000.0,246100000.0,246100000.0,252000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,Q2TTM,2010-07-01,2011-06-30,,,4.27,4.27,0.77,,4.17,372000000.0,4409000000.0,,968000000.0,1069000000.0,-101000000.0,1072000000.0,-104000000.0,,2077000000.0,,5747000000.0,2299000000.0,-11000000.0,1202000000.0,2757000000.0,-53000000.0,,8493000000.0,9934000000.0,1441000000.0,9934000000.0,246100000.0,246100000.0,252000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,Q1,2011-01-01,2011-03-31,2012-05-10 15:15:41+00:00,,0.96,0.96,0.18,,0.94,92000000.0,1137000000.0,,223000000.0,294000000.0,-71000000.0,241000000.0,-18000000.0,,515000000.0,,1480000000.0,601000000.0,75000000.0,292000000.0,591000000.0,-13000000.0,,2146000000.0,2532000000.0,386000000.0,2532000000.0,251000000.0,251000000.0,256400000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,Q1TTM,2010-04-01,2011-03-31,,,3.98,3.98,0.72,,3.9,320000000.0,4147000000.0,,1079000000.0,1174000000.0,-95000000.0,1016000000.0,63000000.0,,2234000000.0,,5540000000.0,2265000000.0,71000000.0,1189000000.0,2668000000.0,-62000000.0,,8279000000.0,9773000000.0,1494000000.0,9773000000.0,251000000.0,251000000.0,256400000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,Q4,2012-10-01,2012-12-31,,,1.82,1.82,0.45,,1.79,87000000.0,1217000000.0,,332000000.0,331000000.0,1000000.0,389000000.0,-57000000.0,,503000000.0,,1515000000.0,653000000.0,89000000.0,311000000.0,652000000.0,-10000000.0,,2256000000.0,2674000000.0,418000000.0,2674000000.0,218900000.0,218900000.0,222700000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,FY,2012-01-01,2012-12-31,2015-02-24 17:31:20+00:00,,4.7,4.7,1.15,,4.62,335000000.0,4692000000.0,,901000000.0,903000000.0,-2000000.0,1029000000.0,-128000000.0,,1933000000.0,,5963000000.0,2411000000.0,286000000.0,1223000000.0,2730000000.0,-42000000.0,,8979000000.0,10217000000.0,1238000000.0,10217000000.0,218900000.0,218900000.0,222700000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,Q3,2012-07-01,2012-09-30,2013-11-04 19:06:52+00:00,,0.8,0.8,0.35,,0.79,47000000.0,1191000000.0,,151000000.0,152000000.0,-1000000.0,173000000.0,-22000000.0,,427000000.0,,1453000000.0,552000000.0,67000000.0,309000000.0,749000000.0,-11000000.0,,2269000000.0,2468000000.0,199000000.0,2468000000.0,216300000.0,216300000.0,219000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,Q3YTD,2012-01-01,2012-09-30,,,2.88,2.88,0.7,,2.83,248000000.0,3475000000.0,,569000000.0,572000000.0,-3000000.0,640000000.0,-71000000.0,,1430000000.0,,4448000000.0,1758000000.0,197000000.0,912000000.0,2078000000.0,-32000000.0,,6723000000.0,7543000000.0,820000000.0,7543000000.0,216300000.0,216300000.0,219000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,Q3TTM,2011-10-01,2012-09-30,,,3.9,3.9,1.21,,3.83,306000000.0,4576000000.0,,850000000.0,840000000.0,10000000.0,876000000.0,-26000000.0,,2018000000.0,,5891000000.0,2357000000.0,228000000.0,1217000000.0,2860000000.0,-43000000.0,,8979000000.0,10125000000.0,1146000000.0,10125000000.0,216300000.0,216300000.0,219000000.0
