company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,provisionforloanlosses,purchaseofinvestments,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,FY,2010-01-01,2010-12-31,2012-02-24 16:30:54+00:00,,61000000.0,231000000.0,,,-6000000.0,-223000000.0,,907000000.0,-1343000000.0,-734000000.0,1847000000.0,,,,-1343000000.0,-734000000.0,1847000000.0,-236000000.0,0.0,1260000000.0,1260000000.0,763000000.0,-1131000000.0,-796000000.0,,-183000000.0,47000000.0,-8276000000.0,-354000000.0,-582000000.0,8338000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,Q4,2010-10-01,2010-12-31,,,5000000.0,74000000.0,-79000000.0,,-1000000.0,446000000.0,,-862000000.0,-1135000000.0,288000000.0,24000000.0,,,,-1135000000.0,288000000.0,24000000.0,-824000000.0,91000000.0,254000000.0,254000000.0,-602000000.0,48000000.0,-796000000.0,,-45000000.0,5000000.0,469000000.0,-174000000.0,-193000000.0,615000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-07 14:20:41+00:00,,56000000.0,157000000.0,79000000.0,,-5000000.0,-669000000.0,0.0,1769000000.0,-208000000.0,-1022000000.0,1823000000.0,,,,-208000000.0,-1022000000.0,1823000000.0,588000000.0,-91000000.0,1006000000.0,1006000000.0,1365000000.0,-1179000000.0,,,-138000000.0,42000000.0,-8745000000.0,-180000000.0,-389000000.0,7723000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,Q3TTM,2009-10-01,2010-09-30,,,-55000000.0,-178000000.0,98000000.0,,-6000000.0,-709000000.0,,1941000000.0,-102000000.0,-1214000000.0,1427000000.0,,,,-102000000.0,-1214000000.0,1427000000.0,105000000.0,-453000000.0,1280000000.0,1280000000.0,691000000.0,-835000000.0,-54000000.0,,-184000000.0,67000000.0,-12412000000.0,-180000000.0,-391000000.0,11252000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,Q3,2010-07-01,2010-09-30,,,3000000.0,96000000.0,31000000.0,,7000000.0,-509000000.0,,483000000.0,259000000.0,-833000000.0,425000000.0,,,,259000000.0,-833000000.0,425000000.0,-142000000.0,12000000.0,312000000.0,312000000.0,584000000.0,-3000000.0,200000000.0,,-47000000.0,7000000.0,-3228000000.0,-3000000.0,-183000000.0,2195000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-09 17:07:49+00:00,0.0,53000000.0,61000000.0,48000000.0,0.0,-12000000.0,-160000000.0,0.0,1286000000.0,-467000000.0,-189000000.0,1398000000.0,0.0,0.0,0.0,-467000000.0,-189000000.0,1398000000.0,730000000.0,-103000000.0,694000000.0,694000000.0,781000000.0,-1176000000.0,-200000000.0,,-91000000.0,35000000.0,-5517000000.0,-177000000.0,-206000000.0,5528000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,Q2TTM,2009-07-01,2010-06-30,,,-48000000.0,-248000000.0,87000000.0,,-19000000.0,-648000000.0,,1883000000.0,-968000000.0,-1281000000.0,1626000000.0,,,,-968000000.0,-1281000000.0,1626000000.0,-642000000.0,-4357000000.0,1431000000.0,1431000000.0,671000000.0,2279000000.0,-262000000.0,,-329000000.0,85000000.0,-13518000000.0,-236000000.0,-208000000.0,12499000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,Q2,2010-04-01,2010-06-30,,,-101000000.0,57000000.0,26000000.0,,-2000000.0,319000000.0,,542000000.0,-1226000000.0,-1040000000.0,1279000000.0,,,,-1226000000.0,-1040000000.0,1279000000.0,-989000000.0,-174000000.0,398000000.0,398000000.0,535000000.0,-1181000000.0,-200000000.0,,-46000000.0,1000000.0,-3186000000.0,-176000000.0,-191000000.0,2346000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,Q1,2010-01-01,2010-03-31,2011-05-02 17:06:27+00:00,0.0,154000000.0,4000000.0,22000000.0,0.0,-10000000.0,-479000000.0,0.0,744000000.0,759000000.0,851000000.0,119000000.0,,,,759000000.0,851000000.0,119000000.0,1719000000.0,71000000.0,296000000.0,296000000.0,246000000.0,5000000.0,0.0,,-45000000.0,34000000.0,-2331000000.0,-1000000.0,-15000000.0,3182000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2010.0,Q1TTM,2009-04-01,2010-03-31,,-335000000.0,57000000.0,-250000000.0,86000000.0,,7000000.0,-714000000.0,869000000.0,1460000000.0,3093000000.0,-3453000000.0,-627000000.0,,,,3093000000.0,-3453000000.0,-627000000.0,-980000000.0,107000000.0,917000000.0,917000000.0,-708000000.0,1284000000.0,42000000.0,,-172000000.0,127000000.0,-15979000000.0,-438000000.0,-17000000.0,12484000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,Q4,2011-10-01,2011-12-31,,,-725000000.0,59000000.0,49000000.0,150000000.0,,719000000.0,,,-552000000.0,-87000000.0,727000000.0,,,,-552000000.0,-87000000.0,727000000.0,88000000.0,80000000.0,281000000.0,281000000.0,-336000000.0,77000000.0,,,-54000000.0,14000000.0,-2893000000.0,-393000000.0,-262000000.0,2656000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 12:19:15+00:00,,-370000000.0,201000000.0,110000000.0,150000000.0,-1000000.0,405000000.0,,270000000.0,-1111000000.0,-1146000000.0,2178000000.0,,,,-1111000000.0,-1146000000.0,2178000000.0,-80000000.0,840000000.0,1010000000.0,1010000000.0,610000000.0,109000000.0,,,-212000000.0,43000000.0,-11731000000.0,-623000000.0,-1495000000.0,10435000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-05 15:37:20+00:00,,355000000.0,142000000.0,61000000.0,0.0,-1000000.0,-314000000.0,0.0,270000000.0,-559000000.0,-1059000000.0,1451000000.0,,,,-559000000.0,-1059000000.0,1451000000.0,-168000000.0,760000000.0,729000000.0,729000000.0,946000000.0,32000000.0,0.0,,-158000000.0,29000000.0,-8838000000.0,-230000000.0,-1233000000.0,7779000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,Q3TTM,2010-10-01,2011-09-30,,,360000000.0,216000000.0,-18000000.0,,-2000000.0,132000000.0,,-592000000.0,-1694000000.0,-771000000.0,1475000000.0,,,,-1694000000.0,-771000000.0,1475000000.0,-992000000.0,851000000.0,983000000.0,983000000.0,344000000.0,80000000.0,-796000000.0,,-203000000.0,34000000.0,-8369000000.0,-404000000.0,-1426000000.0,8394000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,Q3,2011-07-01,2011-09-30,,,132000000.0,38000000.0,-6000000.0,,-5000000.0,137000000.0,,41000000.0,-185000000.0,-463000000.0,793000000.0,,,,-185000000.0,-463000000.0,793000000.0,140000000.0,159000000.0,219000000.0,219000000.0,438000000.0,152000000.0,-88000000.0,,-55000000.0,5000000.0,-2424000000.0,-44000000.0,-438000000.0,2049000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-08 17:06:58+00:00,,223000000.0,104000000.0,67000000.0,0.0,4000000.0,-451000000.0,0.0,229000000.0,-374000000.0,-596000000.0,658000000.0,,,,-374000000.0,-596000000.0,658000000.0,-308000000.0,601000000.0,510000000.0,510000000.0,508000000.0,-120000000.0,88000000.0,,-103000000.0,24000000.0,-6414000000.0,-186000000.0,-795000000.0,5730000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,Q2TTM,2010-07-01,2011-06-30,,,231000000.0,274000000.0,19000000.0,,10000000.0,-514000000.0,,-150000000.0,-1250000000.0,-1141000000.0,1107000000.0,,,,-1250000000.0,-1141000000.0,1107000000.0,-1274000000.0,704000000.0,1076000000.0,1076000000.0,490000000.0,-75000000.0,-508000000.0,,-195000000.0,36000000.0,-9173000000.0,-363000000.0,-1171000000.0,8540000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,Q2,2011-04-01,2011-06-30,,,213000000.0,63000000.0,37000000.0,,,-195000000.0,,114000000.0,-27000000.0,-523000000.0,643000000.0,,,,-27000000.0,-523000000.0,643000000.0,93000000.0,494000000.0,287000000.0,287000000.0,486000000.0,-28000000.0,88000000.0,,-57000000.0,28000000.0,-3162000000.0,-148000000.0,-402000000.0,2551000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,Q1,2011-01-01,2011-03-31,2012-05-10 15:15:41+00:00,,10000000.0,41000000.0,30000000.0,0.0,4000000.0,-256000000.0,0.0,115000000.0,-347000000.0,-73000000.0,15000000.0,,,,-347000000.0,-73000000.0,15000000.0,-401000000.0,107000000.0,223000000.0,223000000.0,22000000.0,-92000000.0,,,-46000000.0,-4000000.0,-3252000000.0,-38000000.0,-393000000.0,3179000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2011.0,Q1TTM,2010-04-01,2011-03-31,,,-83000000.0,268000000.0,8000000.0,,8000000.0,,,278000000.0,-2449000000.0,-1658000000.0,1743000000.0,,,,-2449000000.0,-1658000000.0,1743000000.0,-2356000000.0,36000000.0,1187000000.0,1187000000.0,539000000.0,-1228000000.0,-796000000.0,,-184000000.0,9000000.0,-9197000000.0,-391000000.0,-960000000.0,8335000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,Q4,2012-10-01,2012-12-31,,,-391000000.0,233000000.0,57000000.0,,1000000.0,-270000000.0,,,-4881000000.0,3304000000.0,622000000.0,,,,-4881000000.0,3304000000.0,622000000.0,-954000000.0,-4000000000.0,332000000.0,332000000.0,494000000.0,-80000000.0,,,-93000000.0,9000000.0,-2540000000.0,-335000000.0,-373000000.0,5844000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,FY,2012-01-01,2012-12-31,2015-02-24 17:31:20+00:00,,-217000000.0,366000000.0,225000000.0,,10000000.0,-741000000.0,,175000000.0,-6342000000.0,4417000000.0,1505000000.0,,,,-6342000000.0,4417000000.0,1505000000.0,-410000000.0,-4004000000.0,901000000.0,901000000.0,1078000000.0,-113000000.0,,,-305000000.0,42000000.0,-7687000000.0,-714000000.0,-1381000000.0,12104000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-04 19:06:52+00:00,,174000000.0,133000000.0,168000000.0,,9000000.0,-471000000.0,,175000000.0,-1461000000.0,1113000000.0,883000000.0,,,,-1461000000.0,1113000000.0,883000000.0,544000000.0,-4000000.0,569000000.0,569000000.0,584000000.0,-33000000.0,,,-212000000.0,33000000.0,-5147000000.0,-379000000.0,-1008000000.0,6260000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,Q3TTM,2011-10-01,2012-09-30,,,-551000000.0,192000000.0,217000000.0,150000000.0,9000000.0,248000000.0,,175000000.0,-2013000000.0,1026000000.0,1610000000.0,,,,-2013000000.0,1026000000.0,1610000000.0,632000000.0,76000000.0,850000000.0,850000000.0,248000000.0,44000000.0,,,-266000000.0,47000000.0,-8040000000.0,-772000000.0,-1270000000.0,8916000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,Q3,2012-07-01,2012-09-30,,,43000000.0,38000000.0,58000000.0,,7000000.0,-200000000.0,,92000000.0,-758000000.0,940000000.0,415000000.0,,,,-758000000.0,940000000.0,415000000.0,604000000.0,-308000000.0,151000000.0,151000000.0,390000000.0,51000000.0,,,-73000000.0,16000000.0,-1452000000.0,-178000000.0,-342000000.0,2392000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-31 16:15:34+00:00,,131000000.0,95000000.0,110000000.0,0.0,2000000.0,-271000000.0,,83000000.0,-703000000.0,173000000.0,468000000.0,,,,-703000000.0,173000000.0,468000000.0,-60000000.0,304000000.0,418000000.0,418000000.0,194000000.0,-84000000.0,0.0,,-139000000.0,17000000.0,-3695000000.0,-201000000.0,-666000000.0,3868000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,Q2TTM,2011-07-01,2012-06-30,,,-462000000.0,192000000.0,153000000.0,150000000.0,-3000000.0,585000000.0,,124000000.0,-1440000000.0,-377000000.0,1988000000.0,,,,-1440000000.0,-377000000.0,1988000000.0,168000000.0,543000000.0,918000000.0,918000000.0,296000000.0,145000000.0,-88000000.0,,-248000000.0,36000000.0,-9012000000.0,-638000000.0,-1366000000.0,8573000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,Q2,2012-04-01,2012-06-30,,,210000000.0,58000000.0,54000000.0,,-5000000.0,-344000000.0,,79000000.0,-286000000.0,407000000.0,293000000.0,,,,-286000000.0,407000000.0,293000000.0,409000000.0,224000000.0,170000000.0,170000000.0,403000000.0,-27000000.0,,,-77000000.0,10000000.0,-1619000000.0,-111000000.0,-374000000.0,2026000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,Q1,2012-01-01,2012-03-31,2013-05-01 14:48:26+00:00,,-79000000.0,37000000.0,56000000.0,0.0,7000000.0,73000000.0,,4000000.0,-417000000.0,-234000000.0,175000000.0,,,,-417000000.0,-234000000.0,175000000.0,-469000000.0,80000000.0,248000000.0,248000000.0,-209000000.0,-57000000.0,0.0,,-62000000.0,7000000.0,-2076000000.0,-90000000.0,-292000000.0,1842000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,Q1TTM,2011-04-01,2012-03-31,,,-459000000.0,197000000.0,136000000.0,150000000.0,2000000.0,734000000.0,,159000000.0,-1181000000.0,-1307000000.0,2338000000.0,,,,-1181000000.0,-1307000000.0,2338000000.0,-148000000.0,813000000.0,1035000000.0,1035000000.0,379000000.0,144000000.0,,,-228000000.0,54000000.0,-10555000000.0,-675000000.0,-1394000000.0,9098000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,FY,2013-01-01,2013-12-31,2016-02-25 15:01:36+00:00,,391000000.0,326000000.0,239000000.0,,5000000.0,-1861000000.0,,2469000000.0,-306000000.0,-802000000.0,1364000000.0,,,,-306000000.0,-802000000.0,1364000000.0,261000000.0,471000000.0,1475000000.0,1475000000.0,1503000000.0,136000000.0,,,-401000000.0,8000000.0,-9939000000.0,-1398000000.0,-1583000000.0,9137000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q4,2013-10-01,2013-12-31,,,573000000.0,89000000.0,64000000.0,,7000000.0,-713000000.0,,689000000.0,-99000000.0,-659000000.0,258000000.0,,,,-99000000.0,-659000000.0,258000000.0,-493000000.0,96000000.0,380000000.0,380000000.0,526000000.0,22000000.0,,,-101000000.0,1000000.0,-2595000000.0,-427000000.0,-378000000.0,1936000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q3TTM,2012-10-01,2013-09-30,,,-573000000.0,470000000.0,232000000.0,,-1000000.0,-1418000000.0,,1780000000.0,-5088000000.0,3161000000.0,1728000000.0,,,,-5088000000.0,3161000000.0,1728000000.0,-200000000.0,-3625000000.0,1427000000.0,1427000000.0,1471000000.0,34000000.0,,,-393000000.0,16000000.0,-9884000000.0,-1306000000.0,-1578000000.0,13045000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q3,2013-07-01,2013-09-30,,,-275000000.0,237000000.0,59000000.0,,17000000.0,489000000.0,,726000000.0,411000000.0,-833000000.0,1199000000.0,,,,411000000.0,-833000000.0,1199000000.0,794000000.0,169000000.0,449000000.0,449000000.0,200000000.0,196000000.0,,,-103000000.0,2000000.0,-2891000000.0,-179000000.0,-398000000.0,2058000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-03 15:43:28+00:00,,-182000000.0,237000000.0,175000000.0,,-2000000.0,-1148000000.0,,1780000000.0,-207000000.0,-143000000.0,1106000000.0,,,,-207000000.0,-143000000.0,1106000000.0,754000000.0,375000000.0,1095000000.0,1095000000.0,977000000.0,114000000.0,,,-300000000.0,7000000.0,-7344000000.0,-971000000.0,-1205000000.0,7201000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-04 17:24:00+00:00,,93000000.0,0.0,116000000.0,,-19000000.0,-1637000000.0,,1054000000.0,-618000000.0,690000000.0,-93000000.0,,,,-618000000.0,690000000.0,-93000000.0,-40000000.0,206000000.0,646000000.0,646000000.0,777000000.0,-82000000.0,,,-197000000.0,5000000.0,-4453000000.0,-792000000.0,-807000000.0,5143000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q2TTM,2012-07-01,2013-06-30,,,-255000000.0,271000000.0,231000000.0,,-11000000.0,-2107000000.0,,1146000000.0,-6257000000.0,4934000000.0,944000000.0,,,,-6257000000.0,4934000000.0,944000000.0,-390000000.0,-4102000000.0,1129000000.0,1129000000.0,1661000000.0,-111000000.0,,,-363000000.0,30000000.0,-8445000000.0,-1305000000.0,-1522000000.0,13379000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q2,2013-04-01,2013-06-30,,,83000000.0,-35000000.0,58000000.0,,1000000.0,-485000000.0,,587000000.0,-504000000.0,301000000.0,373000000.0,,,,-504000000.0,301000000.0,373000000.0,171000000.0,10000000.0,281000000.0,281000000.0,517000000.0,-95000000.0,,,-105000000.0,2000000.0,-2481000000.0,-500000000.0,-401000000.0,2782000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q1,2013-01-01,2013-03-31,2014-05-05 14:59:03+00:00,,10000000.0,35000000.0,58000000.0,,-20000000.0,-1152000000.0,,467000000.0,-114000000.0,389000000.0,-466000000.0,,,,-114000000.0,389000000.0,-466000000.0,-211000000.0,196000000.0,365000000.0,365000000.0,260000000.0,13000000.0,,,-92000000.0,3000000.0,-1972000000.0,-292000000.0,-406000000.0,2361000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q1TTM,2012-04-01,2013-03-31,,,-128000000.0,364000000.0,227000000.0,,-17000000.0,-1966000000.0,,638000000.0,-6039000000.0,5040000000.0,864000000.0,,,,-6039000000.0,5040000000.0,864000000.0,-152000000.0,-3888000000.0,1018000000.0,1018000000.0,1547000000.0,-43000000.0,,,-335000000.0,38000000.0,-7583000000.0,-916000000.0,-1495000000.0,12623000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 16:57:59+00:00,,578000000.0,368000000.0,254000000.0,,-21000000.0,1082000000.0,,2702000000.0,-1657000000.0,-715000000.0,2399000000.0,,,,-1657000000.0,-715000000.0,2399000000.0,6000000.0,223000000.0,2000000000.0,2000000000.0,-944000000.0,-1067000000.0,,,-426000000.0,7000000.0,-8392000000.0,-1512000000.0,-1577000000.0,7677000000.0
