company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
MSCI Inc,MSCI,549300HTIN2PD78UB763,1408198,2009.0,FY,,2009-11-30,2011-01-28 20:13:12+00:00,1878000.0,77180000.0,30502000.0,-7590000.0,176024000.0,,449801000.0,152944000.0,42179000.0,,65088000.0,441623000.0,120189000.0,337622000.0,,29381000.0,,40080000.0,,,6592000.0,23011000.0,11797000.0,84013000.0,42088000.0,295304000.0,1200269000.0,507056000.0,602484000.0,292500000.0,507056000.0,507056000.0,693213000.0,1200269000.0,568404000.0,400713000.0,0.0,-19168000.0
MSCI Inc,MSCI,549300HTIN2PD78UB763,1408198,2010.0,FY,,2010-11-30,2011-11-04 17:19:45+00:00,2162000.0,147662000.0,39500000.0,-1966000.0,226575000.0,0.0,939219000.0,271300000.0,68821000.0,,99046000.0,1706671000.0,716250000.0,1207881000.0,,34368000.0,,240944000.0,,,29594000.0,27300000.0,19334000.0,176183000.0,54916000.0,73891000.0,3023166000.0,1080117000.0,536283000.0,466924000.0,1080117000.0,1080117000.0,1943049000.0,3023166000.0,2452515000.0,1476125000.0,0.0,-33319000.0
MSCI Inc,MSCI,549300HTIN2PD78UB763,1408198,2010.0,Q3,,2010-08-31,2010-10-01 17:25:41+00:00,1462000.0,114527000.0,37590000.0,-4374000.0,197735000.0,,916032000.0,283834000.0,70072000.0,,74775000.0,1703486000.0,732934000.0,1254048000.0,,35612000.0,,223736000.0,,,30696000.0,27147000.0,20800000.0,145917000.0,11663000.0,42593000.0,2948455000.0,1034200000.0,445727000.0,409324000.0,1034200000.0,1034200000.0,1914255000.0,2948455000.0,2467116000.0,1504931000.0,0.0,-23375000.0
MSCI Inc,MSCI,549300HTIN2PD78UB763,1408198,2011.0,FY,,2011-12-31,2013-03-01 17:19:08+00:00,239000.0,180566000.0,45504000.0,-5094000.0,252211000.0,0.0,996892000.0,289217000.0,78974000.0,,107506000.0,1708585000.0,644881000.0,1066548000.0,,37623000.0,,240456000.0,,,23964000.0,27755000.0,25702000.0,363461000.0,10339000.0,140490000.0,3092996000.0,1305432000.0,677943000.0,452805000.0,1305432000.0,1305432000.0,1787564000.0,3092996000.0,2377430000.0,1334759000.0,,-49827000.0
MSCI Inc,MSCI,549300HTIN2PD78UB763,1408198,2011.0,Q3,,2011-09-30,2011-11-04 17:19:45+00:00,431000.0,166948000.0,47073000.0,-4355000.0,221575000.0,0.0,985470000.0,291045000.0,74144000.0,,85011000.0,1708585000.0,661149000.0,1104116000.0,,36911000.0,,236372000.0,,,25133000.0,27884000.0,27015000.0,318975000.0,10334000.0,142754000.0,3064214000.0,1261948000.0,632436000.0,433894000.0,1261948000.0,1261948000.0,1802266000.0,3064214000.0,2394867000.0,1368372000.0,0.0,-38142000.0
MSCI Inc,MSCI,549300HTIN2PD78UB763,1408198,2011.0,Q2,,2011-06-30,2011-08-05 13:06:40+00:00,625000.0,177189000.0,54353000.0,89000.0,175895000.0,,977883000.0,296793000.0,75811000.0,,61464000.0,1708585000.0,677571000.0,1106700000.0,,36075000.0,,241538000.0,,,26036000.0,28738000.0,21258000.0,269188000.0,10331000.0,111167000.0,3009587000.0,1209045000.0,561320000.0,423566000.0,1209045000.0,1209045000.0,1800542000.0,3009587000.0,2412192000.0,1376976000.0,0.0,-38115000.0
MSCI Inc,MSCI,549300HTIN2PD78UB763,1408198,2011.0,Q1,,2011-03-31,2011-05-06 17:05:41+00:00,471000.0,185714000.0,46513000.0,289000.0,127640000.0,,964303000.0,284119000.0,66460000.0,,36585000.0,1706671000.0,693994000.0,1109284000.0,,33065000.0,,246897000.0,,,27788000.0,26263000.0,18991000.0,223528000.0,10329000.0,50161000.0,2910484000.0,1150023000.0,448966000.0,378017000.0,1150023000.0,1150023000.0,1760461000.0,2910484000.0,2428453000.0,1382444000.0,0.0,-38097000.0
MSCI Inc,MSCI,549300HTIN2PD78UB763,1408198,2012.0,FY,,2012-12-31,2014-02-28 17:25:37+00:00,2985000.0,153557000.0,42486000.0,-2796000.0,183309000.0,0.0,1001254000.0,308022000.0,81983000.0,,113359000.0,1783410000.0,641074000.0,811623000.0,,67419000.0,,234245000.0,,,12901000.0,38595000.0,25088000.0,547699000.0,43093000.0,70898000.0,3019639000.0,1425231000.0,514835000.0,509945000.0,1425231000.0,1425231000.0,1594408000.0,3019639000.0,2437385000.0,1084463000.0,0.0,-120926000.0
MSCI Inc,MSCI,549300HTIN2PD78UB763,1408198,2012.0,Q3,,2012-09-30,2012-11-06 16:50:48+00:00,1694000.0,124309000.0,41579000.0,-2357000.0,340458000.0,0.0,1030034000.0,323503000.0,88970000.0,,83647000.0,1708585000.0,597004000.0,822401000.0,,64012000.0,,226796000.0,,,12809000.0,42426000.0,23159000.0,493247000.0,43082000.0,93885000.0,3053191000.0,1468063000.0,670781000.0,493505000.0,1468063000.0,1468063000.0,1585128000.0,3053191000.0,2318398000.0,1091623000.0,0.0,-52861000.0
MSCI Inc,MSCI,549300HTIN2PD78UB763,1408198,2012.0,Q2,,2012-06-30,2012-08-03 15:40:38+00:00,657000.0,136074000.0,49044000.0,-4176000.0,273307000.0,0.0,1021279000.0,333890000.0,85539000.0,,57169000.0,1708585000.0,612963000.0,833175000.0,,54793000.0,,230232000.0,,,13448000.0,37997000.0,23721000.0,444973000.0,43070000.0,86460000.0,2994890000.0,1409656000.0,605101000.0,483830000.0,1409656000.0,1409656000.0,1585234000.0,2994890000.0,2334996000.0,1101404000.0,0.0,-52420000.0
