company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinvestmentincome,aoci,cashandequivalents,claimsandclaimexpenses,commitmentsandcontingencies,commonequity,deferredacquisitioncost,futurepolicybenefits,goodwill,intangibleassets,longtermdebt,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,participatingpolicyholderequity,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock,unearnedpremiumscredit,unearnedpremiumsdebit
Chubb Ltd,CB,,896159,2008.0,FY,,2008-12-31,2010-02-26 16:15:15+00:00,435000000.0,-735000000.0,56000000.0,22367000000.0,,625000000.0,1532000000.0,,467000000.0,,3975000000.0,41886000000.0,,2170000000.0,118000000.0,,,14509000000.0,,48429000000.0,13432000000.0,13432000000.0,13432000000.0,34997000000.0,48429000000.0,0.0,1479000000.0,-967000000.0,6367000000.0,2574000000.0
Chubb Ltd,CB,,896159,2009.0,FY,,2009-12-31,2011-02-25 17:41:30+00:00,460000000.0,720000000.0,51000000.0,22839000000.0,,596000000.0,1533000000.0,,467000000.0,,3975000000.0,44096000000.0,,1730000000.0,118000000.0,,,16235000000.0,,50449000000.0,15634000000.0,15634000000.0,15634000000.0,34815000000.0,50449000000.0,0.0,1433000000.0,-1917000000.0,6153000000.0,2409000000.0
Chubb Ltd,CB,,896159,2009.0,Q3,,2009-09-30,2009-11-06 18:00:39+00:00,517000000.0,785000000.0,742000000.0,37871000000.0,,16087000000.0,1413000000.0,3048000000.0,3772000000.0,,3321000000.0,20434000000.0,0.0,5122000000.0,2374000000.0,318000000.0,,1865000000.0,665000000.0,77821000000.0,18733000000.0,18733000000.0,18733000000.0,59088000000.0,77821000000.0,,45590000000.0,-4000000.0,6369000000.0,5353000000.0
Chubb Ltd,CB,,896159,2009.0,Q2,,2009-06-30,2009-08-10 12:29:47+00:00,442000000.0,-202000000.0,65000000.0,22576000000.0,,568000000.0,1562000000.0,,467000000.0,,3975000000.0,43416000000.0,,2218000000.0,124000000.0,,,15183000000.0,,49703000000.0,14504000000.0,14504000000.0,14504000000.0,35199000000.0,49703000000.0,,1189000000.0,-1045000000.0,6306000000.0,2562000000.0
Chubb Ltd,CB,,896159,2010.0,FY,,2010-12-31,2012-02-27 16:27:57+00:00,447000000.0,790000000.0,70000000.0,22718000000.0,0.0,580000000.0,1562000000.0,,467000000.0,,3975000000.0,7211000000.0,,1725000000.0,112000000.0,,,17943000000.0,,50249000000.0,15530000000.0,15530000000.0,15530000000.0,34719000000.0,50249000000.0,0.0,38069000000.0,-3783000000.0,6189000000.0,2423000000.0
Chubb Ltd,CB,,896159,2010.0,Q3,,2010-09-30,2010-11-08 13:56:09+00:00,539000000.0,2110000000.0,487000000.0,37742000000.0,,15843000000.0,1621000000.0,3083000000.0,3906000000.0,,3158000000.0,19720000000.0,0.0,5313000000.0,2721000000.0,327000000.0,,4925000000.0,628000000.0,82388000000.0,22845000000.0,22845000000.0,22845000000.0,59543000000.0,82388000000.0,,50743000000.0,-33000000.0,6571000000.0,5372000000.0
Chubb Ltd,CB,,896159,2010.0,Q2,,2010-06-30,2010-08-06 15:04:51+00:00,445000000.0,812000000.0,50000000.0,22802000000.0,,547000000.0,1562000000.0,,467000000.0,,3975000000.0,44175000000.0,,1823000000.0,118000000.0,,,16978000000.0,,50448000000.0,15533000000.0,15533000000.0,15533000000.0,34915000000.0,50448000000.0,,1263000000.0,-2804000000.0,6197000000.0,2486000000.0
Chubb Ltd,CB,,896159,2010.0,Q1,,2010-03-31,2010-05-07 14:31:13+00:00,448000000.0,812000000.0,51000000.0,23099000000.0,,530000000.0,1553000000.0,,467000000.0,,3975000000.0,44494000000.0,,1785000000.0,121000000.0,,,16578000000.0,,50870000000.0,15741000000.0,15741000000.0,15741000000.0,35129000000.0,50870000000.0,,1497000000.0,-2179000000.0,6149000000.0,2360000000.0
Chubb Ltd,CB,,896159,2011.0,FY,,2011-12-31,2013-02-28 16:04:22+00:00,440000000.0,1195000000.0,58000000.0,23068000000.0,0.0,562000000.0,1210000000.0,,467000000.0,,3575000000.0,7093000000.0,,2072000000.0,107000000.0,,,18903000000.0,,50445000000.0,15301000000.0,15301000000.0,15301000000.0,35144000000.0,50445000000.0,0.0,38696000000.0,-5359000000.0,6322000000.0,2481000000.0
Chubb Ltd,CB,,896159,2011.0,Q3,,2011-09-30,2011-11-07 16:18:11+00:00,459000000.0,1245000000.0,55000000.0,23538000000.0,0.0,545000000.0,1644000000.0,,467000000.0,,3975000000.0,45212000000.0,,1927000000.0,110000000.0,,,18831000000.0,,51495000000.0,15638000000.0,15638000000.0,15638000000.0,35857000000.0,51495000000.0,,1366000000.0,-4983000000.0,6307000000.0,2292000000.0
Chubb Ltd,CB,,896159,2011.0,Q2,,2011-06-30,2011-08-05 15:16:33+00:00,458000000.0,1130000000.0,71000000.0,23269000000.0,,529000000.0,1634000000.0,,467000000.0,,3975000000.0,44594000000.0,,1895000000.0,113000000.0,,,18643000000.0,,51442000000.0,15791000000.0,15791000000.0,15791000000.0,35651000000.0,51442000000.0,,1663000000.0,-4511000000.0,6399000000.0,2555000000.0
Chubb Ltd,CB,,896159,2011.0,Q1,,2011-03-31,2011-05-09 15:43:25+00:00,452000000.0,806000000.0,43000000.0,23148000000.0,,512000000.0,1597000000.0,,467000000.0,,3975000000.0,44069000000.0,,1630000000.0,115000000.0,,,18337000000.0,,50689000000.0,15579000000.0,15579000000.0,15579000000.0,35110000000.0,50689000000.0,,1661000000.0,-4076000000.0,6242000000.0,2400000000.0
Chubb Ltd,CB,,896159,2012.0,FY,,2012-12-31,2014-02-28 16:08:18+00:00,424000000.0,1431000000.0,50000000.0,23963000000.0,0.0,550000000.0,1206000000.0,,467000000.0,,3575000000.0,7776000000.0,,2350000000.0,108000000.0,,,20009000000.0,,52184000000.0,15827000000.0,15827000000.0,15827000000.0,36357000000.0,52184000000.0,0.0,39739000000.0,-6163000000.0,6361000000.0,2522000000.0
Chubb Ltd,CB,,896159,2012.0,Q3,,2012-09-30,2012-11-08 16:19:05+00:00,445000000.0,1570000000.0,53000000.0,23240000000.0,0.0,534000000.0,1218000000.0,,467000000.0,,3575000000.0,7211000000.0,,2367000000.0,109000000.0,,,20015000000.0,,51641000000.0,15974000000.0,15974000000.0,15974000000.0,35667000000.0,51641000000.0,,39830000000.0,-6145000000.0,6376000000.0,2417000000.0
