company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Chubb Ltd,CB,,896159,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:15:15+00:00,233000000.0,,,69000000.0,,456000000.0,,1800000000.0,-1531000000.0,-1649000000.0,3191000000.0,-1531000000.0,-1649000000.0,3191000000.0,11000000.0,-8000000.0,2807000000.0,2807000000.0,-374000000.0,113000000.0,-106000000.0,-451000000.0,-8723000000.0,-53000000.0,-800000000.0,-2185000000.0,,7233000000.0
Chubb Ltd,CB,,896159,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 17:41:30+00:00,206000000.0,,,64000000.0,,99000000.0,,1200000000.0,-1211000000.0,-1326000000.0,2544000000.0,-1211000000.0,-1326000000.0,2544000000.0,7000000.0,-19000000.0,1804000000.0,1804000000.0,371000000.0,100000000.0,-18000000.0,-471000000.0,-8015000000.0,-46000000.0,-685000000.0,-1336000000.0,,6753000000.0
Chubb Ltd,CB,,896159,2008.0,Q4,2008-10-01,2008-12-31,,187000000.0,,,64000000.0,14000000.0,-856000000.0,,5000000.0,-1594000000.0,2214000000.0,-596000000.0,-1594000000.0,2214000000.0,-596000000.0,38000000.0,-19000000.0,627000000.0,627000000.0,-618000000.0,2000000.0,-18000000.0,-171000000.0,29565000000.0,-46000000.0,-650000000.0,-1336000000.0,575000000.0,-27287000000.0
Chubb Ltd,CB,,896159,2008.0,Q3,2008-07-01,2008-09-30,,-87000000.0,,,-33000000.0,-14000000.0,990000000.0,,-5000000.0,404000000.0,-2316000000.0,1895000000.0,404000000.0,-2316000000.0,1895000000.0,-31000000.0,,44000000.0,44000000.0,981000000.0,51000000.0,-141000000.0,-68000000.0,-33665000000.0,25000000.0,190000000.0,811000000.0,-575000000.0,31465000000.0
Chubb Ltd,CB,,896159,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 18:00:39+00:00,19000000.0,,,,-14000000.0,955000000.0,,1195000000.0,383000000.0,-3540000000.0,3140000000.0,383000000.0,-3540000000.0,3140000000.0,-31000000.0,,1177000000.0,1177000000.0,989000000.0,98000000.0,,-300000000.0,-37580000000.0,,-35000000.0,,-575000000.0,34040000000.0
Chubb Ltd,CB,,896159,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-10 12:29:47+00:00,106000000.0,,,33000000.0,,-35000000.0,,1200000000.0,-21000000.0,-1224000000.0,1245000000.0,-21000000.0,-1224000000.0,1245000000.0,0.0,,1133000000.0,1133000000.0,8000000.0,47000000.0,141000000.0,-232000000.0,-3915000000.0,-25000000.0,-225000000.0,-811000000.0,,2575000000.0
Chubb Ltd,CB,,896159,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:27:57+00:00,168000000.0,,,69000000.0,,20000000.0,,,-1566000000.0,-856000000.0,2417000000.0,-1566000000.0,-856000000.0,2417000000.0,-5000000.0,-53000000.0,2183000000.0,2183000000.0,-23000000.0,34000000.0,72000000.0,-487000000.0,-7446000000.0,-52000000.0,0.0,-1060000000.0,,6570000000.0
Chubb Ltd,CB,,896159,2009.0,Q4,2009-10-01,2009-12-31,,142000000.0,,,69000000.0,-10000000.0,-121000000.0,,-500000000.0,-1536000000.0,1581000000.0,85000000.0,-1536000000.0,1581000000.0,85000000.0,120000000.0,-53000000.0,587000000.0,587000000.0,-592000000.0,15000000.0,72000000.0,-204000000.0,24195000000.0,-52000000.0,266000000.0,-1060000000.0,,-22634000000.0
Chubb Ltd,CB,,896159,2009.0,Q3TTM,2008-10-01,2009-09-30,,213000000.0,,,64000000.0,24000000.0,-715000000.0,,505000000.0,-1624000000.0,-223000000.0,1736000000.0,-1624000000.0,-223000000.0,1736000000.0,-87000000.0,-19000000.0,2223000000.0,2223000000.0,-49000000.0,21000000.0,-18000000.0,-454000000.0,-2076000000.0,-46000000.0,-916000000.0,-1336000000.0,575000000.0,1917000000.0
Chubb Ltd,CB,,896159,2009.0,Q3,2009-07-01,2009-09-30,,-68000000.0,,,-30000000.0,10000000.0,285000000.0,,500000000.0,359000000.0,-1724000000.0,1221000000.0,359000000.0,-1724000000.0,1221000000.0,-134000000.0,2000000.0,704000000.0,704000000.0,330000000.0,3000000.0,-196000000.0,-41000000.0,-27431000000.0,24000000.0,-266000000.0,161000000.0,,25879000000.0
Chubb Ltd,CB,,896159,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-08 13:56:09+00:00,26000000.0,,,,10000000.0,141000000.0,,500000000.0,-30000000.0,-2437000000.0,2332000000.0,-30000000.0,-2437000000.0,2332000000.0,-125000000.0,,1596000000.0,1596000000.0,569000000.0,19000000.0,,-283000000.0,-31641000000.0,,-266000000.0,,,29204000000.0
Chubb Ltd,CB,,896159,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 15:04:51+00:00,94000000.0,,,30000000.0,,-144000000.0,,,-389000000.0,-713000000.0,1111000000.0,-389000000.0,-713000000.0,1111000000.0,9000000.0,-2000000.0,892000000.0,892000000.0,239000000.0,16000000.0,196000000.0,-242000000.0,-4210000000.0,-24000000.0,,-161000000.0,,3325000000.0
Chubb Ltd,CB,,896159,2009.0,Q2TTM,2008-07-01,2009-06-30,,194000000.0,,,61000000.0,,-10000000.0,,,-1579000000.0,-815000000.0,2410000000.0,-1579000000.0,-815000000.0,2410000000.0,16000000.0,-21000000.0,1563000000.0,1563000000.0,602000000.0,69000000.0,37000000.0,-481000000.0,-8310000000.0,-45000000.0,-460000000.0,-686000000.0,,7503000000.0
Chubb Ltd,CB,,896159,2009.0,Q2,2009-04-01,2009-06-30,,47000000.0,,,15000000.0,,-25000000.0,,,-206000000.0,-346000000.0,561000000.0,-206000000.0,-346000000.0,561000000.0,9000000.0,,551000000.0,551000000.0,-27000000.0,2000000.0,-18000000.0,-124000000.0,-2126000000.0,-12000000.0,,-84000000.0,,1810000000.0
Chubb Ltd,CB,,896159,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 14:31:13+00:00,47000000.0,,,15000000.0,,-119000000.0,,,-183000000.0,-367000000.0,550000000.0,-183000000.0,-367000000.0,550000000.0,0.0,-2000000.0,341000000.0,341000000.0,266000000.0,14000000.0,214000000.0,-118000000.0,-2084000000.0,-12000000.0,,-77000000.0,,1515000000.0
