company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,intangibleassets,longtermdebt,netpremisesandequipment,otherassets,otherlongtermliabilities,othershorttermpayables,retainedearnings,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity
Western Union Co,WU,28ID94QU1140NC23S047,1365135,2008.0,FY,,2008-12-31,2010-02-26 16:42:16+00:00,-30000000.0,1295600000.0,,-7300000.0,1674200000.0,350600000.0,3143500000.0,192300000.0,2065600000.0,2057200000.0,385700000.0,29200000.0,5578300000.0,-8100000.0,-8100000.0,-8100000.0,5586400000.0,5578300000.0,0.0
Western Union Co,WU,28ID94QU1140NC23S047,1365135,2009.0,FY,,2009-12-31,2011-02-25 16:52:01+00:00,-127300000.0,1685200000.0,,47600000.0,2143400000.0,489200000.0,3048500000.0,204300000.0,2831300000.0,3450200000.0,501200000.0,433200000.0,7353400000.0,353500000.0,353500000.0,353500000.0,6999900000.0,7353400000.0,0.0
Western Union Co,WU,28ID94QU1140NC23S047,1365135,2009.0,Q3,,2009-09-30,2009-10-30 16:52:05+00:00,-128100000.0,1625400000.0,,30100000.0,2146600000.0,505500000.0,3052400000.0,198300000.0,1738400000.0,2321900000.0,512300000.0,425600000.0,6214200000.0,327600000.0,327600000.0,327600000.0,5886600000.0,6214200000.0,0.0
Western Union Co,WU,28ID94QU1140NC23S047,1365135,2009.0,Q2,,2009-06-30,2009-08-04 16:41:45+00:00,-102400000.0,1782400000.0,,14800000.0,1851600000.0,403200000.0,3049800000.0,194000000.0,1628000000.0,2152400000.0,371400000.0,373200000.0,5859200000.0,285600000.0,285600000.0,285600000.0,5573600000.0,5859200000.0,0.0
Western Union Co,WU,28ID94QU1140NC23S047,1365135,2009.0,Q1,,2009-03-31,2009-05-01 18:50:18+00:00,-44700000.0,1510000000.0,0.0,5500000.0,1852900000.0,401800000.0,3056600000.0,192400000.0,1696900000.0,2483500000.0,,153100000.0,5654000000.0,113900000.0,113900000.0,113900000.0,5540100000.0,5654000000.0,0.0
Western Union Co,WU,28ID94QU1140NC23S047,1365135,2010.0,FY,,2010-12-31,2012-02-24 16:38:32+00:00,-132800000.0,2157400000.0,0.0,123900000.0,2151700000.0,438000000.0,3289900000.0,196500000.0,2985600000.0,3536200000.0,520400000.0,591600000.0,7929200000.0,582700000.0,582700000.0,582700000.0,7346500000.0,7929200000.0,0.0
Western Union Co,WU,28ID94QU1140NC23S047,1365135,2010.0,Q3,,2010-09-30,2010-11-05 16:25:27+00:00,-121800000.0,1996700000.0,,94300000.0,2145300000.0,462800000.0,3296500000.0,195200000.0,2770400000.0,3261600000.0,574500000.0,465300000.0,7570400000.0,437800000.0,437800000.0,437800000.0,7132600000.0,7570400000.0,0.0
Western Union Co,WU,28ID94QU1140NC23S047,1365135,2010.0,Q2,,2010-06-30,2010-08-04 17:08:40+00:00,-45000000.0,1746800000.0,,79800000.0,2156500000.0,471800000.0,3296500000.0,196100000.0,2776500000.0,3182200000.0,469300000.0,364900000.0,7347700000.0,399700000.0,399700000.0,399700000.0,6948000000.0,7347700000.0,0.0
Western Union Co,WU,28ID94QU1140NC23S047,1365135,2010.0,Q1,,2010-03-31,2010-05-06 17:04:19+00:00,-86300000.0,1529800000.0,,66400000.0,2157900000.0,474500000.0,3048000000.0,196000000.0,2682800000.0,3146900000.0,465500000.0,400500000.0,7041000000.0,380600000.0,380600000.0,380600000.0,6660400000.0,7041000000.0,0.0
Western Union Co,WU,28ID94QU1140NC23S047,1365135,2011.0,FY,,2011-12-31,2013-02-22 16:31:38+00:00,-118500000.0,1370900000.0,0.0,253300000.0,3198900000.0,847400000.0,3583200000.0,198100000.0,3454600000.0,4056900000.0,535000000.0,760000000.0,9069900000.0,894800000.0,894800000.0,894800000.0,8175100000.0,9069900000.0,0.0
Western Union Co,WU,28ID94QU1140NC23S047,1365135,2011.0,Q3,,2011-09-30,2011-11-03 16:28:52+00:00,-94700000.0,2671100000.0,0.0,239300000.0,2325800000.0,488100000.0,3982800000.0,193500000.0,3141200000.0,3767500000.0,567500000.0,357300000.0,8819700000.0,501900000.0,501900000.0,501900000.0,8317800000.0,8819700000.0,0.0
Western Union Co,WU,28ID94QU1140NC23S047,1365135,2011.0,Q2,,2011-06-30,2011-08-02 17:16:26+00:00,-156500000.0,2089700000.0,0.0,227900000.0,2329600000.0,483000000.0,3585500000.0,196400000.0,2910800000.0,3561700000.0,483200000.0,307700000.0,8009500000.0,379100000.0,379100000.0,379100000.0,7630400000.0,8009500000.0,0.0
