company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othertaxespayable,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2012.0,Q2,,2012-06-30,2012-08-09 16:36:49+00:00,131726000.0,226405000.0,103933000.0,17507000.0,138836000.0,0.0,134779000.0,,44549000.0,35658000.0,45568000.0,181435000.0,,168339000.0,105880000.0,7682000.0,524446000.0,301469000.0,12884000.0,20705000.0,88323000.0,,,25662000.0,,116162000.0,979647000.0,7236000.0,185000.0,1709508000.0,1131933000.0,1050583000.0,324121000.0,1131933000.0,1144817000.0,564691000.0,1709508000.0,357456000.0,240570000.0,0.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2012.0,Q1,,2012-03-31,2012-05-10 13:12:15+00:00,118705000.0,223297000.0,91915000.0,30952000.0,260478000.0,0.0,130173000.0,,48694000.0,30509000.0,42732000.0,44779000.0,,72262000.0,7738000.0,7666000.0,512087000.0,289359000.0,10063000.0,17348000.0,90361000.0,,,26775000.0,,112532000.0,961235000.0,12854000.0,206000.0,1571360000.0,1122360000.0,1157294000.0,296715000.0,1122360000.0,1132423000.0,438937000.0,1571360000.0,124707000.0,142222000.0,0.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2013.0,FY,,2013-12-28,2015-02-20 14:07:08+00:00,165433000.0,454762000.0,170576000.0,36691000.0,320479000.0,0.0,154923000.0,,46986000.0,61881000.0,80573000.0,206954000.0,,188332000.0,494711000.0,,570719000.0,355666000.0,6690000.0,15720000.0,98168000.0,,,54542000.0,,86516000.0,877063000.0,13443000.0,,2230414000.0,1068677000.0,1479462000.0,491906000.0,1068677000.0,1075367000.0,1155047000.0,2230414000.0,395286000.0,663141000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2013.0,Q3,,2013-09-28,2013-11-07 15:19:00+00:00,164541000.0,360580000.0,133228000.0,30958000.0,228899000.0,0.0,150462000.0,,35027000.0,55461000.0,69407000.0,204975000.0,,178115000.0,468369000.0,25000.0,656585000.0,351626000.0,9380000.0,11053000.0,81724000.0,,,53039000.0,,74359000.0,848002000.0,14567000.0,0.0,2090191000.0,1029422000.0,1355450000.0,437204000.0,1029422000.0,1038802000.0,1051389000.0,2090191000.0,383115000.0,614185000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2013.0,Q2,,2013-06-29,2013-08-08 14:03:21+00:00,144661000.0,257668000.0,107317000.0,16814000.0,313308000.0,0.0,145743000.0,,30868000.0,35928000.0,60407000.0,202205000.0,,178364000.0,339434000.0,24000.0,582114000.0,334460000.0,6740000.0,10600000.0,85430000.0,,,49958000.0,,90312000.0,984768000.0,1567000.0,44000.0,1989367000.0,1147325000.0,1274314000.0,349880000.0,1147325000.0,1154065000.0,835302000.0,1989367000.0,380593000.0,485422000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2013.0,Q1,,2013-03-30,2013-05-09 14:20:25+00:00,124859000.0,272860000.0,101600000.0,12243000.0,241396000.0,0.0,140675000.0,,31442000.0,36215000.0,50044000.0,201356000.0,,178332000.0,151129000.0,0.0,520306000.0,329223000.0,8719000.0,10172000.0,87292000.0,,,48304000.0,,81598000.0,1083717000.0,1600000.0,56000.0,1856569000.0,1236635000.0,1147658000.0,314318000.0,1236635000.0,1245354000.0,611215000.0,1856569000.0,379688000.0,296897000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2014.0,FY,,2015-01-03,2016-02-29 17:38:07+00:00,159267000.0,430498000.0,157692000.0,-16410000.0,276261000.0,0.0,172177000.0,,,61927000.0,50776000.0,197728000.0,,179554000.0,609666000.0,,597281000.0,345606000.0,5941000.0,16610000.0,62282000.0,,,58793000.0,,150532000.0,822093000.0,16646000.0,,2177460000.0,977860000.0,1454572000.0,446308000.0,977860000.0,983801000.0,1193659000.0,2177460000.0,377282000.0,747351000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2014.0,Q3,,2014-10-04,2014-11-13 14:19:25+00:00,196788000.0,395837000.0,139904000.0,1679000.0,218095000.0,0.0,167181000.0,,38253000.0,72509000.0,68622000.0,200973000.0,,185460000.0,607890000.0,,695199000.0,354924000.0,9182000.0,18212000.0,98061000.0,,,58418000.0,,148112000.0,783207000.0,15200000.0,,2236853000.0,952067000.0,1495496000.0,493023000.0,952067000.0,961249000.0,1275604000.0,2236853000.0,386433000.0,782581000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2014.0,Q2,,2014-07-05,2014-08-13 16:11:01+00:00,176983000.0,304621000.0,135154000.0,33385000.0,272642000.0,0.0,162959000.0,,46529000.0,46275000.0,61633000.0,206365000.0,,184279000.0,533174000.0,,664185000.0,359917000.0,6499000.0,17750000.0,97437000.0,,,62861000.0,,122048000.0,812824000.0,13652000.0,,2160586000.0,1009168000.0,1410025000.0,433697000.0,1009168000.0,1015667000.0,1144919000.0,2160586000.0,390644000.0,711222000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2014.0,Q1,,2014-04-05,2014-05-15 11:33:12+00:00,144411000.0,290089000.0,120981000.0,35805000.0,303418000.0,0.0,158424000.0,,46596000.0,50040000.0,61253000.0,206665000.0,,184511000.0,528345000.0,,601862000.0,356755000.0,4117000.0,16576000.0,97748000.0,,,56163000.0,,124432000.0,826865000.0,13600000.0,,2114328000.0,1021094000.0,1366397000.0,390285000.0,1021094000.0,1025211000.0,1089117000.0,2114328000.0,391176000.0,698832000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2015.0,FY,,2016-01-02,2017-03-01 16:18:18+00:00,208083000.0,370761000.0,143869000.0,-80506000.0,289275000.0,0.0,187937000.0,,,52922000.0,61496000.0,359394000.0,,227227000.0,785076000.0,,625344000.0,326370000.0,11155000.0,20634000.0,75165000.0,,,52714000.0,,157290000.0,813957000.0,23159000.0,,2355661000.0,921388000.0,1442670000.0,489529000.0,921388000.0,932543000.0,1423118000.0,2355661000.0,586621000.0,933589000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2015.0,Q3,,2015-10-03,2015-11-12 17:04:25+00:00,180698000.0,330396000.0,137165000.0,-57235000.0,301569000.0,0.0,183455000.0,,36667000.0,33393000.0,60554000.0,197252000.0,,162171000.0,785706000.0,,746343000.0,330420000.0,13850000.0,13554000.0,87645000.0,,,50798000.0,,150059000.0,743572000.0,21722000.0,,2254877000.0,869792000.0,1565034000.0,433532000.0,869792000.0,883642000.0,1371235000.0,2254877000.0,359423000.0,937703000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2015.0,Q2,,2015-07-04,2015-08-13 16:10:48+00:00,161380000.0,254517000.0,109796000.0,-44542000.0,249864000.0,0.0,179116000.0,,34833000.0,30853000.0,59593000.0,197741000.0,,166201000.0,674445000.0,,669334000.0,329160000.0,11456000.0,13540000.0,87395000.0,,,57749000.0,,157791000.0,698372000.0,20288000.0,,2059441000.0,832946000.0,1366339000.0,381910000.0,832946000.0,844402000.0,1215039000.0,2059441000.0,363942000.0,833129000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2015.0,Q1,,2015-04-04,2015-05-07 17:19:06+00:00,154806000.0,266139000.0,116049000.0,-49855000.0,236843000.0,0.0,174696000.0,,33460000.0,35971000.0,58242000.0,196040000.0,,170436000.0,626373000.0,,630590000.0,331665000.0,9339000.0,16683000.0,79081000.0,,,57528000.0,,178292000.0,746081000.0,18471000.0,,2043465000.0,870922000.0,1345324000.0,383539000.0,870922000.0,880261000.0,1163204000.0,2043465000.0,366476000.0,779665000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2016.0,FY,,2016-12-31,2018-03-02 17:00:56+00:00,163644000.0,375520000.0,128738000.0,-95424000.0,297330000.0,0.0,213835000.0,,,42842000.0,52993000.0,355263000.0,,210493000.0,609961000.0,,542487000.0,273851000.0,9202000.0,18584000.0,55877000.0,,,72452000.0,,131953000.0,887825000.0,26368000.0,,2186897000.0,1006236000.0,1347290000.0,414585000.0,1006236000.0,1015438000.0,1171459000.0,2186897000.0,565756000.0,756874000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2016.0,Q3,,2016-10-01,2016-11-10 16:08:30+00:00,193560000.0,321289000.0,117702000.0,-74150000.0,235952000.0,0.0,208684000.0,,,25564000.0,60928000.0,364647000.0,,212586000.0,697409000.0,,699648000.0,290757000.0,12258000.0,20912000.0,60693000.0,,,69541000.0,,132731000.0,838127000.0,26382000.0,,2257610000.0,972661000.0,1389620000.0,424136000.0,972661000.0,984919000.0,1272691000.0,2257610000.0,577233000.0,848555000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2016.0,Q2,,2016-07-02,2016-08-11 16:28:36+00:00,195259000.0,257053000.0,110882000.0,-77172000.0,231836000.0,0.0,201650000.0,,,25970000.0,53288000.0,364158000.0,,222016000.0,708664000.0,,661748000.0,328004000.0,10265000.0,20716000.0,70692000.0,,,59251000.0,,161723000.0,820771000.0,26302000.0,,2226538000.0,945249000.0,1312360000.0,411701000.0,945249000.0,955514000.0,1271024000.0,2226538000.0,586174000.0,859323000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2016.0,Q1,,2016-04-02,2016-05-12 16:31:42+00:00,159852000.0,236792000.0,112521000.0,-72003000.0,306750000.0,0.0,192664000.0,,,18746000.0,58490000.0,362657000.0,,224738000.0,799939000.0,,630004000.0,332367000.0,8214000.0,20861000.0,68437000.0,,,53697000.0,,166956000.0,815558000.0,23288000.0,,2260264000.0,936219000.0,1340502000.0,372897000.0,936219000.0,944433000.0,1315831000.0,2260264000.0,587395000.0,942934000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2017.0,FY,,2017-12-30,2019-02-20 17:32:53+00:00,204981000.0,367013000.0,149085000.0,-76269000.0,231244000.0,0.0,242749000.0,,,54207000.0,70725000.0,,,147642000.0,443942000.0,,573788000.0,219742000.0,4814000.0,47093000.0,1096000.0,27946000.0,,76206000.0,,118943000.0,409653000.0,2144000.0,,1658372000.0,576133000.0,1290988000.0,509088000.0,576133000.0,580947000.0,1077425000.0,1658372000.0,147642000.0,568337000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2017.0,Q3,,2017-09-30,2017-11-09 16:23:16+00:00,248824000.0,310895000.0,146059000.0,-84710000.0,166922000.0,0.0,236475000.0,,,53559000.0,64862000.0,0.0,,220588000.0,444303000.0,,682986000.0,243448000.0,11705000.0,22951000.0,500000.0,,,76107000.0,,125533000.0,489528000.0,40209000.0,,1750372000.0,641293000.0,1286336000.0,553513000.0,641293000.0,652998000.0,1097374000.0,1750372000.0,220588000.0,543861000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2017.0,Q2,,2017-07-01,2017-08-10 16:40:41+00:00,163538000.0,240401000.0,112659000.0,-80161000.0,319824000.0,0.0,228263000.0,,,47897000.0,57287000.0,0.0,,215411000.0,613580000.0,,618070000.0,255778000.0,11785000.0,19064000.0,507000.0,,,73907000.0,,126488000.0,494927000.0,32719000.0,,1775972000.0,643029000.0,1304783000.0,414100000.0,643029000.0,654814000.0,1121158000.0,1775972000.0,215411000.0,707058000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2017.0,Q1,,2017-04-01,2017-05-11 16:44:18+00:00,151225000.0,245311000.0,109132000.0,-87030000.0,320748000.0,0.0,219289000.0,,,39032000.0,60940000.0,356353000.0,,204595000.0,589740000.0,,571507000.0,260439000.0,10416000.0,18834000.0,51863000.0,,,72252000.0,,142765000.0,839639000.0,26386000.0,,2101718000.0,971898000.0,1280331000.0,386715000.0,971898000.0,982314000.0,1119404000.0,2101718000.0,560948000.0,732689000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2018.0,FY,,2018-12-29,2020-02-27 16:13:55+00:00,169561000.0,328022000.0,101196000.0,-64691000.0,403373000.0,0.0,268608000.0,,,28462000.0,76467000.0,,,133426000.0,269788000.0,,377622000.0,183203000.0,3088000.0,28110000.0,2439000.0,71252000.0,,80427000.0,32438000.0,149552000.0,381626000.0,126427000.0,,1575198000.0,585543000.0,1258569000.0,605803000.0,585543000.0,588631000.0,986567000.0,1575198000.0,133426000.0,380764000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2018.0,Q3,,2018-09-29,2018-11-08 16:14:28+00:00,159401000.0,261678000.0,103022000.0,-68508000.0,236103000.0,0.0,263249000.0,,,56014000.0,72653000.0,,,130385000.0,269134000.0,,521311000.0,190644000.0,2796000.0,29163000.0,2450000.0,52111000.0,,68025000.0,,129410000.0,332044000.0,127977000.0,,1469531000.0,526785000.0,1148502000.0,571178000.0,526785000.0,529581000.0,939950000.0,1469531000.0,130385000.0,368772000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2018.0,Q2,,2018-06-30,2018-08-09 16:37:49+00:00,139464000.0,204651000.0,93535000.0,-69832000.0,241797000.0,0.0,257762000.0,,,34570000.0,56149000.0,,,136826000.0,268367000.0,,497814000.0,200113000.0,1879000.0,41154000.0,2464000.0,56066000.0,,69864000.0,,125000000.0,327038000.0,127721000.0,,1406201000.0,514968000.0,1069262000.0,507505000.0,514968000.0,516847000.0,889354000.0,1406201000.0,136826000.0,381849000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2018.0,Q1,,2018-03-31,2018-05-10 16:13:54+00:00,133734000.0,234164000.0,107938000.0,-65125000.0,229863000.0,0.0,251735000.0,,,28833000.0,58571000.0,,,150770000.0,335536000.0,,530706000.0,208477000.0,5107000.0,49762000.0,2738000.0,67718000.0,,77183000.0,,161691000.0,334838000.0,127103000.0,,1515671000.0,521448000.0,1156424000.0,523897000.0,521448000.0,526555000.0,989116000.0,1515671000.0,150770000.0,465219000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2019.0,FY,,2019-12-28,2020-06-10 16:06:21+00:00,172191000.0,289744000.0,104636000.0,-80615000.0,200218000.0,0.0,283876000.0,80803000.0,,29228000.0,51573000.0,,151500000.0,105608000.0,178796000.0,,452278000.0,151500000.0,787000.0,31284000.0,2097000.0,68838000.0,288166000.0,329534000.0,25683000.0,117218000.0,299793000.0,26228000.0,,1604732000.0,503054000.0,1059458000.0,559180000.0,503054000.0,503841000.0,1100891000.0,1604732000.0,393774000.0,541711000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2019.0,Q3,,2019-09-28,2019-11-07 16:21:57+00:00,192960000.0,247553000.0,88746000.0,-78705000.0,147482000.0,0.0,281294000.0,,,45802000.0,55166000.0,,,101805000.0,242137000.0,,570331000.0,155058000.0,613000.0,32346000.0,2517000.0,124595000.0,292064000.0,324637000.0,,126350000.0,306670000.0,21865000.0,,1640643000.0,509259000.0,1091716000.0,529134000.0,509259000.0,509872000.0,1130771000.0,1640643000.0,393869000.0,601637000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2019.0,Q2,,2019-06-29,2019-08-08 16:24:00+00:00,178508000.0,204181000.0,71363000.0,-70339000.0,226596000.0,0.0,276893000.0,,,50573000.0,50064000.0,,,122071000.0,161958000.0,,460332000.0,165180000.0,479000.0,28608000.0,2586000.0,110705000.0,305403000.0,347827000.0,,124440000.0,332605000.0,66373000.0,,1608203000.0,539159000.0,1015549000.0,527586000.0,539159000.0,539638000.0,1068565000.0,1608203000.0,427474000.0,540979000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2019.0,Q1,,2019-03-30,2019-05-09 16:13:32+00:00,138278000.0,199898000.0,70235000.0,-68190000.0,271442000.0,0.0,273932000.0,,,42358000.0,54020000.0,,,116716000.0,161130000.0,,384069000.0,172707000.0,3568000.0,28465000.0,2563000.0,125745000.0,311953000.0,351980000.0,,133106000.0,339916000.0,65891000.0,,1589891000.0,545658000.0,988515000.0,496527000.0,545658000.0,549226000.0,1040665000.0,1589891000.0,428669000.0,544138000.0,
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2020.0,Q1,,2020-04-04,2020-06-10 16:06:21+00:00,132730000.0,153397000.0,105251000.0,-85566000.0,245427000.0,0.0,286803000.0,65310000.0,,18355000.0,40391000.0,,138689000.0,157669000.0,298481000.0,,439707000.0,138689000.0,924000.0,31756000.0,2057000.0,70839000.0,269090000.0,320690000.0,9276000.0,128607000.0,214212000.0,21077000.0,,1532586000.0,415449000.0,967138000.0,463229000.0,415449000.0,416373000.0,1116213000.0,1532586000.0,426759000.0,652984000.0,
