company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2010.0,Q1,2010-01-03,2010-04-03,2011-05-12 15:34:44+00:00,,0.54,0.53,,16043000.0,124855000.0,37696000.0,37696000.0,35907000.0,1789000.0,173810000.0,393229000.0,2534000.0,,43301000.0,173810000.0,219419000.0,58000.0,168156000.0,51263000.0,2476000.0,53739000.0,393229000.0,,67039000.0,67953000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2011.0,Q4,2011-10-02,2011-12-31,,1.88,1.88,1.86,,46001000.0,-495196000.0,122801000.0,122801000.0,117910000.0,4891000.0,364887000.0,830756000.0,-4492000.0,,786701000.0,364887000.0,465869000.0,1070000.0,291505000.0,174364000.0,-5562000.0,168802000.0,830756000.0,63200000.0,63298000.0,63965000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2011.0,FY,2011-01-02,2011-12-31,2014-02-26 16:15:13+00:00,4.66,4.66,4.61,,144157000.0,,307402000.0,307402000.0,294702000.0,12700000.0,1128116000.0,2567302000.0,-18041000.0,,967195000.0,1128116000.0,1439186000.0,2391000.0,967195000.0,471991000.0,-20432000.0,451559000.0,2567302000.0,63200000.0,63298000.0,63965000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2011.0,Q3TTM,2010-10-03,2011-10-01,,4.78,4.24,4.19,,153115000.0,686585000.0,284332000.0,284332000.0,273449000.0,10883000.0,1064188000.0,2437622000.0,-7438000.0,,239687000.0,1064188000.0,1373434000.0,2277000.0,926272000.0,447162000.0,-9715000.0,437447000.0,2437622000.0,63300000.0,63176000.0,63809000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2011.0,Q3YTD,2011-01-02,2011-10-01,,2.78,2.78,2.75,,98156000.0,495196000.0,184601000.0,184601000.0,176792000.0,7809000.0,763229000.0,1736546000.0,-13549000.0,,180494000.0,763229000.0,973317000.0,1321000.0,675690000.0,297627000.0,-14870000.0,282757000.0,1736546000.0,63300000.0,63176000.0,63809000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2011.0,Q3,2011-07-03,2011-10-01,2012-11-08 14:30:48+00:00,1.1,1.1,1.09,,39307000.0,172208000.0,72504000.0,72504000.0,69609000.0,2895000.0,283381000.0,642910000.0,-6551000.0,,68512000.0,283381000.0,359529000.0,447000.0,240720000.0,118809000.0,-6998000.0,111811000.0,642910000.0,63300000.0,63176000.0,63809000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2011.0,Q2TTM,2010-07-04,2011-07-02,,4.7,4.16,4.1,,154161000.0,652801000.0,282732000.0,282732000.0,271996000.0,10736000.0,1005889000.0,2318537000.0,-854000.0,,220224000.0,1005889000.0,1312648000.0,1876000.0,873025000.0,439623000.0,-2730000.0,436893000.0,2318537000.0,63400000.0,63411000.0,64124000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2011.0,Q2YTD,2011-01-02,2011-07-02,,1.68,1.68,1.66,,58849000.0,322988000.0,112097000.0,112097000.0,107183000.0,4914000.0,479848000.0,1093636000.0,-6998000.0,,111982000.0,479848000.0,613788000.0,874000.0,434970000.0,178818000.0,-7872000.0,170946000.0,1093636000.0,63400000.0,63411000.0,64124000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2011.0,Q2,2011-04-03,2011-07-02,2012-08-09 16:36:49+00:00,0.81,0.81,0.8,,27657000.0,164606000.0,54031000.0,54031000.0,51361000.0,2670000.0,244685000.0,556661000.0,-3925000.0,,61108000.0,244685000.0,311976000.0,649000.0,225714000.0,86262000.0,-4574000.0,81688000.0,556661000.0,63400000.0,63411000.0,64124000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2011.0,Q1TTM,2010-04-04,2011-04-02,,4.7,4.16,4.1,,134469000.0,617387000.0,285260000.0,285260000.0,275120000.0,10140000.0,936879000.0,2174436000.0,3308000.0,,202463000.0,936879000.0,1237557000.0,1286000.0,819850000.0,417707000.0,2022000.0,419729000.0,2174436000.0,64200000.0,64093000.0,64846000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2011.0,Q1,2011-01-02,2011-04-02,2012-05-10 13:12:15+00:00,0.87,0.87,0.86,,31192000.0,158382000.0,58066000.0,58066000.0,55822000.0,2244000.0,235163000.0,536975000.0,-3073000.0,,50874000.0,235163000.0,301812000.0,225000.0,209256000.0,92556000.0,-3298000.0,89258000.0,536975000.0,64200000.0,64093000.0,64846000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2012.0,Q4,2012-09-30,2012-12-29,,2.49,2.49,2.48,,52750000.0,-570979000.0,152922000.0,152922000.0,151132000.0,1790000.0,408023000.0,947701000.0,2357000.0,,905862000.0,408023000.0,539678000.0,1480000.0,334883000.0,204795000.0,877000.0,205672000.0,947701000.0,61000000.0,60959000.0,61400000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2012.0,FY,2012-01-01,2012-12-29,2015-02-20 14:07:08+00:00,5.63,5.63,5.59,,137963000.0,,354259000.0,354259000.0,343401000.0,10858000.0,1250965000.0,2857508000.0,8542000.0,,1117703000.0,1250965000.0,1606543000.0,5160000.0,1117703000.0,488840000.0,3382000.0,492222000.0,2857508000.0,61000000.0,60959000.0,61400000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2012.0,Q3TTM,2011-10-02,2012-09-29,,5.02,5.02,4.97,,131214000.0,75783000.0,324138000.0,324138000.0,310179000.0,13959000.0,1207829000.0,2740563000.0,1693000.0,,998542000.0,1207829000.0,1532734000.0,4750000.0,1074325000.0,458409000.0,-3057000.0,455352000.0,2740563000.0,60500000.0,60573000.0,60955000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2012.0,Q3YTD,2012-01-01,2012-09-29,,3.14,3.14,3.11,,85213000.0,570979000.0,201337000.0,201337000.0,192269000.0,9068000.0,842942000.0,1909807000.0,6185000.0,,211841000.0,842942000.0,1066865000.0,3680000.0,782820000.0,284045000.0,2505000.0,286550000.0,1909807000.0,60500000.0,60573000.0,60955000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2012.0,Q3,2012-07-01,2012-09-29,2013-11-07 15:19:00+00:00,1.27,1.27,1.26,,33984000.0,193276000.0,79877000.0,79877000.0,76791000.0,3086000.0,302646000.0,684170000.0,2211000.0,,75161000.0,302646000.0,381524000.0,1437000.0,268437000.0,113087000.0,774000.0,113861000.0,684170000.0,60500000.0,60573000.0,60955000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2012.0,Q2TTM,2011-07-03,2012-06-30,,4.85,4.85,4.8,,136537000.0,54715000.0,316765000.0,316765000.0,302997000.0,13768000.0,1188564000.0,2699303000.0,-7069000.0,,991893000.0,1188564000.0,1510739000.0,3760000.0,1046608000.0,464131000.0,-10829000.0,453302000.0,2699303000.0,61700000.0,61669000.0,62092000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.87,1.87,1.85,,51229000.0,377703000.0,121460000.0,121460000.0,115478000.0,5982000.0,540296000.0,1225637000.0,3974000.0,,136680000.0,540296000.0,685341000.0,2243000.0,514383000.0,170958000.0,1731000.0,172689000.0,1225637000.0,61700000.0,61669000.0,62092000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2012.0,Q2,2012-04-01,2012-06-30,2013-08-08 14:03:21+00:00,0.93,0.93,0.92,,27705000.0,196265000.0,60388000.0,60388000.0,57338000.0,3050000.0,279743000.0,636104000.0,1425000.0,,71999000.0,279743000.0,356361000.0,1429000.0,268264000.0,88097000.0,-4000.0,88093000.0,636104000.0,61700000.0,61669000.0,62092000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2012.0,Q1TTM,2011-04-03,2012-03-31,,4.73,4.73,4.68,,136489000.0,23056000.0,310408000.0,310408000.0,297020000.0,13388000.0,1153506000.0,2619860000.0,-12419000.0,,981002000.0,1153506000.0,1466354000.0,2980000.0,1004058000.0,462296000.0,-15399000.0,446897000.0,2619860000.0,61900000.0,61859000.0,62459000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2012.0,Q1,2012-01-01,2012-03-31,2013-05-09 14:20:25+00:00,0.94,0.94,0.93,,23524000.0,181438000.0,61072000.0,61072000.0,58140000.0,2932000.0,260553000.0,589533000.0,2549000.0,,64681000.0,260553000.0,328980000.0,814000.0,246119000.0,82861000.0,1735000.0,84596000.0,589533000.0,61900000.0,61859000.0,62459000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2013.0,FY,2012-12-30,2013-12-28,2016-02-29 17:38:07+00:00,6.59,6.59,6.56,,173419000.0,,388048000.0,388048000.0,378152000.0,9896000.0,1398285000.0,3259971000.0,9419000.0,0.0,1300090000.0,1398285000.0,1861686000.0,9548000.0,1300090000.0,561596000.0,-129000.0,561467000.0,3259971000.0,57400000.0,57401000.0,57676000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2013.0,Q4,2013-09-29,2013-12-28,,2.62,2.62,2.62,,64815000.0,,151285000.0,151285000.0,148519000.0,2766000.0,453082000.0,1062427000.0,337000.0,,390050000.0,453082000.0,609345000.0,3532000.0,390050000.0,219295000.0,-3195000.0,216100000.0,1062427000.0,57400000.0,57401000.0,57676000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2013.0,Q3TTM,2012-09-30,2013-09-28,,6.46,6.46,6.42,,161354000.0,-570979000.0,389685000.0,389685000.0,380765000.0,8920000.0,1353226000.0,3145245000.0,11439000.0,,1815902000.0,1353226000.0,1792019000.0,7496000.0,1244923000.0,547096000.0,3943000.0,551039000.0,3145245000.0,56400000.0,56458000.0,56704000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2013.0,Q3YTD,2012-12-30,2013-09-28,,3.97,3.97,3.94,,108604000.0,,236763000.0,236763000.0,229633000.0,7130000.0,945203000.0,2197544000.0,9082000.0,,910040000.0,945203000.0,1252341000.0,6016000.0,910040000.0,342301000.0,3066000.0,345367000.0,2197544000.0,56400000.0,56458000.0,56704000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2013.0,Q3,2013-06-30,2013-09-28,2014-11-13 14:19:25+00:00,1.59,1.59,1.58,,45881000.0,,92374000.0,92374000.0,89734000.0,2640000.0,345427000.0,810396000.0,259000.0,,323937000.0,345427000.0,464969000.0,3036000.0,323937000.0,141032000.0,-2777000.0,138255000.0,810396000.0,56400000.0,56458000.0,56704000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2013.0,Q2TTM,2012-07-01,2013-06-29,,6.14,6.14,6.1,,149457000.0,-377703000.0,377188000.0,377188000.0,367822000.0,9366000.0,1310445000.0,3019019000.0,13391000.0,,1567126000.0,1310445000.0,1708574000.0,5897000.0,1189423000.0,519151000.0,7494000.0,526645000.0,3019019000.0,58400000.0,58600000.0,58890000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2013.0,Q2YTD,2012-12-30,2013-06-29,,2.38,2.38,2.36,,62723000.0,,144389000.0,144389000.0,139899000.0,4490000.0,599776000.0,1387148000.0,8823000.0,,586103000.0,599776000.0,787372000.0,2980000.0,586103000.0,201269000.0,5843000.0,207112000.0,1387148000.0,58400000.0,58600000.0,58890000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2013.0,Q2,2013-03-31,2013-06-29,2014-08-13 16:11:01+00:00,1.16,1.16,1.15,,33829000.0,,70409000.0,70409000.0,67713000.0,2696000.0,297348000.0,706249000.0,-961000.0,,301953000.0,297348000.0,408901000.0,1749000.0,301953000.0,106948000.0,-2710000.0,104238000.0,706249000.0,58400000.0,58600000.0,58890000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2013.0,Q1TTM,2012-04-01,2013-03-30,,5.91,5.91,5.87,,143333000.0,-181438000.0,367167000.0,367167000.0,357447000.0,9720000.0,1292840000.0,2948874000.0,15777000.0,,1337172000.0,1292840000.0,1656034000.0,5577000.0,1155734000.0,500300000.0,10200000.0,510500000.0,2948874000.0,59200000.0,59393000.0,59783000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2013.0,Q1,2012-12-30,2013-03-30,2014-05-15 11:33:12+00:00,1.22,1.22,1.21,,28894000.0,,73980000.0,73980000.0,72186000.0,1794000.0,302428000.0,680899000.0,9784000.0,,284150000.0,302428000.0,378471000.0,1231000.0,284150000.0,94321000.0,8553000.0,102874000.0,680899000.0,59200000.0,59393000.0,59783000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2014.0,FY,2013-12-29,2015-01-03,2017-03-01 16:18:18+00:00,7.12,7.12,7.1,,171467000.0,,386611000.0,386611000.0,376707000.0,9904000.0,1508519000.0,3509691000.0,7440000.0,0.0,1434636000.0,1508519000.0,2001172000.0,15898000.0,1434636000.0,566536000.0,-8458000.0,558078000.0,3509691000.0,52900000.0,52882000.0,53080000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2014.0,Q4,2014-10-05,2015-01-03,,2.94,2.94,2.94,,68181000.0,,156147000.0,156147000.0,154126000.0,2021000.0,460533000.0,1064845000.0,6690000.0,,382165000.0,460533000.0,604312000.0,4509000.0,382165000.0,222147000.0,2181000.0,224328000.0,1064845000.0,52900000.0,52882000.0,53080000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2014.0,Q3TTM,2013-09-29,2014-10-04,,6.8,6.8,6.78,,168101000.0,,381749000.0,381749000.0,371100000.0,10649000.0,1501068000.0,3507273000.0,1087000.0,,1442521000.0,1501068000.0,2006205000.0,14921000.0,1442521000.0,563684000.0,-13834000.0,549850000.0,3507273000.0,52700000.0,52691000.0,52871000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2014.0,Q3,2014-07-06,2014-10-04,2015-11-12 17:04:25+00:00,1.97,1.97,1.96,,46931000.0,,106404000.0,106404000.0,103721000.0,2683000.0,385444000.0,894482000.0,2198000.0,0.0,354105000.0,385444000.0,509038000.0,3796000.0,354105000.0,154933000.0,-1598000.0,153335000.0,894482000.0,52700000.0,52691000.0,52871000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2014.0,Q3YTD,2013-12-29,2014-10-04,,4.18,4.18,4.16,,103286000.0,,230464000.0,230464000.0,222581000.0,7883000.0,1047986000.0,2444846000.0,750000.0,,1052471000.0,1047986000.0,1396860000.0,11389000.0,1052471000.0,344389000.0,-10639000.0,333750000.0,2444846000.0,52700000.0,52691000.0,52871000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2014.0,Q2TTM,2013-06-30,2014-07-05,,6.42,6.42,6.4,,167051000.0,,367719000.0,367719000.0,357113000.0,10606000.0,1461051000.0,3423187000.0,-852000.0,,1412353000.0,1461051000.0,1962136000.0,14161000.0,1412353000.0,549783000.0,-15013000.0,534770000.0,3423187000.0,53600000.0,53494000.0,53678000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2014.0,Q2,2014-04-06,2014-07-05,2015-08-13 16:10:48+00:00,0.98,0.98,0.98,,24875000.0,,54899000.0,54899000.0,52517000.0,2382000.0,329218000.0,773820000.0,-1097000.0,0.0,359844000.0,329218000.0,444602000.0,3887000.0,359844000.0,84758000.0,-4984000.0,79774000.0,773820000.0,53600000.0,53494000.0,53678000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2014.0,Q2YTD,2013-12-29,2014-07-05,,2.21,2.21,2.2,,56355000.0,,124060000.0,124060000.0,118860000.0,5200000.0,662542000.0,1550364000.0,-1448000.0,,698366000.0,662542000.0,887822000.0,7593000.0,698366000.0,189456000.0,-9041000.0,180415000.0,1550364000.0,53600000.0,53494000.0,53678000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2014.0,Q1TTM,2013-03-31,2014-04-05,,6.6,6.6,6.57,,176005000.0,,383229000.0,383229000.0,372309000.0,10920000.0,1429181000.0,3355616000.0,-716000.0,,1354462000.0,1429181000.0,1926435000.0,12023000.0,1354462000.0,571973000.0,-12739000.0,559234000.0,3355616000.0,53900000.0,54125000.0,54351000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2014.0,Q1,2013-12-29,2014-04-05,2015-05-07 17:19:06+00:00,1.23,1.23,1.22,,31480000.0,,69161000.0,69161000.0,66343000.0,2818000.0,333324000.0,776544000.0,-351000.0,,338522000.0,333324000.0,443220000.0,3706000.0,338522000.0,104698000.0,-4057000.0,100641000.0,776544000.0,53900000.0,54125000.0,54351000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2015.0,FY,2015-01-04,2016-01-02,2018-03-02 17:00:56+00:00,4.52,4.52,4.51,9116000.0,81757000.0,,229902000.0,229902000.0,220637000.0,9265000.0,1475369000.0,3228836000.0,40443000.0,24400000.0,1428717000.0,1475369000.0,1753467000.0,20018000.0,1462233000.0,291234000.0,20425000.0,311659000.0,3228836000.0,48800000.0,48800000.0,48924000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2015.0,Q4,2015-10-04,2016-01-02,,1.45,1.45,1.45,9116000.0,23036000.0,,72315000.0,72315000.0,70385000.0,1930000.0,466929000.0,992473000.0,12133000.0,2700000.0,424787000.0,466929000.0,525544000.0,5723000.0,436603000.0,88941000.0,6410000.0,95351000.0,992473000.0,48800000.0,48800000.0,48924000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2015.0,Q3,2015-07-05,2015-10-03,2016-11-10 16:08:30+00:00,1.19,1.19,1.19,,17303000.0,,60129000.0,60129000.0,57534000.0,2595000.0,353569000.0,771303000.0,6830000.0,3141000.0,338888000.0,353569000.0,417734000.0,5103000.0,342029000.0,75705000.0,1727000.0,77432000.0,771303000.0,48300000.0,48153000.0,48242000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2015.0,Q3YTD,2015-01-04,2015-10-03,,3.07,3.07,3.06,,58721000.0,,157587000.0,157587000.0,150252000.0,7335000.0,1008440000.0,2236363000.0,28310000.0,21700000.0,1003930000.0,1008440000.0,1227923000.0,14295000.0,1025630000.0,202293000.0,14015000.0,216308000.0,2236363000.0,48300000.0,48153000.0,48242000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2015.0,Q3TTM,2014-10-05,2015-10-03,,6.01,6.01,6.0,,126902000.0,,313734000.0,313734000.0,304378000.0,9356000.0,1468973000.0,3301208000.0,35000000.0,21700000.0,1386095000.0,1468973000.0,1832235000.0,18804000.0,1407795000.0,424440000.0,16196000.0,440636000.0,3301208000.0,48300000.0,48153000.0,48242000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2015.0,Q2,2015-04-05,2015-07-04,2016-08-11 16:28:36+00:00,1.12,1.12,1.12,,22894000.0,,56820000.0,56820000.0,54648000.0,2172000.0,330510000.0,739975000.0,14294000.0,6471000.0,332560000.0,330510000.0,409465000.0,5014000.0,339031000.0,70434000.0,9280000.0,79714000.0,739975000.0,48800000.0,48634000.0,48744000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2015.0,Q2YTD,2015-01-04,2015-07-04,,1.88,1.88,1.87,,41418000.0,,97458000.0,97458000.0,92718000.0,4740000.0,654871000.0,1465060000.0,21480000.0,18559000.0,665042000.0,654871000.0,810189000.0,9192000.0,683601000.0,126588000.0,12288000.0,138876000.0,1465060000.0,48800000.0,48634000.0,48744000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2015.0,Q2TTM,2014-07-06,2015-07-04,,6.79,6.79,6.77,,156530000.0,,360009000.0,360009000.0,350565000.0,9444000.0,1500848000.0,3424387000.0,30368000.0,18559000.0,1401312000.0,1500848000.0,1923539000.0,17497000.0,1419871000.0,503668000.0,12871000.0,516539000.0,3424387000.0,48800000.0,48634000.0,48744000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2015.0,Q1,2015-01-04,2015-04-04,2016-05-12 16:31:42+00:00,0.76,0.76,0.75,,18524000.0,,40638000.0,40638000.0,38070000.0,2568000.0,324361000.0,725085000.0,7186000.0,12088000.0,332482000.0,324361000.0,400724000.0,4178000.0,344570000.0,56154000.0,3008000.0,59162000.0,725085000.0,50100000.0,50294000.0,50467000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2015.0,Q1TTM,2014-04-06,2015-04-04,,6.65,6.65,6.63,,158511000.0,,358088000.0,358088000.0,348434000.0,9654000.0,1499556000.0,3458232000.0,14977000.0,12088000.0,1428596000.0,1499556000.0,1958676000.0,16370000.0,1440684000.0,517992000.0,-1393000.0,516599000.0,3458232000.0,50100000.0,50294000.0,50467000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2016.0,FY,2016-01-03,2016-12-31,2019-02-20 17:32:53+00:00,1.64,1.64,1.63,0.0,28705000.0,,85603000.0,85603000.0,78868000.0,6735000.0,1464185000.0,3042371000.0,14056000.0,27778000.0,1423262000.0,1464185000.0,1578186000.0,26894000.0,1451040000.0,127146000.0,-12838000.0,114308000.0,3042371000.0,48100000.0,48136000.0,48323000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2016.0,Q4,2016-10-02,2016-12-31,,1.03,1.03,1.03,,15476000.0,,50787000.0,50787000.0,49698000.0,1089000.0,470147000.0,959166000.0,7653000.0,13305000.0,409597000.0,470147000.0,489019000.0,7507000.0,422902000.0,66117000.0,146000.0,66263000.0,959166000.0,48100000.0,48136000.0,48323000.0
