company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2008.0,FY,2008-02-03,2009-01-31,2011-03-29 06:01:07+00:00,2.36,2.36,0.395,2.33,189922000.0,305441000.0,305441000.0,305441000.0,4956576000.0,6486139000.0,1034357000.0,4956576000.0,1529563000.0,-157000.0,,1034357000.0,495206000.0,157000.0,495363000.0,6486139000.0,129400000.0,129235000.0,131315000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2009.0,Q4,2009-11-01,2010-01-30,,0.58,0.58,0.06,0.58,85657000.0,142883000.0,142883000.0,142883000.0,1462581000.0,1979839000.0,286114000.0,1462581000.0,517258000.0,2604000.0,,286114000.0,231144000.0,-2604000.0,228540000.0,1979839000.0,246000000.0,245774000.0,250028000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2009.0,FY,2009-02-01,2010-01-30,2012-03-27 06:01:06+00:00,1.8,1.8,0.245,1.77,275772000.0,442757000.0,442757000.0,442757000.0,5327278000.0,7184213000.0,1130813000.0,5327278000.0,1856935000.0,7593000.0,,1130813000.0,726122000.0,-7593000.0,718529000.0,7184213000.0,246000000.0,245774000.0,250028000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2009.0,Q3YTD,2009-02-01,2009-10-31,,2.45,2.45,0.34,2.45,190115000.0,299874000.0,299874000.0,299874000.0,3864697000.0,5204374000.0,844699000.0,3864697000.0,1339677000.0,4989000.0,,844699000.0,494978000.0,-4989000.0,489989000.0,5204374000.0,122200000.0,122377000.0,124648000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2009.0,Q3,2009-08-02,2009-10-31,2010-12-08 17:21:47+00:00,0.86,0.86,0.11,0.84,65753000.0,105080000.0,105080000.0,105080000.0,1284852000.0,1744139000.0,286511000.0,1284852000.0,459287000.0,1943000.0,,286511000.0,172776000.0,-1943000.0,170833000.0,1744139000.0,122200000.0,122377000.0,124648000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2009.0,Q2YTD,2009-02-01,2009-08-01,,1.58,1.58,0.23,1.58,124362000.0,194794000.0,194794000.0,194794000.0,2579845000.0,3460235000.0,558188000.0,2579845000.0,880390000.0,3046000.0,,558188000.0,322202000.0,-3046000.0,319156000.0,3460235000.0,123100000.0,123467000.0,125658000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2009.0,Q2,2009-05-03,2009-08-01,2010-09-08 06:01:03+00:00,0.84,0.84,0.11,0.82,66545000.0,103407000.0,103407000.0,103407000.0,1311136000.0,1768636000.0,286158000.0,1311136000.0,457500000.0,1390000.0,,286158000.0,171342000.0,-1390000.0,169952000.0,1768636000.0,123100000.0,123467000.0,125658000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2009.0,Q1,2009-02-01,2009-05-02,2010-06-09 06:01:03+00:00,,0.73,0.0,0.72,57817000.0,91387000.0,91387000.0,91387000.0,1268709000.0,1691599000.0,272030000.0,1268709000.0,422890000.0,1656000.0,,272030000.0,150860000.0,-1656000.0,149204000.0,1691599000.0,,124692000.0,126564000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,Q4,2010-10-31,2011-01-29,,0.69,0.69,0.08,0.69,98954000.0,161796000.0,161796000.0,161796000.0,1562355000.0,2145242000.0,319624000.0,1562355000.0,582887000.0,2513000.0,,319624000.0,263263000.0,-2513000.0,260750000.0,2145242000.0,236100000.0,235641000.0,239805000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,FY,2010-01-31,2011-01-29,2013-04-02 09:18:46+00:00,2.35,2.35,0.35,2.31,342224000.0,554797000.0,554797000.0,554797000.0,5729735000.0,7866100000.0,1229775000.0,5729735000.0,2136365000.0,9569000.0,,1229775000.0,906590000.0,-9569000.0,897021000.0,7866100000.0,236100000.0,235641000.0,239805000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,Q3YTD,2010-01-31,2010-10-30,,3.36,3.36,0.5,3.36,243270000.0,393001000.0,393001000.0,393001000.0,4167380000.0,5720858000.0,910151000.0,4167380000.0,1553478000.0,7056000.0,,910151000.0,643327000.0,-7056000.0,636271000.0,5720858000.0,116700000.0,117039000.0,119018000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,Q3TTM,2009-11-01,2010-10-30,,4.58,4.58,0.61,4.58,328927000.0,535884000.0,535884000.0,535884000.0,5629961000.0,7700697000.0,1196265000.0,5629961000.0,2070736000.0,9660000.0,,1196265000.0,874471000.0,-9660000.0,864811000.0,7700697000.0,116700000.0,117039000.0,119018000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,Q3,2010-08-01,2010-10-30,2011-12-07 06:00:51+00:00,1.04,1.04,0.16,1.02,72920000.0,121378000.0,121378000.0,121378000.0,1365513000.0,1874320000.0,312277000.0,1365513000.0,508807000.0,2232000.0,,312277000.0,196530000.0,-2232000.0,194298000.0,1874320000.0,116700000.0,117039000.0,119018000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,Q2YTD,2010-01-31,2010-07-31,,2.29,2.29,0.33,2.29,170350000.0,271623000.0,271623000.0,271623000.0,2801867000.0,3846538000.0,597874000.0,2801867000.0,1044671000.0,4824000.0,,597874000.0,446797000.0,-4824000.0,441973000.0,3846538000.0,118600000.0,118615000.0,120562000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,Q2TTM,2009-08-02,2010-07-31,,4.38,4.38,0.56,4.38,321760000.0,519586000.0,519586000.0,519586000.0,5549300000.0,7570516000.0,1170499000.0,5549300000.0,2021216000.0,9371000.0,,1170499000.0,850717000.0,-9371000.0,841346000.0,7570516000.0,118600000.0,118615000.0,120562000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,Q2,2010-05-02,2010-07-31,2011-09-07 06:01:20+00:00,1.09,1.09,0.16,1.07,80861000.0,129276000.0,129276000.0,129276000.0,1395785000.0,1911760000.0,303402000.0,1395785000.0,515975000.0,2436000.0,,303402000.0,212573000.0,-2436000.0,210137000.0,1911760000.0,118600000.0,118615000.0,120562000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,Q1TTM,2009-05-03,2010-05-01,,4.12,4.12,0.51,4.12,307444000.0,493717000.0,493717000.0,493717000.0,5464651000.0,7427392000.0,1153255000.0,5464651000.0,1962741000.0,8325000.0,,1153255000.0,809486000.0,-8325000.0,801161000.0,7427392000.0,119600000.0,119829000.0,122332000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,Q1,2010-01-31,2010-05-01,2011-06-08 06:01:11+00:00,1.19,1.19,0.0,1.16,89489000.0,142347000.0,142347000.0,142347000.0,1406082000.0,1934778000.0,294472000.0,1406082000.0,528696000.0,2388000.0,,294472000.0,234224000.0,-2388000.0,231836000.0,1934778000.0,119600000.0,119829000.0,122332000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2011.0,Q4,2011-10-30,2012-01-28,,0.85,0.85,0.11,0.85,116405000.0,191952000.0,191952000.0,191952000.0,1745034000.0,2397878000.0,341794000.0,1745034000.0,652844000.0,-7629000.0,-10322000.0,341794000.0,311050000.0,-2693000.0,308357000.0,2397878000.0,225800000.0,225915000.0,229982000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2011.0,FY,2011-01-30,2012-01-28,2014-03-31 17:54:08+00:00,2.91,2.91,0.47,2.86,395974000.0,657170000.0,657170000.0,657170000.0,6240760000.0,8608291000.0,1304065000.0,6240760000.0,2367531000.0,,-10322000.0,1304065000.0,1063466000.0,-10322000.0,1053144000.0,8608291000.0,225800000.0,225915000.0,229982000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2011.0,Q3YTD,2011-01-30,2011-10-29,,2.07,2.07,0.34,2.07,279569000.0,465218000.0,465218000.0,465218000.0,4495726000.0,6210413000.0,962271000.0,4495726000.0,1714687000.0,7629000.0,,962271000.0,752416000.0,-7629000.0,744787000.0,6210413000.0,225000000.0,224540000.0,228460000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2011.0,Q3TTM,2010-10-31,2011-10-29,,2.79,2.79,0.43,2.79,378523000.0,627014000.0,627014000.0,627014000.0,6058081000.0,8355655000.0,1281895000.0,6058081000.0,2297574000.0,10142000.0,,1281895000.0,1015679000.0,-10142000.0,1005537000.0,8355655000.0,225000000.0,224540000.0,228460000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2011.0,Q3,2011-07-31,2011-10-29,2012-12-05 09:23:47+00:00,0.64,0.64,0.11,0.63,77454000.0,143969000.0,143969000.0,143969000.0,1490213000.0,2046427000.0,332226000.0,1490213000.0,556214000.0,2565000.0,,332226000.0,223988000.0,-2565000.0,221423000.0,2046427000.0,225000000.0,224540000.0,228460000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2011.0,Q2YTD,2011-01-30,2011-07-30,,1.41,1.41,0.23,1.41,202115000.0,321249000.0,321249000.0,321249000.0,3005513000.0,4163986000.0,630045000.0,3005513000.0,1158473000.0,5064000.0,,630045000.0,528428000.0,-5064000.0,523364000.0,4163986000.0,228100000.0,227305000.0,231176000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2011.0,Q2TTM,2010-08-01,2011-07-30,,2.66,2.66,0.4,2.66,373989000.0,604423000.0,604423000.0,604423000.0,5933381000.0,8183548000.0,1261946000.0,5933381000.0,2250167000.0,9809000.0,,1261946000.0,988221000.0,-9809000.0,978412000.0,8183548000.0,228100000.0,227305000.0,231176000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2011.0,Q2,2011-05-01,2011-07-30,2012-09-05 06:02:24+00:00,0.65,0.65,0.11,0.64,93373000.0,148276000.0,148276000.0,148276000.0,1524307000.0,2089410000.0,320885000.0,1524307000.0,565103000.0,2569000.0,,320885000.0,244218000.0,-2569000.0,241649000.0,2089410000.0,228100000.0,227305000.0,231176000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2011.0,Q1TTM,2010-05-02,2011-04-30,,2.55,2.55,0.36,2.55,361477000.0,585423000.0,585423000.0,585423000.0,5804859000.0,8005898000.0,1244463000.0,5804859000.0,2201039000.0,9676000.0,,1244463000.0,956576000.0,-9676000.0,946900000.0,8005898000.0,230600000.0,229528000.0,233547000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2011.0,Q1,2011-01-30,2011-04-30,2012-06-06 08:01:52+00:00,0.75,0.75,0.0,0.74,108742000.0,172973000.0,172973000.0,172973000.0,1481206000.0,2074576000.0,309160000.0,1481206000.0,593370000.0,2495000.0,,309160000.0,284210000.0,-2495000.0,281715000.0,2074576000.0,230600000.0,229528000.0,233547000.0
