company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2009.0,FY,,2010-01-30,2011-03-29 06:01:07+00:00,658299000.0,44234000.0,259582000.0,1045018000.0,170000.0,768343000.0,,683137000.0,0.0,54399000.0,218234000.0,1988017000.0,150000000.0,16848000.0,872498000.0,942999000.0,96283000.0,58618000.0,,63339000.0,174543000.0,510850000.0,,1754000.0,2768633000.0,1157293000.0,1745447000.0,1190514000.0,1157293000.0,1157293000.0,1611340000.0,2768633000.0,80187000.0,420826000.0,-36864000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2009.0,Q3,,2009-10-31,2010-12-08 17:21:47+00:00,767771000.0,47496000.0,235605000.0,1008813000.0,187000.0,576162000.0,,678175000.0,11737000.0,11275000.0,193221000.0,1954547000.0,150000000.0,18974000.0,1014638000.0,945734000.0,104739000.0,63048000.0,,62702000.0,171666000.0,465079000.0,,979000.0,2741470000.0,1107193000.0,1714060000.0,1207872000.0,1107193000.0,1107193000.0,1634277000.0,2741470000.0,81676000.0,426405000.0,-36248000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2009.0,Q2,,2009-08-01,2010-09-08 06:01:03+00:00,702977000.0,49375000.0,219479000.0,975473000.0,-188000.0,520424000.0,,662147000.0,13669000.0,11268000.0,172913000.0,1918218000.0,150000000.0,21752000.0,926244000.0,942745000.0,106032000.0,63926000.0,,61379000.0,168558000.0,442829000.0,,1135000.0,2600649000.0,1069422000.0,1574773000.0,1106637000.0,1069422000.0,1069422000.0,1531227000.0,2600649000.0,83131000.0,424590000.0,-35366000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2009.0,Q1,,2009-05-02,2010-06-09 06:01:03+00:00,682251000.0,50098000.0,225564000.0,938979000.0,-965000.0,459302000.0,,648401000.0,13487000.0,46333000.0,134571000.0,1881411000.0,150000000.0,33411000.0,917661000.0,942432000.0,103956000.0,65557000.0,,59139000.0,163687000.0,423214000.0,,1033000.0,2542120000.0,1035758000.0,1507138000.0,1088719000.0,1035758000.0,1035758000.0,1506362000.0,2542120000.0,92550000.0,417643000.0,-34892000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,FY,,2011-01-29,2012-03-27 06:01:06+00:00,767455000.0,45384000.0,292174000.0,1169612000.0,488000.0,833924000.0,0.0,741907000.0,10003000.0,57661000.0,235030000.0,2153388000.0,150000000.0,14082000.0,1086917000.0,983776000.0,91203000.0,63807000.0,,75107000.0,189989000.0,636705000.0,,3204000.0,3116204000.0,1332692000.0,2043239000.0,1352320000.0,1332692000.0,1332692000.0,1783512000.0,3116204000.0,89189000.0,431192000.0,-46408000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,Q3,,2010-10-30,2011-12-07 06:00:51+00:00,767741000.0,53930000.0,262017000.0,1138224000.0,699000.0,732798000.0,0.0,729032000.0,1426000.0,4769000.0,213103000.0,2104415000.0,150000000.0,16998000.0,1048130000.0,966191000.0,92176000.0,66762000.0,,74556000.0,187772000.0,601275000.0,,1798000.0,2962589000.0,1285011000.0,1904844000.0,1247630000.0,1285011000.0,1285011000.0,1677578000.0,2962589000.0,91554000.0,429948000.0,-45995000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,Q2,,2010-07-31,2011-09-07 06:01:20+00:00,745461000.0,53079000.0,244460000.0,1107242000.0,562000.0,772671000.0,0.0,714957000.0,4249000.0,8070000.0,181611000.0,2052577000.0,150000000.0,18535000.0,915704000.0,945335000.0,80088000.0,66653000.0,,72146000.0,184324000.0,585636000.0,,2491000.0,2850863000.0,1256849000.0,1814847000.0,1179602000.0,1256849000.0,1256849000.0,1594014000.0,2850863000.0,90681000.0,414412000.0,-44306000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,Q1,,2010-05-01,2011-06-08 06:01:11+00:00,748779000.0,54268000.0,231927000.0,1075212000.0,198000.0,823652000.0,0.0,706205000.0,3923000.0,99932000.0,148913000.0,2008866000.0,150000000.0,15857000.0,908065000.0,933654000.0,88328000.0,67895000.0,,73352000.0,185375000.0,566590000.0,,1941000.0,2882607000.0,1229353000.0,1859744000.0,1229551000.0,1229353000.0,1229353000.0,1653254000.0,2882607000.0,89209000.0,423703000.0,-43640000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2011.0,FY,,2012-01-28,2013-04-02 09:18:46+00:00,761717000.0,50848000.0,304654000.0,1294145000.0,635000.0,649835000.0,0.0,791164000.0,5598000.0,31129000.0,248552000.0,2535867000.0,150000000.0,5602000.0,1130070000.0,1241722000.0,108520000.0,87362000.0,,129514000.0,203625000.0,763475000.0,,658000.0,3301209000.0,1493012000.0,1924371000.0,1346052000.0,1493012000.0,1493012000.0,1808197000.0,3301209000.0,135116000.0,462145000.0,-62262000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2011.0,Q3,,2011-10-29,2012-12-05 09:23:47+00:00,759708000.0,62384000.0,290498000.0,1260601000.0,535000.0,552924000.0,0.0,778570000.0,19914000.0,1628000.0,217238000.0,2348845000.0,150000000.0,5984000.0,1233616000.0,1088244000.0,111516000.0,88964000.0,,129616000.0,204105000.0,730056000.0,,298000.0,3181944000.0,1447251000.0,1958100000.0,1269072000.0,1447251000.0,1447251000.0,1734693000.0,3181944000.0,135600000.0,465621000.0,-61910000.0
