company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2008.0,FY,2008-02-03,2009-01-31,2011-03-29 06:01:07+00:00,167478000.0,9676000.0,141802000.0,111062000.0,47873000.0,,-300901000.0,-218763000.0,583439000.0,-300901000.0,-218763000.0,583439000.0,63775000.0,305441000.0,305441000.0,25134000.0,5973000.0,-49838000.0,-36984000.0,-224418000.0,,-304909000.0,42522000.0,117000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2009.0,Q4,2009-11-01,2010-01-30,,34850000.0,4834000.0,43855000.0,111548000.0,4001000.0,,-79334000.0,-32987000.0,304502000.0,-79334000.0,-32987000.0,304502000.0,192181000.0,142883000.0,142883000.0,6216000.0,1107000.0,-13642000.0,,-34312000.0,,-70800000.0,1325000.0,
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2009.0,FY,2009-02-01,2010-01-30,2012-03-27 06:01:06+00:00,201232000.0,9668000.0,159043000.0,259547000.0,49393000.0,,-304563000.0,-136833000.0,888384000.0,-304563000.0,-136833000.0,888384000.0,446988000.0,442757000.0,442757000.0,27037000.0,7291000.0,-55202000.0,-2904000.0,-158487000.0,,-306045000.0,24548000.0,10000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2009.0,Q3,2009-08-02,2009-10-31,,61370000.0,,39686000.0,18592000.0,13647000.0,,-74240000.0,-39936000.0,169914000.0,-74240000.0,-39936000.0,169914000.0,55738000.0,105080000.0,105080000.0,6556000.0,2176000.0,-13735000.0,-351000.0,-43444000.0,,-76328000.0,3859000.0,
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2009.0,Q3YTD,2009-02-01,2009-10-31,2010-12-08 17:21:47+00:00,166382000.0,4834000.0,115188000.0,147999000.0,45392000.0,,-225229000.0,-103846000.0,583882000.0,-225229000.0,-103846000.0,583882000.0,254807000.0,299874000.0,299874000.0,20821000.0,6184000.0,-41560000.0,-2904000.0,-124175000.0,,-235245000.0,23223000.0,10000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2009.0,Q2,2009-05-03,2009-08-01,,95146000.0,4834000.0,37946000.0,24872000.0,12056000.0,,-77531000.0,-34583000.0,173236000.0,-77531000.0,-34583000.0,173236000.0,61122000.0,103407000.0,103407000.0,7011000.0,1944000.0,-13858000.0,-1072000.0,-46817000.0,,-77673000.0,13306000.0,
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2009.0,Q2YTD,2009-02-01,2009-08-01,2010-09-08 06:01:03+00:00,105012000.0,4834000.0,75502000.0,129407000.0,31745000.0,,-150989000.0,-63910000.0,413968000.0,-150989000.0,-63910000.0,413968000.0,199069000.0,194794000.0,194794000.0,14265000.0,4008000.0,-27825000.0,-2553000.0,-80731000.0,,-158917000.0,19364000.0,10000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2009.0,Q1,2009-02-01,2009-05-02,2010-06-09 06:01:03+00:00,9866000.0,0.0,37556000.0,104535000.0,19689000.0,,-73458000.0,-29327000.0,240732000.0,-73458000.0,-29327000.0,240732000.0,137947000.0,91387000.0,91387000.0,7254000.0,2064000.0,-13967000.0,-1481000.0,-33914000.0,,-81244000.0,6058000.0,10000.0
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,Q4,2010-10-31,2011-01-29,,48172000.0,4834000.0,40570000.0,34526000.0,6490000.0,,-97374000.0,-47805000.0,246305000.0,-97374000.0,-47805000.0,246305000.0,101126000.0,161796000.0,161796000.0,9413000.0,3280000.0,-19006000.0,,-48992000.0,,-88138000.0,1187000.0,
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,FY,2010-01-31,2011-01-29,2013-04-02 09:18:46+00:00,330589000.0,9668000.0,160693000.0,-79641000.0,36479000.0,,-410640000.0,-196845000.0,673066000.0,-410640000.0,-196845000.0,673066000.0,65581000.0,554797000.0,554797000.0,37217000.0,14746000.0,-77321000.0,-6842000.0,-198651000.0,,-384544000.0,8648000.0,
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,Q3TTM,2009-11-01,2010-10-30,,317267000.0,9668000.0,163978000.0,-2619000.0,33990000.0,,-392600000.0,-182027000.0,731263000.0,-392600000.0,-182027000.0,731263000.0,156636000.0,535884000.0,535884000.0,34020000.0,12573000.0,-71957000.0,-6842000.0,-183971000.0,,-367206000.0,8786000.0,
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,Q3,2010-08-01,2010-10-30,,56789000.0,,39962000.0,-48763000.0,9623000.0,,-102701000.0,-59096000.0,121924000.0,-102701000.0,-59096000.0,121924000.0,-39873000.0,121378000.0,121378000.0,9347000.0,2869000.0,-19211000.0,,-61537000.0,,-95982000.0,2441000.0,
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,Q3YTD,2010-01-31,2010-10-30,2011-12-07 06:00:51+00:00,282417000.0,4834000.0,120123000.0,-114167000.0,29989000.0,,-313266000.0,-149040000.0,426761000.0,-313266000.0,-149040000.0,426761000.0,-35545000.0,393001000.0,393001000.0,27804000.0,11466000.0,-58315000.0,-6842000.0,-149659000.0,,-296406000.0,7461000.0,
Ross Stores Inc,ROST,549300ENZFLPGRDFZQ60,745732,2010.0,Q2TTM,2009-08-02,2010-07-31,,321848000.0,9668000.0,163702000.0,64736000.0,38014000.0,,-364139000.0,-162867000.0,779253000.0,-364139000.0,-162867000.0,779253000.0,252247000.0,519586000.0,519586000.0,31229000.0,11880000.0,-66481000.0,-7193000.0,-165878000.0,,-347552000.0,10204000.0,
