company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Evergy Inc,EVRG,,1711269,2018.0,Q2TTM,2017-07-01,2018-06-30,,69900000.0,406700000.0,1154200000.0,88100000.0,-600000.0,314200000.0,-134900000.0,465600000.0,946200000.0,-134900000.0,465600000.0,946200000.0,1276900000.0,364300000.0,364300000.0,17200000.0,26800000.0,-16900000.0,-342000000.0,-124900000.0,-816200000.0,-133300000.0,,269400000.0
Evergy Inc,EVRG,,1711269,2018.0,Q1,2018-01-01,2018-03-31,2019-05-08 16:36:49+00:00,17200000.0,89600000.0,,85900000.0,,14800000.0,-77700000.0,-174100000.0,258600000.0,-77700000.0,-174100000.0,259600000.0,7800000.0,60500000.0,60500000.0,5400000.0,,0.0,-57400000.0,-85400000.0,-174800000.0,-35100000.0,0.0,86100000.0
Evergy Inc,EVRG,,1711269,2019.0,Q4,2019-10-01,2019-12-31,,18200000.0,216600000.0,,41700000.0,,-29100000.0,-20400000.0,-308200000.0,301700000.0,-20400000.0,-308200000.0,301700000.0,-26900000.0,66700000.0,66700000.0,-41500000.0,,56200000.0,-115100000.0,-18400000.0,-361000000.0,123800000.0,,15000000.0
Evergy Inc,EVRG,,1711269,2019.0,FY,2019-01-01,2019-12-31,2020-03-02 06:47:35+00:00,96700000.0,861700000.0,0.0,119200000.0,,3432100000.0,-805800000.0,-1080300000.0,1749000000.0,-805800000.0,-1080300000.0,1749000000.0,-137100000.0,685600000.0,685600000.0,-14200000.0,-69800000.0,138300000.0,-471100000.0,-55800000.0,-1210100000.0,-2068300000.0,-1628700000.0,47300000.0
Evergy Inc,EVRG,,1711269,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-11-06 16:37:07+00:00,78500000.0,645100000.0,0.0,77500000.0,,3461200000.0,-785400000.0,-772100000.0,1447300000.0,-785400000.0,-772100000.0,1447300000.0,-110200000.0,618900000.0,618900000.0,27300000.0,-69800000.0,82100000.0,-356000000.0,-37400000.0,-849100000.0,-2192100000.0,-1628700000.0,32300000.0
Evergy Inc,EVRG,,1711269,2019.0,Q3TTM,2018-10-01,2019-09-30,,105400000.0,852300000.0,,122400000.0,,3900600000.0,-1233700000.0,-1149500000.0,1753500000.0,-1233700000.0,-1149500000.0,1753500000.0,-629700000.0,640000000.0,640000000.0,33400000.0,-69800000.0,79100000.0,-480600000.0,-47900000.0,-1220500000.0,-2399000000.0,-2184900000.0,39800000.0
Evergy Inc,EVRG,,1711269,2019.0,Q3,2019-07-01,2019-09-30,,26300000.0,216100000.0,,173200000.0,,1411300000.0,-627900000.0,-242600000.0,813600000.0,-627900000.0,-242600000.0,813600000.0,-56900000.0,370900000.0,370900000.0,27100000.0,-69800000.0,36700000.0,-120400000.0,-10400000.0,-276700000.0,-1349000000.0,-500000000.0,7800000.0
Evergy Inc,EVRG,,1711269,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-08-07 16:39:27+00:00,52200000.0,429000000.0,0.0,-95700000.0,,2049900000.0,-157500000.0,-529500000.0,633700000.0,-157500000.0,-529500000.0,633700000.0,-53300000.0,248000000.0,248000000.0,200000.0,,45400000.0,-235600000.0,-27000000.0,-572400000.0,-843100000.0,-1128700000.0,24500000.0
Evergy Inc,EVRG,,1711269,2019.0,Q2TTM,2018-07-01,2019-06-30,,108400000.0,830100000.0,,151100000.0,,2270800000.0,-1728500000.0,-1179000000.0,1734300000.0,-1728500000.0,-1179000000.0,1734300000.0,-1173200000.0,626700000.0,626700000.0,18000000.0,,35300000.0,-482300000.0,-48500000.0,-1206900000.0,-1346000000.0,-2171000000.0,41100000.0
Evergy Inc,EVRG,,1711269,2019.0,Q2,2019-04-01,2019-06-30,,24500000.0,215400000.0,,-122300000.0,,982900000.0,-454400000.0,-258100000.0,271600000.0,-454400000.0,-258100000.0,271600000.0,-440900000.0,144600000.0,144600000.0,9400000.0,30300000.0,5300000.0,-115800000.0,-9100000.0,-263400000.0,-801400000.0,-550400000.0,9100000.0
Evergy Inc,EVRG,,1711269,2019.0,Q1,2019-01-01,2019-03-31,2020-05-06 16:40:33+00:00,27700000.0,213600000.0,,26600000.0,,1067000000.0,296900000.0,-271400000.0,362100000.0,296900000.0,-271400000.0,362100000.0,387600000.0,103400000.0,103400000.0,-9200000.0,-30300000.0,40100000.0,-119800000.0,-17900000.0,-309000000.0,-41700000.0,-578300000.0,15400000.0
Evergy Inc,EVRG,,1711269,2019.0,Q1TTM,2018-04-01,2019-03-31,,97900000.0,742800000.0,1154200000.0,137000000.0,,1584600000.0,-1163800000.0,100100000.0,1601300000.0,-1163800000.0,100100000.0,1600300000.0,536600000.0,588900000.0,588900000.0,34700000.0,-30300000.0,12200000.0,-537400000.0,-50000000.0,-1203900000.0,-560100000.0,-1620600000.0,187600000.0
Evergy Inc,EVRG,,1711269,2020.0,Q1,2020-01-01,2020-03-31,2020-05-06 16:40:33+00:00,27200000.0,218500000.0,,5000000.0,,493100000.0,294000000.0,-333400000.0,320600000.0,294000000.0,-333400000.0,320600000.0,281200000.0,72200000.0,72200000.0,-2300000.0,-32300000.0,24800000.0,-114500000.0,-18800000.0,-354400000.0,-52300000.0,0.0,15000000.0
Evergy Inc,EVRG,,1711269,2020.0,Q1TTM,2019-04-01,2020-03-31,,96200000.0,866600000.0,,97600000.0,,2858200000.0,-808700000.0,-1142300000.0,1707500000.0,-808700000.0,-1142300000.0,1707500000.0,-243500000.0,654400000.0,654400000.0,-7300000.0,-71800000.0,123000000.0,-465800000.0,-56700000.0,-1255500000.0,-2078900000.0,-1050400000.0,46900000.0
