company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Evergy Inc,EVRG,,1711269,2016.0,FY,2016-01-01,2016-12-31,2019-02-21 18:10:50+00:00,57600000.0,338500000.0,0.0,69300000.0,,732300000.0,190200000.0,-994100000.0,803800000.0,190200000.0,-994100000.0,803800000.0,-100000.0,361200000.0,361200000.0,-22800000.0,,92500000.0,-204300000.0,-46600000.0,-1087000000.0,-337800000.0,0.0,47000000.0
Evergy Inc,EVRG,,1711269,2017.0,FY,2017-01-01,2017-12-31,2020-03-02 06:47:35+00:00,68900000.0,371700000.0,0.0,153800000.0,,351300000.0,-131600000.0,-780800000.0,912700000.0,-131600000.0,-780800000.0,912700000.0,300000.0,336500000.0,336500000.0,-18200000.0,0.0,-16400000.0,-228900000.0,-41000000.0,-764600000.0,-254000000.0,0.0,41200000.0
Evergy Inc,EVRG,,1711269,2017.0,Q4,2017-10-01,2017-12-31,,21000000.0,94400000.0,,31100000.0,,1700000.0,29400000.0,-199400000.0,170000000.0,29400000.0,-199400000.0,170000000.0,,36300000.0,36300000.0,-12800000.0,26800000.0,-14900000.0,-56800000.0,-25700000.0,-200000000.0,57700000.0,,41200000.0
Evergy Inc,EVRG,,1711269,2017.0,Q3,2017-07-01,2017-09-30,,17700000.0,94600000.0,,107500000.0,-600000.0,1000000.0,-196900000.0,-181900000.0,379000000.0,-196900000.0,-181900000.0,379000000.0,200000.0,160700000.0,160700000.0,-1500000.0,,15800000.0,-56900000.0,-3200000.0,-181000000.0,-140400000.0,,-13500000.0
Evergy Inc,EVRG,,1711269,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-11-07 17:04:42+00:00,47900000.0,277300000.0,0.0,122700000.0,,349600000.0,-161000000.0,-581400000.0,742700000.0,-161000000.0,-581400000.0,742700000.0,300000.0,300200000.0,300200000.0,-5400000.0,-26800000.0,-1500000.0,-172100000.0,-15300000.0,-564600000.0,-311700000.0,0.0,
Evergy Inc,EVRG,,1711269,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-08-08 17:11:07+00:00,30200000.0,182700000.0,0.0,15200000.0,600000.0,348600000.0,35900000.0,-399500000.0,363700000.0,35900000.0,-399500000.0,363700000.0,100000.0,139500000.0,139500000.0,-3900000.0,-26800000.0,-17300000.0,-115200000.0,-12100000.0,-383600000.0,-171300000.0,,13500000.0
Evergy Inc,EVRG,,1711269,2018.0,FY,2018-01-01,2018-12-31,2020-03-02 06:47:35+00:00,87400000.0,618800000.0,1154200000.0,196300000.0,,532400000.0,-1538400000.0,197400000.0,1497800000.0,-1538400000.0,197400000.0,1497800000.0,156800000.0,546000000.0,546000000.0,49300000.0,0.0,-27900000.0,-475000000.0,-117500000.0,-1069700000.0,-553500000.0,-1042300000.0,258300000.0
Evergy Inc,EVRG,,1711269,2018.0,Q4,2018-10-01,2018-12-31,,26900000.0,207200000.0,,44900000.0,,439400000.0,-448300000.0,-377400000.0,306200000.0,-448300000.0,-377400000.0,306200000.0,-519500000.0,21100000.0,21100000.0,6100000.0,,-3000000.0,-124600000.0,-10500000.0,-371400000.0,-206900000.0,-556200000.0,7500000.0
Evergy Inc,EVRG,,1711269,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-11-06 16:37:07+00:00,60500000.0,411600000.0,1154200000.0,151400000.0,,93000000.0,-1090100000.0,574800000.0,1191600000.0,-1090100000.0,574800000.0,1191600000.0,676300000.0,524900000.0,524900000.0,43200000.0,0.0,-24900000.0,-350400000.0,-107000000.0,-698300000.0,-346600000.0,-486100000.0,250800000.0
Evergy Inc,EVRG,,1711269,2018.0,Q3TTM,2017-10-01,2018-09-30,,81500000.0,506000000.0,1154200000.0,182500000.0,,94700000.0,-1060700000.0,375400000.0,1361600000.0,-1060700000.0,375400000.0,1361600000.0,676300000.0,561200000.0,561200000.0,30400000.0,26800000.0,-39800000.0,-407200000.0,-132700000.0,-898300000.0,-288900000.0,-486100000.0,292000000.0
Evergy Inc,EVRG,,1711269,2018.0,Q3,2018-07-01,2018-09-30,,29300000.0,193900000.0,,201900000.0,,-218500000.0,-1122700000.0,-272100000.0,794400000.0,-1122700000.0,-272100000.0,794400000.0,-600400000.0,357600000.0,357600000.0,11700000.0,,-7100000.0,-122100000.0,-11000000.0,-263100000.0,-296000000.0,-486100000.0,9100000.0
Evergy Inc,EVRG,,1711269,2018.0,Q2YTD,2018-01-01,2018-06-30,2019-08-07 16:39:27+00:00,31200000.0,217700000.0,1154200000.0,-50500000.0,,311500000.0,32600000.0,846900000.0,397200000.0,32600000.0,846900000.0,397200000.0,1276700000.0,167300000.0,167300000.0,31500000.0,,-17800000.0,-228300000.0,-96000000.0,-435200000.0,-50600000.0,0.0,241700000.0
Evergy Inc,EVRG,,1711269,2018.0,Q2,2018-04-01,2018-06-30,,0.0,0.0,1154200000.0,0.0,,296700000.0,110300000.0,1021000000.0,137600000.0,110300000.0,1021000000.0,137600000.0,1268900000.0,106800000.0,106800000.0,30800000.0,,-17800000.0,-170900000.0,-10600000.0,-260400000.0,-15500000.0,,155600000.0
