company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,dividendspayable,goodwill,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Evergy Inc,EVRG,,1711269,2018.0,Q3,,2018-09-30,2018-11-07 17:04:42+00:00,303700000.0,691500000.0,2979800000.0,679700000.0,0.0,9236400000.0,20800000.0,282100000.0,0.0,2333500000.0,6639800000.0,520900000.0,18836000000.0,-40100000.0,1914900000.0,949700000.0,332500000.0,373300000.0,119600000.0,2586700000.0,283000000.0,73600000.0,1452500000.0,1580500000.0,26075200000.0,10688900000.0,2319000000.0,2659200000.0,10688900000.0,10648800000.0,15426400000.0,26075200000.0,4920200000.0,12767200000.0
Evergy Inc,EVRG,,1711269,2018.0,Q2,,2018-06-30,2018-08-08 17:11:07+00:00,327600000.0,683700000.0,2989700000.0,1280100000.0,0.0,9718100000.0,,210300000.0,0.0,2333700000.0,6641100000.0,539900000.0,18819900000.0,-42700000.0,1816200000.0,959100000.0,347700000.0,364400000.0,82000000.0,2568400000.0,228800000.0,85900000.0,1220000000.0,2093600000.0,26659300000.0,10938100000.0,2937300000.0,3077900000.0,10938100000.0,10895400000.0,15712800000.0,26659300000.0,4902100000.0,12634900000.0
