company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
D.R. Horton Inc,DHI,,882184,2008.0,FY,2007-10-01,2008-09-30,2010-11-17 17:25:55+00:00,,7200000.0,23000000.0,49800000.0,53200000.0,1869700000.0,9500000.0,321500000.0,-755600000.0,-3200000.0,1876500000.0,-755600000.0,-3200000.0,1876500000.0,1117700000.0,-2633600000.0,-2633600000.0,2580000000.0,,3400000.0,-142000000.0,,-6600000.0,-944600000.0,,,
D.R. Horton Inc,DHI,,882184,2009.0,Q4,2009-07-01,2009-09-30,,,4400000.0,-603900000.0,103300000.0,5000000.0,67700000.0,2400000.0,,-91000000.0,6800000.0,39200000.0,-91000000.0,6800000.0,39200000.0,-45000000.0,-234900000.0,-234900000.0,197000000.0,-300000.0,6800000.0,-11900000.0,,,-81200000.0,,,
D.R. Horton Inc,DHI,,882184,2009.0,FY,2008-10-01,2009-09-30,2011-11-17 16:46:06+00:00,,10900000.0,-603900000.0,103300000.0,25700000.0,1236900000.0,4400000.0,487500000.0,-511800000.0,-59400000.0,1141200000.0,-511800000.0,-59400000.0,1141200000.0,570000000.0,-549800000.0,-549800000.0,417500000.0,,-53200000.0,-47500000.0,,-6200000.0,-956200000.0,,,
D.R. Horton Inc,DHI,,882184,2009.0,Q3YTD,2008-10-01,2009-06-30,2010-08-03 17:11:57+00:00,,6500000.0,,,20700000.0,1169200000.0,2000000.0,487500000.0,-420800000.0,-66200000.0,1102000000.0,-420800000.0,-66200000.0,1102000000.0,615000000.0,-314900000.0,-314900000.0,220500000.0,300000.0,-60000000.0,-35600000.0,,-6200000.0,-875000000.0,,,
D.R. Horton Inc,DHI,,882184,2010.0,Q4,2010-07-01,2010-09-30,,,8600000.0,-485400000.0,101800000.0,4800000.0,85000000.0,3000000.0,-66000000.0,-206100000.0,600000.0,122300000.0,-206100000.0,600000.0,122300000.0,-83200000.0,-8800000.0,-8800000.0,32700000.0,-100000.0,5100000.0,-11900000.0,-28600000.0,-3600000.0,-131100000.0,,27700000.0,
D.R. Horton Inc,DHI,,882184,2010.0,FY,2009-10-01,2010-09-30,2012-11-16 17:08:42+00:00,0.0,30800000.0,-485400000.0,101800000.0,18400000.0,335000000.0,7600000.0,17800000.0,-1039400000.0,-318000000.0,709400000.0,-1039400000.0,-318000000.0,709400000.0,-648000000.0,245100000.0,245100000.0,80100000.0,2800000.0,1500000.0,-47700000.0,-328000000.0,-19200000.0,-1019900000.0,0.0,27700000.0,
D.R. Horton Inc,DHI,,882184,2010.0,Q3TTM,2009-07-01,2010-06-30,,,26600000.0,-603900000.0,103300000.0,18600000.0,317700000.0,7000000.0,83800000.0,-924300000.0,-311800000.0,626300000.0,-924300000.0,-311800000.0,626300000.0,-609800000.0,19000000.0,19000000.0,244400000.0,2600000.0,3200000.0,-47700000.0,-299400000.0,-15600000.0,-970000000.0,,,
D.R. Horton Inc,DHI,,882184,2010.0,Q3,2010-04-01,2010-06-30,,,8100000.0,,,4300000.0,54600000.0,600000.0,74900000.0,-289700000.0,-116700000.0,159300000.0,-289700000.0,-116700000.0,159300000.0,-247100000.0,50500000.0,50500000.0,41800000.0,,-8500000.0,-12000000.0,-100300000.0,-7900000.0,-353200000.0,,,
D.R. Horton Inc,DHI,,882184,2010.0,Q3YTD,2009-10-01,2010-06-30,2011-08-02 17:13:32+00:00,,22200000.0,,,13600000.0,250000000.0,4600000.0,83800000.0,-833300000.0,-318600000.0,587100000.0,-833300000.0,-318600000.0,587100000.0,-564800000.0,253900000.0,253900000.0,47400000.0,2900000.0,-3600000.0,-35800000.0,-299400000.0,-15600000.0,-888800000.0,0.0,,
D.R. Horton Inc,DHI,,882184,2010.0,Q2,2010-01-01,2010-03-31,,,7200000.0,,,4400000.0,179100000.0,2000000.0,8900000.0,-302900000.0,-201500000.0,207800000.0,-302900000.0,-201500000.0,207800000.0,-296600000.0,11400000.0,11400000.0,5700000.0,,2800000.0,-11900000.0,-199100000.0,-5200000.0,-301900000.0,,,
D.R. Horton Inc,DHI,,882184,2010.0,Q2YTD,2009-10-01,2010-03-31,2011-04-29 17:04:36+00:00,,14100000.0,,,9300000.0,195400000.0,4000000.0,8900000.0,-543600000.0,-201900000.0,427800000.0,-543600000.0,-201900000.0,427800000.0,-317700000.0,203400000.0,203400000.0,5600000.0,2900000.0,4900000.0,-23800000.0,-199100000.0,-7700000.0,-535600000.0,,0.0,
D.R. Horton Inc,DHI,,882184,2010.0,Q1,2009-10-01,2009-12-31,2011-01-28 14:59:10+00:00,,6900000.0,,,4900000.0,16300000.0,2000000.0,,-240700000.0,-400000.0,220000000.0,-240700000.0,-400000.0,220000000.0,-21100000.0,192000000.0,192000000.0,-100000.0,2900000.0,2100000.0,-11900000.0,,-2500000.0,-233700000.0,,,
D.R. Horton Inc,DHI,,882184,2011.0,Q4,2011-07-01,2011-09-30,,,9600000.0,-1900000.0,66300000.0,5000000.0,9700000.0,700000.0,200000.0,-193800000.0,-8800000.0,94200000.0,-193800000.0,-8800000.0,94200000.0,-108400000.0,35800000.0,35800000.0,34100000.0,,-2700000.0,-11900000.0,-40400000.0,-3500000.0,-182800000.0,,37800000.0,
D.R. Horton Inc,DHI,,882184,2011.0,FY,2010-10-01,2011-09-30,2013-11-26 17:05:55+00:00,0.0,37200000.0,-1900000.0,66300000.0,19900000.0,-197200000.0,3400000.0,30000000.0,-572300000.0,-23300000.0,18900000.0,-572300000.0,-23300000.0,18900000.0,-576700000.0,71800000.0,71800000.0,87200000.0,0.0,600000.0,-47800000.0,-300100000.0,-16300000.0,-519300000.0,-38600000.0,292500000.0,
D.R. Horton Inc,DHI,,882184,2011.0,Q3TTM,2010-07-01,2011-06-30,,,36200000.0,-485400000.0,101800000.0,19700000.0,-121900000.0,5700000.0,-36200000.0,-584600000.0,-13900000.0,47000000.0,-584600000.0,-13900000.0,47000000.0,-551500000.0,27200000.0,27200000.0,85800000.0,-100000.0,8400000.0,-47800000.0,-288300000.0,-16400000.0,-467600000.0,-38600000.0,282400000.0,
D.R. Horton Inc,DHI,,882184,2011.0,Q3,2011-04-01,2011-06-30,,,9500000.0,,,5000000.0,-117000000.0,1500000.0,29800000.0,-169100000.0,-16800000.0,-54200000.0,-169100000.0,-16800000.0,-54200000.0,-240100000.0,28600000.0,28600000.0,19700000.0,,-5400000.0,-11900000.0,-73800000.0,-4600000.0,-149900000.0,-38600000.0,67000000.0,
D.R. Horton Inc,DHI,,882184,2011.0,Q3YTD,2010-10-01,2011-06-30,2012-07-27 17:07:08+00:00,,27600000.0,,,14900000.0,-206900000.0,2700000.0,29800000.0,-378500000.0,-14500000.0,-75300000.0,-378500000.0,-14500000.0,-75300000.0,-468300000.0,36000000.0,36000000.0,53100000.0,,3300000.0,-35900000.0,-259700000.0,-12800000.0,-336500000.0,-38600000.0,254700000.0,
D.R. Horton Inc,DHI,,882184,2011.0,Q2YTD,2010-10-01,2011-03-31,2012-04-23 16:01:07+00:00,,18100000.0,,,9900000.0,-89900000.0,1200000.0,,-209400000.0,2300000.0,-21100000.0,-209400000.0,2300000.0,-21100000.0,-228200000.0,7400000.0,7400000.0,33400000.0,,8700000.0,-24000000.0,-185900000.0,-8200000.0,-186600000.0,,187700000.0,
D.R. Horton Inc,DHI,,882184,2011.0,Q2TTM,2010-04-01,2011-03-31,,,34800000.0,-485400000.0,101800000.0,19000000.0,49700000.0,4800000.0,8900000.0,-705200000.0,-113800000.0,260500000.0,-705200000.0,-113800000.0,260500000.0,-558500000.0,49100000.0,49100000.0,107900000.0,-100000.0,5300000.0,-47900000.0,-314800000.0,-19700000.0,-670900000.0,,215400000.0,
D.R. Horton Inc,DHI,,882184,2011.0,Q2,2011-01-01,2011-03-31,,,9100000.0,,,5000000.0,-132700000.0,700000.0,,-68900000.0,-500000.0,-70600000.0,-68900000.0,-500000.0,-70600000.0,-140000000.0,27800000.0,27800000.0,20200000.0,,1200000.0,-12000000.0,-62600000.0,-4500000.0,-57600000.0,,65400000.0,
D.R. Horton Inc,DHI,,882184,2011.0,Q1TTM,2010-01-01,2010-12-31,,,32900000.0,-485400000.0,101800000.0,18400000.0,361500000.0,6100000.0,17800000.0,-939200000.0,-314800000.0,538900000.0,-939200000.0,-314800000.0,538900000.0,-715100000.0,32700000.0,32700000.0,93400000.0,-100000.0,6900000.0,-47800000.0,-451300000.0,-20400000.0,-915200000.0,,150000000.0,
D.R. Horton Inc,DHI,,882184,2011.0,Q1,2010-10-01,2010-12-31,2012-01-27 17:12:57+00:00,,9000000.0,,,4900000.0,42800000.0,500000.0,,-140500000.0,2800000.0,49500000.0,-140500000.0,2800000.0,49500000.0,-88200000.0,-20400000.0,-20400000.0,13200000.0,,7500000.0,-12000000.0,-123300000.0,-3700000.0,-129000000.0,,122300000.0,
