company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentnotereceivables,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,restrictedcash,retainedearnings,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
D.R. Horton Inc,DHI,,882184,2009.0,FY,,2009-09-30,2010-11-17 17:25:55+00:00,278900000.0,932000000.0,0.0,1957300000.0,,1874300000.0,293100000.0,15900000.0,3076600000.0,,3666700000.0,57800000.0,8800000.0,,,653800000.0,,57000000.0,68700000.0,55200000.0,613200000.0,0.0,6756800000.0,2391800000.0,5972300000.0,1210900000.0,2391800000.0,2400600000.0,4356200000.0,6756800000.0,726700000.0,3145300000.0,0.0,-95700000.0
D.R. Horton Inc,DHI,,882184,2010.0,FY,,2010-09-30,2011-11-17 16:46:06+00:00,186700000.0,957200000.0,300000.0,1309300000.0,0.0,1898000000.0,32000000.0,15900000.0,2085300000.0,,3441400000.0,60500000.0,9700000.0,,253800000.0,434800000.0,,,86500000.0,107400000.0,810600000.0,297700000.0,5938600000.0,2613200000.0,5187800000.0,1143900000.0,2613200000.0,2622900000.0,3315700000.0,5938600000.0,704500000.0,2171800000.0,0.0,-95700000.0
D.R. Horton Inc,DHI,,882184,2010.0,Q3,,2010-06-30,2010-08-03 17:11:57+00:00,257300000.0,950100000.0,100000.0,1392500000.0,,1891300000.0,32600000.0,15900000.0,2214700000.0,,3565000000.0,61300000.0,9800000.0,,316100000.0,417800000.0,,53200000.0,152500000.0,58800000.0,831300000.0,298200000.0,6211400000.0,2627000000.0,5347100000.0,1207400000.0,2627000000.0,2636800000.0,3574600000.0,6211400000.0,803000000.0,2367200000.0,0.0,-95700000.0
D.R. Horton Inc,DHI,,882184,2012.0,FY,,2012-09-30,2013-11-26 17:05:55+00:00,266600000.0,893800000.0,200000.0,2095400000.0,0.0,1983100000.0,14400000.0,38900000.0,2305300000.0,,4165200000.0,75000000.0,2600000.0,709500000.0,345300000.0,507300000.0,,,187800000.0,49300000.0,1743100000.0,298000000.0,8298300000.0,3592100000.0,6622300000.0,1160400000.0,3592100000.0,3594700000.0,3653500000.0,7248200000.0,1601000000.0,2493100000.0,0.0,-134300000.0
D.R. Horton Inc,DHI,,882184,2015.0,FY,,2015-09-30,2016-11-18 15:56:19+00:00,516700000.0,927400000.0,1400000.0,2767600000.0,0.0,2737600000.0,,87200000.0,3333600000.0,,7807000000.0,169000000.0,1100000.0,558100000.0,,527300000.0,,,477900000.0,9700000.0,3289600000.0,,11925900000.0,5894300000.0,10584300000.0,1444100000.0,5894300000.0,5895400000.0,5255600000.0,11151000000.0,1172600000.0,3811500000.0,0.0,-134300000.0
D.R. Horton Inc,DHI,,882184,2015.0,Q1,,2014-12-31,2015-01-27 16:13:38+00:00,444600000.0,903500000.0,2200000.0,1082000000.0,0.0,2642800000.0,,94800000.0,3403100000.0,,7989300000.0,190700000.0,2900000.0,,453800000.0,506800000.0,,,323700000.0,9600000.0,2750200000.0,,10338700000.0,5260900000.0,9080900000.0,1348100000.0,5260900000.0,5263800000.0,5074900000.0,10338700000.0,1055400000.0,3726800000.0,0.0,-134300000.0
D.R. Horton Inc,DHI,,882184,2016.0,Q1,,2015-12-31,2016-01-28 15:12:35+00:00,449400000.0,935300000.0,2600000.0,2537400000.0,0.0,2773400000.0,,87200000.0,3337200000.0,,8088200000.0,,1100000.0,,,511500000.0,,,397100000.0,9700000.0,3417700000.0,,11179500000.0,6059400000.0,10635300000.0,1384700000.0,6059400000.0,6060500000.0,5119000000.0,11179500000.0,598700000.0,3734300000.0,0.0,-134300000.0
D.R. Horton Inc,DHI,,882184,2017.0,FY,,2017-09-30,2018-11-16 15:58:56+00:00,580400000.0,985000000.0,,1007800000.0,,2996000000.0,,80000000.0,,0.0,9237100000.0,325000000.0,500000.0,365000000.0,587300000.0,565900000.0,2871600000.0,,,16500000.0,4946000000.0,,12184600000.0,7747100000.0,10261400000.0,1565400000.0,7747100000.0,7747600000.0,4437000000.0,12184600000.0,1598200000.0,2871600000.0,0.0,-194900000.0
D.R. Horton Inc,DHI,,882184,2017.0,Q2,,2017-03-31,2017-04-25 17:01:25+00:00,580900000.0,897700000.0,,1986400000.0,0.0,2935300000.0,,80000000.0,2803400000.0,,9038100000.0,328600000.0,500000.0,,,521200000.0,,,419000000.0,11100000.0,4418600000.0,,11921100000.0,7219600000.0,11035600000.0,1478600000.0,7219600000.0,7220100000.0,4701000000.0,11921100000.0,601200000.0,3222400000.0,0.0,-134300000.0
D.R. Horton Inc,DHI,,882184,2018.0,FY,,2018-09-30,2019-11-25 12:48:27+00:00,624700000.0,1127500000.0,,1473100000.0,,3088900000.0,,109200000.0,3203500000.0,11000000.0,10395000000.0,401100000.0,174500000.0,194000000.0,,1498300000.0,,,,32900000.0,6217900000.0,,14114600000.0,8984400000.0,11901000000.0,1752200000.0,8984400000.0,9158900000.0,4955700000.0,14114600000.0,1812500000.0,3203500000.0,0.0,-322400000.0
D.R. Horton Inc,DHI,,882184,2018.0,Q3,,2018-06-30,2018-07-27 16:49:36+00:00,655300000.0,1074600000.0,,1178200000.0,0.0,3068300000.0,,109200000.0,,32200000.0,10303300000.0,385200000.0,172600000.0,204600000.0,679900000.0,642100000.0,3093600000.0,,,58700000.0,5798800000.0,,13593400000.0,8597300000.0,11540200000.0,1729900000.0,8597300000.0,8769900000.0,4823500000.0,13593400000.0,1668000000.0,3093600000.0,0.0,-269800000.0
D.R. Horton Inc,DHI,,882184,2018.0,Q2,,2018-03-31,2018-04-30 17:22:00+00:00,582700000.0,1029600000.0,,1010800000.0,0.0,3049600000.0,,109200000.0,,32100000.0,10144400000.0,380400000.0,173000000.0,219900000.0,658200000.0,607700000.0,3233900000.0,,,55400000.0,5392100000.0,,13218100000.0,8198900000.0,11210600000.0,1612300000.0,8198900000.0,8371900000.0,4846200000.0,13218100000.0,1627100000.0,3233900000.0,0.0,-242800000.0
D.R. Horton Inc,DHI,,882184,2018.0,Q1,,2017-12-31,2018-02-08 16:49:07+00:00,575700000.0,1068100000.0,,920300000.0,0.0,3014100000.0,,100000000.0,3258100000.0,86100000.0,10040200000.0,357700000.0,173400000.0,239100000.0,538200000.0,622000000.0,,,,53700000.0,5088200000.0,,12957300000.0,7882000000.0,11014200000.0,1643800000.0,7882000000.0,8055400000.0,4901900000.0,12957300000.0,1585400000.0,3258100000.0,0.0,-220300000.0
D.R. Horton Inc,DHI,,882184,2019.0,FY,,2019-09-30,2020-04-29 16:42:16+00:00,634000000.0,1278100000.0,,1494300000.0,0.0,3183000000.0,,163500000.0,3399400000.0,,11282000000.0,499200000.0,274200000.0,163100000.0,,1984800000.0,,,,19700000.0,7640100000.0,,15606600000.0,10020900000.0,12796000000.0,1912100000.0,10020900000.0,10295100000.0,5311500000.0,15606600000.0,2311400000.0,3399400000.0,0.0,-802200000.0
D.R. Horton Inc,DHI,,882184,2019.0,Q3,,2019-06-30,2019-07-30 17:34:21+00:00,681200000.0,1277500000.0,,864200000.0,0.0,3149900000.0,,163500000.0,3450600000.0,,11702300000.0,454200000.0,172300000.0,173900000.0,,1844800000.0,,,,21100000.0,7190400000.0,,15224000000.0,9642400000.0,12587600000.0,1958700000.0,9642400000.0,9814700000.0,5409300000.0,15224000000.0,2182200000.0,3450600000.0,0.0,-697900000.0
D.R. Horton Inc,DHI,,882184,2019.0,Q2,,2019-03-31,2019-04-30 16:51:20+00:00,658500000.0,1192100000.0,,698800000.0,0.0,3127300000.0,,163500000.0,3622400000.0,,11920300000.0,437900000.0,173700000.0,171900000.0,796500000.0,785700000.0,,,,32400000.0,6771600000.0,,15007000000.0,9360300000.0,12651500000.0,1850600000.0,9360300000.0,9534000000.0,5473000000.0,15007000000.0,1917600000.0,3622400000.0,0.0,-538600000.0
D.R. Horton Inc,DHI,,882184,2019.0,Q1,,2018-12-31,2019-01-29 16:44:31+00:00,697200000.0,1198100000.0,,737000000.0,0.0,3111500000.0,,158400000.0,,,11595600000.0,391100000.0,173500000.0,181400000.0,622200000.0,818800000.0,3342300000.0,,,31300000.0,6476200000.0,,14535800000.0,9124700000.0,12363900000.0,1895300000.0,9124700000.0,9298200000.0,5237600000.0,14535800000.0,1780800000.0,3342300000.0,0.0,-463000000.0
D.R. Horton Inc,DHI,,882184,2020.0,Q2,,2020-03-31,2020-04-29 16:42:16+00:00,707000000.0,1381600000.0,,1522800000.0,0.0,3195200000.0,,163500000.0,4306600000.0,,12224500000.0,589700000.0,276800000.0,149500000.0,,2465500000.0,,,,14500000.0,8425400000.0,,17130000000.0,10458000000.0,13761800000.0,2088600000.0,10458000000.0,10734800000.0,6395200000.0,17130000000.0,2778500000.0,4306600000.0,0.0,-1162600000.0
D.R. Horton Inc,DHI,,882184,2020.0,Q1,,2019-12-31,2020-01-28 16:11:16+00:00,659300000.0,1377400000.0,,1583300000.0,0.0,3185900000.0,,163500000.0,3783300000.0,,11899200000.0,563400000.0,275500000.0,154100000.0,,1946800000.0,,,,12600000.0,8006800000.0,,16322900000.0,10227400000.0,13495100000.0,2036700000.0,10227400000.0,10502900000.0,5820000000.0,16322900000.0,2264400000.0,3783300000.0,0.0,-965300000.0
