company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2009.0,FY,2008-06-28,2009-07-03,2011-08-17 16:58:12+00:00,55000000.0,-6.4,-6.4,0.27,-6.4,2320000000.0,311000000.0,-3125000000.0,-3125000000.0,-3125000000.0,,8395000000.0,9805000000.0,-23000000.0,,953000000.0,210000000.0,537000000.0,8395000000.0,1410000000.0,143000000.0,17000000.0,4075000000.0,-2665000000.0,-149000000.0,-2814000000.0,9805000000.0,488300000.0,488000000.0,488000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2010.0,Q4,2010-04-03,2010-07-02,,3000000.0,1.16,0.8,,0.76,-7000000.0,-39000000.0,379000000.0,379000000.0,379000000.0,,1929000000.0,2656000000.0,4000000.0,,218000000.0,16000000.0,116000000.0,1929000000.0,727000000.0,47000000.0,2000000.0,346000000.0,381000000.0,-41000000.0,340000000.0,2656000000.0,490500000.0,491000000.0,514000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2010.0,FY,2009-07-04,2010-07-02,2012-08-08 19:42:05+00:00,27000000.0,3.28,3.28,0.0,3.14,57000000.0,-40000000.0,1609000000.0,1609000000.0,1609000000.0,,8191000000.0,11395000000.0,-3000000.0,,877000000.0,66000000.0,437000000.0,8191000000.0,3204000000.0,174000000.0,6000000.0,1464000000.0,1740000000.0,-171000000.0,1569000000.0,11395000000.0,490500000.0,491000000.0,514000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2010.0,Q3YTD,2009-07-04,2010-04-02,,24000000.0,2.12,2.48,,2.38,64000000.0,-1000000.0,1230000000.0,1230000000.0,1230000000.0,,6262000000.0,8739000000.0,-7000000.0,,659000000.0,50000000.0,321000000.0,6262000000.0,2477000000.0,127000000.0,4000000.0,1118000000.0,1359000000.0,-130000000.0,1229000000.0,8739000000.0,493300000.0,493000000.0,520000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2010.0,Q3,2010-01-02,2010-04-02,2011-05-03 16:55:34+00:00,8000000.0,1.05,1.05,,1.0,,4000000.0,518000000.0,518000000.0,518000000.0,,2148000000.0,3049000000.0,1000000.0,,224000000.0,4000000.0,105000000.0,2148000000.0,901000000.0,41000000.0,2000000.0,341000000.0,560000000.0,-38000000.0,522000000.0,3049000000.0,493300000.0,493000000.0,520000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2010.0,Q2YTD,2009-07-04,2010-01-01,,16000000.0,1.07,1.43,,1.38,64000000.0,-5000000.0,712000000.0,712000000.0,712000000.0,,4114000000.0,5690000000.0,-8000000.0,,435000000.0,46000000.0,216000000.0,4114000000.0,1576000000.0,86000000.0,2000000.0,777000000.0,799000000.0,-92000000.0,707000000.0,5690000000.0,498100000.0,498000000.0,520000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2010.0,Q2,2009-10-03,2010-01-01,2011-02-03 17:22:31+00:00,8000000.0,1.07,1.07,,1.03,,-6000000.0,533000000.0,533000000.0,533000000.0,,2104000000.0,3027000000.0,-11000000.0,,227000000.0,,110000000.0,2104000000.0,923000000.0,41000000.0,1000000.0,345000000.0,578000000.0,-51000000.0,527000000.0,3027000000.0,498100000.0,498000000.0,520000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2010.0,Q1,2009-07-04,2009-10-02,2010-11-03 16:28:47+00:00,8000000.0,,0.36,,0.35,64000000.0,1000000.0,179000000.0,179000000.0,179000000.0,,2010000000.0,2663000000.0,3000000.0,,208000000.0,46000000.0,106000000.0,2010000000.0,653000000.0,45000000.0,1000000.0,432000000.0,221000000.0,-41000000.0,180000000.0,2663000000.0,,494000000.0,512000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2011.0,Q4,2011-04-02,2011-07-01,,,0.28,0.28,0.18,0.26,,10000000.0,119000000.0,119000000.0,119000000.0,,2309000000.0,2860000000.0,1000000.0,,229000000.0,4000000.0,128000000.0,2309000000.0,551000000.0,63000000.0,1000000.0,361000000.0,190000000.0,-61000000.0,129000000.0,2860000000.0,452200000.0,451000000.0,467000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2011.0,FY,2010-07-03,2011-07-01,2013-08-07 21:35:25+00:00,2000000.0,1.13,1.13,0.18,1.09,,68000000.0,511000000.0,511000000.0,511000000.0,0.0,8825000000.0,10971000000.0,-20000000.0,,875000000.0,18000000.0,445000000.0,8825000000.0,2146000000.0,214000000.0,7000000.0,1340000000.0,806000000.0,-227000000.0,579000000.0,10971000000.0,452200000.0,451000000.0,467000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2011.0,Q3YTD,2010-07-03,2011-04-01,,2000000.0,0.85,0.85,,0.83,,58000000.0,392000000.0,392000000.0,392000000.0,,6516000000.0,8111000000.0,-21000000.0,,646000000.0,14000000.0,317000000.0,6516000000.0,1595000000.0,151000000.0,6000000.0,979000000.0,616000000.0,-166000000.0,450000000.0,8111000000.0,442900000.0,437000000.0,453000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2011.0,Q3TTM,2010-04-03,2011-04-01,,5000000.0,2.01,1.65,,1.59,-7000000.0,19000000.0,771000000.0,771000000.0,771000000.0,,8445000000.0,10767000000.0,-17000000.0,,864000000.0,30000000.0,433000000.0,8445000000.0,2322000000.0,198000000.0,8000000.0,1325000000.0,997000000.0,-207000000.0,790000000.0,10767000000.0,442900000.0,437000000.0,453000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2011.0,Q3,2011-01-01,2011-04-01,2012-04-30 17:28:04+00:00,,0.21,0.21,,0.21,,29000000.0,93000000.0,93000000.0,93000000.0,,2179000000.0,2695000000.0,,,224000000.0,3000000.0,110000000.0,2179000000.0,516000000.0,59000000.0,2000000.0,337000000.0,179000000.0,-57000000.0,122000000.0,2695000000.0,442900000.0,437000000.0,453000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2011.0,Q2YTD,2010-07-03,2010-12-31,,2000000.0,0.64,0.64,,0.62,,29000000.0,299000000.0,299000000.0,299000000.0,,4337000000.0,5416000000.0,-21000000.0,,422000000.0,11000000.0,207000000.0,4337000000.0,1079000000.0,92000000.0,4000000.0,642000000.0,437000000.0,-109000000.0,328000000.0,5416000000.0,468800000.0,469000000.0,486000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2011.0,Q2TTM,2010-01-02,2010-12-31,,13000000.0,2.85,2.49,,2.38,-7000000.0,-6000000.0,1196000000.0,1196000000.0,1196000000.0,,8414000000.0,11121000000.0,-16000000.0,,864000000.0,31000000.0,428000000.0,8414000000.0,2707000000.0,180000000.0,8000000.0,1329000000.0,1378000000.0,-188000000.0,1190000000.0,11121000000.0,468800000.0,469000000.0,486000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2011.0,Q2,2010-10-02,2010-12-31,2012-02-01 16:07:40+00:00,1000000.0,0.32,0.32,,0.31,,25000000.0,150000000.0,150000000.0,150000000.0,,2190000000.0,2719000000.0,13000000.0,,213000000.0,7000000.0,102000000.0,2190000000.0,529000000.0,46000000.0,2000000.0,323000000.0,206000000.0,-31000000.0,175000000.0,2719000000.0,468800000.0,469000000.0,486000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2011.0,Q1TTM,2009-10-03,2010-10-01,,20000000.0,3.6,3.24,,3.1,-7000000.0,-37000000.0,1579000000.0,1579000000.0,1579000000.0,,8328000000.0,11429000000.0,-40000000.0,,878000000.0,24000000.0,436000000.0,8328000000.0,3101000000.0,175000000.0,7000000.0,1351000000.0,1750000000.0,-208000000.0,1542000000.0,11429000000.0,465600000.0,471000000.0,487000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2011.0,Q1,2010-07-03,2010-10-01,2011-10-27 16:43:42+00:00,1000000.0,0.32,0.32,,0.31,,4000000.0,149000000.0,149000000.0,149000000.0,,2147000000.0,2697000000.0,-34000000.0,,209000000.0,4000000.0,105000000.0,2147000000.0,550000000.0,46000000.0,2000000.0,319000000.0,231000000.0,-78000000.0,153000000.0,2697000000.0,465600000.0,471000000.0,487000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2012.0,Q4,2012-03-31,2012-06-29,,18000000.0,2.5,2.5,0.25,2.41,,,1013000000.0,1013000000.0,1013000000.0,,2999000000.0,4483000000.0,8000000.0,,269000000.0,,140000000.0,2999000000.0,1484000000.0,55000000.0,3000000.0,427000000.0,1057000000.0,-44000000.0,1013000000.0,4483000000.0,425900000.0,426000000.0,441000000.0
Seagate Technology PLC,STX,396PBGKP6TE3O062MS44,1137789,2012.0,FY,2011-07-02,2012-06-29,2014-08-07 17:48:28+00:00,38000000.0,6.72,6.72,0.86,6.49,,20000000.0,2862000000.0,2862000000.0,2862000000.0,0.0,10255000000.0,14939000000.0,7000000.0,,1006000000.0,4000000.0,528000000.0,10255000000.0,4684000000.0,241000000.0,8000000.0,1576000000.0,3108000000.0,-226000000.0,2882000000.0,14939000000.0,425900000.0,426000000.0,441000000.0
