company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,grossppe,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2008.0,FY,,2008-12-31,2010-02-24 17:14:10+00:00,1535000000.0,382200000.0,2155300000.0,-388500000.0,,449700000.0,2023000000.0,1700000.0,,9452600000.0,2776600000.0,276200000.0,7297300000.0,1400000.0,,20800000.0,766100000.0,861500000.0,304200000.0,427000000.0,1156400000.0,,1802400000.0,17000000.0,,9695600000.0,3118100000.0,1971300000.0,1856200000.0,3118100000.0,3119500000.0,6576100000.0,9695600000.0,427000000.0,4719900000.0,0.0,-318800000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2009.0,FY,,2009-12-31,2011-02-28 11:25:23+00:00,1187700000.0,303000000.0,2595000000.0,-183500000.0,,988800000.0,2070500000.0,40000000.0,,9856500000.0,2738200000.0,325100000.0,7261500000.0,6200000.0,,299100000.0,914100000.0,532100000.0,110600000.0,504800000.0,935600000.0,,2183800000.0,14100000.0,,9955300000.0,3749700000.0,2189000000.0,1312400000.0,3749700000.0,3755900000.0,6199400000.0,9955300000.0,504800000.0,4887000000.0,0.0,-321100000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2009.0,Q3,,2009-09-30,2009-11-06 11:05:50+00:00,1188400000.0,339800000.0,2480000000.0,-65900000.0,,790800000.0,2057200000.0,12500000.0,,9708200000.0,2763200000.0,357200000.0,7228200000.0,4100000.0,,344900000.0,767300000.0,588800000.0,121300000.0,542200000.0,876000000.0,,2110300000.0,13700000.0,,9859500000.0,3780600000.0,2089100000.0,1323400000.0,3780600000.0,3784700000.0,6074800000.0,9859500000.0,542200000.0,4751400000.0,0.0,-321000000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2009.0,Q2,,2009-06-30,2009-08-07 11:38:14+00:00,1143600000.0,319100000.0,2371100000.0,-151700000.0,,446000000.0,2043200000.0,0.0,4000000.0,9684400000.0,2766200000.0,447500000.0,7313300000.0,7300000.0,,232100000.0,773000000.0,645300000.0,147800000.0,451900000.0,942600000.0,,2019500000.0,16400000.0,,9623100000.0,3590100000.0,1857900000.0,1311800000.0,3590100000.0,3597400000.0,6025700000.0,9623100000.0,451900000.0,4713900000.0,0.0,-320900000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2010.0,FY,,2010-12-31,2012-02-27 12:31:55+00:00,1288800000.0,555800000.0,2987600000.0,-67900000.0,,1295200000.0,2184800000.0,120400000.0,,10365700000.0,2706800000.0,327200000.0,7378100000.0,28600000.0,,545100000.0,963900000.0,659600000.0,181700000.0,1026800000.0,944300000.0,,2878400000.0,43200000.0,,11363100000.0,4660700000.0,2958200000.0,1513700000.0,4660700000.0,4689300000.0,6673800000.0,11363100000.0,1026800000.0,5160100000.0,0.0,-334600000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2010.0,Q3,,2010-09-30,2010-11-05 12:24:14+00:00,1317900000.0,583300000.0,2914300000.0,-20400000.0,,1367500000.0,2112300000.0,66200000.0,,10133400000.0,2714600000.0,396300000.0,7219100000.0,25200000.0,,547900000.0,907700000.0,502100000.0,51900000.0,838100000.0,912200000.0,,2691300000.0,41500000.0,,10972600000.0,4453700000.0,2915400000.0,1411300000.0,4453700000.0,4478900000.0,6493700000.0,10972600000.0,838100000.0,5082400000.0,0.0,-329500000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2010.0,Q2,,2010-06-30,2010-08-06 11:55:52+00:00,1101300000.0,393700000.0,2801100000.0,-299700000.0,,1157000000.0,2098000000.0,57300000.0,,10047500000.0,2727600000.0,363400000.0,7246400000.0,14900000.0,,320500000.0,913500000.0,358800000.0,79900000.0,521200000.0,949600000.0,,2486100000.0,35200000.0,,10097800000.0,3955300000.0,2330200000.0,1216400000.0,3955300000.0,3970200000.0,6127600000.0,10097800000.0,521200000.0,4911200000.0,0.0,-329100000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2010.0,Q1,,2010-03-31,2010-05-07 17:27:48+00:00,1076100000.0,305600000.0,2696900000.0,-121000000.0,,1025400000.0,2086600000.0,29400000.0,,9942700000.0,2734700000.0,343200000.0,7245800000.0,8300000.0,,379700000.0,912600000.0,545000000.0,76600000.0,560900000.0,917600000.0,,2298700000.0,14300000.0,,10055300000.0,3935400000.0,2248600000.0,1167000000.0,3935400000.0,3943700000.0,6111600000.0,10055300000.0,560900000.0,4944600000.0,0.0,-328900000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2011.0,FY,,2011-12-31,2013-02-25 15:03:00+00:00,1712300000.0,922500000.0,3320400000.0,-142400000.0,615200000.0,799100000.0,2236800000.0,27300000.0,,14572000000.0,6556400000.0,444400000.0,11251600000.0,30700000.0,,523200000.0,1053100000.0,812600000.0,10300000.0,2475500000.0,645600000.0,,3744000000.0,101100000.0,,16733000000.0,5485100000.0,3005900000.0,1823700000.0,5485100000.0,5515800000.0,11217200000.0,16733000000.0,2475500000.0,9393500000.0,0.0,-353300000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2011.0,Q3,,2011-09-30,2011-11-04 15:56:53+00:00,1334900000.0,591400000.0,3296700000.0,-139100000.0,,1401600000.0,2234100000.0,90900000.0,,11104800000.0,2458600000.0,351900000.0,7808100000.0,33500000.0,,499600000.0,965600000.0,569200000.0,62600000.0,878500000.0,1004000000.0,,3544700000.0,43800000.0,,11691600000.0,5289000000.0,3005000000.0,1441300000.0,5289000000.0,5322500000.0,6369100000.0,11691600000.0,878500000.0,4927800000.0,0.0,-350700000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2011.0,Q2,,2011-06-30,2011-08-05 14:53:46+00:00,1335600000.0,644800000.0,3188600000.0,52600000.0,,1176900000.0,2219900000.0,103500000.0,,10772600000.0,2468200000.0,374000000.0,7584000000.0,29900000.0,,597800000.0,965500000.0,736200000.0,106100000.0,1051200000.0,983300000.0,,3292900000.0,43800000.0,75000000.0,11745600000.0,5215400000.0,3110400000.0,1485500000.0,5215400000.0,5245300000.0,6500300000.0,11745600000.0,1051200000.0,5014800000.0,0.0,-350000000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2011.0,Q1,,2011-03-31,2011-05-06 17:15:49+00:00,1225800000.0,476400000.0,3084100000.0,-20900000.0,,1273200000.0,2207600000.0,114700000.0,,10505600000.0,2478900000.0,362800000.0,7421500000.0,22900000.0,,578200000.0,965600000.0,719100000.0,157400000.0,1056200000.0,964700000.0,,3031900000.0,261500000.0,100000000.0,11523900000.0,4868900000.0,3046200000.0,1644700000.0,4868900000.0,4891800000.0,6632100000.0,11523900000.0,1056200000.0,4987400000.0,0.0,-349700000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2012.0,FY,,2012-12-31,2014-02-21 15:32:17+00:00,1606900000.0,737800000.0,,11000000.0,687500000.0,558800000.0,2289100000.0,56400000.0,,,6205100000.0,548400000.0,11801700000.0,33900000.0,0.0,577300000.0,960700000.0,674100000.0,19400000.0,1431800000.0,765500000.0,,3066400000.0,47800000.0,,15809000000.0,4904900000.0,2575500000.0,1674100000.0,4904900000.0,4938800000.0,10870200000.0,15809000000.0,1431800000.0,9196100000.0,0.0,-461600000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2012.0,Q3,,2012-09-30,2012-11-07 12:37:45+00:00,1645100000.0,682200000.0,3808200000.0,23200000.0,,648000000.0,2287700000.0,15800000.0,,16319300000.0,6238300000.0,554900000.0,12511100000.0,32400000.0,,385000000.0,1054300000.0,753800000.0,19900000.0,1684600000.0,1406000000.0,,4095200000.0,124800000.0,,16850400000.0,5944600000.0,2654700000.0,1789800000.0,5944600000.0,5977000000.0,10873400000.0,16850400000.0,1684600000.0,9083600000.0,0.0,-461500000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2012.0,Q2,,2012-06-30,2012-08-03 10:32:15+00:00,1596500000.0,816200000.0,3711600000.0,-53200000.0,,489200000.0,2273100000.0,17400000.0,,16147200000.0,6264000000.0,581700000.0,12435600000.0,35600000.0,,456000000.0,1053900000.0,670000000.0,22000000.0,1683800000.0,1310700000.0,,4075100000.0,121400000.0,,16693900000.0,5833800000.0,2574500000.0,1739900000.0,5833800000.0,5869400000.0,10824500000.0,16693900000.0,1683800000.0,9084600000.0,0.0,-461200000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2012.0,Q1,,2012-03-31,2012-05-04 15:12:11+00:00,1502800000.0,748100000.0,3545800000.0,-63700000.0,,952400000.0,2258000000.0,24300000.0,,15514900000.0,6538400000.0,514900000.0,11969100000.0,86200000.0,,590800000.0,1051600000.0,790000000.0,14600000.0,1938300000.0,1311500000.0,,3893500000.0,114600000.0,,16937100000.0,5726600000.0,3029700000.0,1632000000.0,5726600000.0,5812800000.0,11124300000.0,16937100000.0,1938300000.0,9492300000.0,0.0,-361200000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2013.0,FY,,2013-12-31,2015-02-25 16:29:09+00:00,1764000000.0,557900000.0,,-419200000.0,691800000.0,444000000.0,2342800000.0,66400000.0,,,5970700000.0,506700000.0,11082500000.0,39200000.0,7800000.0,40900000.0,684000000.0,417700000.0,6100000.0,1050400000.0,996300000.0,,2449800000.0,31700000.0,,14133400000.0,3908700000.0,1992700000.0,1801800000.0,3908700000.0,3947900000.0,10185500000.0,14133400000.0,1058200000.0,8383700000.0,0.0,-464700000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2013.0,Q3,,2013-09-30,2013-11-08 10:43:44+00:00,1615300000.0,701700000.0,4125100000.0,-405900000.0,717300000.0,551300000.0,2330800000.0,69500000.0,,15573400000.0,5973300000.0,563200000.0,11448300000.0,36100000.0,,237000000.0,954000000.0,402100000.0,10000000.0,1154800000.0,814900000.0,,3038400000.0,34200000.0,,14890900000.0,4498800000.0,2287800000.0,1659500000.0,4498800000.0,4534900000.0,10356000000.0,14890900000.0,1154800000.0,8696500000.0,0.0,-464500000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2013.0,Q2,,2013-06-30,2013-08-08 16:27:56+00:00,1625800000.0,732200000.0,3953700000.0,-420000000.0,713900000.0,517900000.0,2317000000.0,39400000.0,2000000.0,15445700000.0,5962000000.0,581600000.0,11492000000.0,31100000.0,,152500000.0,958400000.0,378100000.0,17000000.0,1186700000.0,919200000.0,,3087400000.0,26000000.0,,14927900000.0,4520000000.0,2249200000.0,1670800000.0,4520000000.0,4551100000.0,10376800000.0,14927900000.0,1186700000.0,8706000000.0,0.0,-464400000.0
