company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2007.0,FY,2007-01-01,2007-12-31,2010-02-24 17:14:10+00:00,0.99,0.99,0.24,346300000.0,0.97,,-70700000.0,261500000.0,441600000.0,-180100000.0,263800000.0,-2300000.0,3510100000.0,4313900000.0,,,,,23700000.0,209900000.0,-88600000.0,,,147100000.0,3510100000.0,1013700000.0,235800000.0,21500000.0,428500000.0,585200000.0,-214300000.0,370900000.0,4523800000.0,266500000.0,266500000.0,272000000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 11:25:23+00:00,3.52,3.52,0.24,402400000.0,3.5,,191400000.0,959100000.0,987900000.0,-28800000.0,952900000.0,6200000.0,4589700000.0,6004000000.0,,,,,48200000.0,557000000.0,-72900000.0,,,197300000.0,4589700000.0,1971300000.0,227000000.0,10000000.0,575000000.0,1396300000.0,-217000000.0,1179300000.0,6561000000.0,268900000.0,268900000.0,268900000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 11:05:50+00:00,1.36,1.36,0.06,101700000.0,1.35,,62500000.0,371800000.0,383200000.0,-11400000.0,369500000.0,2300000.0,1232900000.0,1744200000.0,,,,,15500000.0,145400000.0,-4800000.0,,,44200000.0,1232900000.0,656700000.0,54400000.0,0.0,156600000.0,500100000.0,-54400000.0,445700000.0,1889600000.0,271700000.0,271700000.0,273700000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 11:38:14+00:00,0.86,0.86,0.06,92800000.0,0.85,,45400000.0,235800000.0,244300000.0,-8500000.0,233300000.0,2500000.0,1044200000.0,1418900000.0,,,,,9000000.0,108000000.0,-3600000.0,,,43100000.0,1044200000.0,482700000.0,57900000.0,6200000.0,141300000.0,341400000.0,-51700000.0,289700000.0,1526900000.0,271300000.0,271300000.0,274500000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2009.0,Q4,2009-10-01,2009-12-31,,0.34,0.34,0.07,95000000.0,0.34,,20600000.0,95000000.0,98800000.0,-3800000.0,92200000.0,2800000.0,1026100000.0,1279600000.0,,,,,8100000.0,109200000.0,-7000000.0,,,53200000.0,1026100000.0,362700000.0,49500000.0,-44500000.0,149300000.0,213400000.0,-94000000.0,119400000.0,1388800000.0,265500000.0,265500000.0,265500000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 12:31:55+00:00,1.68,1.68,0.25,400500000.0,1.66,,186200000.0,463000000.0,443200000.0,19800000.0,448200000.0,14800000.0,4339200000.0,5303100000.0,,,,,39900000.0,543900000.0,-23200000.0,,0.0,199100000.0,4339200000.0,1507800000.0,201100000.0,-61000000.0,616300000.0,891500000.0,-262100000.0,629400000.0,5847000000.0,265500000.0,265500000.0,265500000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.34,1.34,0.18,305500000.0,1.32,,165600000.0,368000000.0,344400000.0,23600000.0,356000000.0,12000000.0,3313100000.0,4023500000.0,,,,,31800000.0,434700000.0,-16200000.0,,,145900000.0,3313100000.0,1145100000.0,151600000.0,-16500000.0,467000000.0,678100000.0,-168100000.0,510000000.0,4458200000.0,265700000.0,265700000.0,265700000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 12:24:14+00:00,0.4,0.4,0.06,108000000.0,0.4,,57000000.0,110800000.0,113200000.0,-2400000.0,106800000.0,4000000.0,1262500000.0,1537000000.0,,,,,12800000.0,130000000.0,-2800000.0,,,54200000.0,1262500000.0,404500000.0,52300000.0,-9800000.0,172200000.0,232300000.0,-62100000.0,170200000.0,1667000000.0,265700000.0,265700000.0,265700000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.94,0.94,0.12,197500000.0,0.92,,108600000.0,257200000.0,231200000.0,26000000.0,249200000.0,8000000.0,2050600000.0,2486500000.0,,,,,19000000.0,304700000.0,-13400000.0,,,91700000.0,2050600000.0,740600000.0,99300000.0,-6700000.0,294800000.0,445800000.0,-106000000.0,339800000.0,2791200000.0,265300000.0,265300000.0,265300000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 11:55:52+00:00,0.3,0.3,0.06,101200000.0,0.29,,78400000.0,82000000.0,90000000.0,-8000000.0,79200000.0,2800000.0,969900000.0,1206500000.0,,,,,9600000.0,131700000.0,-10100000.0,,,45600000.0,969900000.0,368300000.0,48200000.0,-5400000.0,146300000.0,222000000.0,-53600000.0,168400000.0,1338200000.0,265300000.0,265300000.0,265300000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 17:27:48+00:00,0.64,0.64,0.06,96300000.0,0.63,,30200000.0,175200000.0,141200000.0,34000000.0,170000000.0,5200000.0,1080700000.0,1280000000.0,,,,,9400000.0,173000000.0,-3300000.0,,,46100000.0,1080700000.0,372300000.0,51100000.0,-1300000.0,148500000.0,223800000.0,-52400000.0,171400000.0,1453000000.0,265600000.0,265600000.0,269800000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2010.0,Q4,2010-10-01,2010-12-31,,0.77,0.77,0.08,531700000.0,0.75,,370200000.0,1017200000.0,1060600000.0,-43400000.0,1811000000.0,33200000.0,5748700000.0,1521300000.0,,-827000000.0,,6668200000.0,61500000.0,105200000.0,-44400000.0,,,300800000.0,5748700000.0,-4122200000.0,273900000.0,8300000.0,849600000.0,-4971800000.0,6402600000.0,1430800000.0,1626500000.0,824700000.0,824700000.0,836300000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2010.0,FY,2010-01-01,2010-12-31,2013-02-25 15:03:00+00:00,2.88,2.88,0.295,859000000.0,2.84,,627400000.0,1604400000.0,1650000000.0,-45600000.0,2375000000.0,56400000.0,9275400000.0,6139600000.0,,-827000000.0,,6668200000.0,91800000.0,528600000.0,-59800000.0,,0.0,464400000.0,9275400000.0,-2607200000.0,444000000.0,15800000.0,1355400000.0,-3962600000.0,6240000000.0,2277400000.0,6668200000.0,824700000.0,824700000.0,836300000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2010.0,Q3YTD,2010-01-01,2010-09-30,,2.11,2.11,0.21,327300000.0,2.09,,257200000.0,587200000.0,589400000.0,-2200000.0,564000000.0,23200000.0,3526700000.0,4618300000.0,,,,,30300000.0,423400000.0,-15400000.0,,,163600000.0,3526700000.0,1515000000.0,170100000.0,7500000.0,505800000.0,1009200000.0,-162600000.0,846600000.0,5041700000.0,267100000.0,267100000.0,267100000.0
