company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2007.0,FY,2007-01-01,2007-12-31,2010-02-24 17:14:10+00:00,-36900000.0,8000000.0,346300000.0,-187500000.0,,101100000.0,41700000.0,-538900000.0,460700000.0,-67000000.0,-36400000.0,-141300000.0,-25300000.0,-575300000.0,319400000.0,-281200000.0,261500000.0,441600000.0,-180100000.0,-147700000.0,122900000.0,-178200000.0,-63700000.0,-4600000.0,-438800000.0,-118600000.0,0.0,,119600000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 11:25:23+00:00,-40900000.0,,402400000.0,148500000.0,,4100000.0,-498000000.0,-419300000.0,1420800000.0,,23900000.0,-123000000.0,-498000000.0,-395400000.0,1297800000.0,404400000.0,959100000.0,987900000.0,-28800000.0,-118000000.0,14100000.0,-184500000.0,-175000000.0,-2600000.0,-264100000.0,-130400000.0,-210800000.0,,72800000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2008.0,Q4,2008-10-01,2008-12-31,,98600000.0,-5700000.0,118000000.0,101400000.0,-5200000.0,-6700000.0,-322700000.0,37600000.0,622300000.0,,25500000.0,-17000000.0,-322700000.0,63100000.0,605300000.0,345700000.0,293600000.0,280300000.0,13300000.0,128300000.0,-27100000.0,-6000000.0,-126100000.0,100000.0,-91600000.0,-5100000.0,-152500000.0,,36500000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2008.0,Q3,2008-07-01,2008-09-30,,-118300000.0,2500000.0,99600000.0,47800000.0,2400000.0,8500000.0,-169600000.0,-227800000.0,468700000.0,,-1600000.0,-40500000.0,-169600000.0,-229400000.0,428200000.0,29200000.0,371800000.0,385200000.0,-13400000.0,-66400000.0,900000.0,-55100000.0,-16400000.0,-100000.0,-62500000.0,-106700000.0,-58300000.0,,8200000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 11:05:50+00:00,-139500000.0,5700000.0,284400000.0,47100000.0,5200000.0,10800000.0,-175300000.0,-456900000.0,798500000.0,,-1600000.0,-106000000.0,-175300000.0,-458500000.0,692500000.0,58700000.0,665500000.0,707600000.0,-42100000.0,-246300000.0,41200000.0,-178500000.0,-48900000.0,-2700000.0,-172500000.0,-125300000.0,-58300000.0,,36300000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 11:38:14+00:00,-21200000.0,3200000.0,184800000.0,-700000.0,2800000.0,2300000.0,-5700000.0,-229100000.0,329800000.0,,,-65500000.0,-5700000.0,-229100000.0,264300000.0,29500000.0,293700000.0,322400000.0,-28700000.0,-179900000.0,40300000.0,-123400000.0,-32500000.0,-2600000.0,-110000000.0,-18600000.0,,,28100000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 12:31:55+00:00,-56800000.0,,400500000.0,42300000.0,,1600000.0,-104600000.0,-407400000.0,1044900000.0,,900000.0,5300000.0,-104600000.0,-406500000.0,1050200000.0,539100000.0,463000000.0,443200000.0,19800000.0,158900000.0,0.0,-6100000.0,-66800000.0,-15000000.0,-383400000.0,-37100000.0,-2300000.0,0.0,53900000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 11:55:52+00:00,-24500000.0,,197500000.0,-250600000.0,,10600000.0,-26900000.0,-208000000.0,226400000.0,,-300000.0,5100000.0,-26900000.0,-208300000.0,231500000.0,-3700000.0,257200000.0,231200000.0,26000000.0,48300000.0,600000.0,-127000000.0,-32100000.0,-10000000.0,-81900000.0,-6000000.0,,,35400000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2009.0,Q2TTM,2008-07-01,2009-06-30,,-44200000.0,-3200000.0,415100000.0,-101400000.0,-2800000.0,12400000.0,-519200000.0,-398200000.0,1317400000.0,,23600000.0,-52400000.0,-519200000.0,-374600000.0,1265000000.0,371200000.0,922600000.0,896700000.0,25900000.0,110200000.0,-25600000.0,-188100000.0,-174600000.0,-10000000.0,-236000000.0,-117800000.0,-210800000.0,,80100000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2009.0,Q2,2009-04-01,2009-06-30,,-9500000.0,-1900000.0,101200000.0,-201100000.0,,100000.0,-18400000.0,-102000000.0,6200000.0,,-300000.0,33800000.0,-18400000.0,-102300000.0,40000000.0,-80700000.0,82000000.0,90000000.0,-8000000.0,18000000.0,600000.0,-67200000.0,-16100000.0,-10000000.0,-46200000.0,-3000000.0,,,30900000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 17:27:48+00:00,-15000000.0,1900000.0,96300000.0,-49500000.0,,10500000.0,-8500000.0,-106000000.0,220200000.0,,,-28700000.0,-8500000.0,-106000000.0,191500000.0,77000000.0,175200000.0,141200000.0,34000000.0,30300000.0,,-59800000.0,-16000000.0,,-35700000.0,-3000000.0,,,4500000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2010.0,Q4,2010-10-01,2010-12-31,,-23500000.0,,102200000.0,-785600000.0,,1164300000.0,4700000.0,-269400000.0,209400000.0,,-10900000.0,-6100000.0,4700000.0,-280300000.0,203300000.0,-72300000.0,215000000.0,235600000.0,-20600000.0,657200000.0,-1104900000.0,-1400000.0,-22900000.0,-1000000.0,-254700000.0,-18300000.0,-13500000.0,1800000.0,9400000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2010.0,FY,2010-01-01,2010-12-31,2013-02-25 15:03:00+00:00,-76000000.0,,429500000.0,-89400000.0,,1164300000.0,-77100000.0,-692700000.0,1104500000.0,,-10900000.0,-17400000.0,-77100000.0,-703600000.0,1087100000.0,306400000.0,802200000.0,825000000.0,-22800000.0,-60600000.0,51000000.0,-8800000.0,-79400000.0,-93400000.0,-546000000.0,-1199500000.0,-13500000.0,12400000.0,19100000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-11-05 12:24:14+00:00,-52500000.0,,327300000.0,696200000.0,,,-81800000.0,-423300000.0,895100000.0,,,-11300000.0,-81800000.0,-423300000.0,883800000.0,378700000.0,587200000.0,589400000.0,-2200000.0,-717800000.0,1155900000.0,-7400000.0,-56500000.0,-92400000.0,-291300000.0,-1181200000.0,,10600000.0,9700000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2010.0,Q3,2010-07-01,2010-09-30,,-22000000.0,,116700000.0,795900000.0,,,-27300000.0,-189600000.0,428800000.0,,,-1400000.0,-27300000.0,-189600000.0,427400000.0,210500000.0,236300000.0,237600000.0,-1300000.0,-721400000.0,653500000.0,-3000000.0,-18900000.0,-75000000.0,-103800000.0,-661900000.0,,10600000.0,3600000.0
Peabody Energy Corp,BTU,EJCO258LNNVSKAR2JX59,1064728,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-08-06 11:55:52+00:00,-30500000.0,,210600000.0,-99700000.0,,,-54500000.0,-233700000.0,466300000.0,,,-9900000.0,-54500000.0,-233700000.0,456400000.0,168200000.0,350900000.0,351800000.0,-900000.0,3600000.0,502400000.0,-4400000.0,-37600000.0,-17400000.0,-187500000.0,-519300000.0,,,6100000.0
