company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,othergains,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Cognizant Technology Solutions Corp,CTSH,,1058290,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 15:07:06+00:00,1.22,1.22,,53918000.0,1.15,64223000.0,350133000.0,350133000.0,350133000.0,1206035000.0,2135577000.0,,3274000.0,,494102000.0,1206035000.0,929542000.0,,29560000.0,548020000.0,381522000.0,32834000.0,414356000.0,2135577000.0,287000000.0,288155000.0,303593000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2008.0,FY,2008-01-01,2008-12-31,2011-02-23 17:01:58+00:00,1.49,1.49,,74797000.0,1.44,84365000.0,430845000.0,430845000.0,430845000.0,1572816000.0,2816304000.0,,-23648000.0,,652021000.0,1572816000.0,1243488000.0,,22188000.0,726818000.0,516670000.0,-1460000.0,515210000.0,2816304000.0,289200000.0,290121000.0,298940000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 15:43:43+00:00,0.39,0.39,,19474000.0,0.38,20370000.0,112828000.0,112828000.0,112828000.0,405936000.0,734726000.0,,-14777000.0,,166685000.0,405936000.0,328790000.0,,5344000.0,186159000.0,142631000.0,-9433000.0,133198000.0,734726000.0,289300000.0,291341000.0,299805000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 15:11:17+00:00,0.36,0.36,,17777000.0,0.35,20201000.0,103856000.0,103856000.0,103856000.0,380867000.0,685427000.0,,-485000.0,,167105000.0,380867000.0,304560000.0,,4864000.0,184882000.0,119678000.0,4379000.0,124057000.0,685427000.0,288500000.0,289709000.0,299332000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2009.0,Q4,2009-10-01,2009-12-31,,0.49,0.49,,24339000.0,0.49,24593000.0,144004000.0,144004000.0,144004000.0,520796000.0,902721000.0,,-4450000.0,,190678000.0,520796000.0,381925000.0,,6139000.0,215017000.0,166908000.0,1689000.0,168597000.0,902721000.0,293900000.0,293304000.0,301115000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:21:43+00:00,1.82,1.82,,89371000.0,1.78,101988000.0,534963000.0,534963000.0,534963000.0,1849443000.0,3278663000.0,,2566000.0,,721359000.0,1849443000.0,1429220000.0,,15895000.0,810730000.0,618490000.0,18461000.0,636951000.0,3278663000.0,293900000.0,293304000.0,301115000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2009.0,Q3,2009-07-01,2009-09-30,2010-11-03 17:02:55+00:00,0.47,0.47,,22301000.0,0.45,27127000.0,136572000.0,136572000.0,136572000.0,475599000.0,853488000.0,,-2747000.0,,193806000.0,475599000.0,377889000.0,,4664000.0,216107000.0,161782000.0,1917000.0,163699000.0,853488000.0,290600000.0,293664000.0,302582000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.33,1.33,,65032000.0,1.33,77395000.0,390959000.0,390959000.0,390959000.0,1328647000.0,2375942000.0,,7016000.0,,530681000.0,1328647000.0,1047295000.0,,9756000.0,595713000.0,451582000.0,16772000.0,468354000.0,2375942000.0,290600000.0,293664000.0,302582000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 16:16:36+00:00,0.48,0.48,,21579000.0,0.47,27911000.0,141255000.0,141255000.0,141255000.0,433340000.0,776592000.0,,14874000.0,,170003000.0,433340000.0,343252000.0,,2622000.0,191582000.0,151670000.0,17496000.0,169166000.0,776592000.0,294300000.0,292337000.0,299272000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.87,0.87,,42731000.0,0.87,50268000.0,254387000.0,254387000.0,254387000.0,853048000.0,1522454000.0,,9763000.0,,336875000.0,853048000.0,669406000.0,,5092000.0,379606000.0,289800000.0,14855000.0,304655000.0,1522454000.0,294300000.0,292337000.0,299272000.0
