company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Cognizant Technology Solutions Corp,CTSH,,1058290,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 15:07:06+00:00,-146820000.0,43256000.0,,53918000.0,2919000.0,-56942000.0,67103000.0,,4008000.0,-277339000.0,344320000.0,4008000.0,-277339000.0,344320000.0,73908000.0,350133000.0,350133000.0,-2789000.0,42265000.0,,-968669000.0,-182467000.0,,-105360000.0,1020617000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2008.0,Q4,2008-10-01,2008-12-31,,,82802000.0,,21253000.0,-12353000.0,45879000.0,6063000.0,,6797000.0,-21553000.0,192913000.0,6797000.0,-21553000.0,192913000.0,165804000.0,112288000.0,112288000.0,13493000.0,734000.0,,-6868000.0,-23085000.0,,,8400000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2008.0,FY,2008-01-01,2008-12-31,2011-02-23 17:01:58+00:00,-20956000.0,82802000.0,,74797000.0,-23512000.0,-113904000.0,54876000.0,,44034000.0,-55006000.0,429705000.0,44034000.0,-55006000.0,429705000.0,395221000.0,430845000.0,430845000.0,37967000.0,16993000.0,,-135200000.0,-169410000.0,,-27835000.0,270560000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2008.0,Q3,2008-07-01,2008-09-30,,,,,19474000.0,-14342000.0,-4555000.0,8521000.0,,-18212000.0,-59143000.0,139766000.0,-18212000.0,-59143000.0,139766000.0,48069000.0,112828000.0,112828000.0,12019000.0,1102000.0,,-20222000.0,-61115000.0,,-27835000.0,22194000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 15:43:43+00:00,-20956000.0,,,53544000.0,-11159000.0,-159783000.0,48813000.0,,37237000.0,-33453000.0,236792000.0,37237000.0,-33453000.0,236792000.0,229417000.0,318557000.0,318557000.0,24474000.0,16259000.0,,-128332000.0,-146325000.0,,-27835000.0,262160000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 15:11:17+00:00,-20956000.0,,,34070000.0,3183000.0,-155228000.0,40292000.0,,55449000.0,25690000.0,97026000.0,55449000.0,25690000.0,97026000.0,181348000.0,205729000.0,205729000.0,12455000.0,15157000.0,,-108110000.0,-85210000.0,,0.0,239966000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2009.0,Q4,2009-10-01,2009-12-31,,-62837000.0,120544000.0,,24339000.0,216000.0,80079000.0,27891000.0,,45351000.0,-175085000.0,237522000.0,45351000.0,-175085000.0,237522000.0,108004000.0,144004000.0,144004000.0,-10900000.0,19155000.0,,-119382000.0,-14626000.0,,-1695000.0,21760000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:21:43+00:00,-68613000.0,120544000.0,,89371000.0,11355000.0,37485000.0,61651000.0,,76948000.0,-394764000.0,672325000.0,76948000.0,-394764000.0,672325000.0,365864000.0,534963000.0,534963000.0,10506000.0,31556000.0,,-348209000.0,-76639000.0,,-16259000.0,98697000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2009.0,Q3TTM,2008-10-01,2009-09-30,,-5776000.0,82802000.0,,86285000.0,-1214000.0,3285000.0,39823000.0,,38394000.0,-241232000.0,627716000.0,38394000.0,-241232000.0,627716000.0,423664000.0,503247000.0,503247000.0,34899000.0,13135000.0,,-235695000.0,-85098000.0,,-14564000.0,85337000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2009.0,Q3,2009-07-01,2009-09-30,,-4472000.0,,,22301000.0,1875000.0,44585000.0,15313000.0,,21464000.0,-99245000.0,208455000.0,21464000.0,-99245000.0,208455000.0,132549000.0,136572000.0,136572000.0,4997000.0,7250000.0,,-99932000.0,-31988000.0,,-1099000.0,37147000.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-03 17:02:55+00:00,-5776000.0,,,65032000.0,11139000.0,-42594000.0,33760000.0,,31597000.0,-219679000.0,434803000.0,31597000.0,-219679000.0,434803000.0,257860000.0,390959000.0,390959000.0,21406000.0,12401000.0,,-228827000.0,-62013000.0,,-14564000.0,76937000.0
