company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Cognizant Technology Solutions Corp,CTSH,,1058290,2008.0,FY,,2008-12-31,2010-02-25 15:07:06+00:00,39970000.0,579639000.0,309484000.0,-9479000.0,,735066000.0,,544652000.0,38123000.0,48315000.0,154035000.0,47790000.0,,161693000.0,455254000.0,,52816000.0,7294000.0,77586000.0,,34853000.0,14111000.0,,1430405000.0,,27513000.0,2374560000.0,1965578000.0,1468119000.0,387577000.0,1965578000.0,1965578000.0,408982000.0,2374560000.0,451187000.0,21405000.0,0.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2009.0,FY,,2009-12-31,2011-02-23 17:01:58+00:00,54640000.0,709240000.0,540363000.0,20277000.0,,1100930000.0,,667532000.0,51605000.0,73791000.0,192372000.0,75757000.0,,151131000.0,481516000.0,,80618000.0,0.0,125205000.0,,49278000.0,38455000.0,,1965368000.0,,298402000.0,3338240000.0,2653177000.0,2307568000.0,646608000.0,2653177000.0,2653177000.0,685063000.0,3338240000.0,549156000.0,38455000.0,0.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2009.0,Q3,,2009-09-30,2009-11-06 15:43:43+00:00,53403000.0,684770000.0,418194000.0,6364000.0,,992926000.0,,608490000.0,36777000.0,51936000.0,160881000.0,65474000.0,,157032000.0,460237000.0,,72036000.0,0.0,97419000.0,,43996000.0,31890000.0,,1821364000.0,,189775000.0,2976482000.0,2436218000.0,2016826000.0,508374000.0,2436218000.0,2436218000.0,540264000.0,2976482000.0,499419000.0,31890000.0,0.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2009.0,Q2,,2009-06-30,2009-08-07 15:11:17+00:00,45739000.0,635916000.0,312012000.0,7894000.0,,860377000.0,0.0,575011000.0,32107000.0,45362000.0,154196000.0,45858000.0,,160782000.0,446926000.0,,58919000.0,624000.0,99224000.0,,42932000.0,15108000.0,,1684792000.0,,122795000.0,2673287000.0,2267697000.0,1763674000.0,389858000.0,2267697000.0,2267697000.0,405590000.0,2673287000.0,462687000.0,15732000.0,0.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2010.0,FY,,2010-12-31,2012-02-27 16:21:43+00:00,75373000.0,1014268000.0,770763000.0,35598000.0,,1540969000.0,0.0,849925000.0,84590000.0,96164000.0,223963000.0,85136000.0,,,570448000.0,,109808000.0,4946000.0,181414000.0,,75485000.0,62971000.0,,2698908000.0,,685419000.0,4583074000.0,3584431000.0,3518234000.0,930726000.0,3584431000.0,3584431000.0,998643000.0,4583074000.0,494392000.0,67917000.0,0.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2010.0,Q3,,2010-09-30,2010-11-03 17:02:55+00:00,93945000.0,1065136000.0,652272000.0,25709000.0,,1317077000.0,,848733000.0,57952000.0,69159000.0,222844000.0,89517000.0,,,521497000.0,,105322000.0,6076000.0,171569000.0,,72419000.0,68850000.0,,2492742000.0,,611739000.0,4246279000.0,3367184000.0,3234680000.0,804169000.0,3367184000.0,3367184000.0,879095000.0,4246279000.0,490102000.0,74926000.0,0.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2010.0,Q2,,2010-06-30,2010-08-06 16:16:36+00:00,80986000.0,933691000.0,507791000.0,-21080000.0,,1039686000.0,,772924000.0,56821000.0,59162000.0,214814000.0,92972000.0,,,504769000.0,,87286000.0,6071000.0,160072000.0,,59389000.0,71598000.0,,2289043000.0,,612313000.0,3764154000.0,3040887000.0,2804924000.0,645598000.0,3040887000.0,3040887000.0,723267000.0,3764154000.0,454461000.0,77669000.0,0.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2010.0,Q1,,2010-03-31,2010-05-07 16:02:36+00:00,85630000.0,812325000.0,438941000.0,44043000.0,,1080942000.0,,725458000.0,53576000.0,60807000.0,193898000.0,76745000.0,,137447000.0,478363000.0,,86584000.0,,162220000.0,,67477000.0,45231000.0,,2116868000.0,,352939000.0,3509747000.0,2886369000.0,2469233000.0,578147000.0,2886369000.0,2886369000.0,623378000.0,3509747000.0,562151000.0,45231000.0,0.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2011.0,FY,,2011-12-31,2013-02-26 17:26:02+00:00,72205000.0,1318670000.0,1031787000.0,-325394000.0,,1310906000.0,0.0,695754000.0,105713000.0,109042000.0,288772000.0,97616000.0,,,758034000.0,,164192000.0,3339000.0,225530000.0,,113813000.0,342003000.0,,3582526000.0,,1121358000.0,5507933000.0,3952886000.0,4085506000.0,1209705000.0,3952886000.0,3952886000.0,1555047000.0,5507933000.0,664393000.0,345342000.0,0.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2011.0,Q3,,2011-09-30,2011-11-04 17:12:47+00:00,78183000.0,1268076000.0,874654000.0,-50681000.0,,1181219000.0,0.0,647804000.0,87893000.0,108075000.0,289056000.0,102567000.0,,,664609000.0,,135570000.0,3605000.0,144770000.0,,100116000.0,120258000.0,,3342399000.0,,1110057000.0,5104115000.0,3939522000.0,3812197000.0,1040730000.0,3939522000.0,3939522000.0,1164593000.0,5104115000.0,627309000.0,123863000.0,0.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2011.0,Q2,,2011-06-30,2011-08-04 16:09:04+00:00,89057000.0,1227592000.0,713665000.0,76637000.0,,1193040000.0,0.0,759932000.0,84629000.0,80756000.0,224136000.0,87850000.0,,,614494000.0,,112846000.0,3558000.0,180138000.0,,119479000.0,73944000.0,,3115280000.0,,1076371000.0,4916702000.0,3951849000.0,3757897000.0,887351000.0,3951849000.0,3951849000.0,964853000.0,4916702000.0,544311000.0,77502000.0,0.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2011.0,Q1,,2011-03-31,2011-05-05 16:02:22+00:00,117595000.0,1123150000.0,602097000.0,39950000.0,,1293499000.0,,817004000.0,82021000.0,68120000.0,224009000.0,81790000.0,,,601699000.0,,112306000.0,3870000.0,176415000.0,,82269000.0,68101000.0,,2907235000.0,,874616000.0,4637873000.0,3764189000.0,3535800000.0,801713000.0,3764189000.0,3764189000.0,873684000.0,4637873000.0,500374000.0,71971000.0,0.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2012.0,FY,,2012-12-31,2014-02-25 17:16:33+00:00,108707000.0,1528746000.0,1118927000.0,-239683000.0,,1570077000.0,0.0,460277000.0,149696000.0,201894000.0,309185000.0,87475000.0,,,971486000.0,,178824000.0,2777000.0,219896000.0,,160307000.0,287081000.0,,4633789000.0,,1293681000.0,6521571000.0,4854383000.0,4814294000.0,1377330000.0,4854383000.0,4854383000.0,1667188000.0,6521571000.0,735791000.0,289858000.0,0.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2012.0,Q3,,2012-09-30,2012-11-08 16:57:39+00:00,111420000.0,1577195000.0,1047741000.0,-190043000.0,,1324739000.0,0.0,407403000.0,116427000.0,166164000.0,301403000.0,87583000.0,,,878561000.0,,154927000.0,4593000.0,166424000.0,,143034000.0,254488000.0,,4355010000.0,,1307009000.0,6107039000.0,4572370000.0,4541531000.0,1275588000.0,4572370000.0,4572370000.0,1534669000.0,6107039000.0,686947000.0,259081000.0,0.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2012.0,Q2,,2012-06-30,2012-08-06 17:05:44+00:00,104411000.0,1503887000.0,940059000.0,-396741000.0,,1050245000.0,0.0,410965000.0,106625000.0,104151000.0,289211000.0,86530000.0,,,837683000.0,,167462000.0,3073000.0,198172000.0,,120981000.0,407718000.0,,4078109000.0,,1295897000.0,5654219000.0,4092333000.0,4152352000.0,1151095000.0,4092333000.0,4092333000.0,1561886000.0,5654219000.0,664184000.0,410791000.0,0.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2012.0,Q1,,2012-03-31,2012-05-09 16:36:44+00:00,109983000.0,1421258000.0,803445000.0,-193331000.0,,1328535000.0,,734403000.0,107817000.0,94641000.0,289904000.0,93421000.0,,,784975000.0,,164074000.0,2978000.0,189648000.0,,139009000.0,276653000.0,,3826177000.0,,1162660000.0,5668125000.0,4367249000.0,4196742000.0,1021245000.0,4367249000.0,4367249000.0,1300876000.0,5668125000.0,686408000.0,279631000.0,0.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2013.0,FY,,2013-12-31,2015-02-27 16:33:53+00:00,113394000.0,1875272000.0,1478221000.0,-276259000.0,,2213006000.0,0.0,549683000.0,182893000.0,256230000.0,444236000.0,131274000.0,0.0,,1081164000.0,0.0,147149000.0,21170000.0,268907000.0,,183013000.0,203249000.0,,5862367000.0,0.0,1534467000.0,8134718000.0,6135791000.0,6147882000.0,1774508000.0,6135791000.0,6135791000.0,1998927000.0,8134718000.0,905672000.0,224419000.0,0.0
Cognizant Technology Solutions Corp,CTSH,,1058290,2013.0,Q3,,2013-09-30,2013-11-06 16:47:00+00:00,114825000.0,1891186000.0,1345276000.0,-375089000.0,,2031119000.0,0.0,485330000.0,141937000.0,268635000.0,417959000.0,118141000.0,,,1011803000.0,,160746000.0,14794000.0,218785000.0,,169295000.0,352041000.0,,5538035000.0,,1329480000.0,7617149000.0,5648276000.0,5739205000.0,1602038000.0,5648276000.0,5648276000.0,1968873000.0,7617149000.0,866141000.0,366835000.0,0.0
