company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,extraordinaryincome,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:06:23+00:00,3.9,3.9,1.46,1368000000.0,3.88,-158000000.0,,1783000000.0,,2561000000.0,2727000000.0,-8000000.0,2539000000.0,22000000.0,6837000000.0,14816000000.0,,,102000000.0,552000000.0,-3635000000.0,,4125000000.0,6837000000.0,7979000000.0,1161000000.0,2410000000.0,5569000000.0,-1059000000.0,4510000000.0,14816000000.0,651000000.0,651000000.0,654400000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 16:10:25+00:00,3.17,3.17,1.58,1034000000.0,3.16,,,953000000.0,,1850000000.0,1660000000.0,190000000.0,1834000000.0,16000000.0,7600000000.0,15895000000.0,,,-42000000.0,493000000.0,0.0,,3284000000.0,7600000000.0,8295000000.0,829000000.0,4811000000.0,3484000000.0,-871000000.0,2613000000.0,15895000000.0,578500000.0,578500000.0,580400000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2008.0,Q3,2008-07-01,2008-09-30,2009-11-02 16:04:54+00:00,1.76,0.88,0.395,259000000.0,0.87,,,344000000.0,,512000000.0,512000000.0,0.0,508000000.0,4000000.0,2177000000.0,4365000000.0,,,14000000.0,112000000.0,,,762000000.0,2177000000.0,2188000000.0,213000000.0,1133000000.0,1055000000.0,-199000000.0,856000000.0,4365000000.0,288600000.0,577300000.0,583900000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2008.0,Q2,2008-04-01,2008-06-30,2009-07-31 16:02:45+00:00,0.52,0.52,0.395,257000000.0,0.51,,,200000000.0,109000000.0,302000000.0,304000000.0,-2000000.0,298000000.0,4000000.0,1518000000.0,3399000000.0,,,-1000000.0,,,,804000000.0,1518000000.0,1881000000.0,206000000.0,1170000000.0,711000000.0,-207000000.0,504000000.0,3399000000.0,573100000.0,573100000.0,584300000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 17:20:58+00:00,2.17,2.17,1.75,1138000000.0,2.17,,,596000000.0,,1304000000.0,1278000000.0,26000000.0,1287000000.0,17000000.0,6896000000.0,14798000000.0,,,194000000.0,483000000.0,0.0,,3712000000.0,6896000000.0,7902000000.0,889000000.0,5333000000.0,2569000000.0,-695000000.0,1874000000.0,14798000000.0,593100000.0,593100000.0,593100000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2009.0,Q4,2009-10-01,2009-12-31,,0.99,0.99,0.45,314000000.0,0.99,,,-170000000.0,,-4000000.0,-77000000.0,73000000.0,585000000.0,5000000.0,1737000000.0,3176000000.0,,-594000000.0,58000000.0,117000000.0,,,1080000000.0,1737000000.0,1439000000.0,233000000.0,1511000000.0,-72000000.0,-175000000.0,-247000000.0,3176000000.0,593100000.0,593100000.0,593100000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2009.0,Q3,2009-07-01,2009-09-30,2010-10-29 16:04:25+00:00,1.0,1.0,0.4375,274000000.0,1.0,,,360000000.0,,598000000.0,639000000.0,-41000000.0,0.0,4000000.0,1449000000.0,3630000000.0,,594000000.0,128000000.0,106000000.0,0.0,,713000000.0,1449000000.0,2181000000.0,217000000.0,1093000000.0,1088000000.0,-89000000.0,999000000.0,3630000000.0,0.0,0.0,0.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2009.0,Q3YTD,2009-01-01,2009-09-30,,,,,824000000.0,,,,766000000.0,,1308000000.0,1355000000.0,-47000000.0,702000000.0,12000000.0,5159000000.0,11622000000.0,,594000000.0,136000000.0,366000000.0,,,2632000000.0,5159000000.0,6463000000.0,656000000.0,3822000000.0,2641000000.0,-520000000.0,2121000000.0,11622000000.0,0.0,0.0,0.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2009.0,Q2,2009-04-01,2009-06-30,2010-08-02 16:04:10+00:00,0.76,0.76,0.4375,271000000.0,0.76,,,265000000.0,,458000000.0,473000000.0,-15000000.0,454000000.0,4000000.0,1454000000.0,3406000000.0,,,69000000.0,107000000.0,0.0,,685000000.0,1454000000.0,1952000000.0,220000000.0,1063000000.0,889000000.0,-151000000.0,738000000.0,3406000000.0,597400000.0,597400000.0,597400000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.18,1.18,0.88,550000000.0,1.18,,,406000000.0,,710000000.0,716000000.0,-6000000.0,702000000.0,8000000.0,3710000000.0,7992000000.0,,,8000000.0,260000000.0,,,1919000000.0,3710000000.0,4282000000.0,439000000.0,2729000000.0,1553000000.0,-431000000.0,1122000000.0,7992000000.0,597400000.0,597400000.0,597400000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2009.0,Q1,2009-01-01,2009-03-31,2010-04-29 16:04:11+00:00,0.42,0.42,0.4375,279000000.0,0.42,,,141000000.0,,252000000.0,243000000.0,9000000.0,248000000.0,4000000.0,2256000000.0,4586000000.0,,,-61000000.0,153000000.0,,,1234000000.0,2256000000.0,2330000000.0,219000000.0,1666000000.0,664000000.0,-280000000.0,384000000.0,4586000000.0,590500000.0,590500000.0,590500000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2010.0,Q4,2010-10-01,2010-12-31,,0.52,0.52,0.46,241000000.0,0.51,,,309000000.0,,311000000.0,414000000.0,-111000000.0,2371000000.0,13000000.0,1489000000.0,3476000000.0,8000000.0,-2065000000.0,61000000.0,119000000.0,,-8000000.0,739000000.0,1489000000.0,1987000000.0,226000000.0,1099000000.0,888000000.0,-165000000.0,723000000.0,3476000000.0,588700000.0,588700000.0,589900000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 12:09:51+00:00,4.77,4.77,1.83,1035000000.0,4.76,,,2112000000.0,,2825000000.0,3083000000.0,-258000000.0,2808000000.0,17000000.0,6536000000.0,14927000000.0,,,170000000.0,524000000.0,-2467000000.0,,3448000000.0,6536000000.0,8391000000.0,826000000.0,2540000000.0,5851000000.0,-656000000.0,5195000000.0,14927000000.0,588700000.0,588700000.0,589900000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2010.0,Q3YTD,2010-01-01,2010-09-30,,4.25,4.25,1.37,794000000.0,4.25,,,1803000000.0,,2514000000.0,2669000000.0,-147000000.0,437000000.0,4000000.0,5047000000.0,11451000000.0,-8000000.0,2065000000.0,109000000.0,405000000.0,-2467000000.0,8000000.0,2709000000.0,5047000000.0,6404000000.0,600000000.0,1441000000.0,4963000000.0,-491000000.0,4472000000.0,11451000000.0,0.0,0.0,0.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2010.0,Q3TTM,2009-10-01,2010-09-30,,,,,1108000000.0,,,,1633000000.0,,2510000000.0,2592000000.0,-74000000.0,1022000000.0,9000000.0,6784000000.0,14627000000.0,-8000000.0,1471000000.0,167000000.0,522000000.0,-2467000000.0,8000000.0,3789000000.0,6784000000.0,7843000000.0,833000000.0,2952000000.0,4891000000.0,-666000000.0,4225000000.0,14627000000.0,0.0,0.0,0.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2010.0,Q2YTD,2010-01-01,2010-06-30,,3.27,3.27,0.92,531000000.0,3.27,,,1429000000.0,,1939000000.0,2090000000.0,-147000000.0,437000000.0,4000000.0,3384000000.0,7501000000.0,-4000000.0,1494000000.0,46000000.0,288000000.0,-2467000000.0,4000000.0,1921000000.0,3384000000.0,4117000000.0,371000000.0,273000000.0,3844000000.0,-325000000.0,3519000000.0,7501000000.0,88300000.0,88300000.0,88300000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2010.0,Q2TTM,2009-07-01,2010-06-30,,11.57,11.57,-0.23,1119000000.0,11.57,,,1619000000.0,,2533000000.0,2652000000.0,-115000000.0,1022000000.0,13000000.0,6570000000.0,14307000000.0,-4000000.0,1494000000.0,232000000.0,511000000.0,-2467000000.0,4000000.0,3714000000.0,6570000000.0,7737000000.0,821000000.0,2877000000.0,4860000000.0,-589000000.0,4271000000.0,14307000000.0,88300000.0,88300000.0,88300000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2010.0,Q1,2010-01-01,2010-03-31,2011-04-29 08:55:09+00:00,0.29,0.29,0.4575,269000000.0,0.29,,,295000000.0,,178000000.0,327000000.0,-149000000.0,174000000.0,4000000.0,1928000000.0,4168000000.0,,,71000000.0,169000000.0,,,1068000000.0,1928000000.0,2240000000.0,183000000.0,1506000000.0,734000000.0,-112000000.0,622000000.0,4168000000.0,600000000.0,600000000.0,600000000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2010.0,Q1TTM,2009-04-01,2010-03-31,,2.02,2.02,1.79,1128000000.0,2.02,,,750000000.0,,1230000000.0,1362000000.0,-132000000.0,1213000000.0,17000000.0,6568000000.0,14380000000.0,,,326000000.0,499000000.0,,,3546000000.0,6568000000.0,7812000000.0,853000000.0,5173000000.0,2639000000.0,-527000000.0,2112000000.0,14380000000.0,600000000.0,600000000.0,600000000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 17:37:14+00:00,2.46,2.46,1.97,1018000000.0,2.45,,,778000000.0,,1426000000.0,1484000000.0,-58000000.0,1408000000.0,18000000.0,6160000000.0,13765000000.0,,,178000000.0,529000000.0,,,3178000000.0,6160000000.0,7605000000.0,796000000.0,4725000000.0,2880000000.0,-618000000.0,2262000000.0,13765000000.0,572400000.0,572400000.0,574700000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2011.0,Q1,2011-01-01,2011-03-31,2012-04-26 14:38:12+00:00,0.83,0.83,0.4925,436000000.0,0.82,,,480000000.0,,483000000.0,761000000.0,,753000000.0,4000000.0,2521000000.0,5814000000.0,-278000000.0,-278000000.0,86000000.0,220000000.0,,4000000.0,1163000000.0,2521000000.0,3293000000.0,319000000.0,1819000000.0,1474000000.0,-233000000.0,1241000000.0,5814000000.0,907200000.0,907200000.0,918300000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2011.0,Q1TTM,2010-04-01,2011-03-31,,5.31,5.31,1.87,1202000000.0,5.29,,,2297000000.0,,3130000000.0,3517000000.0,-109000000.0,3387000000.0,17000000.0,7129000000.0,16573000000.0,-278000000.0,-278000000.0,185000000.0,575000000.0,-2467000000.0,4000000.0,3543000000.0,7129000000.0,9444000000.0,962000000.0,2853000000.0,6591000000.0,-777000000.0,5814000000.0,16573000000.0,907200000.0,907200000.0,918300000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 10:12:32+00:00,0.53,0.53,2.11,1127000000.0,0.53,,,811000000.0,,329000000.0,1454000000.0,-1125000000.0,302000000.0,27000000.0,5209000000.0,12835000000.0,,,223000000.0,550000000.0,,,3091000000.0,5209000000.0,7626000000.0,816000000.0,4768000000.0,2858000000.0,-593000000.0,2265000000.0,12835000000.0,569800000.0,569800000.0,569800000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2012.0,Q4,2012-10-01,2012-12-31,,-1.5,-1.14,0.53,289000000.0,-1.14,,,233000000.0,,-632000000.0,379000000.0,-1031000000.0,-516000000.0,27000000.0,1278000000.0,3101000000.0,20000000.0,-131000000.0,49000000.0,128000000.0,,-12000000.0,645000000.0,1278000000.0,1823000000.0,198000000.0,1062000000.0,761000000.0,-149000000.0,612000000.0,3101000000.0,569800000.0,569800000.0,569800000.0
