company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,extraordinaryincome,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2012.0,Q3YTD,2012-01-01,2012-09-30,,2.03,1.67,1.58,838000000.0,1.67,,,578000000.0,,961000000.0,1075000000.0,-94000000.0,818000000.0,,3931000000.0,9734000000.0,-20000000.0,131000000.0,174000000.0,422000000.0,,12000000.0,2446000000.0,3931000000.0,5803000000.0,618000000.0,3706000000.0,2097000000.0,-444000000.0,1653000000.0,9734000000.0,570800000.0,1141700000.0,1141700000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.31,1.31,1.06,548000000.0,1.31,,,435000000.0,,752000000.0,808000000.0,-42000000.0,407000000.0,,2645000000.0,6402000000.0,-14000000.0,337000000.0,118000000.0,303000000.0,,8000000.0,1360000000.0,2645000000.0,3757000000.0,421000000.0,2211000000.0,1546000000.0,-303000000.0,1243000000.0,6402000000.0,373300000.0,373300000.0,373300000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 12:51:50+00:00,2.93,2.93,2.25,1208000000.0,2.93,,,892000000.0,,1720000000.0,1812000000.0,-92000000.0,1720000000.0,,5574000000.0,13120000000.0,,,265000000.0,563000000.0,,,2459000000.0,5574000000.0,7546000000.0,877000000.0,4230000000.0,3316000000.0,-612000000.0,2704000000.0,13120000000.0,587000000.0,587000000.0,587000000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2013.0,Q4,2013-10-01,2013-12-31,,0.74,0.74,0.56,299000000.0,0.74,,,183000000.0,,442000000.0,435000000.0,,666000000.0,-12000000.0,1378000000.0,3185000000.0,7000000.0,-208000000.0,43000000.0,121000000.0,,-4000000.0,583000000.0,1378000000.0,1807000000.0,229000000.0,1003000000.0,804000000.0,-186000000.0,618000000.0,3185000000.0,587000000.0,587000000.0,587000000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2013.0,Q3YTD,2013-01-01,2013-09-30,,2.19,2.19,1.69,909000000.0,2.19,,,709000000.0,,1278000000.0,1377000000.0,-92000000.0,1054000000.0,12000000.0,4196000000.0,9935000000.0,-7000000.0,208000000.0,222000000.0,442000000.0,,4000000.0,1876000000.0,4196000000.0,5739000000.0,648000000.0,3227000000.0,2512000000.0,-426000000.0,2086000000.0,9935000000.0,580600000.0,580600000.0,580600000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2013.0,Q3TTM,2012-10-01,2013-09-30,,0.69,1.05,2.22,1198000000.0,1.05,,,942000000.0,,646000000.0,1756000000.0,-1123000000.0,538000000.0,39000000.0,5474000000.0,13036000000.0,13000000.0,77000000.0,271000000.0,570000000.0,,-8000000.0,2521000000.0,5474000000.0,7562000000.0,846000000.0,4289000000.0,3273000000.0,-575000000.0,2698000000.0,13036000000.0,580600000.0,580600000.0,580600000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2013.0,Q3,2013-07-01,2013-09-30,2014-11-03 16:05:39+00:00,0.98,0.98,0.5625,309000000.0,0.98,,,305000000.0,,575000000.0,598000000.0,-23000000.0,569000000.0,6000000.0,1430000000.0,3432000000.0,,,86000000.0,134000000.0,,,525000000.0,1430000000.0,2002000000.0,217000000.0,968000000.0,1034000000.0,-131000000.0,903000000.0,3432000000.0,580600000.0,580600000.0,580600000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.21,1.21,1.13,600000000.0,1.21,,,404000000.0,,703000000.0,779000000.0,-69000000.0,485000000.0,6000000.0,2766000000.0,6503000000.0,-7000000.0,208000000.0,136000000.0,308000000.0,,4000000.0,1351000000.0,2766000000.0,3737000000.0,431000000.0,2259000000.0,1478000000.0,-295000000.0,1183000000.0,6503000000.0,577100000.0,577100000.0,577100000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2013.0,Q2TTM,2012-07-01,2013-06-30,,0.43,0.43,2.18,1179000000.0,0.43,,,780000000.0,,280000000.0,1425000000.0,-1152000000.0,380000000.0,33000000.0,5330000000.0,12936000000.0,7000000.0,-129000000.0,241000000.0,555000000.0,,-4000000.0,3082000000.0,5330000000.0,7606000000.0,826000000.0,4816000000.0,2790000000.0,-585000000.0,2205000000.0,12936000000.0,577100000.0,577100000.0,577100000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2013.0,Q2,2013-04-01,2013-06-30,2014-07-30 16:55:06+00:00,0.35,0.35,0.5625,303000000.0,0.35,,,116000000.0,,208000000.0,278000000.0,-70000000.0,202000000.0,6000000.0,1260000000.0,2980000000.0,,,49000000.0,141000000.0,,,728000000.0,1260000000.0,1720000000.0,203000000.0,1172000000.0,548000000.0,-154000000.0,394000000.0,2980000000.0,577100000.0,577100000.0,577100000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2013.0,Q1TTM,2012-04-01,2013-03-31,,0.53,0.53,2.15,1151000000.0,0.53,,,830000000.0,,330000000.0,1444000000.0,-1114000000.0,346000000.0,27000000.0,5278000000.0,12961000000.0,,-43000000.0,236000000.0,555000000.0,,,3107000000.0,5278000000.0,7683000000.0,832000000.0,4813000000.0,2870000000.0,-596000000.0,2274000000.0,12961000000.0,329100000.0,329100000.0,329100000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2014.0,FY,2014-01-01,2014-12-31,2017-02-28 08:30:57+00:00,2.25,2.25,2.4,1292000000.0,2.24,,,452000000.0,,1326000000.0,1326000000.0,,1326000000.0,,5116000000.0,12436000000.0,,,250000000.0,542000000.0,,,2765000000.0,5116000000.0,7320000000.0,1193000000.0,4599000000.0,2721000000.0,-943000000.0,1778000000.0,12436000000.0,589300000.0,589300000.0,592000000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2014.0,Q4,2014-10-01,2014-12-31,,0.42,0.42,0.6,322000000.0,0.42,,,-25000000.0,,249000000.0,249000000.0,,259000000.0,-10000000.0,1072000000.0,2943000000.0,,,84000000.0,118000000.0,,,793000000.0,1072000000.0,1871000000.0,498000000.0,1233000000.0,638000000.0,-414000000.0,224000000.0,2943000000.0,589300000.0,589300000.0,592000000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2014.0,Q3,2014-07-01,2014-09-30,2015-11-03 10:48:39+00:00,0.91,0.91,0.6,354000000.0,0.9,,,228000000.0,,531000000.0,531000000.0,,529000000.0,2000000.0,1038000000.0,3050000000.0,,,69000000.0,123000000.0,,,614000000.0,1038000000.0,2012000000.0,231000000.0,1091000000.0,921000000.0,-162000000.0,759000000.0,3050000000.0,581300000.0,581300000.0,587800000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2014.0,Q3YTD,2014-01-01,2014-09-30,,1.83,1.83,1.8,970000000.0,1.82,,,477000000.0,,1077000000.0,1077000000.0,,1067000000.0,10000000.0,4044000000.0,9493000000.0,,,166000000.0,424000000.0,,,1972000000.0,4044000000.0,5449000000.0,695000000.0,3366000000.0,2083000000.0,-529000000.0,1554000000.0,9493000000.0,581300000.0,581300000.0,587800000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2014.0,Q3TTM,2013-10-01,2014-09-30,,2.57,2.57,2.36,1269000000.0,2.56,,,660000000.0,,1519000000.0,1512000000.0,,1733000000.0,-2000000.0,5422000000.0,12678000000.0,7000000.0,-208000000.0,209000000.0,545000000.0,,-4000000.0,2555000000.0,5422000000.0,7256000000.0,924000000.0,4369000000.0,2887000000.0,-715000000.0,2172000000.0,12678000000.0,581300000.0,581300000.0,587800000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2014.0,Q2,2014-04-01,2014-06-30,2015-08-06 09:23:37+00:00,0.27,0.27,0.6,308000000.0,0.27,,,63000000.0,,161000000.0,161000000.0,,159000000.0,2000000.0,1044000000.0,2813000000.0,,,57000000.0,134000000.0,,,933000000.0,1044000000.0,1769000000.0,227000000.0,1375000000.0,394000000.0,-170000000.0,224000000.0,2813000000.0,588900000.0,588900000.0,588900000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.92,0.92,1.2,616000000.0,0.92,,,249000000.0,,546000000.0,546000000.0,,538000000.0,8000000.0,3006000000.0,6443000000.0,,,97000000.0,301000000.0,,,1358000000.0,3006000000.0,3437000000.0,464000000.0,2275000000.0,1162000000.0,-367000000.0,795000000.0,6443000000.0,588900000.0,588900000.0,588900000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2014.0,Q2TTM,2013-07-01,2014-06-30,,2.64,2.64,2.33,1224000000.0,2.64,,,737000000.0,,1563000000.0,1579000000.0,-23000000.0,1773000000.0,2000000.0,5814000000.0,13060000000.0,7000000.0,-208000000.0,226000000.0,556000000.0,,-4000000.0,2466000000.0,5814000000.0,7246000000.0,910000000.0,4246000000.0,3000000000.0,-684000000.0,2316000000.0,13060000000.0,588900000.0,588900000.0,588900000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2014.0,Q1,2014-01-01,2014-03-31,2015-05-05 11:27:39+00:00,0.65,0.65,0.6,308000000.0,0.65,,,186000000.0,,385000000.0,385000000.0,,379000000.0,6000000.0,1962000000.0,3630000000.0,,,40000000.0,167000000.0,,,425000000.0,1962000000.0,1668000000.0,237000000.0,900000000.0,768000000.0,-197000000.0,571000000.0,3630000000.0,583100000.0,583100000.0,583100000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2014.0,Q1TTM,2013-04-01,2014-03-31,,2.72,2.72,2.29,1219000000.0,2.72,,,790000000.0,,1610000000.0,1696000000.0,-93000000.0,1816000000.0,6000000.0,6030000000.0,13227000000.0,7000000.0,-208000000.0,218000000.0,563000000.0,,-4000000.0,2261000000.0,6030000000.0,7197000000.0,886000000.0,4043000000.0,3154000000.0,-668000000.0,2486000000.0,13227000000.0,583100000.0,583100000.0,583100000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2015.0,FY,2015-01-01,2015-12-31,2018-02-27 09:13:42+00:00,3.21,3.21,2.59,1395000000.0,3.2,,,905000000.0,,1899000000.0,1923000000.0,,1899000000.0,,3606000000.0,11683000000.0,-24000000.0,,196000000.0,551000000.0,,,2595000000.0,3606000000.0,8077000000.0,904000000.0,4541000000.0,3536000000.0,-708000000.0,2828000000.0,11683000000.0,591600000.0,591600000.0,593400000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2015.0,Q2,2015-04-01,2015-06-30,2016-08-03 11:00:15+00:00,0.7,0.7,0.6475,339000000.0,0.7,,,190000000.0,,418000000.0,418000000.0,,413000000.0,5000000.0,792000000.0,2747000000.0,,,56000000.0,134000000.0,,,709000000.0,792000000.0,1955000000.0,221000000.0,1182000000.0,773000000.0,-165000000.0,608000000.0,2747000000.0,590000000.0,590000000.0,590000000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2015.0,Q2YTD,2015-01-01,2015-06-30,,1.61,1.61,1.3,682000000.0,1.61,,,489000000.0,,958000000.0,958000000.0,,949000000.0,9000000.0,2089000000.0,6156000000.0,,,116000000.0,299000000.0,,,1311000000.0,2089000000.0,4067000000.0,444000000.0,2292000000.0,1775000000.0,-328000000.0,1447000000.0,6156000000.0,590000000.0,590000000.0,590000000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2015.0,Q2TTM,2014-07-01,2015-06-30,,2.94,2.94,2.49,1358000000.0,2.93,,,692000000.0,,1738000000.0,1738000000.0,,1737000000.0,1000000.0,4199000000.0,12149000000.0,,,269000000.0,540000000.0,,,2718000000.0,4199000000.0,7950000000.0,1173000000.0,4616000000.0,3334000000.0,-904000000.0,2430000000.0,12149000000.0,590000000.0,590000000.0,590000000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2015.0,Q1,2015-01-01,2015-03-31,2016-05-05 10:53:57+00:00,0.91,0.91,0.6475,343000000.0,0.91,,,299000000.0,,540000000.0,540000000.0,,536000000.0,4000000.0,1297000000.0,3409000000.0,,,60000000.0,165000000.0,,,602000000.0,1297000000.0,2112000000.0,223000000.0,1110000000.0,1002000000.0,-163000000.0,839000000.0,3409000000.0,589000000.0,589000000.0,589000000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2015.0,Q1TTM,2014-04-01,2015-03-31,,2.51,2.51,2.45,1327000000.0,2.5,,,565000000.0,,1481000000.0,1481000000.0,,1483000000.0,-2000000.0,4451000000.0,12215000000.0,,,270000000.0,540000000.0,,,2942000000.0,4451000000.0,7764000000.0,1179000000.0,4809000000.0,2955000000.0,-909000000.0,2046000000.0,12215000000.0,589000000.0,589000000.0,589000000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2016.0,FY,2016-01-01,2016-12-31,2019-02-28 17:17:16+00:00,3.44,3.44,2.8,1559000000.0,3.44,,4000000.0,655000000.0,,2212000000.0,2212000000.0,,2123000000.0,89000000.0,2891000000.0,11737000000.0,,,429000000.0,596000000.0,-40000000.0,,3279000000.0,2891000000.0,8846000000.0,1010000000.0,5398000000.0,3448000000.0,-581000000.0,2867000000.0,11737000000.0,617200000.0,617200000.0,617200000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2016.0,Q3,2016-07-01,2016-09-30,2017-11-01 08:02:52+00:00,1.1,1.1,0.7,400000000.0,1.1,,,230000000.0,,728000000.0,728000000.0,,690000000.0,38000000.0,677000000.0,3132000000.0,,,63000000.0,145000000.0,,,765000000.0,677000000.0,2455000000.0,250000000.0,1310000000.0,1145000000.0,-187000000.0,958000000.0,3132000000.0,627300000.0,627300000.0,627300000.0
Dominion Energy Inc,D,ILUL7B6Z54MRYCF6H308,715957,2016.0,Q2,2016-04-01,2016-06-30,2017-08-03 09:02:44+00:00,0.73,0.73,0.7,361000000.0,0.73,,,152000000.0,,462000000.0,462000000.0,,452000000.0,10000000.0,652000000.0,2598000000.0,,,72000000.0,139000000.0,,,665000000.0,652000000.0,1946000000.0,239000000.0,1165000000.0,781000000.0,-167000000.0,614000000.0,2598000000.0,619200000.0,619200000.0,619200000.0
