company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2016.0,Q3TTM,2015-08-01,2016-07-31,,,12200000.0,14000000.0,201002000.0,-3397000.0,-58230000.0,26000000.0,2058742000.0,98972000.0,-470709000.0,420751000.0,98972000.0,-470709000.0,420751000.0,45617000.0,251371000.0,251371000.0,26608000.0,-4600000.0,-295022000.0,-3936000.0,-175687000.0,-1932165000.0,-45069000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2016.0,Q3,2016-05-01,2016-07-31,,,,,49500000.0,-2900000.0,7000000.0,6200000.0,151300000.0,29000000.0,-136900000.0,128900000.0,29000000.0,-136900000.0,128900000.0,18100000.0,88200000.0,88200000.0,-15800000.0,6800000.0,-105800000.0,-300000.0,-31100000.0,-146400000.0,11400000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2016.0,Q2YTD,2015-11-01,2016-04-30,2017-06-02 16:12:41+00:00,,,,101400000.0,0.0,-61600000.0,,1367300000.0,72500000.0,-231800000.0,187400000.0,72500000.0,-231800000.0,187400000.0,28100000.0,126200000.0,126200000.0,21400000.0,5000000.0,-145500000.0,-1900000.0,-86300000.0,-1286500000.0,-11400000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2016.0,Q2TTM,2015-05-01,2016-04-30,,,12200000.0,14000000.0,205411000.0,-915000.0,-59742000.0,19800000.0,2134376000.0,40290000.0,-400583000.0,387819000.0,40290000.0,-400583000.0,387819000.0,26611000.0,208414000.0,208414000.0,33736000.0,-2300000.0,-189648000.0,-3636000.0,-210935000.0,-2052365000.0,-55585000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2016.0,Q2,2016-02-01,2016-04-30,,,,,47900000.0,1700000.0,-31200000.0,,1000000000.0,54700000.0,-125800000.0,97900000.0,54700000.0,-125800000.0,97900000.0,28500000.0,74500000.0,74500000.0,6700000.0,4400000.0,-84600000.0,-1900000.0,-41200000.0,-947300000.0,-500000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2016.0,Q1,2015-11-01,2016-01-31,2017-03-03 16:08:05+00:00,,,,53500000.0,-1700000.0,-30400000.0,,367300000.0,17800000.0,-106000000.0,89500000.0,17800000.0,-106000000.0,89500000.0,-400000.0,51700000.0,51700000.0,14700000.0,600000.0,-60900000.0,,-45100000.0,-339200000.0,-10900000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2016.0,Q1TTM,2015-02-01,2016-01-31,,,12200000.0,14000000.0,202016000.0,-3611000.0,-37743000.0,19800000.0,1513181000.0,-68653000.0,-328701000.0,400559000.0,-68653000.0,-328701000.0,400559000.0,-406000.0,195051000.0,195051000.0,41235000.0,-6700000.0,-105596000.0,-3606000.0,-223105000.0,-1533809000.0,-57519000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2017.0,FY,2016-11-01,2017-10-31,2019-12-20 08:32:37+00:00,-254100000.0,15600000.0,31300000.0,188400000.0,,-13300000.0,10700000.0,1415900000.0,-227900000.0,-381300000.0,593600000.0,-227900000.0,-381300000.0,593600000.0,-15600000.0,372900000.0,372900000.0,45600000.0,-20300000.0,,-2900000.0,-127200000.0,-1576300000.0,-55000000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2017.0,Q4,2017-08-01,2017-10-31,,-254100000.0,15600000.0,31300000.0,47200000.0,-3900000.0,17600000.0,10700000.0,349000000.0,-67000000.0,-88900000.0,199000000.0,-67000000.0,-88900000.0,199000000.0,39200000.0,88600000.0,88600000.0,45600000.0,-20300000.0,197000000.0,-1400000.0,-31800000.0,-385100000.0,-19900000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2017.0,Q3YTD,2016-11-01,2017-07-31,2018-08-31 16:11:25+00:00,,,,141200000.0,3900000.0,-30900000.0,,1066900000.0,-160900000.0,-292400000.0,394600000.0,-160900000.0,-292400000.0,394600000.0,-54800000.0,284300000.0,284300000.0,0.0,,-197000000.0,-1500000.0,-95400000.0,-1191200000.0,-35100000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2017.0,Q3TTM,2016-08-01,2017-07-31,,,29400000.0,23700000.0,188600000.0,1700000.0,16800000.0,14200000.0,1131100000.0,-263800000.0,-342400000.0,587900000.0,-263800000.0,-342400000.0,587900000.0,-16600000.0,344800000.0,344800000.0,37700000.0,-5200000.0,-211800000.0,-2900000.0,-130600000.0,-1363700000.0,-37300000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2017.0,Q1,2016-11-01,2017-01-31,2018-03-09 16:20:14+00:00,,,,47800000.0,500000.0,-30300000.0,,266600000.0,83500000.0,-202100000.0,108400000.0,83500000.0,-202100000.0,108400000.0,-9700000.0,75800000.0,75800000.0,15100000.0,,-173400000.0,,-28700000.0,-175000000.0,-8100000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2017.0,Q1TTM,2016-02-01,2017-01-31,,,29400000.0,23700000.0,192600000.0,-2900000.0,-6800000.0,20400000.0,1482100000.0,64300000.0,-514800000.0,528500000.0,64300000.0,-514800000.0,528500000.0,75100000.0,299000000.0,299000000.0,43700000.0,6000000.0,-378600000.0,-3600000.0,-136200000.0,-1441200000.0,600000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2018.0,FY,2017-11-01,2018-10-31,2019-12-20 08:32:37+00:00,-1323900000.0,18800000.0,82100000.0,275100000.0,,122500000.0,22300000.0,2761700000.0,844400000.0,-1517500000.0,668900000.0,844400000.0,-1517500000.0,668900000.0,-4200000.0,139900000.0,139900000.0,131400000.0,-20700000.0,,-2900000.0,-193600000.0,-1916000000.0,0.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2018.0,Q4,2018-08-01,2018-10-31,,-3100000.0,18800000.0,82100000.0,70500000.0,,263600000.0,22300000.0,667600000.0,-263300000.0,-46500000.0,236600000.0,-263300000.0,-46500000.0,236600000.0,-73200000.0,100700000.0,100700000.0,-198200000.0,-10800000.0,,-1400000.0,-43400000.0,-941000000.0,,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2018.0,Q3YTD,2017-11-01,2018-07-31,2019-08-30 16:14:40+00:00,-1320800000.0,,,204600000.0,,-141100000.0,,2094100000.0,1107700000.0,-1471000000.0,432300000.0,1107700000.0,-1471000000.0,432300000.0,69000000.0,39200000.0,39200000.0,329600000.0,-9900000.0,,-1500000.0,-150200000.0,-975000000.0,0.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2018.0,Q3TTM,2017-08-01,2018-07-31,,-1574900000.0,15600000.0,31300000.0,251800000.0,-3900000.0,-123500000.0,10700000.0,2443100000.0,1040700000.0,-1559900000.0,631300000.0,1040700000.0,-1559900000.0,631300000.0,108200000.0,127800000.0,127800000.0,375200000.0,-30200000.0,197000000.0,-2900000.0,-182000000.0,-1360100000.0,-19900000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2018.0,Q3,2018-05-01,2018-07-31,,-1320800000.0,,,69000000.0,-1300000.0,46500000.0,,131600000.0,-188600000.0,-52400000.0,235200000.0,-188600000.0,-52400000.0,235200000.0,-7100000.0,100800000.0,100800000.0,18900000.0,-9900000.0,1320700000.0,,-52300000.0,-320800000.0,10500000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2018.0,Q2YTD,2017-11-01,2018-04-30,2019-05-31 16:20:14+00:00,,,,135600000.0,1300000.0,-187600000.0,,1962500000.0,1296300000.0,-1418600000.0,197100000.0,1296300000.0,-1418600000.0,197100000.0,76100000.0,-61600000.0,-61600000.0,310700000.0,,-1320700000.0,-1500000.0,-97900000.0,-654200000.0,-10500000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2018.0,Q2,2018-02-01,2018-04-30,,,,,69000000.0,-2600000.0,-10600000.0,,284900000.0,78900000.0,-174000000.0,170900000.0,78900000.0,-174000000.0,170900000.0,73200000.0,60900000.0,60900000.0,51600000.0,,-127500000.0,-1500000.0,-46500000.0,-204500000.0,,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2018.0,Q1,2017-11-01,2018-01-31,2019-03-06 16:22:56+00:00,,,,66600000.0,3900000.0,-177000000.0,,1677600000.0,1217400000.0,-1244600000.0,26200000.0,1217400000.0,-1244600000.0,26200000.0,2900000.0,-122500000.0,-122500000.0,259100000.0,,-1193200000.0,,-51400000.0,-449700000.0,-10500000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2018.0,Q1TTM,2017-02-01,2018-01-31,,-254100000.0,15600000.0,31300000.0,207200000.0,3400000.0,-160000000.0,10700000.0,2826900000.0,906000000.0,-1423800000.0,511400000.0,906000000.0,-1423800000.0,511400000.0,-3000000.0,174600000.0,174600000.0,289600000.0,-20300000.0,-1019800000.0,-2900000.0,-149900000.0,-1851000000.0,-57400000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2019.0,Q4,2019-08-01,2019-10-31,,-100000.0,39200000.0,75300000.0,70600000.0,,-33900000.0,22200000.0,733500000.0,-139100000.0,-84900000.0,199900000.0,-139100000.0,-84900000.0,199900000.0,-24100000.0,121000000.0,121000000.0,42200000.0,-22100000.0,,-1500000.0,-84800000.0,-721200000.0,-150000000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2019.0,FY,2018-11-01,2019-10-31,2019-12-20 08:32:37+00:00,-59200000.0,39200000.0,75300000.0,280800000.0,,-56000000.0,29900000.0,1662100000.0,-351400000.0,-351300000.0,713200000.0,-351400000.0,-351300000.0,713200000.0,10500000.0,466700000.0,466700000.0,21700000.0,-22100000.0,,-3000000.0,-292100000.0,-1862200000.0,-156100000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2019.0,Q3TTM,2018-08-01,2019-07-31,,-62200000.0,18800000.0,82100000.0,280700000.0,,241500000.0,30000000.0,1596200000.0,-475600000.0,-312900000.0,749900000.0,-475600000.0,-312900000.0,749900000.0,-38600000.0,446400000.0,446400000.0,-218700000.0,-10800000.0,,-2900000.0,-250700000.0,-2082000000.0,-6100000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2019.0,Q3,2019-05-01,2019-07-31,,-8300000.0,,,70700000.0,,-2400000.0,7700000.0,86400000.0,-103600000.0,-83700000.0,196700000.0,-103600000.0,-83700000.0,196700000.0,9400000.0,120200000.0,120200000.0,8200000.0,4300000.0,,,-75400000.0,-202000000.0,,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2019.0,Q3YTD,2018-11-01,2019-07-31,2019-08-30 16:14:40+00:00,-59100000.0,,,210200000.0,,-22100000.0,7700000.0,928600000.0,-212300000.0,-266400000.0,513300000.0,-212300000.0,-266400000.0,513300000.0,34600000.0,345700000.0,345700000.0,-20500000.0,0.0,,-1500000.0,-207300000.0,-1141000000.0,-6100000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2019.0,Q2YTD,2018-11-01,2019-04-30,2020-06-05 16:22:55+00:00,-50800000.0,,,139500000.0,,-19700000.0,0.0,842200000.0,-108700000.0,-182700000.0,316600000.0,-108700000.0,-182700000.0,316600000.0,25200000.0,225500000.0,225500000.0,-28700000.0,-4300000.0,,-1500000.0,-131900000.0,-939000000.0,-6100000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2019.0,Q2TTM,2018-05-01,2019-04-30,,-1374700000.0,18800000.0,82100000.0,279000000.0,-1300000.0,290400000.0,22300000.0,1641400000.0,-560600000.0,-281600000.0,788400000.0,-560600000.0,-281600000.0,788400000.0,-55100000.0,427000000.0,427000000.0,-208000000.0,-25000000.0,1320700000.0,-2900000.0,-227600000.0,-2200800000.0,4400000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2019.0,Q2,2019-02-01,2019-04-30,,-800000.0,,,70700000.0,,33600000.0,,172900000.0,-201900000.0,-53500000.0,214800000.0,-201900000.0,-53500000.0,214800000.0,-40600000.0,122300000.0,122300000.0,-11800000.0,4700000.0,,-1500000.0,-52700000.0,-378000000.0,,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2019.0,Q1,2018-11-01,2019-01-31,2020-03-06 16:18:14+00:00,-50000000.0,,,68800000.0,,-53300000.0,,669300000.0,93200000.0,-129200000.0,101800000.0,93200000.0,-129200000.0,101800000.0,65800000.0,103200000.0,103200000.0,-16900000.0,-9000000.0,,,-79200000.0,-561000000.0,-6100000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2019.0,Q1TTM,2018-02-01,2019-01-31,,-1373900000.0,18800000.0,82100000.0,277300000.0,-3900000.0,246200000.0,22300000.0,1753400000.0,-279800000.0,-402100000.0,744500000.0,-279800000.0,-402100000.0,744500000.0,58700000.0,365600000.0,365600000.0,-144600000.0,-29700000.0,1193200000.0,-2900000.0,-221400000.0,-2027300000.0,4400000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2020.0,Q2TTM,2019-05-01,2020-04-30,,-19600000.0,39200000.0,75300000.0,280700000.0,,-156100000.0,30800000.0,2681900000.0,-234300000.0,-338100000.0,552100000.0,-234300000.0,-338100000.0,552100000.0,-20300000.0,343200000.0,343200000.0,84300000.0,-26200000.0,,-3000000.0,-318500000.0,-2720000000.0,-197800000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2020.0,Q2,2020-02-01,2020-04-30,,-1800000.0,,,68800000.0,,-69200000.0,900000.0,1628000000.0,71600000.0,-91100000.0,25800000.0,71600000.0,-91100000.0,25800000.0,6300000.0,11500000.0,11500000.0,14700000.0,4800000.0,,-1500000.0,-89300000.0,-1512800000.0,-47800000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2020.0,Q2YTD,2019-11-01,2020-04-30,2020-06-05 16:22:55+00:00,-11200000.0,,,139400000.0,,-119800000.0,900000.0,1862000000.0,8400000.0,-169500000.0,155500000.0,8400000.0,-169500000.0,155500000.0,-5600000.0,102000000.0,102000000.0,33900000.0,-8400000.0,,-1500000.0,-158300000.0,-1796800000.0,-47800000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2020.0,Q1TTM,2019-02-01,2020-01-31,,-18600000.0,39200000.0,75300000.0,282600000.0,,-53300000.0,29900000.0,1226800000.0,-507800000.0,-300500000.0,741100000.0,-507800000.0,-300500000.0,741100000.0,-67200000.0,454000000.0,454000000.0,57800000.0,-26300000.0,,-3000000.0,-281900000.0,-1585200000.0,-150000000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2020.0,Q1,2019-11-01,2020-01-31,2020-03-06 16:18:14+00:00,-9400000.0,,,70600000.0,,-50600000.0,,234000000.0,-63200000.0,-78400000.0,129700000.0,-63200000.0,-78400000.0,129700000.0,-11900000.0,90500000.0,90500000.0,19200000.0,-13200000.0,,,-69000000.0,-284000000.0,0.0,
