company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2009.0,FY,,2009-10-31,2010-12-17 16:08:16+00:00,36878000.0,170941000.0,3599000.0,279754000.0,-12920000.0,3932000.0,,1067846000.0,23360000.0,4400000.0,35781000.0,1257029000.0,882322000.0,114700000.0,771630000.0,260846000.0,602568000.0,,,27781000.0,16456000.0,48065000.0,84912000.0,,45951000.0,,44799000.0,490451000.0,9844000.0,2551907000.0,1540342000.0,503878000.0,175414000.0,1540342000.0,1540342000.0,1011565000.0,2551907000.0,1445461000.0,836151000.0,0.0,-5035000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2010.0,FY,,2010-10-31,2011-12-16 16:17:25+00:00,51792000.0,197490000.0,,325381000.0,-17334000.0,3573000.0,,1088393000.0,28828000.0,4494000.0,44821000.0,1261976000.0,919268000.0,114177000.0,591977000.0,227902000.0,593887000.0,,,23072000.0,20202000.0,46543000.0,79254000.0,0.0,40566000.0,,33547000.0,600522000.0,19159000.0,2525018000.0,1666776000.0,491340000.0,199520000.0,1666776000.0,1666776000.0,858242000.0,2525018000.0,1439791000.0,658722000.0,0.0,-4805000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2010.0,Q3,,2010-07-31,2010-09-03 16:01:12+00:00,41951000.0,190055000.0,2904000.0,317217000.0,-33528000.0,3240000.0,,1080120000.0,29906000.0,9745000.0,38660000.0,1256488000.0,886965000.0,118528000.0,624373000.0,234315000.0,569748000.0,,,25725000.0,15205000.0,45175000.0,108618000.0,,41281000.0,,33754000.0,552324000.0,22298000.0,2503040000.0,1594111000.0,491270000.0,224176000.0,1594111000.0,1594111000.0,908929000.0,2503040000.0,1442022000.0,684753000.0,0.0,-4805000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2011.0,FY,,2011-10-31,2012-12-19 19:21:01+00:00,61755000.0,214779000.0,,346775000.0,-18110000.0,5175000.0,0.0,1185052000.0,33684000.0,2828000.0,48790000.0,1276567000.0,955980000.0,128341000.0,327453000.0,253584000.0,609205000.0,0.0,,21828000.0,20127000.0,72244000.0,100854000.0,,48230000.0,,33125000.0,773136000.0,52979000.0,2624518000.0,1942668000.0,540347000.0,267206000.0,1937488000.0,1937488000.0,687030000.0,2624518000.0,1474966000.0,419824000.0,0.0,2590000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2011.0,Q3,,2011-07-31,2011-09-02 17:22:31+00:00,58905000.0,218416000.0,,352786000.0,-4540000.0,7872000.0,,1178310000.0,33061000.0,5933000.0,43057000.0,1270300000.0,953880000.0,125840000.0,406485000.0,243370000.0,601094000.0,,,27208000.0,18964000.0,64514000.0,91063000.0,0.0,47256000.0,,40917000.0,716498000.0,38735000.0,2615334000.0,1892858000.0,543636000.0,237693000.0,1887678000.0,1887678000.0,727656000.0,2615334000.0,1470604000.0,489963000.0,0.0,2590000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2011.0,Q2,,2011-04-30,2011-06-03 16:06:50+00:00,51641000.0,203764000.0,,338400000.0,2075000.0,8430000.0,,1131202000.0,28989000.0,9426000.0,36503000.0,1277904000.0,944405000.0,127949000.0,524118000.0,249382000.0,606005000.0,,,29730000.0,20958000.0,63640000.0,79483000.0,0.0,45169000.0,,47870000.0,679793000.0,29097000.0,2625192000.0,1815814000.0,538435000.0,206150000.0,1810326000.0,1810326000.0,814866000.0,2625192000.0,1480752000.0,608716000.0,0.0,2744000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2011.0,Q1,,2011-01-31,2011-03-04 16:09:53+00:00,48341000.0,189462000.0,,320415000.0,-17011000.0,3320000.0,,1099200000.0,27002000.0,3068000.0,32643000.0,1268734000.0,916240000.0,130380000.0,586724000.0,239996000.0,595825000.0,,,25489000.0,20202000.0,56639000.0,86536000.0,,48167000.0,,43563000.0,644432000.0,15486000.0,2571938000.0,1722299000.0,503343000.0,186074000.0,1722299000.0,1722299000.0,849639000.0,2571938000.0,1472770000.0,663565000.0,0.0,-4322000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2012.0,FY,,2012-10-31,2013-12-20 16:09:34+00:00,85056000.0,234297000.0,,419831000.0,-31261000.0,12840000.0,0.0,1270147000.0,39417000.0,3640000.0,59441000.0,1370247000.0,1060086000.0,214783000.0,348422000.0,320199000.0,640255000.0,20407000.0,,14434000.0,30971000.0,86281000.0,89131000.0,,43805000.0,,51107000.0,1018618000.0,25284000.0,2941384000.0,2192751000.0,657860000.0,262552000.0,2192751000.0,2213158000.0,728226000.0,2941384000.0,1643269000.0,465674000.0,0.0,-64753000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2012.0,Q3,,2012-07-31,2012-09-07 16:16:05+00:00,66251000.0,228593000.0,,399965000.0,-38631000.0,12732000.0,,1235747000.0,37140000.0,1976000.0,48703000.0,1360504000.0,1017580000.0,220347000.0,454225000.0,301686000.0,617615000.0,22178000.0,,12443000.0,30748000.0,70224000.0,89287000.0,0.0,44903000.0,,47955000.0,946698000.0,25858000.0,2883918000.0,2074468000.0,628106000.0,232075000.0,2074468000.0,2096646000.0,787272000.0,2883918000.0,1638197000.0,555197000.0,0.0,-69346000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2012.0,Q2,,2012-04-30,2012-06-08 16:06:55+00:00,54926000.0,202882000.0,,385482000.0,-21068000.0,7745000.0,,1223130000.0,33226000.0,2507000.0,42380000.0,1275444000.0,979085000.0,118077000.0,275092000.0,286069000.0,593603000.0,,,20237000.0,19008000.0,68380000.0,84096000.0,0.0,44917000.0,,46361000.0,881259000.0,44216000.0,2628561000.0,2037956000.0,576283000.0,228125000.0,2037956000.0,2037956000.0,590605000.0,2628561000.0,1458675000.0,362480000.0,0.0,-45365000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2012.0,Q1,,2012-01-31,2012-03-09 16:05:57+00:00,48205000.0,200160000.0,,361831000.0,-29980000.0,7681000.0,,1189733000.0,29113000.0,383000.0,40152000.0,1272030000.0,945070000.0,122873000.0,371114000.0,272774000.0,583239000.0,,,21213000.0,18628000.0,65776000.0,78461000.0,0.0,44649000.0,,45535000.0,826338000.0,39191000.0,2599267000.0,1937357000.0,555263000.0,206392000.0,1937357000.0,1937357000.0,661910000.0,2599267000.0,1460765000.0,455518000.0,0.0,-48734000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2013.0,FY,,2013-10-31,2014-12-19 16:17:09+00:00,108172000.0,229537000.0,,500709000.0,-15762000.0,77393000.0,0.0,1334363000.0,41179000.0,2518000.0,63414000.0,1387611000.0,1240576000.0,198769000.0,301670000.0,338917000.0,739867000.0,18959000.0,,16279000.0,24883000.0,65961000.0,104162000.0,,47494000.0,,60215000.0,1311851000.0,42987000.0,3137261000.0,2404535000.0,747241000.0,321253000.0,2404535000.0,2423494000.0,713767000.0,3137261000.0,1650153000.0,392514000.0,0.0,-225917000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2013.0,Q3,,2013-07-31,2013-09-06 16:01:59+00:00,76571000.0,247296000.0,,473761000.0,-56387000.0,25482000.0,,1320400000.0,40008000.0,10000.0,55831000.0,1378679000.0,1127861000.0,203398000.0,215291000.0,339908000.0,654100000.0,22120000.0,,17021000.0,23298000.0,81391000.0,88536000.0,0.0,47703000.0,,53313000.0,1254455000.0,28338000.0,3006908000.0,2415522000.0,706007000.0,249286000.0,2415522000.0,2437642000.0,569266000.0,3006908000.0,1646801000.0,319980000.0,0.0,-102946000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2013.0,Q2,,2013-04-30,2013-06-07 16:21:48+00:00,73779000.0,224489000.0,,455313000.0,-44003000.0,14441000.0,,1296786000.0,37364000.0,0.0,47179000.0,1381777000.0,1092195000.0,210623000.0,291549000.0,339323000.0,636882000.0,22299000.0,,13944000.0,26346000.0,83422000.0,79006000.0,0.0,47718000.0,,60171000.0,1166972000.0,28955000.0,2966732000.0,2314197000.0,675788000.0,228919000.0,2314197000.0,2336496000.0,630236000.0,2966732000.0,1654062000.0,401317000.0,0.0,-105558000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2013.0,Q1,,2013-01-31,2013-03-08 16:04:00+00:00,61920000.0,241168000.0,,438954000.0,-29496000.0,14445000.0,,1276586000.0,33972000.0,3532000.0,45558000.0,1374504000.0,1075953000.0,214564000.0,377512000.0,325394000.0,636999000.0,17486000.0,,17074000.0,30339000.0,86013000.0,84663000.0,0.0,45555000.0,,65869000.0,1091836000.0,30459000.0,2969544000.0,2232062000.0,680848000.0,226132000.0,2232062000.0,2249548000.0,719996000.0,2969544000.0,1651697000.0,493864000.0,0.0,-106864000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2014.0,FY,,2014-10-31,2015-12-18 16:24:23+00:00,116353000.0,276280000.0,,588592000.0,-106182000.0,25222000.0,0.0,1391899000.0,40224000.0,4034000.0,67904000.0,2220921000.0,1525917000.0,453605000.0,1280833000.0,381500000.0,937325000.0,18562000.0,,15732000.0,69525000.0,77360000.0,152373000.0,,39140000.0,,68417000.0,1578823000.0,101500000.0,4458340000.0,2569878000.0,791617000.0,442182000.0,2569878000.0,2588440000.0,1869900000.0,4458340000.0,2729398000.0,1427718000.0,0.0,-294662000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2014.0,Q3,,2014-07-31,2014-09-05 16:02:42+00:00,87209000.0,261964000.0,,577465000.0,-726000.0,173786000.0,,1380411000.0,39445000.0,,59517000.0,1390911000.0,1420878000.0,176292000.0,301449000.0,353384000.0,843413000.0,19204000.0,,18633000.0,26152000.0,65809000.0,104469000.0,0.0,42312000.0,,67234000.0,1548037000.0,46492000.0,3367374000.0,2657073000.0,895813000.0,297687000.0,2657073000.0,2676277000.0,691097000.0,3367374000.0,1628148000.0,393410000.0,0.0,-270649000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2014.0,Q2,,2014-04-30,2014-06-06 16:12:36+00:00,86248000.0,239769000.0,,553799000.0,8031000.0,82659000.0,,1346004000.0,37257000.0,,52295000.0,1393912000.0,1371241000.0,184998000.0,301508000.0,345816000.0,817442000.0,18729000.0,,15738000.0,25372000.0,68356000.0,92207000.0,0.0,45212000.0,,59179000.0,1461419000.0,33916000.0,3221982000.0,2543351000.0,764680000.0,264666000.0,2543351000.0,2562080000.0,659902000.0,3221982000.0,1639860000.0,395236000.0,0.0,-272103000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2014.0,Q1,,2014-01-31,2014-03-07 16:13:24+00:00,74770000.0,235288000.0,,525173000.0,-12212000.0,28828000.0,,1337336000.0,35499000.0,1607000.0,49904000.0,1387983000.0,1294570000.0,190812000.0,301589000.0,339496000.0,769397000.0,18630000.0,,18885000.0,24447000.0,66503000.0,97879000.0,0.0,46584000.0,,61983000.0,1382258000.0,44147000.0,3114755000.0,2435279000.0,701094000.0,268307000.0,2435279000.0,2453909000.0,660846000.0,3114755000.0,1644264000.0,392539000.0,0.0,-272103000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2015.0,FY,,2015-10-31,2016-12-22 16:09:33+00:00,116912000.0,282918000.0,,683633000.0,-191643000.0,16426000.0,0.0,1439861000.0,41731000.0,,67373000.0,2197100000.0,1650730000.0,411090000.0,1105408000.0,419700000.0,967097000.0,6395000.0,,4510000.0,31016000.0,80754000.0,140694000.0,,38662000.0,,80661000.0,1779440000.0,243800000.0,4459900000.0,2667509000.0,841428000.0,568782000.0,2667509000.0,2673904000.0,1785960000.0,4459864000.0,2651362000.0,1217178000.0,0.0,-360149000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2015.0,Q3,,2015-07-31,2015-09-04 16:04:57+00:00,114479000.0,280160000.0,,667698000.0,-168140000.0,17005000.0,,1421793000.0,38993000.0,,61714000.0,2189153000.0,1642574000.0,402286000.0,1070299000.0,405966000.0,974876000.0,6363000.0,,8602000.0,67922000.0,60939000.0,115836000.0,0.0,33073000.0,,72568000.0,1742761000.0,237558000.0,4422682000.0,2687572000.0,814692000.0,529587000.0,2687572000.0,2693935000.0,1728747000.0,4422682000.0,2633114000.0,1199160000.0,0.0,-308842000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2015.0,Q2,,2015-04-30,2015-06-05 16:10:07+00:00,100545000.0,267183000.0,,627016000.0,-185372000.0,17911000.0,,1404612000.0,35774000.0,,52938000.0,2177551000.0,1588778000.0,411232000.0,1105544000.0,402537000.0,961762000.0,6071000.0,,8554000.0,69156000.0,66581000.0,139994000.0,0.0,33595000.0,,76561000.0,1699268000.0,242165000.0,4392660000.0,2609666000.0,799966000.0,535642000.0,2609666000.0,2615737000.0,1776923000.0,4392660000.0,2630932000.0,1241281000.0,0.0,-308842000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2015.0,Q1,,2015-01-31,2015-03-06 16:19:04+00:00,87336000.0,275899000.0,,593395000.0,-219747000.0,16428000.0,,1390908000.0,36329000.0,,50589000.0,2157577000.0,1522022000.0,418043000.0,1302542000.0,390101000.0,928627000.0,16111000.0,,8230000.0,69377000.0,64261000.0,151859000.0,0.0,36158000.0,,68352000.0,1638555000.0,92795000.0,4335744000.0,2500874000.0,787109000.0,382579000.0,2500874000.0,2516985000.0,1818759000.0,4335744000.0,2620008000.0,1436180000.0,0.0,-308842000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2016.0,FY,,2016-10-31,2017-12-22 16:08:35+00:00,107400000.0,291400000.0,,725500000.0,-489600000.0,100800000.0,0.0,1499200000.0,49700000.0,,77700000.0,2164700000.0,1603200000.0,441100000.0,1107400000.0,417700000.0,877700000.0,100000.0,,6100000.0,37500000.0,94600000.0,131800000.0,,51900000.0,,77500000.0,2046300000.0,226300000.0,4478600000.0,2695800000.0,937100000.0,543200000.0,2695800000.0,2695900000.0,1782700000.0,4478600000.0,2663800000.0,1239500000.0,0.0,-360100000.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2016.0,Q3,,2016-07-31,2016-09-02 16:13:34+00:00,87688000.0,307341000.0,,738756000.0,-380000000.0,62613000.0,,1480963000.0,42590000.0,,68889000.0,2228100000.0,1660967000.0,454506000.0,1412400000.0,430300000.0,922200000.0,6714000.0,,6696000.0,43773000.0,78885000.0,131972000.0,0.0,51560000.0,,86836000.0,1989906000.0,31700000.0,4592675000.0,2730720000.0,929639000.0,320241000.0,2730688000.0,2737402000.0,1855273000.0,4592675000.0,2740862000.0,1535058000.0,0.0,-360149000.0
