company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,customerdeposits,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,notereceivable,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
H & R Block Inc,HRB,,12659,2009.0,FY,,2009-04-30,2010-06-28 19:07:51+00:00,,512814000.0,705945000.0,-11639000.0,,1654663000.0,,840919000.0,,543967000.0,259698000.0,854888000.0,850230000.0,,385998000.0,1107122000.0,,368289000.0,,,744899000.0,,,,,439226000.0,448461000.0,351947000.0,51656000.0,2671437000.0,33782000.0,,5359722000.0,1405859000.0,2571080000.0,2398280000.0,1405859000.0,1405859000.0,3953863000.0,5359722000.0,2420353000.0,1555583000.0,0.0,-2094858000.0
H & R Block Inc,HRB,,12659,2010.0,FY,,2010-04-30,2011-06-23 17:07:05+00:00,,517986000.0,756577000.0,1678000.0,,1804045000.0,0.0,836918000.0,,459175000.0,199496000.0,852555000.0,840447000.0,,367432000.0,1060144000.0,,345470000.0,,,595405000.0,,,,,436528000.0,412053000.0,292655000.0,34350000.0,2658586000.0,53688000.0,,5234318000.0,1440630000.0,2649036000.0,2321491000.0,1440630000.0,1440630000.0,3793688000.0,5234318000.0,2239812000.0,1472197000.0,0.0,-2056552000.0
H & R Block Inc,HRB,,12659,2010.0,Q3,,2010-01-31,2010-03-08 17:26:51+00:00,,2566830000.0,756501000.0,1086000.0,,1727677000.0,,830877000.0,,118079000.0,182151000.0,2220501000.0,843054000.0,,371951000.0,1107800000.0,,362170000.0,,,641157000.0,,,,,467055000.0,385960000.0,344922000.0,85313000.0,2162406000.0,1702670000.0,,7410129000.0,936467000.0,4724742000.0,4979902000.0,936467000.0,936467000.0,6473662000.0,7410129000.0,2323217000.0,1493760000.0,,-2057902000.0
H & R Block Inc,HRB,,12659,2010.0,Q2,,2009-10-31,2009-12-09 17:26:25+00:00,,461485000.0,608149000.0,66000.0,,1432243000.0,,831865000.0,,169004000.0,83321000.0,1493726000.0,856880000.0,,378112000.0,1107562000.0,,351288000.0,,,671049000.0,,,,,409044000.0,405833000.0,361186000.0,46072000.0,2308153000.0,28667000.0,,4967359000.0,1071097000.0,2300986000.0,2382867000.0,1071097000.0,1071097000.0,3896262000.0,4967359000.0,2315085000.0,1513395000.0,,-2068987000.0
H & R Block Inc,HRB,,12659,2010.0,Q1,,2009-07-31,2009-09-04 17:21:13+00:00,,379177000.0,648470000.0,-2849000.0,,1006303000.0,0.0,828654000.0,,330145000.0,101410000.0,712008000.0,852018000.0,,379622000.0,1107395000.0,,359408000.0,,,707712000.0,,,,,418856000.0,424527000.0,396027000.0,46639000.0,2437017000.0,31093000.0,,4545762000.0,1190714000.0,1828146000.0,1823126000.0,1190714000.0,1190714000.0,3355048000.0,4545762000.0,2358208000.0,1531922000.0,,-2072108000.0
H & R Block Inc,HRB,,12659,2011.0,FY,,2011-04-30,2012-06-26 17:18:58+00:00,,230172000.0,550982000.0,11233000.0,,1677844000.0,0.0,816790000.0,,458911000.0,208748000.0,852220000.0,434151000.0,,275342000.0,1039527000.0,163836000.0,255298000.0,,,485008000.0,,,900328000.0,241562000.0,627731000.0,462372000.0,191360000.0,48383000.0,2658103000.0,25557000.0,,5289453000.0,1449574000.0,3048087000.0,2337980000.0,1449574000.0,1449574000.0,3839879000.0,5289453000.0,1986068000.0,1501899000.0,0.0,-2036552000.0
H & R Block Inc,HRB,,12659,2011.0,Q3,,2011-01-31,2011-03-09 16:57:28+00:00,,1371152000.0,671682000.0,7162000.0,,1465690000.0,,813857000.0,,95990000.0,153613000.0,1855195000.0,849028000.0,,375644000.0,1074358000.0,,321075000.0,,,513192000.0,,,,,469735000.0,438065000.0,401106000.0,36113000.0,2045447000.0,686149000.0,,5802735000.0,827683000.0,3274061000.0,3462629000.0,827683000.0,827683000.0,4975052000.0,5802735000.0,2207599000.0,1512423000.0,,-2038783000.0
H & R Block Inc,HRB,,12659,2011.0,Q2,,2010-10-31,2010-12-08 15:37:57+00:00,,416333000.0,660999000.0,2757000.0,,959746000.0,,814527000.0,,151708000.0,81163000.0,929898000.0,867417000.0,,373324000.0,1066103000.0,,327881000.0,,,537226000.0,,,,,466368000.0,445182000.0,324014000.0,35473000.0,2104050000.0,92924000.0,,4307782000.0,879805000.0,1735566000.0,1916692000.0,879805000.0,879805000.0,3427977000.0,4307782000.0,2244335000.0,1511285000.0,,-2041529000.0
H & R Block Inc,HRB,,12659,2011.0,Q1,,2010-07-31,2010-09-13 19:56:03+00:00,,376929000.0,762281000.0,-2648000.0,,1098610000.0,,815171000.0,,315090000.0,76918000.0,731413000.0,875797000.0,,373556000.0,1065649000.0,,326641000.0,,,563090000.0,,,,,446600000.0,394089000.0,325932000.0,37009000.0,2255262000.0,53577000.0,,4424164000.0,1025147000.0,1838480000.0,1939279000.0,1025147000.0,1025147000.0,3399017000.0,4424164000.0,2259043000.0,1459738000.0,,-2042638000.0
H & R Block Inc,HRB,,12659,2012.0,FY,,2012-04-30,2013-06-26 16:47:35+00:00,,193858000.0,567079000.0,12145000.0,,1944334000.0,0.0,800763000.0,,336374000.0,163992000.0,827549000.0,427566000.0,,276664000.0,409115000.0,371315000.0,240772000.0,,,406201000.0,,,0.0,,426055000.0,388132000.0,314702000.0,48100000.0,2523997000.0,631434000.0,,4649567000.0,1325892000.0,2500994000.0,2526428000.0,1325892000.0,1325892000.0,3323675000.0,4649567000.0,1907801000.0,797247000.0,0.0,-2011013000.0
