company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
H & R Block Inc,HRB,,12659,2012.0,Q2,2011-08-01,2011-10-31,,-4707000.0,23475000.0,-9886000.0,,15806000.0,-6997000.0,,,77979000.0,-132155000.0,-112867000.0,,,,,-132155000.0,-112867000.0,-188079000.0,-440098000.0,,,,54768000.0,-13560000.0,-45552000.0,-115884000.0,-29557000.0,-41130000.0,-178220000.0,35035000.0,
H & R Block Inc,HRB,,12659,2012.0,Q2YTD,2011-05-01,2011-10-31,2012-12-06 06:11:18+00:00,-8164000.0,122832000.0,27748000.0,,37036000.0,-6035000.0,,,77979000.0,-389450000.0,-127120000.0,,,,,-389450000.0,-127120000.0,-582628000.0,-1105233000.0,,,,-129715000.0,-6550000.0,-91446000.0,-155159000.0,-40510000.0,-66046000.0,-180222000.0,46227000.0,
H & R Block Inc,HRB,,12659,2012.0,Q1,2011-05-01,2011-07-31,2012-09-05 17:17:16+00:00,-3457000.0,99357000.0,37634000.0,,21230000.0,962000.0,,,,-257295000.0,-14253000.0,,,,,-257295000.0,-14253000.0,-394549000.0,-665135000.0,,,,-184483000.0,7010000.0,-45894000.0,-39275000.0,-10953000.0,-24916000.0,-2002000.0,11192000.0,
H & R Block Inc,HRB,,12659,2013.0,FY,2012-05-01,2013-04-30,2015-06-17 16:36:12+00:00,-20742000.0,155617000.0,73559000.0,92407000.0,,1620000.0,-135225000.0,,1711423000.0,-584541000.0,-110937000.0,497108000.0,,,,-584541000.0,-110937000.0,497108000.0,-196750000.0,433948000.0,433948000.0,105978000.0,128747000.0,87779000.0,-217201000.0,-227177000.0,-113239000.0,-1867097000.0,-340413000.0,162442000.0,
H & R Block Inc,HRB,,12659,2013.0,Q3,2012-11-01,2013-01-31,,-10220000.0,56785000.0,20054000.0,,,279000.0,,,1214238000.0,18332000.0,-116237000.0,,,,,18332000.0,-116237000.0,-744890000.0,-842516000.0,,,,256907000.0,-71104000.0,-54264000.0,-40877000.0,-35343000.0,-1398170000.0,-379000.0,41307000.0,
H & R Block Inc,HRB,,12659,2013.0,Q3YTD,2012-05-01,2013-01-31,2014-03-06 17:03:35+00:00,-20662000.0,104986000.0,62160000.0,,,-417000.0,,,1711423000.0,-33290000.0,-180316000.0,,,,,-33290000.0,-180316000.0,-1311926000.0,-1525949000.0,,,,220282000.0,-73253000.0,-162692000.0,-108351000.0,-96063000.0,-1462005000.0,-340298000.0,118013000.0,
H & R Block Inc,HRB,,12659,2013.0,Q2,2012-08-01,2012-10-31,,-10442000.0,28454000.0,28612000.0,,,802000.0,,,497185000.0,571488000.0,-57364000.0,,,,,571488000.0,-57364000.0,-193896000.0,321030000.0,,,,142426000.0,-3916000.0,-54227000.0,-38484000.0,-47447000.0,-13065000.0,-831000.0,42925000.0,
H & R Block Inc,HRB,,12659,2013.0,Q2YTD,2012-05-01,2012-10-31,2013-12-10 17:06:26+00:00,-10442000.0,48201000.0,42106000.0,,,-696000.0,,,497185000.0,-51622000.0,-64079000.0,,,,,-51622000.0,-64079000.0,-567036000.0,-683433000.0,,,,-36625000.0,-2149000.0,-108428000.0,-67474000.0,-60720000.0,-63835000.0,-339919000.0,76706000.0,
H & R Block Inc,HRB,,12659,2013.0,Q1,2012-05-01,2012-07-31,2013-09-05 13:08:24+00:00,,19747000.0,13494000.0,,,-1498000.0,,,,-623110000.0,-6715000.0,,,,,-623110000.0,-6715000.0,-373140000.0,-1004463000.0,,,,-179051000.0,1767000.0,-54201000.0,-28990000.0,-13273000.0,-50770000.0,-339088000.0,33781000.0,
H & R Block Inc,HRB,,12659,2014.0,FY,2013-05-01,2014-04-30,2016-06-17 17:07:38+00:00,-68428000.0,155735000.0,55221000.0,115604000.0,,-17618000.0,118755000.0,,316000000.0,-364930000.0,10690000.0,809581000.0,,,,-364930000.0,10690000.0,809581000.0,437723000.0,475157000.0,475157000.0,100065000.0,-135706000.0,52657000.0,-218980000.0,-45158000.0,-147011000.0,-320138000.0,-6106000.0,218630000.0,
H & R Block Inc,HRB,,12659,2014.0,Q3,2013-11-01,2014-01-31,,-16938000.0,-28427000.0,15493000.0,,,-12145000.0,,,275914000.0,290603000.0,-3877000.0,,,,,290603000.0,-3877000.0,-627949000.0,-353368000.0,,,,154400000.0,-40943000.0,-54810000.0,,-38728000.0,-84901000.0,,92732000.0,
H & R Block Inc,HRB,,12659,2014.0,Q3YTD,2013-05-01,2014-01-31,2015-03-05 17:05:43+00:00,-37865000.0,87672000.0,43297000.0,,,-20016000.0,,,275914000.0,-101933000.0,-67909000.0,,,,,-101933000.0,-67909000.0,-1120322000.0,-1310180000.0,,,,-96864000.0,-31919000.0,-164134000.0,-45158000.0,-125654000.0,-116849000.0,,172687000.0,
H & R Block Inc,HRB,,12659,2014.0,Q2,2013-08-01,2013-10-31,,-19624000.0,9632000.0,11921000.0,,,-1250000.0,,,,-163281000.0,-34942000.0,,,,,-163281000.0,-34942000.0,-173631000.0,-373104000.0,,,,-93853000.0,1035000.0,-54774000.0,,-52540000.0,-14654000.0,,36187000.0,
H & R Block Inc,HRB,,12659,2014.0,Q2YTD,2013-05-01,2013-10-31,2014-12-09 17:06:37+00:00,-20927000.0,116099000.0,27804000.0,,,-7871000.0,,,,-392536000.0,-64032000.0,,,,,-392536000.0,-64032000.0,-492373000.0,-956812000.0,,,,-251264000.0,9024000.0,-109324000.0,-45158000.0,-86926000.0,-31948000.0,,79955000.0,
H & R Block Inc,HRB,,12659,2014.0,Q1,2013-05-01,2013-07-31,2014-09-04 15:17:17+00:00,-1303000.0,106467000.0,15883000.0,,,-6621000.0,,,,-229255000.0,-29090000.0,,,,,-229255000.0,-29090000.0,-318742000.0,-583708000.0,,,,-157411000.0,7989000.0,-54550000.0,-45158000.0,-34386000.0,-17294000.0,,43768000.0,
H & R Block Inc,HRB,,12659,2015.0,FY,2014-05-01,2015-04-30,2017-06-16 16:16:56+00:00,-113252000.0,236624000.0,44847000.0,159804000.0,,-9986000.0,-107920000.0,,1049136000.0,-645807000.0,-148932000.0,626608000.0,,,,-645807000.0,-148932000.0,626608000.0,-178117000.0,473663000.0,473663000.0,101061000.0,-12022000.0,54091000.0,-219960000.0,-90581000.0,-123158000.0,-1452512000.0,-10449000.0,123968000.0,
H & R Block Inc,HRB,,12659,2015.0,Q3YTD,2014-05-01,2015-01-31,2016-03-11 16:04:57+00:00,-112163000.0,201374000.0,43561000.0,,,-15549000.0,,,1049062000.0,531274000.0,-132698000.0,,,,,531274000.0,-132698000.0,-1247200000.0,-864173000.0,,,,531041000.0,-7770000.0,-164905000.0,,-98876000.0,-873569000.0,-10355000.0,86111000.0,
H & R Block Inc,HRB,,12659,2015.0,Q3,2014-11-01,2015-01-31,,-17933000.0,43694000.0,16182000.0,,,-11333000.0,,,1049062000.0,1376576000.0,-51976000.0,,,,,1376576000.0,-51976000.0,-619623000.0,693644000.0,,,,832833000.0,-29741000.0,-55034000.0,,-27949000.0,-450177000.0,-108000.0,23647000.0,
H & R Block Inc,HRB,,12659,2015.0,Q2YTD,2014-05-01,2014-10-31,2015-12-09 17:04:34+00:00,-94230000.0,157680000.0,27379000.0,,,-4216000.0,,,0.0,-845302000.0,-80722000.0,,,,,-845302000.0,-80722000.0,-627577000.0,-1557817000.0,,,,-301792000.0,21971000.0,-109871000.0,,-70927000.0,-423392000.0,-10247000.0,62464000.0,
H & R Block Inc,HRB,,12659,2015.0,Q2,2014-08-01,2014-10-31,,-53697000.0,68756000.0,11964000.0,,,-4726000.0,,,,-496893000.0,-54388000.0,,,,,-496893000.0,-54388000.0,-245992000.0,-801999000.0,,,,-27551000.0,6665000.0,-55019000.0,,-45086000.0,-413473000.0,-850000.0,37730000.0,
H & R Block Inc,HRB,,12659,2015.0,Q1,2014-05-01,2014-07-31,2015-09-04 16:09:34+00:00,-40533000.0,88924000.0,15415000.0,,,510000.0,,,,-348409000.0,-26334000.0,,,,,-348409000.0,-26334000.0,-381585000.0,-755818000.0,,,,-274241000.0,15306000.0,-54852000.0,,-25841000.0,-9919000.0,-9397000.0,24734000.0,
H & R Block Inc,HRB,,12659,2016.0,FY,2015-05-01,2016-04-30,2018-06-15 16:34:07+00:00,-88776000.0,165154000.0,59058000.0,173598000.0,,-10590000.0,-102247000.0,,2461831000.0,-1961729000.0,329515000.0,544553000.0,,,,-1961729000.0,329515000.0,544553000.0,-1098251000.0,374267000.0,374267000.0,98935000.0,-719958000.0,43262000.0,-201688000.0,,-99923000.0,-1483576000.0,-2018338000.0,474952000.0,
H & R Block Inc,HRB,,12659,2016.0,Q4,2016-02-01,2016-04-30,,-3447000.0,7463000.0,26286000.0,45852000.0,,5985000.0,1186080000.0,,115000000.0,-1273533000.0,15474000.0,1971502000.0,,,,-1273533000.0,15474000.0,1971502000.0,719428000.0,700662000.0,700662000.0,38908000.0,-28000.0,41858000.0,-44158000.0,,-33505000.0,-1214604000.0,-129743000.0,10568000.0,
H & R Block Inc,HRB,,12659,2016.0,Q3YTD,2015-05-01,2016-01-31,2017-03-08 17:20:19+00:00,-85329000.0,157691000.0,32772000.0,127746000.0,,-16575000.0,-1288327000.0,,2346831000.0,-688196000.0,314041000.0,-1426949000.0,,,,-688196000.0,314041000.0,-1426949000.0,-1817679000.0,-326395000.0,-326395000.0,60027000.0,-719930000.0,1404000.0,-157530000.0,,-66418000.0,-268972000.0,-1888595000.0,464384000.0,
H & R Block Inc,HRB,,12659,2016.0,Q3,2015-11-01,2016-01-31,,-23483000.0,25595000.0,17166000.0,45303000.0,,-5670000.0,-830774000.0,,1350000000.0,709775000.0,-51039000.0,-824236000.0,,,,709775000.0,-51039000.0,-824236000.0,-171170000.0,-81729000.0,-81729000.0,42964000.0,8928000.0,-13034000.0,-47192000.0,,-27639000.0,-231152000.0,-370809000.0,13117000.0,
H & R Block Inc,HRB,,12659,2016.0,Q2YTD,2015-05-01,2015-10-31,2016-12-08 17:08:05+00:00,-61846000.0,132096000.0,15606000.0,82443000.0,,-10905000.0,-457553000.0,,996831000.0,-1397971000.0,365080000.0,-602713000.0,,,,-1397971000.0,365080000.0,-602713000.0,-1646509000.0,-244666000.0,-244666000.0,17063000.0,-728858000.0,14438000.0,-110338000.0,,-38779000.0,-37820000.0,-1517786000.0,451267000.0,
H & R Block Inc,HRB,,12659,2016.0,Q1,2015-05-01,2015-07-31,2016-09-01 17:14:04+00:00,-12271000.0,75358000.0,15381000.0,,,-10907000.0,,,,-350749000.0,32094000.0,,,,,-350749000.0,32094000.0,-378246000.0,-707808000.0,,,,-255517000.0,12414000.0,-55063000.0,,-8689000.0,-22413000.0,-17756000.0,40640000.0,
H & R Block Inc,HRB,,12659,2017.0,FY,2016-05-01,2017-04-30,2019-06-14 16:26:26+00:00,-54816000.0,163539000.0,87185000.0,182168000.0,,,-110977000.0,,1700000000.0,-530424000.0,99319000.0,552197000.0,,,,-530424000.0,99319000.0,552197000.0,121092000.0,408945000.0,408945000.0,72061000.0,2371000.0,36216000.0,-187115000.0,,-89255000.0,-1722830000.0,-322850000.0,207174000.0,
H & R Block Inc,HRB,,12659,2017.0,Q4,2017-02-01,2017-04-30,,-1991000.0,4883000.0,27376000.0,49976000.0,,,1103246000.0,,154627000.0,-1168881000.0,34577000.0,1962056000.0,,,,-1168881000.0,34577000.0,1962056000.0,827752000.0,783352000.0,783352000.0,25482000.0,-32000.0,51899000.0,-45578000.0,,-15331000.0,-1277830000.0,-68000.0,,
H & R Block Inc,HRB,,12659,2017.0,Q3YTD,2016-05-01,2017-01-31,2018-03-07 17:52:30+00:00,-52825000.0,158656000.0,59809000.0,132192000.0,,,-1214223000.0,,1545373000.0,638457000.0,64742000.0,-1409859000.0,,,,638457000.0,64742000.0,-1409859000.0,-706660000.0,-374407000.0,-374407000.0,46579000.0,2403000.0,-15683000.0,-141537000.0,,-73924000.0,-445000000.0,-322782000.0,207174000.0,
H & R Block Inc,HRB,,12659,2017.0,Q3TTM,2016-02-01,2017-01-31,,-56272000.0,166119000.0,86095000.0,178044000.0,,5985000.0,-28143000.0,,1660373000.0,-635076000.0,80216000.0,561643000.0,,,,-635076000.0,80216000.0,561643000.0,12768000.0,326255000.0,326255000.0,85487000.0,2375000.0,26175000.0,-185695000.0,,-107429000.0,-1659604000.0,-452525000.0,217742000.0,
H & R Block Inc,HRB,,12659,2017.0,Q3,2016-11-01,2017-01-31,,-16674000.0,46317000.0,19139000.0,45160000.0,,,-662950000.0,,1020373000.0,517043000.0,120533000.0,-689483000.0,,,,517043000.0,120533000.0,-689483000.0,-51907000.0,-104514000.0,-104514000.0,32821000.0,773000.0,-21952000.0,-45566000.0,,-29006000.0,-351266000.0,-107271000.0,188165000.0,
H & R Block Inc,HRB,,12659,2017.0,Q2YTD,2016-05-01,2016-10-31,2017-12-07 17:12:07+00:00,-36151000.0,112339000.0,40670000.0,87032000.0,,,-551273000.0,,525000000.0,121414000.0,-55791000.0,-720376000.0,,,,121414000.0,-55791000.0,-720376000.0,-654753000.0,-269893000.0,-269893000.0,13758000.0,1630000.0,6269000.0,-95971000.0,,-44918000.0,-93734000.0,-215511000.0,19009000.0,
H & R Block Inc,HRB,,12659,2017.0,Q2TTM,2015-11-01,2016-10-31,,-63081000.0,145397000.0,84122000.0,178187000.0,,315000.0,-195967000.0,,1990000000.0,-442344000.0,-91356000.0,426890000.0,,,,-442344000.0,-91356000.0,426890000.0,-106495000.0,349040000.0,349040000.0,95630000.0,10530000.0,35093000.0,-187321000.0,,-106062000.0,-1539490000.0,-716063000.0,42694000.0,
H & R Block Inc,HRB,,12659,2017.0,Q2,2016-08-01,2016-10-31,,-34516000.0,51050000.0,25151000.0,45750000.0,,,-168742000.0,,525000000.0,238380000.0,-60869000.0,-262412000.0,,,,238380000.0,-60869000.0,-262412000.0,-84901000.0,-146220000.0,-146220000.0,6800000.0,-9000.0,2883000.0,-47457000.0,,-38672000.0,-68955000.0,-170199000.0,9436000.0,
H & R Block Inc,HRB,,12659,2017.0,Q1,2016-05-01,2016-07-31,2017-09-01 16:11:27+00:00,-1635000.0,61289000.0,15519000.0,41282000.0,,,-382531000.0,,,-116966000.0,5078000.0,-457964000.0,,,,-116966000.0,5078000.0,-457964000.0,-569852000.0,-123673000.0,-123673000.0,6958000.0,1639000.0,3386000.0,-48514000.0,,-6246000.0,-24779000.0,-45312000.0,9573000.0,
H & R Block Inc,HRB,,12659,2018.0,FY,2017-05-01,2018-04-30,2020-06-16 18:23:12+00:00,-42539000.0,8276000.0,84320000.0,183295000.0,,-1143000.0,-42884000.0,,830000000.0,-190664000.0,-112057000.0,850003000.0,,,,-190664000.0,-112057000.0,850003000.0,546139000.0,613149000.0,613149000.0,96443000.0,28340000.0,29065000.0,-200469000.0,,-98583000.0,-839388000.0,-9147000.0,,
H & R Block Inc,HRB,,12659,2018.0,Q4,2018-02-01,2018-04-30,,-3139000.0,-94479000.0,26486000.0,46417000.0,,-1143000.0,972411000.0,,,-822006000.0,10519000.0,2207704000.0,,,,-822006000.0,10516000.0,2207704000.0,1395071000.0,1142927000.0,1142927000.0,45949000.0,72000.0,34376000.0,-50211000.0,,-20718000.0,-770466000.0,-1401000.0,,
H & R Block Inc,HRB,,12659,2018.0,Q3YTD,2017-05-01,2018-01-31,2019-03-08 17:25:00+00:00,-39400000.0,102755000.0,57834000.0,136878000.0,,,-1015295000.0,,830000000.0,631342000.0,-122576000.0,-1357701000.0,,,,631342000.0,-122573000.0,-1357701000.0,-848932000.0,-529778000.0,-529778000.0,50494000.0,28268000.0,-5311000.0,-150258000.0,,-77865000.0,-68922000.0,-7746000.0,,
H & R Block Inc,HRB,,12659,2018.0,Q3TTM,2017-02-01,2018-01-31,,-41391000.0,107638000.0,85210000.0,186854000.0,,,87951000.0,,984627000.0,-537539000.0,-87999000.0,604355000.0,,,,-537539000.0,-87996000.0,604355000.0,-21180000.0,253574000.0,253574000.0,75976000.0,28236000.0,46588000.0,-195836000.0,,-93196000.0,-1346752000.0,-7814000.0,,
H & R Block Inc,HRB,,12659,2018.0,Q3,2017-11-01,2018-01-31,,-11878000.0,26304000.0,17932000.0,48488000.0,,,-546716000.0,,830000000.0,738200000.0,-43161000.0,-709244000.0,,,,738200000.0,-43158000.0,-709244000.0,-14202000.0,-245645000.0,-245645000.0,34629000.0,746000.0,-10168000.0,-50176000.0,,-21115000.0,-42205000.0,-165000.0,,
H & R Block Inc,HRB,,12659,2018.0,Q2YTD,2017-05-01,2017-10-31,2018-12-07 17:14:47+00:00,-27522000.0,76451000.0,39902000.0,88390000.0,,,-468579000.0,,,-106858000.0,-79415000.0,-648457000.0,,,,-106858000.0,-79415000.0,-648457000.0,-834730000.0,-284133000.0,-284133000.0,15865000.0,27522000.0,4857000.0,-100082000.0,,-56750000.0,-26717000.0,-7581000.0,,
H & R Block Inc,HRB,,12659,2018.0,Q2TTM,2016-11-01,2017-10-31,,-46187000.0,127651000.0,86417000.0,183526000.0,,,-28283000.0,,1175000000.0,-758696000.0,75695000.0,624116000.0,,,,-758696000.0,75695000.0,624116000.0,-58885000.0,394705000.0,394705000.0,74168000.0,28263000.0,34804000.0,-191226000.0,,-101087000.0,-1655813000.0,-114920000.0,188165000.0,
