company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:26:04+00:00,3.05,3.05,0.27,373344000.0,3.04,304872000.0,105923000.0,,372376000.0,229143000.0,143233000.0,372728000.0,-352000.0,296988000.0,1695298000.0,64592000.0,121143000.0,,63472000.0,129735000.0,296988000.0,1398310000.0,135270000.0,992566000.0,405744000.0,-70678000.0,335066000.0,1695298000.0,122200000.0,120158000.0,120614000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:21:57+00:00,1.76,1.76,0.3,474608000.0,1.76,281696000.0,113916000.0,,231655000.0,186881000.0,44774000.0,210020000.0,21635000.0,402875000.0,2012196000.0,-58000000.0,172134000.0,-10148000.0,12531000.0,132637000.0,402875000.0,1599173000.0,166770000.0,1073606000.0,525567000.0,-224770000.0,300797000.0,2002048000.0,119300000.0,117462000.0,117947000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 17:05:09+00:00,-0.04,-0.04,0.16,121265000.0,-0.04,199173000.0,13165000.0,,3187000.0,2860000.0,327000.0,-5235000.0,8422000.0,107159000.0,600413000.0,-31679000.0,51963000.0,,351000.0,31622000.0,107159000.0,493254000.0,41176000.0,404374000.0,88880000.0,-72855000.0,16025000.0,600413000.0,130900000.0,118110000.0,118110000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2008.0,Q2,2008-04-01,2008-06-30,2009-08-12 15:03:57+00:00,1.3,1.3,0.0,112251000.0,1.29,26108000.0,120975000.0,45658000.0,162921000.0,155570000.0,7351000.0,156694000.0,6227000.0,97327000.0,636004000.0,-1388000.0,1961000.0,,-2500000.0,35596000.0,97327000.0,538677000.0,41670000.0,219074000.0,319603000.0,-43058000.0,276545000.0,636004000.0,120500000.0,118363000.0,119370000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 15:53:24+00:00,-0.46,-0.46,0.08,564149000.0,-0.46,100186000.0,-83195000.0,,-42267000.0,-141983000.0,99716000.0,-52106000.0,9839000.0,345885000.0,1402436000.0,6887000.0,106421000.0,-195557000.0,18087000.0,130863000.0,345885000.0,860994000.0,173353000.0,919706000.0,-58712000.0,-166466000.0,-225178000.0,1206879000.0,113300000.0,114176000.0,114176000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2009.0,Q3,2009-07-01,2009-09-30,2010-11-01 15:37:49+00:00,-0.06,-0.06,0.04,162605000.0,-0.06,25073000.0,-5206000.0,,1833000.0,-10274000.0,12107000.0,-7165000.0,8998000.0,90394000.0,409969000.0,-20860000.0,30843000.0,-15222000.0,2215000.0,34799000.0,90394000.0,304353000.0,43438000.0,255535000.0,48818000.0,-64298000.0,-15480000.0,394747000.0,119400000.0,114123000.0,114123000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2009.0,Q2,2009-04-01,2009-06-30,2010-07-30 14:11:22+00:00,-0.76,-0.76,,158673000.0,-0.76,21618000.0,-41724000.0,,-87518000.0,-90249000.0,2731000.0,-86996000.0,-522000.0,84793000.0,370692000.0,51883000.0,26468000.0,-170224000.0,16022000.0,33275000.0,84793000.0,115675000.0,43475000.0,256056000.0,-140381000.0,8408000.0,-131973000.0,200468000.0,114500000.0,113979000.0,113979000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2010.0,Q4,2010-10-01,2010-12-31,,0.68,0.68,,52276000.0,0.65,122663000.0,-45734000.0,,82126000.0,-20875000.0,103001000.0,80342000.0,1784000.0,77031000.0,280611000.0,12158000.0,26525000.0,-122151000.0,-125343000.0,38884000.0,77031000.0,81429000.0,45191000.0,115005000.0,-33576000.0,-33033000.0,-66609000.0,158460000.0,117700000.0,115062000.0,116330000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2010.0,FY,2010-01-01,2010-12-31,2013-02-13 16:03:08+00:00,5.14,5.14,0.08,499856000.0,5.08,189597000.0,269627000.0,,645995000.0,511945000.0,134050000.0,605208000.0,40787000.0,364764000.0,1718297000.0,-21432000.0,120086000.0,448434000.0,-157992000.0,164332000.0,364764000.0,1801967000.0,183084000.0,815879000.0,986088000.0,-204516000.0,781572000.0,2166731000.0,117700000.0,115062000.0,116330000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2010.0,Q3YTD,2010-01-01,2010-09-30,,4.46,4.46,0.08,447580000.0,4.43,66934000.0,315361000.0,,563869000.0,532820000.0,31049000.0,524866000.0,39003000.0,287733000.0,1437686000.0,-33590000.0,93561000.0,570585000.0,-32649000.0,125448000.0,287733000.0,1720538000.0,137893000.0,700874000.0,1019664000.0,-171483000.0,848181000.0,2008271000.0,117900000.0,115191000.0,116021000.0
