company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2008.0,FY,,2008-12-31,2010-02-26 16:26:04+00:00,322688000.0,207553000.0,2511401000.0,88788000.0,48337000.0,,2910981000.0,147905000.0,67083000.0,3618000.0,310563000.0,10371403000.0,2899241000.0,,76901000.0,8021268000.0,102717000.0,177236000.0,553000.0,1502705000.0,,74573000.0,177539000.0,,43247000.0,342490000.0,207993000.0,12464000.0,,988786000.0,,,9161785000.0,3576896000.0,486911000.0,694997000.0,3576896000.0,3679613000.0,5482172000.0,9161785000.0,653606000.0,4787175000.0,-411659000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2009.0,FY,,2009-12-31,2011-02-25 16:21:57+00:00,221359000.0,331748000.0,2946048000.0,51009000.0,27368000.0,,2982702000.0,90215000.0,51879000.0,17539000.0,309259000.0,10512904000.0,2761011000.0,,139177000.0,7721686000.0,106843000.0,87021000.0,387000.0,1470899000.0,,56935000.0,195069000.0,,47009000.0,219815000.0,334112000.0,9011000.0,,917688000.0,,,8867265000.0,3536188000.0,616118000.0,571191000.0,3536188000.0,3643031000.0,5224234000.0,8867265000.0,529461000.0,4653043000.0,-415211000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2009.0,Q3,,2009-09-30,2009-11-06 17:05:09+00:00,201768000.0,137517000.0,2819643000.0,64851000.0,55615000.0,,2937149000.0,104743000.0,19707000.0,13052000.0,309371000.0,10383159000.0,2867298000.0,,145976000.0,7718472000.0,86876000.0,109497000.0,2572000.0,1408481000.0,,51594000.0,167974000.0,,30283000.0,227691000.0,243740000.0,12553000.0,,861922000.0,,,8681068000.0,3447356000.0,422962000.0,517820000.0,3447356000.0,3534232000.0,5146836000.0,8681068000.0,539634000.0,4629016000.0,-416566000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2009.0,Q2,,2009-06-30,2009-08-12 15:03:57+00:00,192542000.0,152931000.0,2671508000.0,76637000.0,64323000.0,0.0,2926190000.0,119281000.0,38016000.0,18083000.0,310551000.0,10303367000.0,2978819000.0,,119077000.0,7790634000.0,89631000.0,132166000.0,1134000.0,1424769000.0,,70759000.0,189799000.0,16874000.0,60054000.0,288673000.0,216243000.0,19870000.0,,875226000.0,,,8872842000.0,3451455000.0,481850000.0,579759000.0,3451455000.0,3541086000.0,5331756000.0,8872842000.0,600358000.0,4751997000.0,-426598000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2010.0,FY,,2010-12-31,2012-02-29 15:53:24+00:00,354890000.0,245303000.0,3366440000.0,7361000.0,111160000.0,0.0,3024030000.0,44951000.0,187551000.0,20312000.0,298182000.0,10930226000.0,2601670000.0,72045000.0,173615000.0,7847328000.0,105442000.0,42069000.0,,1751310000.0,,186372000.0,181467000.0,281741000.0,167600000.0,264364000.0,288808000.0,11441000.0,,1510427000.0,,,9679102000.0,4120583000.0,1197183000.0,769220000.0,4120583000.0,4226025000.0,5453077000.0,9679102000.0,634591000.0,4683857000.0,-421235000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2010.0,Q3,,2010-09-30,2010-11-01 15:37:49+00:00,321256000.0,211716000.0,3312709000.0,17675000.0,78165000.0,,3017248000.0,56097000.0,8333000.0,70761000.0,298413000.0,10979208000.0,2539416000.0,,182238000.0,7923912000.0,114456000.0,53400000.0,15045000.0,1694575000.0,,191156000.0,114309000.0,,33798000.0,370274000.0,255670000.0,17868000.0,,1430566000.0,,,9297120000.0,4043382000.0,689476000.0,596221000.0,4043382000.0,4157838000.0,5139282000.0,9297120000.0,683732000.0,4543061000.0,-422107000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2010.0,Q2,,2010-06-30,2010-07-30 14:11:22+00:00,316790000.0,212821000.0,3168814000.0,29166000.0,197686000.0,,3005400000.0,67436000.0,1582000.0,56099000.0,298563000.0,10740639000.0,2531431000.0,,122393000.0,7781394000.0,122742000.0,64730000.0,2356000.0,1638060000.0,,158999000.0,92937000.0,,54023000.0,317431000.0,232683000.0,19097000.0,,1323662000.0,,,9112322000.0,3935391000.0,712578000.0,587285000.0,3935391000.0,4058133000.0,5054189000.0,9112322000.0,618350000.0,4466904000.0,-422837000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2011.0,FY,,2011-12-31,2013-02-13 16:03:08+00:00,647455000.0,283813000.0,3648465000.0,-3130000.0,537484000.0,,3615139000.0,42069000.0,3000.0,67501000.0,298142000.0,12249332000.0,2528905000.0,169532000.0,241609000.0,9173942000.0,162344000.0,,,1942446000.0,,251771000.0,179345000.0,73349000.0,133141000.0,403248000.0,255156000.0,14263000.0,,2335066000.0,,,11447156000.0,5488794000.0,1402292000.0,1069511000.0,5488794000.0,5651138000.0,5796018000.0,11447156000.0,870922000.0,4726507000.0,-458281000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2011.0,Q3,,2011-09-30,2011-11-04 16:51:03+00:00,583383000.0,278188000.0,3788686000.0,-58000.0,210565000.0,0.0,3083334000.0,42825000.0,94452000.0,15604000.0,298154000.0,12341837000.0,2587371000.0,164107000.0,260356000.0,9053860000.0,125432000.0,46701000.0,7358000.0,2133147000.0,,241172000.0,100350000.0,,33955000.0,357921000.0,245040000.0,18910000.0,,2446217000.0,,,10985043000.0,5071235000.0,1103643000.0,776117000.0,5071235000.0,5196667000.0,5788376000.0,10985043000.0,827540000.0,5012259000.0,-458258000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2011.0,Q2,,2011-06-30,2011-08-05 14:28:16+00:00,490434000.0,269178000.0,3637605000.0,2863000.0,352421000.0,0.0,3072103000.0,43580000.0,3837000.0,25515000.0,298177000.0,11754331000.0,2570978000.0,155701000.0,234108000.0,8547940000.0,101032000.0,21150000.0,1878000.0,1844503000.0,,190221000.0,138746000.0,,57366000.0,278285000.0,344852000.0,21342000.0,,2099623000.0,,,10353088000.0,4714932000.0,1071107000.0,755641000.0,4714932000.0,4815964000.0,5537124000.0,10353088000.0,734041000.0,4781483000.0,-459657000.0
Pioneer Natural Resources Co,PXD,FY8JBF7CCL2VE4F1B628,1038357,2011.0,Q1,,2011-03-31,2011-05-09 18:05:09+00:00,350030000.0,277293000.0,3495838000.0,3439000.0,520651000.0,,3061524000.0,44327000.0,53702000.0,33072000.0,298145000.0,11269772000.0,2562688000.0,109391000.0,187715000.0,8154310000.0,90922000.0,31610000.0,,1763976000.0,,186222000.0,234493000.0,,33942000.0,228547000.0,418281000.0,10010000.0,,1854041000.0,,,10025986000.0,4462645000.0,1235593000.0,695864000.0,4462645000.0,4553567000.0,5472419000.0,10025986000.0,636083000.0,4776555000.0,-456359000.0
