company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2009.0,FY,,2009-12-31,2011-02-10 15:14:00+00:00,2278000000.0,2540000000.0,-3372000000.0,,1922000000.0,,3025000000.0,,635000000.0,706000000.0,164000000.0,4182000000.0,2443000000.0,5843000000.0,251000000.0,43000000.0,235000000.0,3526000000.0,,844000000.0,,,429000000.0,793000000.0,320000000.0,593000000.0,1082000000.0,338000000.0,14410000000.0,735000000.0,7225000000.0,4095000000.0,735000000.0,986000000.0,12831000000.0,14410000000.0,1342000000.0,8736000000.0,0.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2010.0,FY,,2010-12-31,2012-02-14 12:19:40+00:00,3107000000.0,2736000000.0,-3270000000.0,,2005000000.0,0.0,3048000000.0,,756000000.0,683000000.0,161000000.0,4319000000.0,2977000000.0,6165000000.0,277000000.0,58000000.0,242000000.0,3415000000.0,,1018000000.0,,,518000000.0,842000000.0,327000000.0,584000000.0,866000000.0,426000000.0,15630000000.0,644000000.0,8045000000.0,5307000000.0,644000000.0,921000000.0,14125000000.0,15630000000.0,1420000000.0,8818000000.0,0.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2010.0,Q3,,2010-09-30,2010-10-28 15:03:42+00:00,2813000000.0,3461000000.0,-3226000000.0,,1665000000.0,,3042000000.0,,727000000.0,691000000.0,163000000.0,4595000000.0,2993000000.0,5869000000.0,268000000.0,71000000.0,252000000.0,3398000000.0,,1015000000.0,,,459000000.0,760000000.0,284000000.0,592000000.0,1043000000.0,377000000.0,15656000000.0,859000000.0,8403000000.0,4932000000.0,859000000.0,1127000000.0,13937000000.0,15656000000.0,1384000000.0,9005000000.0,0.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2010.0,Q2,,2010-06-30,2010-07-29 12:22:13+00:00,2613000000.0,2840000000.0,-3452000000.0,,1683000000.0,,3036000000.0,,659000000.0,632000000.0,160000000.0,4288000000.0,2901000000.0,5541000000.0,249000000.0,50000000.0,210000000.0,3405000000.0,,838000000.0,,,407000000.0,761000000.0,299000000.0,527000000.0,1063000000.0,316000000.0,14513000000.0,647000000.0,7723000000.0,4426000000.0,647000000.0,896000000.0,13090000000.0,14513000000.0,1249000000.0,8664000000.0,0.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2011.0,FY,,2011-12-31,2013-02-12 11:55:55+00:00,3668000000.0,2849000000.0,-3991000000.0,,2772000000.0,0.0,3053000000.0,,799000000.0,654000000.0,157000000.0,4789000000.0,3856000000.0,6375000000.0,268000000.0,145000000.0,244000000.0,4002000000.0,,1050000000.0,,,486000000.0,1041000000.0,335000000.0,607000000.0,1187000000.0,412000000.0,17629000000.0,249000000.0,9812000000.0,5929000000.0,749000000.0,1017000000.0,16005000000.0,17629000000.0,1442000000.0,10076000000.0,500000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2011.0,Q3,,2011-09-30,2011-10-28 13:37:29+00:00,3371000000.0,4008000000.0,-3219000000.0,,2126000000.0,0.0,3049000000.0,,821000000.0,670000000.0,157000000.0,5559000000.0,4037000000.0,6263000000.0,276000000.0,55000000.0,242000000.0,3226000000.0,,1103000000.0,,,472000000.0,882000000.0,341000000.0,626000000.0,1169000000.0,524000000.0,18129000000.0,999000000.0,10512000000.0,5819000000.0,1499000000.0,1775000000.0,15728000000.0,18129000000.0,1354000000.0,9909000000.0,500000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2011.0,Q2,,2011-06-30,2011-07-28 12:43:27+00:00,3515000000.0,3539000000.0,-3079000000.0,,1804000000.0,0.0,3045000000.0,,789000000.0,720000000.0,161000000.0,4786000000.0,4032000000.0,6448000000.0,284000000.0,48000000.0,269000000.0,3384000000.0,,1097000000.0,,,489000000.0,887000000.0,401000000.0,638000000.0,1009000000.0,518000000.0,17642000000.0,975000000.0,9776000000.0,5919000000.0,1475000000.0,1759000000.0,15245000000.0,17642000000.0,1418000000.0,9326000000.0,500000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2011.0,Q1,,2011-03-31,2011-04-29 11:53:38+00:00,3358000000.0,3550000000.0,-3181000000.0,,2215000000.0,,3039000000.0,,792000000.0,712000000.0,161000000.0,4795000000.0,3337000000.0,6329000000.0,289000000.0,52000000.0,262000000.0,3412000000.0,,1055000000.0,,,510000000.0,849000000.0,390000000.0,628000000.0,969000000.0,489000000.0,17256000000.0,827000000.0,9492000000.0,5694000000.0,1327000000.0,1616000000.0,15012000000.0,17256000000.0,1435000000.0,9318000000.0,500000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2012.0,FY,,2012-12-31,2014-02-13 11:55:23+00:00,3223000000.0,2563000000.0,-4560000000.0,,2281000000.0,0.0,3060000000.0,,719000000.0,664000000.0,140000000.0,4888000000.0,3250000000.0,6956000000.0,255000000.0,186000000.0,264000000.0,4340000000.0,,1182000000.0,,,529000000.0,1000000000.0,404000000.0,534000000.0,1370000000.0,198000000.0,16973000000.0,-130000000.0,8498000000.0,5322000000.0,370000000.0,625000000.0,15814000000.0,16973000000.0,1519000000.0,10492000000.0,500000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2012.0,Q3,,2012-09-30,2012-10-26 10:31:18+00:00,3146000000.0,3555000000.0,-3702000000.0,,2257000000.0,0.0,3062000000.0,,776000000.0,655000000.0,154000000.0,5708000000.0,3596000000.0,6658000000.0,278000000.0,145000000.0,263000000.0,3454000000.0,,1193000000.0,,,522000000.0,1000000000.0,397000000.0,618000000.0,1370000000.0,273000000.0,17939000000.0,730000000.0,9805000000.0,5388000000.0,1230000000.0,1508000000.0,15813000000.0,17939000000.0,1476000000.0,10425000000.0,500000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2012.0,Q2,,2012-06-30,2012-07-31 13:57:16+00:00,3324000000.0,3174000000.0,-3870000000.0,,2156000000.0,0.0,3057000000.0,,719000000.0,644000000.0,154000000.0,5395000000.0,3940000000.0,6499000000.0,263000000.0,138000000.0,244000000.0,3732000000.0,,1102000000.0,,,517000000.0,998000000.0,379000000.0,602000000.0,1260000000.0,275000000.0,17601000000.0,447000000.0,9649000000.0,5420000000.0,947000000.0,1210000000.0,15789000000.0,17601000000.0,1453000000.0,10369000000.0,500000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2012.0,Q1,,2012-03-31,2012-04-27 12:11:40+00:00,3571000000.0,3530000000.0,-3867000000.0,,2083000000.0,0.0,3054000000.0,,766000000.0,672000000.0,157000000.0,5186000000.0,3969000000.0,6528000000.0,288000000.0,148000000.0,253000000.0,3885000000.0,,1099000000.0,,,497000000.0,1008000000.0,406000000.0,626000000.0,1176000000.0,445000000.0,17990000000.0,363000000.0,9988000000.0,5881000000.0,863000000.0,1151000000.0,16213000000.0,17990000000.0,1474000000.0,10332000000.0,500000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2013.0,FY,,2013-12-31,2015-02-17 11:58:59+00:00,3097000000.0,2435000000.0,-3947000000.0,,2996000000.0,0.0,3095000000.0,143000000.0,758000000.0,668000000.0,138000000.0,6162000000.0,2816000000.0,7320000000.0,262000000.0,157000000.0,256000000.0,2673000000.0,,1083000000.0,,,600000000.0,966000000.0,254000000.0,577000000.0,1958000000.0,87000000.0,17527000000.0,1106000000.0,8644000000.0,5025000000.0,1606000000.0,1868000000.0,15082000000.0,17527000000.0,1563000000.0,10057000000.0,500000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2013.0,Q3,,2013-09-30,2013-10-29 10:55:43+00:00,3084000000.0,3254000000.0,-4363000000.0,,2500000000.0,0.0,3085000000.0,,794000000.0,660000000.0,138000000.0,6366000000.0,2944000000.0,7065000000.0,251000000.0,190000000.0,273000000.0,3111000000.0,,1130000000.0,,,550000000.0,995000000.0,371000000.0,540000000.0,1730000000.0,176000000.0,17672000000.0,452000000.0,9069000000.0,5184000000.0,952000000.0,1203000000.0,15929000000.0,17672000000.0,1538000000.0,10745000000.0,500000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2013.0,Q2,,2013-06-30,2013-07-30 10:48:06+00:00,3213000000.0,2880000000.0,-4431000000.0,,2564000000.0,0.0,3070000000.0,,691000000.0,643000000.0,139000000.0,6325000000.0,3138000000.0,6919000000.0,243000000.0,187000000.0,262000000.0,3133000000.0,,1067000000.0,,,527000000.0,1011000000.0,387000000.0,520000000.0,1576000000.0,204000000.0,17384000000.0,215000000.0,8969000000.0,5175000000.0,715000000.0,958000000.0,15906000000.0,17384000000.0,1496000000.0,10731000000.0,500000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2013.0,Q1,,2013-03-31,2013-04-26 11:49:34+00:00,3218000000.0,3021000000.0,-4424000000.0,,2386000000.0,0.0,3064000000.0,,687000000.0,647000000.0,139000000.0,6307000000.0,3168000000.0,6901000000.0,251000000.0,195000000.0,261000000.0,3239000000.0,,1156000000.0,,,534000000.0,1014000000.0,467000000.0,515000000.0,1396000000.0,274000000.0,17458000000.0,36000000.0,9042000000.0,5335000000.0,536000000.0,787000000.0,16156000000.0,17458000000.0,1515000000.0,10821000000.0,500000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2014.0,FY,,2014-12-31,2016-02-09 12:32:55+00:00,2878000000.0,2126000000.0,-4131000000.0,,2161000000.0,0.0,3410000000.0,,724000000.0,601000000.0,138000000.0,6216000000.0,2671000000.0,7153000000.0,235000000.0,2253000000.0,90000000.0,1676000000.0,,950000000.0,,,740000000.0,905000000.0,201000000.0,582000000.0,4331000000.0,178000000.0,18044000000.0,3610000000.0,7159000000.0,4730000000.0,3610000000.0,3845000000.0,13617000000.0,18044000000.0,3732000000.0,8887000000.0,
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2014.0,Q3,,2014-09-30,2014-10-29 11:03:40+00:00,2827000000.0,3021000000.0,-3919000000.0,,1744000000.0,0.0,3550000000.0,,774000000.0,623000000.0,135000000.0,6719000000.0,2924000000.0,7092000000.0,241000000.0,105000000.0,243000000.0,1307000000.0,,1036000000.0,,,654000000.0,916000000.0,358000000.0,595000000.0,2231000000.0,136000000.0,16656000000.0,1862000000.0,8047000000.0,4773000000.0,1862000000.0,2103000000.0,13958000000.0,16656000000.0,1517000000.0,9185000000.0,0.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2014.0,Q2,,2014-06-30,2014-07-30 12:18:11+00:00,3097000000.0,2841000000.0,-3830000000.0,,1637000000.0,0.0,3568000000.0,,763000000.0,663000000.0,137000000.0,6677000000.0,3130000000.0,7325000000.0,244000000.0,131000000.0,255000000.0,1369000000.0,,1080000000.0,,,648000000.0,934000000.0,430000000.0,613000000.0,2087000000.0,85000000.0,16942000000.0,1825000000.0,8038000000.0,5025000000.0,1825000000.0,2069000000.0,14260000000.0,16942000000.0,1579000000.0,9235000000.0,0.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2014.0,Q1,,2014-03-31,2014-05-01 19:49:36+00:00,3112000000.0,2913000000.0,-3883000000.0,,1853000000.0,0.0,3088000000.0,,727000000.0,668000000.0,137000000.0,7047000000.0,3021000000.0,7313000000.0,244000000.0,168000000.0,257000000.0,1376000000.0,,1119000000.0,,,600000000.0,944000000.0,419000000.0,600000000.0,1888000000.0,73000000.0,17092000000.0,1093000000.0,8206000000.0,5031000000.0,1593000000.0,1837000000.0,14655000000.0,17092000000.0,1573000000.0,9624000000.0,500000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2015.0,FY,,2015-12-31,2017-02-08 12:55:31+00:00,2769000000.0,2033000000.0,-4010000000.0,,1476000000.0,0.0,3360000000.0,,666000000.0,555000000.0,138000000.0,5074000000.0,2464000000.0,6777000000.0,222000000.0,2141000000.0,91000000.0,1468000000.0,,886000000.0,,,654000000.0,661000000.0,153000000.0,,4570000000.0,634000000.0,16391000000.0,3920000000.0,6126000000.0,4955000000.0,3920000000.0,4142000000.0,12249000000.0,16391000000.0,3488000000.0,7294000000.0,
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2015.0,Q3,,2015-09-30,2015-10-29 10:37:21+00:00,2576000000.0,2616000000.0,-4210000000.0,,1690000000.0,0.0,3372000000.0,575000000.0,723000000.0,556000000.0,131000000.0,5591000000.0,2544000000.0,6673000000.0,219000000.0,1485000000.0,176000000.0,1426000000.0,,871000000.0,242000000.0,204000000.0,748000000.0,587000000.0,255000000.0,590000000.0,4981000000.0,409000000.0,17515000000.0,4143000000.0,7922000000.0,4783000000.0,4143000000.0,4362000000.0,12563000000.0,17515000000.0,2920000000.0,7780000000.0,
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2015.0,Q2,,2015-06-30,2015-07-29 10:48:56+00:00,2602000000.0,2476000000.0,-4143000000.0,,1638000000.0,0.0,3386000000.0,579000000.0,675000000.0,563000000.0,132000000.0,5746000000.0,2545000000.0,6810000000.0,226000000.0,1572000000.0,186000000.0,1452000000.0,,904000000.0,218000000.0,203000000.0,744000000.0,626000000.0,239000000.0,569000000.0,4727000000.0,357000000.0,17516000000.0,3970000000.0,7695000000.0,4741000000.0,3970000000.0,4196000000.0,12751000000.0,17516000000.0,3011000000.0,8010000000.0,
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2015.0,Q1,,2015-03-31,2015-04-29 10:41:37+00:00,2612000000.0,2523000000.0,-4174000000.0,,1613000000.0,0.0,3415000000.0,568000000.0,669000000.0,552000000.0,137000000.0,5965000000.0,2538000000.0,6826000000.0,227000000.0,1682000000.0,181000000.0,1509000000.0,,885000000.0,,,705000000.0,696000000.0,192000000.0,539000000.0,4551000000.0,261000000.0,17336000000.0,3792000000.0,7434000000.0,4427000000.0,3792000000.0,4019000000.0,12778000000.0,17336000000.0,3076000000.0,8351000000.0,
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2016.0,FY,,2016-12-31,2018-02-08 11:50:53+00:00,2589000000.0,1769000000.0,-4198000000.0,,1132000000.0,0.0,2897000000.0,,584000000.0,535000000.0,136000000.0,4798000000.0,,7040000000.0,218000000.0,2414000000.0,85000000.0,1460000000.0,2627000000.0,963000000.0,,,668000000.0,626000000.0,190000000.0,,5808000000.0,681000000.0,16511000000.0,4507000000.0,5718000000.0,4817000000.0,4507000000.0,4725000000.0,11786000000.0,16511000000.0,3753000000.0,6969000000.0,
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2016.0,Q3,,2016-09-30,2016-10-28 11:22:05+00:00,2600000000.0,2649000000.0,-3957000000.0,,975000000.0,0.0,3187000000.0,,625000000.0,564000000.0,138000000.0,5446000000.0,2754000000.0,7039000000.0,227000000.0,2129000000.0,89000000.0,1388000000.0,,993000000.0,,,702000000.0,716000000.0,193000000.0,,5247000000.0,582000000.0,17143000000.0,4477000000.0,6571000000.0,4800000000.0,4477000000.0,4704000000.0,12439000000.0,17143000000.0,3533000000.0,7639000000.0,
