company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2008.0,FY,2008-01-01,2008-12-31,2011-02-10 15:14:00+00:00,,26000000.0,660000000.0,,-36000000.0,-631000000.0,5000000.0,1888000000.0,,264000000.0,-1058000000.0,-739000000.0,264000000.0,-1058000000.0,-739000000.0,-1569000000.0,-23000000.0,-23000000.0,-771000000.0,,9000000.0,,,-360000000.0,-1049000000.0,-1629000000.0,,284000000.0,58000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2009.0,Q4,2009-10-01,2009-12-31,,,6000000.0,165000000.0,,4000000.0,961000000.0,,26000000.0,,-1394000000.0,-146000000.0,868000000.0,-1394000000.0,-146000000.0,868000000.0,-668000000.0,135000000.0,135000000.0,-399000000.0,-15000000.0,88000000.0,,,,-244000000.0,-1405000000.0,,7000000.0,3000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2009.0,FY,2009-01-01,2009-12-31,2012-02-14 12:19:40+00:00,,20000000.0,636000000.0,,48000000.0,1164000000.0,2000000.0,2111000000.0,0.0,-654000000.0,-663000000.0,1297000000.0,-654000000.0,-663000000.0,1297000000.0,28000000.0,-364000000.0,-364000000.0,-159000000.0,-15000000.0,-7000000.0,,0.0,,-746000000.0,-2752000000.0,,47000000.0,43000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2009.0,Q3,2009-07-01,2009-09-30,,,7000000.0,159000000.0,,31000000.0,139000000.0,2000000.0,63000000.0,,-15000000.0,-208000000.0,416000000.0,-15000000.0,-208000000.0,416000000.0,224000000.0,102000000.0,102000000.0,9000000.0,,-97000000.0,,,,-130000000.0,-80000000.0,,,19000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-28 15:03:42+00:00,,14000000.0,471000000.0,,44000000.0,203000000.0,2000000.0,2085000000.0,,740000000.0,-517000000.0,429000000.0,740000000.0,-517000000.0,429000000.0,696000000.0,-499000000.0,-499000000.0,240000000.0,,-95000000.0,,,,-502000000.0,-1347000000.0,,40000000.0,40000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-29 12:22:13+00:00,,7000000.0,312000000.0,,13000000.0,64000000.0,0.0,2022000000.0,,755000000.0,-309000000.0,13000000.0,755000000.0,-309000000.0,13000000.0,472000000.0,-601000000.0,-601000000.0,231000000.0,,2000000.0,,,,-372000000.0,-1267000000.0,,40000000.0,21000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2010.0,Q4,2010-10-01,2010-12-31,,,5000000.0,165000000.0,,1000000.0,787000000.0,,116000000.0,,-217000000.0,-285000000.0,841000000.0,-217000000.0,-285000000.0,841000000.0,340000000.0,-166000000.0,-166000000.0,50000000.0,-13000000.0,17000000.0,,10000000.0,,-326000000.0,-330000000.0,,-26000000.0,50000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2010.0,FY,2010-01-01,2010-12-31,2013-02-12 11:55:55+00:00,,27000000.0,652000000.0,,-161000000.0,507000000.0,1000000.0,1835000000.0,0.0,179000000.0,-859000000.0,924000000.0,179000000.0,-859000000.0,924000000.0,83000000.0,-164000000.0,-164000000.0,-98000000.0,-13000000.0,15000000.0,,0.0,,-944000000.0,-1644000000.0,,0.0,70000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2010.0,Q3TTM,2009-10-01,2010-09-30,,,28000000.0,652000000.0,,-158000000.0,681000000.0,1000000.0,1745000000.0,,-998000000.0,-720000000.0,951000000.0,-998000000.0,-720000000.0,951000000.0,-925000000.0,137000000.0,137000000.0,-547000000.0,-15000000.0,86000000.0,,-10000000.0,,-862000000.0,-2719000000.0,,33000000.0,23000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2010.0,Q3,2010-07-01,2010-09-30,,,12000000.0,166000000.0,,72000000.0,-150000000.0,,1440000000.0,,231000000.0,-221000000.0,-100000000.0,231000000.0,-221000000.0,-100000000.0,-18000000.0,-13000000.0,-13000000.0,-115000000.0,,35000000.0,,-8000000.0,,-260000000.0,-1201000000.0,,2000000.0,2000000.0
