company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2008.0,FY,2008-01-01,2008-12-31,2011-02-10 15:14:00+00:00,-0.32,-0.32,,-0.32,,209000000.0,-23000000.0,-23000000.0,-77000000.0,54000000.0,16139000000.0,19488000000.0,-59000000.0,,184000000.0,2600000000.0,16139000000.0,3349000000.0,320000000.0,,2784000000.0,565000000.0,-379000000.0,186000000.0,19488000000.0,240600000.0,241000000.0,241000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2009.0,FY,2009-01-01,2009-12-31,2012-02-14 12:19:40+00:00,-1.55,-1.55,,-1.55,,7000000.0,-364000000.0,-364000000.0,-375000000.0,11000000.0,13676000000.0,16301000000.0,-40000000.0,0.0,227000000.0,2404000000.0,13676000000.0,2625000000.0,311000000.0,,2631000000.0,-6000000.0,-351000000.0,-357000000.0,16301000000.0,241900000.0,241000000.0,241000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2009.0,Q3,2009-07-01,2009-09-30,2010-10-28 15:03:42+00:00,0.3,0.3,,0.3,,38000000.0,102000000.0,102000000.0,72000000.0,30000000.0,3523000000.0,4385000000.0,-4000000.0,,16000000.0,617000000.0,3523000000.0,862000000.0,85000000.0,,633000000.0,229000000.0,-89000000.0,140000000.0,4385000000.0,240000000.0,242000000.0,245000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2009.0,Q2,2009-04-01,2009-06-30,2010-07-29 12:22:13+00:00,-0.92,-0.92,,-0.92,,-18000000.0,-253000000.0,-253000000.0,-221000000.0,-32000000.0,3353000000.0,3943000000.0,-32000000.0,,136000000.0,614000000.0,3353000000.0,590000000.0,79000000.0,,750000000.0,-160000000.0,-111000000.0,-271000000.0,3943000000.0,240200000.0,241000000.0,241000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2010.0,Q4,2010-10-01,2010-12-31,,-0.73,-0.73,,-0.73,,21000000.0,-166000000.0,-166000000.0,-177000000.0,11000000.0,4190000000.0,5072000000.0,-13000000.0,,224000000.0,715000000.0,4190000000.0,882000000.0,75000000.0,,939000000.0,-57000000.0,-88000000.0,-145000000.0,5072000000.0,242700000.0,242000000.0,242000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2010.0,FY,2010-01-01,2010-12-31,2013-02-12 11:55:55+00:00,-0.89,-0.89,,-0.89,,172000000.0,-164000000.0,-164000000.0,-216000000.0,52000000.0,15452000000.0,18832000000.0,-186000000.0,0.0,240000000.0,2630000000.0,15452000000.0,3380000000.0,316000000.0,,2870000000.0,510000000.0,-502000000.0,8000000.0,18832000000.0,242700000.0,242000000.0,242000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2010.0,Q3YTD,2010-01-01,2010-09-30,,-0.16,-0.16,,-0.16,,151000000.0,2000000.0,2000000.0,-39000000.0,41000000.0,11262000000.0,13760000000.0,-173000000.0,,16000000.0,1915000000.0,11262000000.0,2498000000.0,241000000.0,,1931000000.0,567000000.0,-414000000.0,153000000.0,13760000000.0,250000000.0,242000000.0,242000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2010.0,Q3,2010-07-01,2010-09-30,2011-10-28 13:37:29+00:00,-0.08,-0.08,,-0.08,,55000000.0,-13000000.0,-13000000.0,-20000000.0,7000000.0,4120000000.0,4962000000.0,-62000000.0,0.0,8000000.0,640000000.0,4120000000.0,842000000.0,90000000.0,,648000000.0,194000000.0,-152000000.0,42000000.0,4962000000.0,250000000.0,242000000.0,242000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2010.0,Q2YTD,2010-01-01,2010-06-30,,-0.08,-0.08,,-0.08,,96000000.0,15000000.0,15000000.0,-19000000.0,34000000.0,7142000000.0,8798000000.0,-111000000.0,,8000000.0,1275000000.0,7142000000.0,1656000000.0,151000000.0,,1283000000.0,373000000.0,-262000000.0,111000000.0,8798000000.0,254500000.0,242000000.0,244000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2010.0,Q2,2010-04-01,2010-06-30,2011-07-28 12:43:27+00:00,0.11,0.11,,0.11,,43000000.0,39000000.0,39000000.0,28000000.0,11000000.0,3686000000.0,4528000000.0,-7000000.0,,6000000.0,670000000.0,3686000000.0,842000000.0,77000000.0,,676000000.0,166000000.0,-84000000.0,82000000.0,4528000000.0,254500000.0,242000000.0,244000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2010.0,Q1,2010-01-01,2010-03-31,2011-04-29 11:53:38+00:00,-0.19,-0.19,,-0.19,,53000000.0,-24000000.0,-24000000.0,-47000000.0,23000000.0,3456000000.0,4270000000.0,-104000000.0,,2000000.0,605000000.0,3456000000.0,814000000.0,74000000.0,,607000000.0,207000000.0,-178000000.0,29000000.0,4270000000.0,247400000.0,242000000.0,242000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2011.0,Q4,2011-10-01,2011-12-31,,0.08,0.08,,0.08,,-19000000.0,26000000.0,26000000.0,17000000.0,1000000.0,4815000000.0,5683000000.0,-25000000.0,8000000.0,23000000.0,724000000.0,4815000000.0,868000000.0,89000000.0,,747000000.0,121000000.0,-114000000.0,7000000.0,5683000000.0,243200000.0,244000000.0,271000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2011.0,FY,2011-01-01,2011-12-31,2014-02-13 11:55:23+00:00,1.32,1.32,0.0,1.26,,201000000.0,417000000.0,417000000.0,321000000.0,74000000.0,18821000000.0,22767000000.0,-73000000.0,22000000.0,103000000.0,2822000000.0,18821000000.0,3946000000.0,330000000.0,,2925000000.0,1021000000.0,-403000000.0,618000000.0,22767000000.0,243200000.0,244000000.0,271000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.24,1.24,,1.18,,220000000.0,391000000.0,391000000.0,304000000.0,73000000.0,14006000000.0,17084000000.0,-48000000.0,14000000.0,80000000.0,2098000000.0,14006000000.0,3078000000.0,241000000.0,,2178000000.0,900000000.0,-289000000.0,611000000.0,17084000000.0,243900000.0,244000000.0,281000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2011.0,Q3TTM,2010-10-01,2011-09-30,,0.51,0.51,,0.45,,241000000.0,225000000.0,225000000.0,127000000.0,84000000.0,18196000000.0,22156000000.0,-61000000.0,14000000.0,304000000.0,2813000000.0,18196000000.0,3960000000.0,316000000.0,,3117000000.0,843000000.0,-377000000.0,466000000.0,22156000000.0,243900000.0,244000000.0,281000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2011.0,Q3,2011-07-01,2011-09-30,2012-10-26 10:31:18+00:00,0.66,0.66,,0.6,,94000000.0,211000000.0,211000000.0,161000000.0,43000000.0,4973000000.0,6062000000.0,4000000.0,7000000.0,25000000.0,677000000.0,4973000000.0,1089000000.0,86000000.0,,702000000.0,387000000.0,-82000000.0,305000000.0,6062000000.0,243900000.0,244000000.0,281000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.58,0.58,,0.58,,126000000.0,180000000.0,180000000.0,143000000.0,30000000.0,9033000000.0,11022000000.0,-52000000.0,7000000.0,55000000.0,1421000000.0,9033000000.0,1989000000.0,155000000.0,,1476000000.0,513000000.0,-207000000.0,306000000.0,11022000000.0,250000000.0,244000000.0,247000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2011.0,Q2TTM,2010-07-01,2011-06-30,,-0.23,-0.23,,-0.23,,202000000.0,1000000.0,1000000.0,-54000000.0,48000000.0,17343000000.0,21056000000.0,-127000000.0,7000000.0,287000000.0,2776000000.0,17343000000.0,3713000000.0,320000000.0,,3063000000.0,650000000.0,-447000000.0,203000000.0,21056000000.0,250000000.0,244000000.0,247000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2011.0,Q2,2011-04-01,2011-06-30,2012-07-31 13:57:16+00:00,0.16,0.16,,0.16,,64000000.0,56000000.0,56000000.0,40000000.0,9000000.0,4572000000.0,5620000000.0,-48000000.0,7000000.0,46000000.0,753000000.0,4572000000.0,1048000000.0,81000000.0,,799000000.0,249000000.0,-129000000.0,120000000.0,5620000000.0,250000000.0,244000000.0,247000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2011.0,Q1TTM,2010-04-01,2011-03-31,,-0.28,-0.28,,-0.28,,181000000.0,-16000000.0,-16000000.0,-66000000.0,50000000.0,16457000000.0,19964000000.0,-86000000.0,,247000000.0,2693000000.0,16457000000.0,3507000000.0,316000000.0,,2940000000.0,567000000.0,-402000000.0,165000000.0,19964000000.0,245200000.0,243000000.0,246000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2011.0,Q1,2011-01-01,2011-03-31,2012-04-27 12:11:40+00:00,0.42,0.42,,0.42,,62000000.0,124000000.0,124000000.0,103000000.0,21000000.0,4461000000.0,5402000000.0,-4000000.0,0.0,9000000.0,668000000.0,4461000000.0,941000000.0,74000000.0,,677000000.0,264000000.0,-78000000.0,186000000.0,5402000000.0,245200000.0,243000000.0,246000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2012.0,Q4,2012-10-01,2012-12-31,,,,,0.05,,39000000.0,-7000000.0,-7000000.0,-1000000.0,-14000000.0,4100000000.0,5045000000.0,-11000000.0,8000000.0,108000000.0,707000000.0,4100000000.0,945000000.0,87000000.0,,815000000.0,130000000.0,-98000000.0,32000000.0,5045000000.0,244000000.0,245000000.0,247000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2012.0,FY,2012-01-01,2012-12-31,2015-02-17 11:58:59+00:00,0.75,0.75,0.0,0.74,,203000000.0,237000000.0,237000000.0,183000000.0,25000000.0,17163000000.0,20992000000.0,-139000000.0,29000000.0,175000000.0,2718000000.0,17163000000.0,3829000000.0,357000000.0,,2893000000.0,936000000.0,-496000000.0,440000000.0,20992000000.0,244000000.0,245000000.0,247000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.75,0.75,,0.69,,164000000.0,244000000.0,244000000.0,184000000.0,39000000.0,13063000000.0,15947000000.0,-128000000.0,21000000.0,67000000.0,2011000000.0,13063000000.0,2884000000.0,270000000.0,,2078000000.0,806000000.0,-398000000.0,408000000.0,15947000000.0,244400000.0,245000000.0,281000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2012.0,Q3TTM,2011-10-01,2012-09-30,,0.83,0.83,,0.77,,145000000.0,270000000.0,270000000.0,201000000.0,40000000.0,17878000000.0,21630000000.0,-153000000.0,29000000.0,90000000.0,2735000000.0,17878000000.0,3752000000.0,359000000.0,,2825000000.0,927000000.0,-512000000.0,415000000.0,21630000000.0,244400000.0,245000000.0,281000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2012.0,Q3,2012-07-01,2012-09-30,2013-10-29 10:55:43+00:00,0.45,0.45,0.0,0.41,,53000000.0,133000000.0,133000000.0,110000000.0,16000000.0,4315000000.0,5264000000.0,1000000.0,7000000.0,26000000.0,652000000.0,4315000000.0,949000000.0,86000000.0,,678000000.0,271000000.0,-85000000.0,186000000.0,5264000000.0,244400000.0,245000000.0,281000000.0
Goodyear Tire & Rubber Co,GT,5493002BI0S2ZQUY3437,42582,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.3,0.3,,0.28,,111000000.0,111000000.0,111000000.0,74000000.0,23000000.0,8748000000.0,10683000000.0,-129000000.0,14000000.0,41000000.0,1359000000.0,8748000000.0,1935000000.0,184000000.0,,1400000000.0,535000000.0,-313000000.0,222000000.0,10683000000.0,242900000.0,245000000.0,281000000.0
