company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2010.0,Q3TTM,2009-10-01,2010-09-30,,3.29,3.29,2.15,1057000000.0,3.28,,306000000.0,604000000.0,604000000.0,,598000000.0,6000000.0,5742000000.0,8505000000.0,,32000000.0,302000000.0,,-17000000.0,5742000000.0,2763000000.0,554000000.0,11000000.0,1342000000.0,1421000000.0,-511000000.0,910000000.0,8505000000.0,168000000.0,169000000.0,170000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2010.0,Q2,2010-04-01,2010-06-30,2010-08-27 11:25:05+00:00,0.51,0.51,0.53,253000000.0,0.51,,44000000.0,87000000.0,87000000.0,,86000000.0,1000000.0,1205000000.0,1792000000.0,,8000000.0,80000000.0,,-2000000.0,1205000000.0,587000000.0,136000000.0,3000000.0,331000000.0,256000000.0,-125000000.0,131000000.0,1792000000.0,168600000.0,169000000.0,169000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.51,0.51,1.06,504000000.0,0.51,,160000000.0,317000000.0,317000000.0,,315000000.0,2000000.0,2852000000.0,4245000000.0,,19000000.0,162000000.0,,-1000000.0,2852000000.0,1393000000.0,276000000.0,6000000.0,665000000.0,728000000.0,-251000000.0,477000000.0,4245000000.0,168600000.0,169000000.0,169000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2010.0,Q2TTM,2009-07-01,2010-06-30,,3.24,3.24,2.12,1052000000.0,3.24,,283000000.0,589000000.0,589000000.0,,586000000.0,3000000.0,5619000000.0,8316000000.0,,41000000.0,296000000.0,,-18000000.0,5619000000.0,2697000000.0,555000000.0,19000000.0,1330000000.0,1367000000.0,-495000000.0,872000000.0,8316000000.0,168600000.0,169000000.0,169000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2010.0,Q1,2010-01-01,2010-03-31,2010-04-29 12:11:37+00:00,,,0.53,251000000.0,,,116000000.0,230000000.0,230000000.0,,229000000.0,1000000.0,1647000000.0,2453000000.0,,11000000.0,82000000.0,,1000000.0,1647000000.0,806000000.0,140000000.0,3000000.0,334000000.0,472000000.0,-126000000.0,346000000.0,2453000000.0,,166000000.0,166000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2010.0,Q1TTM,2009-04-01,2010-03-31,,3.24,3.24,2.12,1039000000.0,3.24,,266000000.0,586000000.0,586000000.0,,583000000.0,3000000.0,5586000000.0,8212000000.0,,60000000.0,277000000.0,,-16000000.0,5586000000.0,2626000000.0,553000000.0,19000000.0,1300000000.0,1326000000.0,-474000000.0,852000000.0,8212000000.0,,166000000.0,166000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2011.0,Q4,2011-10-01,2011-12-31,,0.88,0.88,0.58,225000000.0,0.88,,88000000.0,157000000.0,160000000.0,-3000000.0,150000000.0,7000000.0,1493000000.0,2134000000.0,,20000000.0,71000000.0,,1000000.0,1493000000.0,641000000.0,118000000.0,2000000.0,297000000.0,344000000.0,-96000000.0,248000000.0,2134000000.0,169700000.0,169000000.0,170000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2011.0,FY,2011-01-01,2011-12-31,2014-02-14 15:54:03+00:00,4.19,4.19,2.32,977000000.0,4.18,,268000000.0,720000000.0,723000000.0,-3000000.0,711000000.0,9000000.0,6149000000.0,8858000000.0,,48000000.0,310000000.0,,1000000.0,6149000000.0,2709000000.0,488000000.0,10000000.0,1288000000.0,1421000000.0,-430000000.0,991000000.0,8858000000.0,169700000.0,169000000.0,170000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2011.0,Q3,2011-07-01,2011-09-30,2011-11-04 15:30:26+00:00,1.08,1.08,0.59,259000000.0,1.07,,101000000.0,185000000.0,185000000.0,,183000000.0,2000000.0,1536000000.0,2265000000.0,,4000000.0,79000000.0,,-8000000.0,1536000000.0,729000000.0,120000000.0,3000000.0,330000000.0,399000000.0,-113000000.0,286000000.0,2265000000.0,169400000.0,169000000.0,170000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2011.0,Q3YTD,2011-01-01,2011-09-30,,3.31,3.31,1.74,752000000.0,3.3,,180000000.0,563000000.0,563000000.0,,561000000.0,2000000.0,4656000000.0,6724000000.0,,28000000.0,239000000.0,,,4656000000.0,2068000000.0,370000000.0,8000000.0,991000000.0,1077000000.0,-334000000.0,743000000.0,6724000000.0,169400000.0,169000000.0,170000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2011.0,Q3TTM,2010-10-01,2011-09-30,,5.58,5.58,2.3,989000000.0,5.57,,243000000.0,719000000.0,727000000.0,-8000000.0,713000000.0,6000000.0,6149000000.0,8865000000.0,,21000000.0,314000000.0,,-20000000.0,6149000000.0,2716000000.0,495000000.0,11000000.0,1283000000.0,1433000000.0,-463000000.0,970000000.0,8865000000.0,169400000.0,169000000.0,170000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2011.0,Q2,2011-04-01,2011-06-30,2011-07-29 09:41:52+00:00,1.19,1.19,0.59,248000000.0,1.19,,-24000000.0,200000000.0,200000000.0,,202000000.0,-2000000.0,1418000000.0,2028000000.0,,10000000.0,77000000.0,,-3000000.0,1418000000.0,610000000.0,124000000.0,2000000.0,322000000.0,288000000.0,-112000000.0,176000000.0,2028000000.0,169700000.0,169000000.0,170000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2011.0,Q2YTD,2011-01-01,2011-06-30,,2.23,2.23,1.15,493000000.0,2.23,,79000000.0,378000000.0,378000000.0,,378000000.0,,3120000000.0,4459000000.0,,24000000.0,160000000.0,,8000000.0,3120000000.0,1339000000.0,250000000.0,5000000.0,661000000.0,678000000.0,-221000000.0,457000000.0,4459000000.0,169700000.0,169000000.0,170000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2011.0,Q2TTM,2010-07-01,2011-06-30,,5.47,5.47,2.27,1001000000.0,5.46,,234000000.0,700000000.0,708000000.0,-8000000.0,693000000.0,7000000.0,6025000000.0,8739000000.0,,28000000.0,304000000.0,,-11000000.0,6025000000.0,2714000000.0,517000000.0,11000000.0,1294000000.0,1420000000.0,-478000000.0,942000000.0,8739000000.0,169700000.0,169000000.0,170000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2011.0,Q1,2011-01-01,2011-03-31,2011-04-27 17:22:46+00:00,1.04,1.04,0.56,245000000.0,1.04,,103000000.0,178000000.0,178000000.0,,176000000.0,2000000.0,1702000000.0,2431000000.0,,14000000.0,83000000.0,,11000000.0,1702000000.0,729000000.0,126000000.0,3000000.0,339000000.0,390000000.0,-109000000.0,281000000.0,2431000000.0,169200000.0,169000000.0,170000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2011.0,Q1TTM,2010-04-01,2011-03-31,,4.79,4.79,2.21,1006000000.0,4.78,,302000000.0,587000000.0,595000000.0,-8000000.0,577000000.0,10000000.0,5812000000.0,8503000000.0,,26000000.0,307000000.0,,-10000000.0,5812000000.0,2691000000.0,529000000.0,12000000.0,1303000000.0,1388000000.0,-491000000.0,897000000.0,8503000000.0,169200000.0,169000000.0,170000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2012.0,Q4,2012-10-01,2012-12-31,,0.47,0.47,0.62,248000000.0,0.47,,35000000.0,83000000.0,139000000.0,-56000000.0,81000000.0,2000000.0,1715000000.0,2311000000.0,,14000000.0,78000000.0,,7000000.0,1715000000.0,596000000.0,106000000.0,3000000.0,333000000.0,263000000.0,-89000000.0,174000000.0,2311000000.0,171300000.0,171000000.0,172000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2012.0,FY,2012-01-01,2012-12-31,2015-02-13 15:27:38+00:00,3.56,3.56,2.42,995000000.0,3.55,,286000000.0,618000000.0,674000000.0,-56000000.0,610000000.0,8000000.0,6188000000.0,8791000000.0,,111000000.0,332000000.0,,-3000000.0,6188000000.0,2603000000.0,440000000.0,10000000.0,1324000000.0,1279000000.0,-319000000.0,960000000.0,8791000000.0,171300000.0,171000000.0,172000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2012.0,Q3,2012-07-01,2012-09-30,2012-10-24 15:08:27+00:00,1.32,1.32,0.62,265000000.0,1.31,,108000000.0,230000000.0,230000000.0,,227000000.0,3000000.0,1453000000.0,2206000000.0,,38000000.0,80000000.0,,-2000000.0,1453000000.0,753000000.0,112000000.0,2000000.0,343000000.0,410000000.0,-72000000.0,338000000.0,2206000000.0,172000000.0,172000000.0,172000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2012.0,Q3YTD,2012-01-01,2012-09-30,,3.09,3.09,1.8,747000000.0,3.08,,251000000.0,535000000.0,535000000.0,,529000000.0,6000000.0,4473000000.0,6480000000.0,,97000000.0,254000000.0,,-10000000.0,4473000000.0,2007000000.0,334000000.0,7000000.0,991000000.0,1016000000.0,-230000000.0,786000000.0,6480000000.0,172000000.0,172000000.0,172000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2012.0,Q3TTM,2011-10-01,2012-09-30,,3.97,3.97,2.38,972000000.0,3.96,,339000000.0,692000000.0,695000000.0,-3000000.0,679000000.0,13000000.0,5966000000.0,8614000000.0,,117000000.0,325000000.0,,-9000000.0,5966000000.0,2648000000.0,452000000.0,9000000.0,1288000000.0,1360000000.0,-326000000.0,1034000000.0,8614000000.0,172000000.0,172000000.0,172000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2012.0,Q2,2012-04-01,2012-06-30,2012-07-27 18:52:06+00:00,0.86,0.86,0.59,250000000.0,0.86,,70000000.0,147000000.0,147000000.0,,146000000.0,1000000.0,1405000000.0,2025000000.0,,29000000.0,79000000.0,,-3000000.0,1405000000.0,620000000.0,109000000.0,3000000.0,326000000.0,294000000.0,-77000000.0,217000000.0,2025000000.0,169800000.0,170000000.0,171000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.77,1.77,1.18,482000000.0,1.77,,143000000.0,305000000.0,305000000.0,,302000000.0,3000000.0,3020000000.0,4274000000.0,,59000000.0,174000000.0,,-8000000.0,3020000000.0,1254000000.0,222000000.0,5000000.0,648000000.0,606000000.0,-158000000.0,448000000.0,4274000000.0,169800000.0,170000000.0,171000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2012.0,Q2TTM,2011-07-01,2012-06-30,,3.73,3.73,2.35,966000000.0,3.72,,332000000.0,647000000.0,650000000.0,-3000000.0,635000000.0,12000000.0,6049000000.0,8673000000.0,,83000000.0,324000000.0,,-15000000.0,6049000000.0,2624000000.0,460000000.0,10000000.0,1275000000.0,1349000000.0,-367000000.0,982000000.0,8673000000.0,169800000.0,170000000.0,171000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2012.0,Q1,2012-01-01,2012-03-31,2012-04-27 17:15:18+00:00,0.91,0.91,0.59,232000000.0,0.91,,73000000.0,158000000.0,158000000.0,,156000000.0,2000000.0,1615000000.0,2249000000.0,,30000000.0,95000000.0,,-5000000.0,1615000000.0,634000000.0,113000000.0,2000000.0,322000000.0,312000000.0,-81000000.0,231000000.0,2249000000.0,171400000.0,170000000.0,170000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2012.0,Q1TTM,2011-04-01,2012-03-31,,4.06,4.06,2.35,964000000.0,4.05,,238000000.0,700000000.0,703000000.0,-3000000.0,691000000.0,9000000.0,6062000000.0,8676000000.0,,64000000.0,322000000.0,,-15000000.0,6062000000.0,2614000000.0,475000000.0,9000000.0,1271000000.0,1343000000.0,-402000000.0,941000000.0,8676000000.0,171400000.0,170000000.0,170000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2013.0,Q4,2013-10-01,2013-12-31,,0.68,0.68,0.65,283000000.0,0.69,,29000000.0,126000000.0,126000000.0,,124000000.0,2000000.0,1934000000.0,2533000000.0,,21000000.0,78000000.0,,-3000000.0,1934000000.0,599000000.0,109000000.0,2000000.0,358000000.0,241000000.0,-86000000.0,155000000.0,2533000000.0,175000000.0,175000000.0,175000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2013.0,FY,2013-01-01,2013-12-31,2015-02-13 15:27:38+00:00,3.76,3.76,2.59,1094000000.0,3.76,,254000000.0,668000000.0,668000000.0,0.0,661000000.0,7000000.0,7033000000.0,9661000000.0,,146000000.0,340000000.0,,-9000000.0,7033000000.0,2628000000.0,436000000.0,9000000.0,1425000000.0,1203000000.0,-281000000.0,922000000.0,9661000000.0,175000000.0,175000000.0,175000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2013.0,Q3,2013-07-01,2013-09-30,2014-10-24 11:05:21+00:00,1.13,1.13,0.66,284000000.0,1.13,,76000000.0,200000000.0,200000000.0,,198000000.0,2000000.0,1695000000.0,2387000000.0,,51000000.0,84000000.0,,-5000000.0,1695000000.0,692000000.0,106000000.0,2000000.0,363000000.0,329000000.0,-53000000.0,276000000.0,2387000000.0,175200000.0,175000000.0,176000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2013.0,Q3YTD,2013-01-01,2013-09-30,,3.08,3.08,1.94,811000000.0,3.07,,225000000.0,542000000.0,542000000.0,,537000000.0,5000000.0,5099000000.0,7128000000.0,,125000000.0,262000000.0,,-6000000.0,5099000000.0,2029000000.0,327000000.0,7000000.0,1067000000.0,962000000.0,-195000000.0,767000000.0,7128000000.0,175200000.0,175000000.0,176000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2013.0,Q3TTM,2012-10-01,2013-09-30,,3.55,3.55,2.56,1059000000.0,3.54,,260000000.0,625000000.0,681000000.0,-56000000.0,618000000.0,7000000.0,6814000000.0,9439000000.0,,139000000.0,340000000.0,,1000000.0,6814000000.0,2625000000.0,433000000.0,10000000.0,1400000000.0,1225000000.0,-284000000.0,941000000.0,9439000000.0,175200000.0,175000000.0,176000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2013.0,Q2,2013-04-01,2013-06-30,2014-07-25 10:58:54+00:00,0.6,0.6,0.66,268000000.0,0.6,,44000000.0,107000000.0,107000000.0,,105000000.0,2000000.0,1645000000.0,2225000000.0,,37000000.0,84000000.0,,5000000.0,1645000000.0,580000000.0,112000000.0,3000000.0,357000000.0,223000000.0,-72000000.0,151000000.0,2225000000.0,175000000.0,174000000.0,175000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.95,1.95,1.28,527000000.0,1.94,,149000000.0,342000000.0,342000000.0,,339000000.0,3000000.0,3404000000.0,4741000000.0,,74000000.0,178000000.0,,-1000000.0,3404000000.0,1337000000.0,221000000.0,5000000.0,704000000.0,633000000.0,-142000000.0,491000000.0,4741000000.0,175000000.0,174000000.0,175000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2013.0,Q2TTM,2012-07-01,2013-06-30,,3.74,3.74,2.52,1040000000.0,3.72,,292000000.0,655000000.0,711000000.0,-56000000.0,647000000.0,8000000.0,6572000000.0,9258000000.0,,126000000.0,336000000.0,,4000000.0,6572000000.0,2686000000.0,439000000.0,10000000.0,1380000000.0,1306000000.0,-303000000.0,1003000000.0,9258000000.0,175000000.0,174000000.0,175000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2013.0,Q1,2013-01-01,2013-03-31,2013-04-26 13:01:18+00:00,1.35,1.35,0.62,259000000.0,1.34,,105000000.0,235000000.0,235000000.0,,234000000.0,1000000.0,1759000000.0,2516000000.0,,37000000.0,94000000.0,,-6000000.0,1759000000.0,757000000.0,109000000.0,2000000.0,347000000.0,410000000.0,-70000000.0,340000000.0,2516000000.0,173300000.0,173000000.0,173000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2013.0,Q1TTM,2012-04-01,2013-03-31,,4.0,4.0,2.45,1022000000.0,3.98,,318000000.0,695000000.0,751000000.0,-56000000.0,688000000.0,7000000.0,6332000000.0,9058000000.0,,118000000.0,331000000.0,,-4000000.0,6332000000.0,2726000000.0,436000000.0,10000000.0,1349000000.0,1377000000.0,-308000000.0,1069000000.0,9058000000.0,173300000.0,173000000.0,173000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2014.0,FY,2014-01-01,2014-12-31,2017-02-09 14:04:11+00:00,5.11,5.11,2.69,1145000000.0,5.1,-12000000.0,364000000.0,911000000.0,911000000.0,,905000000.0,6000000.0,9226000000.0,12301000000.0,,104000000.0,352000000.0,,,9226000000.0,3075000000.0,429000000.0,10000000.0,1485000000.0,1590000000.0,-315000000.0,1275000000.0,12301000000.0,177000000.0,177000000.0,177000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2014.0,Q4,2014-10-01,2014-12-31,,1.69,1.69,0.68,290000000.0,1.68,-3000000.0,135000000.0,301000000.0,301000000.0,,299000000.0,2000000.0,2164000000.0,3078000000.0,,-3000000.0,84000000.0,,1000000.0,2164000000.0,914000000.0,106000000.0,3000000.0,372000000.0,542000000.0,-106000000.0,436000000.0,3078000000.0,177000000.0,177000000.0,177000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2014.0,Q3,2014-07-01,2014-09-30,2015-10-23 10:36:34+00:00,0.88,0.88,0.69,293000000.0,0.88,-2000000.0,21000000.0,157000000.0,157000000.0,,156000000.0,1000000.0,1979000000.0,2595000000.0,,44000000.0,86000000.0,,,1979000000.0,616000000.0,107000000.0,2000000.0,377000000.0,239000000.0,-61000000.0,178000000.0,2595000000.0,177300000.0,177000000.0,177000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2014.0,Q3YTD,2014-01-01,2014-09-30,,3.42,3.42,2.01,855000000.0,3.42,-9000000.0,229000000.0,610000000.0,610000000.0,,606000000.0,4000000.0,7062000000.0,9223000000.0,,107000000.0,268000000.0,,-1000000.0,7062000000.0,2161000000.0,323000000.0,7000000.0,1113000000.0,1048000000.0,-209000000.0,839000000.0,9223000000.0,177300000.0,177000000.0,177000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2014.0,Q3TTM,2013-10-01,2014-09-30,,4.1,4.1,2.66,1138000000.0,4.11,-9000000.0,258000000.0,736000000.0,736000000.0,,730000000.0,6000000.0,8996000000.0,11756000000.0,,128000000.0,346000000.0,,-4000000.0,8996000000.0,2760000000.0,432000000.0,9000000.0,1471000000.0,1289000000.0,-295000000.0,994000000.0,11756000000.0,177300000.0,177000000.0,177000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2014.0,Q2YTD,2014-01-01,2014-06-30,,2.54,2.54,1.32,562000000.0,2.54,-7000000.0,208000000.0,453000000.0,453000000.0,,450000000.0,3000000.0,5083000000.0,6628000000.0,,63000000.0,182000000.0,,-1000000.0,5083000000.0,1545000000.0,216000000.0,5000000.0,736000000.0,809000000.0,-148000000.0,661000000.0,6628000000.0,177100000.0,177000000.0,177000000.0
