company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2011.0,Q2,,2011-06-30,2011-07-29 09:41:52+00:00,733000000.0,1448000000.0,,8839000000.0,-146000000.0,2668000000.0,37000000.0,61000000.0,,3415000000.0,127000000.0,199000000.0,2020000000.0,22123000000.0,71000000.0,7470000000.0,526000000.0,685000000.0,13284000000.0,39000000.0,,3034000000.0,1900000000.0,127000000.0,332000000.0,736000000.0,101000000.0,5780000000.0,400000000.0,118000000.0,3516000000.0,477000000.0,,24579000000.0,6785000000.0,2771000000.0,2246000000.0,6785000000.0,6824000000.0,17755000000.0,24579000000.0,8524000000.0,15509000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2011.0,Q1,,2011-03-31,2011-04-27 17:22:46+00:00,631000000.0,1513000000.0,,8676000000.0,-148000000.0,3068000000.0,38000000.0,197000000.0,,3428000000.0,132000000.0,95000000.0,2020000000.0,21729000000.0,69000000.0,6977000000.0,521000000.0,536000000.0,13053000000.0,44000000.0,,2704000000.0,1895000000.0,130000000.0,355000000.0,796000000.0,134000000.0,5896000000.0,415000000.0,67000000.0,3513000000.0,899000000.0,,24489000000.0,6793000000.0,2800000000.0,2555000000.0,6793000000.0,6837000000.0,17652000000.0,24489000000.0,8636000000.0,15097000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2012.0,FY,,2012-12-31,2014-02-14 15:54:03+00:00,848000000.0,1462000000.0,,8947000000.0,-158000000.0,2909000000.0,12000000.0,65000000.0,,3587000000.0,,107000000.0,2018000000.0,23631000000.0,135000000.0,7002000000.0,554000000.0,761000000.0,14684000000.0,38000000.0,,3247000000.0,2658000000.0,112000000.0,505000000.0,663000000.0,93000000.0,5921000000.0,332000000.0,122000000.0,3944000000.0,1057000000.0,,26339000000.0,7373000000.0,2915000000.0,2768000000.0,7373000000.0,7411000000.0,18928000000.0,26339000000.0,8740000000.0,16160000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2012.0,Q3,,2012-09-30,2012-10-24 15:08:27+00:00,724000000.0,1235000000.0,,9038000000.0,-147000000.0,2829000000.0,12000000.0,59000000.0,,3567000000.0,58000000.0,107000000.0,2020000000.0,23442000000.0,67000000.0,7108000000.0,537000000.0,785000000.0,14404000000.0,42000000.0,,3331000000.0,2557000000.0,114000000.0,524000000.0,625000000.0,122000000.0,6037000000.0,332000000.0,69000000.0,3969000000.0,731000000.0,,25909000000.0,7389000000.0,2730000000.0,2309000000.0,7389000000.0,7431000000.0,18478000000.0,25909000000.0,8775000000.0,16169000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2012.0,Q2,,2012-06-30,2012-07-27 18:52:06+00:00,728000000.0,1403000000.0,,8929000000.0,-151000000.0,2797000000.0,13000000.0,185000000.0,,3549000000.0,65000000.0,207000000.0,2020000000.0,23081000000.0,67000000.0,7199000000.0,533000000.0,710000000.0,14152000000.0,42000000.0,,3323000000.0,2565000000.0,117000000.0,577000000.0,719000000.0,94000000.0,6136000000.0,359000000.0,110000000.0,3744000000.0,887000000.0,,26075000000.0,7142000000.0,3050000000.0,2635000000.0,7142000000.0,7184000000.0,18891000000.0,26075000000.0,8873000000.0,16256000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2012.0,Q1,,2012-03-31,2012-04-27 17:15:18+00:00,690000000.0,1384000000.0,,8856000000.0,-153000000.0,2789000000.0,18000000.0,57000000.0,,3453000000.0,62000000.0,100000000.0,2020000000.0,22780000000.0,70000000.0,7075000000.0,532000000.0,666000000.0,13924000000.0,43000000.0,,3251000000.0,2642000000.0,120000000.0,696000000.0,776000000.0,121000000.0,6229000000.0,394000000.0,86000000.0,3804000000.0,843000000.0,,25846000000.0,7104000000.0,2951000000.0,2530000000.0,7104000000.0,7147000000.0,18699000000.0,25846000000.0,8971000000.0,16169000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2013.0,FY,,2013-12-31,2015-02-13 15:27:38+00:00,962000000.0,1669000000.0,,9323000000.0,-136000000.0,2867000000.0,11000000.0,52000000.0,0.0,3907000000.0,,116000000.0,2018000000.0,25123000000.0,122000000.0,7203000000.0,603000000.0,628000000.0,15800000000.0,33000000.0,3321000000.0,47000000.0,1003000000.0,102000000.0,334000000.0,992000000.0,90000000.0,4484000000.0,340000000.0,123000000.0,4150000000.0,1029000000.0,,25935000000.0,7921000000.0,2806000000.0,3189000000.0,7921000000.0,7954000000.0,17981000000.0,25935000000.0,7329000000.0,14792000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2013.0,Q3,,2013-09-30,2013-10-25 14:50:35+00:00,866000000.0,1320000000.0,,9284000000.0,-151000000.0,2879000000.0,8000000.0,71000000.0,,3885000000.0,0.0,116000000.0,2018000000.0,24795000000.0,122000000.0,6838000000.0,584000000.0,725000000.0,15511000000.0,34000000.0,,3339000000.0,1938000000.0,104000000.0,369000000.0,745000000.0,114000000.0,5343000000.0,311000000.0,64000000.0,4142000000.0,1167000000.0,,26231000000.0,7876000000.0,2549000000.0,3008000000.0,7876000000.0,7910000000.0,18321000000.0,26231000000.0,8171000000.0,15313000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2013.0,Q2,,2013-06-30,2013-07-26 14:16:41+00:00,808000000.0,1416000000.0,,9166000000.0,-155000000.0,2902000000.0,9000000.0,46000000.0,,3762000000.0,0.0,229000000.0,2018000000.0,24356000000.0,138000000.0,6797000000.0,574000000.0,627000000.0,15190000000.0,35000000.0,,3331000000.0,2057000000.0,106000000.0,295000000.0,733000000.0,97000000.0,5422000000.0,299000000.0,112000000.0,3945000000.0,1095000000.0,,25944000000.0,7552000000.0,2496000000.0,2962000000.0,7552000000.0,7587000000.0,18357000000.0,25944000000.0,8258000000.0,15395000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2013.0,Q1,,2013-03-31,2013-04-26 13:01:18+00:00,711000000.0,1549000000.0,,9070000000.0,-156000000.0,2907000000.0,9000000.0,218000000.0,,3683000000.0,8000000.0,108000000.0,2018000000.0,23936000000.0,135000000.0,7209000000.0,568000000.0,540000000.0,14866000000.0,36000000.0,,3298000000.0,2123000000.0,109000000.0,389000000.0,694000000.0,123000000.0,5484000000.0,295000000.0,65000000.0,4069000000.0,840000000.0,,25949000000.0,7596000000.0,2769000000.0,2476000000.0,7596000000.0,7632000000.0,18317000000.0,25949000000.0,8314000000.0,15841000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2014.0,FY,,2014-12-31,2015-10-23 10:36:34+00:00,973000000.0,1598000000.0,,9718000000.0,-155000000.0,2811000000.0,3000000.0,48000000.0,0.0,3904000000.0,,122000000.0,2018000000.0,26538000000.0,102000000.0,8340000000.0,628000000.0,804000000.0,16820000000.0,15000000.0,,3817000000.0,1795000000.0,90000000.0,517000000.0,724000000.0,86000000.0,5229000000.0,289000000.0,120000000.0,4578000000.0,672000000.0,,27974000000.0,8327000000.0,3087000000.0,2577000000.0,8327000000.0,8342000000.0,19632000000.0,27974000000.0,8067000000.0,17055000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2014.0,Q3,,2014-09-30,2014-10-24 11:05:21+00:00,873000000.0,1377000000.0,,9670000000.0,-133000000.0,2805000000.0,3000000.0,60000000.0,0.0,3900000000.0,,122000000.0,2018000000.0,26169000000.0,108000000.0,7906000000.0,618000000.0,793000000.0,16499000000.0,17000000.0,3546000000.0,43000000.0,785000000.0,87000000.0,464000000.0,773000000.0,110000000.0,4291000000.0,297000000.0,61000000.0,4402000000.0,927000000.0,,26376000000.0,8169000000.0,2755000000.0,2805000000.0,8169000000.0,8186000000.0,18190000000.0,26376000000.0,7122000000.0,15385000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2014.0,Q2,,2014-06-30,2014-07-25 10:58:54+00:00,946000000.0,1526000000.0,,9529000000.0,-134000000.0,2820000000.0,4000000.0,75000000.0,0.0,3896000000.0,,238000000.0,2018000000.0,25836000000.0,112000000.0,7809000000.0,604000000.0,619000000.0,16307000000.0,18000000.0,,3542000000.0,871000000.0,90000000.0,391000000.0,809000000.0,86000000.0,4337000000.0,298000000.0,110000000.0,4246000000.0,740000000.0,,26189000000.0,8008000000.0,2721000000.0,2819000000.0,8008000000.0,8026000000.0,18163000000.0,26189000000.0,7161000000.0,15344000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2014.0,Q1,,2014-03-31,2014-04-25 11:14:20+00:00,945000000.0,1951000000.0,,9399000000.0,-137000000.0,2858000000.0,5000000.0,98000000.0,,3894000000.0,,116000000.0,2018000000.0,25384000000.0,118000000.0,6918000000.0,596000000.0,480000000.0,15985000000.0,20000000.0,,3434000000.0,958000000.0,92000000.0,387000000.0,946000000.0,118000000.0,4379000000.0,282000000.0,57000000.0,4360000000.0,1444000000.0,,26161000000.0,8117000000.0,2973000000.0,3569000000.0,8117000000.0,8137000000.0,18024000000.0,26161000000.0,7203000000.0,14455000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2015.0,FY,,2015-12-31,2017-02-09 14:04:11+00:00,809000000.0,1348000000.0,,10087000000.0,-145000000.0,2940000000.0,15000000.0,37000000.0,0.0,4123000000.0,,131000000.0,2018000000.0,28121000000.0,89000000.0,8745000000.0,700000000.0,803000000.0,18034000000.0,23000000.0,3923000000.0,62000000.0,1361000000.0,85000000.0,364000000.0,527000000.0,89000000.0,5161000000.0,293000000.0,23000000.0,4794000000.0,972000000.0,,28662000000.0,8772000000.0,2575000000.0,2528000000.0,8772000000.0,8795000000.0,19867000000.0,28662000000.0,8053000000.0,17339000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2015.0,Q3,,2015-09-30,2015-10-23 10:36:34+00:00,835000000.0,1321000000.0,,10147000000.0,-150000000.0,2952000000.0,8000000.0,67000000.0,0.0,4117000000.0,,131000000.0,2018000000.0,28014000000.0,89000000.0,8848000000.0,684000000.0,840000000.0,17867000000.0,21000000.0,,4072000000.0,1422000000.0,82000000.0,451000000.0,535000000.0,119000000.0,5214000000.0,246000000.0,21000000.0,4845000000.0,653000000.0,,28654000000.0,8812000000.0,2700000000.0,2273000000.0,8812000000.0,8833000000.0,19821000000.0,28654000000.0,8087000000.0,17548000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2015.0,Q2,,2015-06-30,2015-07-24 10:45:13+00:00,848000000.0,1364000000.0,,10003000000.0,-151000000.0,2979000000.0,9000000.0,230000000.0,0.0,4110000000.0,,255000000.0,2018000000.0,27579000000.0,90000000.0,8826000000.0,654000000.0,731000000.0,17576000000.0,18000000.0,,3964000000.0,1507000000.0,82000000.0,345000000.0,571000000.0,91000000.0,5239000000.0,276000000.0,21000000.0,4580000000.0,467000000.0,,28350000000.0,8539000000.0,2691000000.0,2232000000.0,8539000000.0,8557000000.0,19793000000.0,28350000000.0,8083000000.0,17561000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2015.0,Q1,,2015-03-31,2015-04-24 10:38:56+00:00,825000000.0,1607000000.0,,9889000000.0,-155000000.0,2871000000.0,10000000.0,99000000.0,0.0,4093000000.0,,124000000.0,2018000000.0,27124000000.0,100000000.0,8828000000.0,649000000.0,633000000.0,17235000000.0,13000000.0,,3910000000.0,1662000000.0,88000000.0,425000000.0,608000000.0,116000000.0,5190000000.0,270000000.0,24000000.0,4727000000.0,166000000.0,,28068000000.0,8665000000.0,2788000000.0,1839000000.0,8665000000.0,8678000000.0,19390000000.0,28068000000.0,8045000000.0,17551000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2016.0,FY,,2016-12-31,2018-02-16 11:02:58+00:00,1079000000.0,1593000000.0,,10299000000.0,-133000000.0,2946000000.0,7000000.0,92000000.0,0.0,4030000000.0,,148000000.0,2286000000.0,30029000000.0,842000000.0,11262000000.0,953000000.0,772000000.0,19730000000.0,488000000.0,,4255000000.0,1188000000.0,73000000.0,284000000.0,601000000.0,96000000.0,5395000000.0,447000000.0,21000000.0,5114000000.0,513000000.0,,32041000000.0,9011000000.0,2762000000.0,2437000000.0,9011000000.0,9499000000.0,22542000000.0,32041000000.0,9549000000.0,20105000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2016.0,Q3,,2016-09-30,2016-10-26 10:47:59+00:00,813000000.0,1337000000.0,,10198000000.0,-138000000.0,3015000000.0,7000000.0,66000000.0,0.0,4137000000.0,130000000.0,138000000.0,2018000000.0,28748000000.0,91000000.0,9471000000.0,905000000.0,793000000.0,18550000000.0,19000000.0,,4229000000.0,1280000000.0,75000000.0,248000000.0,478000000.0,115000000.0,5228000000.0,342000000.0,21000000.0,5131000000.0,425000000.0,,29462000000.0,9130000000.0,2595000000.0,1969000000.0,9130000000.0,9149000000.0,20313000000.0,29462000000.0,8317000000.0,18344000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2016.0,Q2,,2016-06-30,2016-07-26 10:26:45+00:00,745000000.0,1262000000.0,,10076000000.0,-142000000.0,2994000000.0,12000000.0,32000000.0,0.0,4129000000.0,,269000000.0,2018000000.0,28371000000.0,97000000.0,9331000000.0,826000000.0,717000000.0,18295000000.0,21000000.0,,4119000000.0,1311000000.0,77000000.0,225000000.0,438000000.0,91000000.0,5198000000.0,320000000.0,22000000.0,4791000000.0,340000000.0,,28769000000.0,8778000000.0,2258000000.0,1883000000.0,8778000000.0,8799000000.0,19970000000.0,28769000000.0,8216000000.0,18087000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2016.0,Q1,,2016-03-31,2016-04-26 11:41:32+00:00,649000000.0,1265000000.0,,10146000000.0,-140000000.0,2991000000.0,12000000.0,35000000.0,0.0,4118000000.0,,131000000.0,2018000000.0,28273000000.0,90000000.0,8746000000.0,733000000.0,660000000.0,18127000000.0,23000000.0,,4066000000.0,1329000000.0,79000000.0,379000000.0,483000000.0,119000000.0,5155000000.0,301000000.0,23000000.0,4909000000.0,827000000.0,,28564000000.0,8887000000.0,2362000000.0,2209000000.0,8887000000.0,8910000000.0,19654000000.0,28564000000.0,8075000000.0,17445000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2017.0,FY,,2017-12-31,2019-02-07 12:52:11+00:00,1171000000.0,1856000000.0,,10703000000.0,-120000000.0,5415000000.0,1000000.0,66000000.0,0.0,3989000000.0,,158000000.0,2293000000.0,31424000000.0,867000000.0,12184000000.0,1305000000.0,779000000.0,20721000000.0,478000000.0,,2010000000.0,985000000.0,73000000.0,357000000.0,642000000.0,111000000.0,5427000000.0,370000000.0,23000000.0,5643000000.0,730000000.0,,33767000000.0,9512000000.0,3081000000.0,2812000000.0,9512000000.0,9990000000.0,23777000000.0,33767000000.0,9965000000.0,20965000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2017.0,Q3,,2017-09-30,2017-10-25 10:37:28+00:00,994000000.0,1561000000.0,,10617000000.0,-120000000.0,2990000000.0,1000000.0,63000000.0,0.0,3978000000.0,,148000000.0,2293000000.0,30924000000.0,883000000.0,11794000000.0,1195000000.0,816000000.0,20307000000.0,480000000.0,,4534000000.0,928000000.0,74000000.0,352000000.0,128000000.0,131000000.0,5504000000.0,373000000.0,23000000.0,5515000000.0,1197000000.0,,33071000000.0,9373000000.0,2815000000.0,2598000000.0,9373000000.0,9853000000.0,23218000000.0,33071000000.0,9949000000.0,20620000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2017.0,Q2,,2017-06-30,2017-07-26 11:24:17+00:00,988000000.0,1543000000.0,,10536000000.0,-125000000.0,3018000000.0,2000000.0,62000000.0,0.0,3968000000.0,,296000000.0,2291000000.0,30599000000.0,890000000.0,11356000000.0,1158000000.0,743000000.0,20063000000.0,483000000.0,,4431000000.0,1055000000.0,70000000.0,261000000.0,135000000.0,105000000.0,5479000000.0,402000000.0,22000000.0,5245000000.0,1223000000.0,,32582000000.0,9088000000.0,2631000000.0,2747000000.0,9088000000.0,9571000000.0,23011000000.0,32582000000.0,9888000000.0,20264000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2017.0,Q1,,2017-03-31,2017-04-26 11:27:04+00:00,910000000.0,1509000000.0,,10421000000.0,-129000000.0,2995000000.0,3000000.0,82000000.0,0.0,3958000000.0,,148000000.0,2292000000.0,30287000000.0,837000000.0,11755000000.0,1078000000.0,640000000.0,19866000000.0,494000000.0,,4361000000.0,1085000000.0,71000000.0,316000000.0,573000000.0,131000000.0,5438000000.0,428000000.0,20000000.0,5365000000.0,72000000.0,,32149000000.0,9194000000.0,2567000000.0,1834000000.0,9194000000.0,9688000000.0,22461000000.0,32149000000.0,9716000000.0,20627000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2018.0,FY,,2018-12-31,2020-02-05 15:13:51+00:00,1329000000.0,1897000000.0,,10160000000.0,-120000000.0,5596000000.0,7000000.0,71000000.0,0.0,4245000000.0,,172000000.0,2293000000.0,31810000000.0,849000000.0,12127000000.0,1990000000.0,811000000.0,21650000000.0,480000000.0,,2113000000.0,837000000.0,64000000.0,476000000.0,702000000.0,127000000.0,6182000000.0,453000000.0,5000000.0,6112000000.0,2108000000.0,,36288000000.0,10237000000.0,3260000000.0,4438000000.0,10237000000.0,10717000000.0,25571000000.0,36288000000.0,11378000000.0,21133000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2018.0,Q3,,2018-09-30,2018-10-24 11:59:49+00:00,1160000000.0,1773000000.0,,10988000000.0,-118000000.0,5681000000.0,0.0,84000000.0,0.0,4232000000.0,,161000000.0,2293000000.0,32600000000.0,864000000.0,13620000000.0,1911000000.0,767000000.0,21612000000.0,483000000.0,,2114000000.0,719000000.0,67000000.0,459000000.0,575000000.0,143000000.0,5442000000.0,351000000.0,20000000.0,6093000000.0,78000000.0,,35292000000.0,10207000000.0,3103000000.0,2117000000.0,10207000000.0,10690000000.0,24602000000.0,35292000000.0,10577000000.0,22485000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2018.0,Q2,,2018-06-30,2018-07-25 13:05:00+00:00,1059000000.0,1837000000.0,,10883000000.0,-121000000.0,5651000000.0,0.0,63000000.0,0.0,4205000000.0,,321000000.0,2293000000.0,32122000000.0,862000000.0,12705000000.0,1557000000.0,675000000.0,21239000000.0,474000000.0,,2078000000.0,727000000.0,69000000.0,297000000.0,527000000.0,113000000.0,5415000000.0,352000000.0,23000000.0,5760000000.0,479000000.0,,34330000000.0,9844000000.0,2895000000.0,2499000000.0,9844000000.0,10318000000.0,24012000000.0,34330000000.0,10196000000.0,21513000000.0
DTE Energy Co,DTE,549300IX8SD6XXD71I78,936340,2018.0,Q1,,2018-03-31,2018-04-25 11:06:48+00:00,920000000.0,1825000000.0,,10786000000.0,-123000000.0,5581000000.0,0.0,164000000.0,0.0,4163000000.0,,160000000.0,2293000000.0,31656000000.0,867000000.0,12185000000.0,1371000000.0,597000000.0,20870000000.0,475000000.0,,2058000000.0,762000000.0,70000000.0,349000000.0,588000000.0,132000000.0,5413000000.0,351000000.0,22000000.0,5848000000.0,741000000.0,,33841000000.0,9888000000.0,2957000000.0,2541000000.0,9888000000.0,10363000000.0,23478000000.0,33841000000.0,10014000000.0,20937000000.0
