company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
NOVELLUS SYSTEMS INC,NVLS,,836106,2010.0,Q1,2010-01-01,2010-03-27,2011-04-27 17:57:20+00:00,0.43,0.43,0.43,,9294000.0,41256000.0,41256000.0,41256000.0,142262000.0,276229000.0,-228000.0,39687000.0,,45257000.0,142262000.0,133967000.0,288000.0,2043000.0,84944000.0,49023000.0,1527000.0,50550000.0,276229000.0,95900000.0,96000000.0,96672000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,Q4,2011-09-25,2011-12-31,,0.67,0.67,0.64,,8254000.0,38506000.0,38506000.0,38506000.0,150481000.0,282711000.0,524000.0,44162000.0,613000.0,36415000.0,150481000.0,132230000.0,6218000.0,1414000.0,81190000.0,51040000.0,-4280000.0,46760000.0,282711000.0,76200000.0,76161000.0,78279000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,FY,2011-01-01,2011-12-31,2012-02-24 16:24:11+00:00,3.29,3.29,3.2,,42470000.0,250679000.0,250679000.0,250679000.0,688125000.0,1352850000.0,1719000.0,185980000.0,-464000.0,177638000.0,688125000.0,664725000.0,15876000.0,5735000.0,363154000.0,301571000.0,-8422000.0,293149000.0,1352850000.0,76200000.0,76161000.0,78279000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,Q3YTD,2011-01-01,2011-09-24,,2.62,2.62,2.56,,34216000.0,212173000.0,212173000.0,212173000.0,537644000.0,1070139000.0,1195000.0,141818000.0,-1077000.0,141223000.0,537644000.0,532495000.0,9658000.0,4321000.0,281964000.0,250531000.0,-4142000.0,246389000.0,1070139000.0,69000000.0,68883000.0,70379000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,Q3TTM,2010-09-26,2011-09-24,,3.52,3.52,3.44,,42361000.0,293676000.0,293676000.0,293676000.0,728001000.0,1454496000.0,1486000.0,191810000.0,56000.0,195780000.0,728001000.0,726495000.0,10147000.0,5849000.0,387646000.0,338849000.0,-2812000.0,336037000.0,1454496000.0,69000000.0,68883000.0,70379000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,Q3,2011-06-26,2011-09-24,2011-11-02 16:17:01+00:00,0.74,0.74,0.73,,4038000.0,51082000.0,51082000.0,51082000.0,158824000.0,306731000.0,2785000.0,47827000.0,-1258000.0,44364000.0,158824000.0,147907000.0,5979000.0,1340000.0,90933000.0,56974000.0,-1854000.0,55120000.0,306731000.0,69000000.0,68883000.0,70379000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,Q2YTD,2011-01-01,2011-06-25,,1.88,1.88,1.83,,30178000.0,161091000.0,161091000.0,161091000.0,378820000.0,763408000.0,-1590000.0,93991000.0,181000.0,96859000.0,378820000.0,384588000.0,3679000.0,2981000.0,191031000.0,193557000.0,-2288000.0,191269000.0,763408000.0,79900000.0,80068000.0,82074000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,Q2TTM,2010-06-27,2011-06-25,,3.61,3.61,3.53,,51418000.0,318859000.0,318859000.0,318859000.0,755951000.0,1514968000.0,-2569000.0,188254000.0,1554000.0,197842000.0,755951000.0,759017000.0,4579000.0,6058000.0,387650000.0,371367000.0,-1090000.0,370277000.0,1514968000.0,79900000.0,80068000.0,82074000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,Q2,2011-03-27,2011-06-25,2011-08-03 16:20:27+00:00,0.81,0.81,0.79,,13783000.0,64733000.0,64733000.0,64733000.0,173913000.0,350223000.0,-1236000.0,47270000.0,,47519000.0,173913000.0,176310000.0,3253000.0,1484000.0,94789000.0,81521000.0,-3005000.0,78516000.0,350223000.0,79900000.0,80068000.0,82074000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,Q1TTM,2010-03-28,2011-03-26,,3.47,3.47,3.4,,49427000.0,317434000.0,317434000.0,317434000.0,746469000.0,1486114000.0,-834000.0,181774000.0,1554000.0,193566000.0,746469000.0,739645000.0,1663000.0,6607000.0,376894000.0,362751000.0,4110000.0,366861000.0,1486114000.0,90100000.0,90321000.0,92855000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,Q1,2011-01-01,2011-03-26,2012-05-07 16:16:44+00:00,1.07,1.07,1.04,,16395000.0,96358000.0,96358000.0,96358000.0,204907000.0,413185000.0,-354000.0,46721000.0,181000.0,49340000.0,204907000.0,208278000.0,426000.0,1497000.0,96242000.0,112036000.0,717000.0,112753000.0,413185000.0,90100000.0,90321000.0,92855000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2012.0,Q1TTM,2011-03-27,2012-03-31,,2.85,2.85,2.75,,32674000.0,198767000.0,198767000.0,198767000.0,655414000.0,1266387000.0,1778000.0,188408000.0,-479000.0,177924000.0,655414000.0,610973000.0,21098000.0,5641000.0,365853000.0,245120000.0,-13679000.0,231441000.0,1266387000.0,70500000.0,70452000.0,75682000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2012.0,Q1,2012-01-01,2012-03-31,2012-05-07 16:16:44+00:00,0.63,0.63,0.59,,6599000.0,44446000.0,44446000.0,44446000.0,172196000.0,326722000.0,-295000.0,49149000.0,166000.0,49626000.0,172196000.0,154526000.0,5648000.0,1403000.0,98941000.0,55585000.0,-4540000.0,51045000.0,326722000.0,70500000.0,70452000.0,75682000.0
