company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
NOVELLUS SYSTEMS INC,NVLS,,836106,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:48:44+00:00,-1.18,-1.18,-1.18,99522000.0,8614000.0,-115710000.0,-115710000.0,-115710000.0,575060000.0,1011004000.0,-5659000.0,219660000.0,4545000.0,224233000.0,575060000.0,435944000.0,7021000.0,17600000.0,547960000.0,-112016000.0,4920000.0,-107096000.0,1011004000.0,98100000.0,98083000.0,98083000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:24:11+00:00,-0.88,-0.88,-0.88,,15854000.0,-85235000.0,-85235000.0,-85235000.0,398104000.0,639194000.0,-901000.0,149101000.0,3840000.0,164125000.0,398104000.0,241090000.0,2073000.0,9569000.0,317066000.0,-75976000.0,6595000.0,-69381000.0,639194000.0,96900000.0,96487000.0,96487000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2009.0,Q3,2009-06-28,2009-09-26,2010-11-02 16:17:12+00:00,-0.04,-0.04,-0.04,,625000.0,-4026000.0,-4026000.0,-4026000.0,106171000.0,176879000.0,-124000.0,37013000.0,324000.0,36648000.0,106171000.0,70708000.0,,,73985000.0,-3277000.0,-124000.0,-3401000.0,176879000.0,100700000.0,96701000.0,96701000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2009.0,Q2,2009-03-29,2009-06-27,2010-08-04 16:09:02+00:00,-0.52,-0.52,-0.52,,-4470000.0,-50008000.0,-50008000.0,-50008000.0,88202000.0,119208000.0,2906000.0,39341000.0,2921000.0,46128000.0,88202000.0,31006000.0,,,88390000.0,-57384000.0,2906000.0,-54478000.0,119208000.0,96200000.0,96472000.0,96472000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2010.0,Q4,2010-09-26,2010-12-31,,0.9,0.9,0.88,,8145000.0,81503000.0,81503000.0,81503000.0,190357000.0,384357000.0,291000.0,49992000.0,1133000.0,54557000.0,190357000.0,194000000.0,489000.0,1528000.0,105682000.0,88318000.0,1330000.0,89648000.0,384357000.0,92700000.0,92690000.0,94084000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2010.0,FY,2010-01-01,2010-12-31,2012-02-24 16:24:11+00:00,2.83,2.83,2.79,,42326000.0,262332000.0,262332000.0,262332000.0,683824000.0,1349158000.0,-708000.0,174740000.0,1373000.0,189483000.0,683824000.0,665334000.0,1525000.0,7153000.0,365596000.0,299738000.0,4920000.0,304658000.0,1349158000.0,92700000.0,92690000.0,94084000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2010.0,Q3YTD,2010-01-01,2010-09-25,,1.93,1.93,1.91,,34181000.0,180829000.0,180829000.0,180829000.0,493467000.0,964801000.0,-999000.0,124748000.0,240000.0,134926000.0,493467000.0,471334000.0,1036000.0,5625000.0,259914000.0,211420000.0,3590000.0,215010000.0,964801000.0,91900000.0,91512000.0,92859000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2010.0,Q3,2010-06-27,2010-09-25,2011-11-02 16:17:01+00:00,0.83,0.83,0.82,,13095000.0,76265000.0,76265000.0,76265000.0,186774000.0,367203000.0,-1270000.0,44271000.0,240000.0,46426000.0,186774000.0,180429000.0,411000.0,1549000.0,90937000.0,89492000.0,-132000.0,89360000.0,367203000.0,91900000.0,91512000.0,92859000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2010.0,Q2YTD,2010-01-01,2010-06-26,,1.1,1.1,1.09,,21086000.0,104564000.0,104564000.0,104564000.0,306693000.0,597598000.0,271000.0,80477000.0,,88500000.0,306693000.0,290905000.0,625000.0,4076000.0,168977000.0,121928000.0,3722000.0,125650000.0,597598000.0,94500000.0,94065000.0,95332000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2010.0,Q2,2010-03-28,2010-06-26,2011-08-03 16:20:27+00:00,0.67,0.67,0.66,,11792000.0,63308000.0,63308000.0,63308000.0,164431000.0,321369000.0,499000.0,40790000.0,,43243000.0,164431000.0,156938000.0,337000.0,2033000.0,84033000.0,72905000.0,2195000.0,75100000.0,321369000.0,94500000.0,94065000.0,95332000.0
