company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
NOVELLUS SYSTEMS INC,NVLS,,836106,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:48:44+00:00,-1913000.0,27461000.0,6837000.0,63317000.0,731000.0,96342000.0,10669000.0,0.0,-224299000.0,43593000.0,189236000.0,-224299000.0,43593000.0,189236000.0,9261000.0,-115710000.0,-115710000.0,145287000.0,98000.0,41348000.0,-452936000.0,-17903000.0,-26937000.0,-208129000.0,474905000.0,92000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2009.0,Q4,2009-09-27,2009-12-31,,2000000.0,3906000.0,2203000.0,11225000.0,-708000.0,-7950000.0,2857000.0,-419000.0,-22356000.0,-44375000.0,38294000.0,-22356000.0,-44375000.0,38294000.0,-29145000.0,35191000.0,35191000.0,-172000.0,848000.0,3380000.0,-112310000.0,-2780000.0,-1255000.0,-24387000.0,65335000.0,
NOVELLUS SYSTEMS INC,NVLS,,836106,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:24:11+00:00,,3906000.0,2203000.0,46861000.0,-422000.0,71647000.0,7251000.0,110632000.0,-23786000.0,-81406000.0,63329000.0,-23786000.0,-81406000.0,63329000.0,-42285000.0,-85235000.0,-85235000.0,30056000.0,850000.0,-15197000.0,-328445000.0,-11891000.0,-111863000.0,-30656000.0,272860000.0,1267000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2009.0,Q3,2009-06-28,2009-09-26,,,,,11682000.0,-649000.0,-12240000.0,66000.0,-290000.0,-4592000.0,-20845000.0,6580000.0,-4592000.0,-20845000.0,6580000.0,-19506000.0,-4026000.0,-4026000.0,11164000.0,2000.0,-487000.0,-74498000.0,-1715000.0,,-4370000.0,55855000.0,
NOVELLUS SYSTEMS INC,NVLS,,836106,2009.0,Q3YTD,2009-01-01,2009-09-26,2010-11-02 16:17:12+00:00,-2000000.0,,,35636000.0,286000.0,79597000.0,4394000.0,111051000.0,-1430000.0,-37031000.0,25035000.0,-1430000.0,-37031000.0,25035000.0,-13140000.0,-120426000.0,-120426000.0,30228000.0,2000.0,-18577000.0,-216135000.0,-9111000.0,-110608000.0,-6269000.0,207525000.0,1267000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2009.0,Q2YTD,2009-01-01,2009-06-27,2010-08-04 16:09:02+00:00,-2000000.0,,,23954000.0,935000.0,91837000.0,4328000.0,111341000.0,3162000.0,-16186000.0,18455000.0,3162000.0,-16186000.0,18455000.0,6366000.0,-116400000.0,-116400000.0,19064000.0,0.0,-18090000.0,-141637000.0,-7396000.0,-110608000.0,-1899000.0,151670000.0,1267000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2010.0,Q4,2010-09-26,2010-12-31,,,9641000.0,1448000.0,9177000.0,213000.0,-22892000.0,98553000.0,-510000.0,-11108000.0,-38346000.0,88409000.0,-11108000.0,-38346000.0,88409000.0,39168000.0,81503000.0,81503000.0,20621000.0,2951000.0,-2050000.0,-234038000.0,-6992000.0,-72000.0,-112030000.0,204734000.0,
NOVELLUS SYSTEMS INC,NVLS,,836106,2010.0,FY,2010-01-01,2010-12-31,2012-02-24 16:24:11+00:00,,9641000.0,1448000.0,39952000.0,-49000.0,-11799000.0,106194000.0,0.0,-163602000.0,-67761000.0,336420000.0,-163602000.0,-67761000.0,336420000.0,105008000.0,262332000.0,262332000.0,45935000.0,3343000.0,6602000.0,-521932000.0,-19908000.0,-72000.0,-273067000.0,467477000.0,0.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2010.0,Q3TTM,2009-09-27,2010-09-25,,2000000.0,3906000.0,2203000.0,42000000.0,-970000.0,3143000.0,10498000.0,91000.0,-174850000.0,-73790000.0,286305000.0,-174850000.0,-73790000.0,286305000.0,36695000.0,216020000.0,216020000.0,25142000.0,1240000.0,12032000.0,-400204000.0,-15696000.0,-1255000.0,-185424000.0,328078000.0,
NOVELLUS SYSTEMS INC,NVLS,,836106,2010.0,Q3,2010-06-27,2010-09-25,,,,,9245000.0,2471000.0,-10494000.0,1447000.0,-1716000.0,-38325000.0,-2696000.0,81758000.0,-38325000.0,-2696000.0,81758000.0,43208000.0,76265000.0,76265000.0,6742000.0,23000.0,-957000.0,-96789000.0,-6261000.0,,-38079000.0,101311000.0,
NOVELLUS SYSTEMS INC,NVLS,,836106,2010.0,Q3YTD,2010-01-01,2010-09-25,2011-11-02 16:17:01+00:00,,,,30775000.0,-262000.0,11093000.0,7641000.0,510000.0,-152494000.0,-29415000.0,248011000.0,-152494000.0,-29415000.0,248011000.0,65840000.0,180829000.0,180829000.0,25314000.0,392000.0,8652000.0,-287894000.0,-12916000.0,,-161037000.0,262743000.0,
NOVELLUS SYSTEMS INC,NVLS,,836106,2010.0,Q2TTM,2009-06-28,2010-06-26,,2000000.0,3906000.0,2203000.0,44437000.0,-4090000.0,1397000.0,9117000.0,1517000.0,-141117000.0,-91939000.0,211127000.0,-141117000.0,-91939000.0,211127000.0,-26019000.0,135729000.0,135729000.0,29564000.0,1219000.0,12502000.0,-377913000.0,-11150000.0,-1255000.0,-151715000.0,282622000.0,
NOVELLUS SYSTEMS INC,NVLS,,836106,2010.0,Q2,2010-03-28,2010-06-26,,,,,10492000.0,-778000.0,21255000.0,4956000.0,629000.0,-101735000.0,-35683000.0,104205000.0,-101735000.0,-35683000.0,104205000.0,-33991000.0,63308000.0,63308000.0,9150000.0,269000.0,4713000.0,-140781000.0,-2962000.0,,-107589000.0,103347000.0,
NOVELLUS SYSTEMS INC,NVLS,,836106,2010.0,Q2YTD,2010-01-01,2010-06-26,2011-08-03 16:20:27+00:00,,,,21530000.0,-2733000.0,21587000.0,6194000.0,2226000.0,-114169000.0,-26719000.0,166253000.0,-114169000.0,-26719000.0,166253000.0,22632000.0,104564000.0,104564000.0,18572000.0,369000.0,9609000.0,-191105000.0,-6655000.0,,-122958000.0,161432000.0,
NOVELLUS SYSTEMS INC,NVLS,,836106,2010.0,Q1,2010-01-01,2010-03-27,2011-04-27 17:57:20+00:00,,,,11038000.0,-1955000.0,332000.0,1238000.0,1597000.0,-12434000.0,8964000.0,62048000.0,-12434000.0,8964000.0,62048000.0,56623000.0,41256000.0,41256000.0,9422000.0,100000.0,4896000.0,-50324000.0,-3693000.0,0.0,-15369000.0,58085000.0,
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,Q4,2011-09-25,2011-12-31,,,27328000.0,11411000.0,8555000.0,-2521000.0,33910000.0,84989000.0,,77484000.0,12153000.0,84658000.0,77484000.0,12153000.0,84658000.0,171774000.0,38506000.0,38506000.0,3687000.0,1892000.0,7588000.0,-72647000.0,-9992000.0,-26000.0,-9371000.0,80462000.0,6742000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,FY,2011-01-01,2011-12-31,2012-02-24 16:24:11+00:00,,27328000.0,11411000.0,35021000.0,-2440000.0,42610000.0,197700000.0,684250000.0,-103293000.0,20275000.0,363304000.0,-103293000.0,20275000.0,363304000.0,277846000.0,250679000.0,250679000.0,34994000.0,1892000.0,-2002000.0,-514403000.0,-25501000.0,-98000.0,-987037000.0,555439000.0,6742000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,Q3TTM,2010-09-26,2011-09-24,,,9641000.0,1448000.0,35643000.0,294000.0,-14192000.0,211264000.0,683740000.0,-191885000.0,-30224000.0,367055000.0,-191885000.0,-30224000.0,367055000.0,145240000.0,293676000.0,293676000.0,51928000.0,2951000.0,-11640000.0,-675794000.0,-22501000.0,-144000.0,-1089696000.0,679711000.0,
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,Q3,2011-06-26,2011-09-24,,,,,8835000.0,-2788000.0,33396000.0,1157000.0,,-149910000.0,-117000.0,99703000.0,-149910000.0,-117000.0,99703000.0,-53112000.0,51082000.0,51082000.0,6390000.0,,-1926000.0,-118440000.0,-5642000.0,-24000.0,-151043000.0,125891000.0,
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,Q3YTD,2011-01-01,2011-09-24,2011-11-02 16:17:01+00:00,,,,26466000.0,81000.0,8700000.0,112711000.0,684250000.0,-180777000.0,8122000.0,278646000.0,-180777000.0,8122000.0,278646000.0,106072000.0,212173000.0,212173000.0,31307000.0,0.0,-9590000.0,-441756000.0,-15509000.0,-72000.0,-977666000.0,474977000.0,
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,Q2TTM,2010-06-27,2011-06-25,,,9641000.0,1448000.0,36053000.0,5553000.0,-58082000.0,211554000.0,682024000.0,-80300000.0,-32803000.0,349110000.0,-80300000.0,-32803000.0,349110000.0,241560000.0,318859000.0,318859000.0,52280000.0,2974000.0,-10671000.0,-654143000.0,-23120000.0,-120000.0,-976732000.0,655131000.0,
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,Q2,2011-03-27,2011-06-25,,,,,8824000.0,730000.0,5143000.0,15269000.0,684250000.0,71747000.0,-36755000.0,95178000.0,71747000.0,-36755000.0,95178000.0,130900000.0,64733000.0,64733000.0,16478000.0,-1517000.0,-2769000.0,-145580000.0,-4828000.0,-24000.0,-626231000.0,116422000.0,
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,Q2YTD,2011-01-01,2011-06-25,2011-08-03 16:20:27+00:00,,,,17631000.0,2869000.0,-24696000.0,111554000.0,684250000.0,-30867000.0,8239000.0,178943000.0,-30867000.0,8239000.0,178943000.0,159184000.0,161091000.0,161091000.0,24917000.0,0.0,-7664000.0,-323316000.0,-9867000.0,-48000.0,-826623000.0,349086000.0,
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,Q1TTM,2010-03-28,2011-03-26,,,9641000.0,1448000.0,37721000.0,4045000.0,-41970000.0,201241000.0,-1597000.0,-253782000.0,-31731000.0,358137000.0,-253782000.0,-31731000.0,358137000.0,76669000.0,317434000.0,317434000.0,44952000.0,4760000.0,-3189000.0,-649344000.0,-21254000.0,-96000.0,-458090000.0,642056000.0,
NOVELLUS SYSTEMS INC,NVLS,,836106,2011.0,Q1,2011-01-01,2011-03-26,2012-05-07 16:16:44+00:00,,,,8807000.0,2139000.0,-29839000.0,96285000.0,,-102614000.0,44994000.0,83765000.0,-102614000.0,44994000.0,83765000.0,28284000.0,96358000.0,96358000.0,8439000.0,1517000.0,-4895000.0,-177736000.0,-5039000.0,-24000.0,-200392000.0,232664000.0,
NOVELLUS SYSTEMS INC,NVLS,,836106,2012.0,Q1TTM,2011-03-27,2012-03-31,,,27328000.0,11411000.0,34696000.0,-3213000.0,38193000.0,163284000.0,684250000.0,60165000.0,-300618000.0,312301000.0,60165000.0,-300618000.0,312301000.0,68635000.0,198767000.0,198767000.0,40645000.0,804000.0,4808000.0,-750390000.0,-25702000.0,-100000.0,-788073000.0,463924000.0,6742000.0
NOVELLUS SYSTEMS INC,NVLS,,836106,2012.0,Q1,2012-01-01,2012-03-31,2012-05-07 16:16:44+00:00,,,,8482000.0,1366000.0,-34256000.0,61869000.0,,60844000.0,-275899000.0,32762000.0,60844000.0,-275899000.0,32762000.0,-180927000.0,44446000.0,44446000.0,14090000.0,429000.0,1915000.0,-413723000.0,-5240000.0,-26000.0,-1428000.0,141149000.0,
