company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofplantpropertyandequipment
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2013.0,Q2YTD,2013-01-01,2013-06-30,2013-07-26 16:19:03+00:00,,,,,4577000000.0,7200000000.0,-711000000.0,-1869000000.0,,30484000000.0,990000000.0,-36833000000.0,36782000000.0,12116000000.0,15000000.0,163000000.0,-185000000.0,-36818000000.0,36945000000.0,11931000000.0,11347000000.0,6660000000.0,6891000000.0,-231000000.0,2517000000.0,-4506000000.0,17541000000.0,,-3955000000.0,-7218000000.0,-54246000000.0,-5600000000.0,0.0,19259000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2013.0,Q2,2013-04-01,2013-06-30,,,,,,2268000000.0,545000000.0,3000000.0,833000000.0,,12963000000.0,990000000.0,-13892000000.0,5380000000.0,7405000000.0,30000000.0,80000000.0,-84000000.0,-13862000000.0,5460000000.0,7321000000.0,-1078000000.0,-2212000000.0,-2341000000.0,129000000.0,6645000000.0,-3002000000.0,23377000000.0,,-1972000000.0,-3574000000.0,-20737000000.0,-2134000000.0,,-14968000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-30 19:58:04+00:00,-2090000000.0,,,,3820000000.0,839000000.0,-1360000000.0,-3361000000.0,2842000000.0,29605000000.0,,-12619000000.0,1668000000.0,11168000000.0,1540000000.0,-3587000000.0,5077000000.0,-11079000000.0,-1919000000.0,16245000000.0,1887000000.0,10081000000.0,8016000000.0,2065000000.0,2693000000.0,6933000000.0,5466000000.0,,-6643000000.0,-4977000000.0,-43997000000.0,-1359000000.0,,2430000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2014.0,Q3,2014-07-01,2014-09-30,,-24000000.0,,,,1425000000.0,58000000.0,-1556000000.0,-248000000.0,2842000000.0,12680000000.0,,295000000.0,151000000.0,4866000000.0,992000000.0,-1952000000.0,1169000000.0,1287000000.0,-1801000000.0,6035000000.0,3965000000.0,3537000000.0,2831000000.0,706000000.0,858000000.0,2420000000.0,457000000.0,,-2211000000.0,-1284000000.0,-15458000000.0,22000000.0,,944000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2014.0,Q2,2014-04-01,2014-06-30,,-612000000.0,,,,206000000.0,529000000.0,123000000.0,-1802000000.0,,8084000000.0,,-4516000000.0,-522000000.0,1693000000.0,651000000.0,-1388000000.0,3556000000.0,-3865000000.0,-1910000000.0,5249000000.0,-403000000.0,3545000000.0,2438000000.0,1107000000.0,851000000.0,3338000000.0,-329000000.0,,-2209000000.0,-332000000.0,-13685000000.0,-44000000.0,,222000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-29 21:43:35+00:00,-2066000000.0,,,,2395000000.0,781000000.0,196000000.0,-3113000000.0,0.0,16925000000.0,0.0,-12914000000.0,1517000000.0,6302000000.0,548000000.0,-1635000000.0,3908000000.0,-12366000000.0,-118000000.0,10210000000.0,-2078000000.0,6544000000.0,5185000000.0,1359000000.0,1835000000.0,4513000000.0,5009000000.0,,-4432000000.0,-3693000000.0,-28539000000.0,-1381000000.0,,1486000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2014.0,Q1,2014-01-01,2014-03-31,2015-05-04 16:07:30+00:00,-1454000000.0,,,,2189000000.0,252000000.0,73000000.0,-1311000000.0,0.0,8841000000.0,0.0,-8398000000.0,2039000000.0,4609000000.0,-103000000.0,-247000000.0,352000000.0,-8501000000.0,1792000000.0,4961000000.0,-1675000000.0,2999000000.0,2747000000.0,252000000.0,984000000.0,1175000000.0,5338000000.0,,-2223000000.0,-3361000000.0,-14854000000.0,-1337000000.0,,1264000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-09 12:58:53+00:00,-1738000000.0,,,,3554000000.0,49760000000.0,-3516000000.0,3064000000.0,635000000.0,12994000000.0,,-47556000000.0,59466000000.0,5444000000.0,-2250000000.0,305000000.0,7702000000.0,-49807000000.0,59771000000.0,13146000000.0,19594000000.0,-12427000000.0,-1174000000.0,-11253000000.0,0.0,,13845000000.0,,-6961000000.0,-4807000000.0,-54225000000.0,,,2406000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2015.0,Q3,2015-07-01,2015-09-30,,-15000000.0,,,,1265000000.0,32010000000.0,-629000000.0,-629000000.0,136000000.0,-142000000.0,,-31086000000.0,34710000000.0,2512000000.0,-10000000.0,8514000000.0,-1752000000.0,-31097000000.0,43224000000.0,761000000.0,12258000000.0,2506000000.0,1876000000.0,630000000.0,,,3175000000.0,,-2326000000.0,-1584000000.0,-28756000000.0,,,1125000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-01 16:52:19+00:00,-1723000000.0,,,,2289000000.0,17750000000.0,-2887000000.0,3693000000.0,499000000.0,13136000000.0,,-16470000000.0,24756000000.0,2932000000.0,-2240000000.0,-8209000000.0,9454000000.0,-18710000000.0,16547000000.0,12385000000.0,7336000000.0,-14933000000.0,-3050000000.0,-11883000000.0,0.0,,10670000000.0,,-4635000000.0,-3223000000.0,-25469000000.0,,,1281000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2015.0,Q2,2015-04-01,2015-06-30,,,,,,1188000000.0,16439000000.0,939000000.0,-1845000000.0,260000000.0,4585000000.0,,-10109000000.0,17862000000.0,930000000.0,-354000000.0,-5154000000.0,5366000000.0,-10464000000.0,12708000000.0,6295000000.0,9479000000.0,-1360000000.0,1587000000.0,-2947000000.0,,,2236000000.0,,-2316000000.0,-1727000000.0,-12638000000.0,,,914000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2015.0,Q1,2015-01-01,2015-03-31,2016-05-04 16:44:34+00:00,-1723000000.0,,,,1101000000.0,1311000000.0,-3826000000.0,5538000000.0,239000000.0,8551000000.0,,-6361000000.0,6894000000.0,2002000000.0,-1886000000.0,-3055000000.0,4088000000.0,-8246000000.0,3839000000.0,6090000000.0,-2143000000.0,-13573000000.0,-4637000000.0,-8936000000.0,0.0,,8434000000.0,,-2319000000.0,-1496000000.0,-12831000000.0,,,367000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-10-30 16:28:38+00:00,-930000000.0,,,,3641000000.0,58523000000.0,-169000000.0,-5914000000.0,,1178000000.0,,-75188000000.0,53559000000.0,3846000000.0,295000000.0,-12056000000.0,-5719000000.0,-74893000000.0,41503000000.0,-1873000000.0,-35432000000.0,5164000000.0,6118000000.0,-954000000.0,0.0,,-2328000000.0,,-6611000000.0,-5109000000.0,-51787000000.0,-17969000000.0,,3403000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2016.0,Q3,2016-07-01,2016-09-30,,-724000000.0,,,,1136000000.0,10040000000.0,-145000000.0,-1438000000.0,,-435000000.0,,-12425000000.0,11145000000.0,1832000000.0,1006000000.0,-1410000000.0,-870000000.0,-11419000000.0,9735000000.0,962000000.0,-867000000.0,2027000000.0,2132000000.0,-105000000.0,,,1705000000.0,,-2103000000.0,-2057000000.0,-6211000000.0,-3677000000.0,,2181000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-07-28 16:58:30+00:00,-206000000.0,,,,2505000000.0,48483000000.0,-24000000.0,-4476000000.0,,1613000000.0,,-62763000000.0,42414000000.0,2014000000.0,-711000000.0,-10646000000.0,-4849000000.0,-63474000000.0,31768000000.0,-2835000000.0,-34565000000.0,3137000000.0,3986000000.0,-849000000.0,0.0,,-4033000000.0,,-4508000000.0,-3052000000.0,-45576000000.0,-14292000000.0,,1222000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2016.0,Q2,2016-04-01,2016-06-30,,0.0,,,,,0.0,-55000000.0,,,171000000.0,,-40756000000.0,,117000000.0,-599000000.0,,-3597000000.0,-41355000000.0,-15000000.0,-3479000000.0,-44905000000.0,0.0,,0.0,,,0.0,,-2274000000.0,0.0,-30687000000.0,-7966000000.0,,0.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2016.0,Q1,2016-01-01,2016-03-31,2017-05-05 17:29:10+00:00,0.0,,,,1210000000.0,36517000000.0,31000000.0,151000000.0,,1442000000.0,,-22007000000.0,24672000000.0,1897000000.0,-112000000.0,7112000000.0,-1252000000.0,-22119000000.0,31783000000.0,644000000.0,10340000000.0,228000000.0,536000000.0,-308000000.0,0.0,,-10604000000.0,,-2234000000.0,-1556000000.0,-14889000000.0,-6326000000.0,,316000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-07-27 17:02:42+00:00,-2643000000.0,1083000000.0,,,2318000000.0,934000000.0,,-1688000000.0,,9848000000.0,,-12089000000.0,4397000000.0,2930000000.0,1909000000.0,-2089000000.0,-895000000.0,-10181000000.0,2309000000.0,2035000000.0,-5837000000.0,832000000.0,1217000000.0,-385000000.0,,,7506000000.0,,-4332000000.0,-3566000000.0,-14873000000.0,-2732000000.0,,2166000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2017.0,Q1,2017-01-01,2017-03-31,2018-05-01 16:18:23+00:00,-967000000.0,539000000.0,,,1193000000.0,870000000.0,,-1208000000.0,,1103000000.0,,-12185000000.0,4735000000.0,576000000.0,1907000000.0,-2026000000.0,-658000000.0,-10278000000.0,2709000000.0,-82000000.0,-7651000000.0,-187000000.0,52000000.0,-239000000.0,,,5621000000.0,,-2084000000.0,-1600000000.0,-9625000000.0,-1578000000.0,,812000000.0
