company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofplantpropertyandequipment
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2007.0,FY,2007-01-01,2007-12-31,2010-02-19 17:16:21+00:00,-17215000000.0,,-2912000000.0,-46680000000.0,10275000000.0,14320000000.0,,2779000000.0,0.0,100836000000.0,0.0,28091000000.0,-66388000000.0,39942000000.0,-154000000.0,-3116000000.0,3380000000.0,27937000000.0,-69504000000.0,43322000000.0,1755000000.0,22208000000.0,22457000000.0,-249000000.0,4431000000.0,2144000000.0,-54147000000.0,,-11492000000.0,-17803000000.0,-51078000000.0,-12319000000.0,,8457000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:33:50+00:00,-28110000000.0,,3237000000.0,25853000000.0,11481000000.0,10409000000.0,-685000000.0,10953000000.0,12006000000.0,116624000000.0,2965000000.0,19195000000.0,-33732000000.0,47694000000.0,-59000000.0,-1036000000.0,959000000.0,19136000000.0,-34768000000.0,48653000000.0,32336000000.0,17410000000.0,18027000000.0,-617000000.0,7233000000.0,20623000000.0,-10975000000.0,,-12408000000.0,-16010000000.0,-119366000000.0,-1249000000.0,,10954000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2008.0,Q4,2008-10-01,2008-12-31,,-1068000000.0,,3237000000.0,25853000000.0,3265000000.0,506000000.0,-685000000.0,10040000000.0,12006000000.0,17251000000.0,2965000000.0,-5089000000.0,17786000000.0,19890000000.0,-55000000.0,-420000000.0,462000000.0,-5144000000.0,17366000000.0,20352000000.0,31889000000.0,3722000000.0,3805000000.0,-83000000.0,2780000000.0,20623000000.0,19206000000.0,,-3100000000.0,-4526000000.0,-55263000000.0,429000000.0,,3668000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2008.0,Q3,2008-07-01,2008-09-30,,-12364000000.0,,,,2861000000.0,5354000000.0,,1220000000.0,,31022000000.0,,-1385000000.0,-11517000000.0,10199000000.0,1000000.0,-160000000.0,12000000.0,-1384000000.0,-11677000000.0,10211000000.0,-2850000000.0,4312000000.0,4477000000.0,-165000000.0,1641000000.0,,-3049000000.0,,-3093000000.0,-3419000000.0,-29179000000.0,-135000000.0,,1961000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 11:58:11+00:00,-27042000000.0,,,,8216000000.0,9903000000.0,,913000000.0,,99373000000.0,,24284000000.0,-51518000000.0,27804000000.0,-4000000.0,-616000000.0,497000000.0,24280000000.0,-52134000000.0,28301000000.0,447000000.0,13688000000.0,14222000000.0,-534000000.0,4453000000.0,0.0,-30181000000.0,,-9308000000.0,-11484000000.0,-64103000000.0,-1678000000.0,,7286000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-03 09:57:53+00:00,-14678000000.0,,,,5355000000.0,4549000000.0,,-307000000.0,,68351000000.0,,25669000000.0,-40001000000.0,17605000000.0,-5000000.0,-456000000.0,485000000.0,25664000000.0,-40457000000.0,18090000000.0,3297000000.0,9376000000.0,9745000000.0,-369000000.0,2812000000.0,0.0,-27132000000.0,,-6215000000.0,-8065000000.0,-34924000000.0,-1543000000.0,,5325000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-03 17:02:41+00:00,-5994000000.0,,,,7893000000.0,9676000000.0,-208000000.0,-10111000000.0,498000000.0,70270000000.0,,-35568000000.0,34973000000.0,13990000000.0,0.0,66000000.0,-62000000.0,-35568000000.0,35039000000.0,13928000000.0,13191000000.0,8012000000.0,8187000000.0,-175000000.0,8021000000.0,-6072000000.0,33410000000.0,,-7845000000.0,-5808000000.0,-92419000000.0,,,3689000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2009.0,Q3TTM,2008-10-01,2009-09-30,,-7062000000.0,,3237000000.0,25853000000.0,11158000000.0,10182000000.0,-893000000.0,-71000000.0,12504000000.0,87521000000.0,2965000000.0,-40657000000.0,52759000000.0,33880000000.0,-55000000.0,-354000000.0,400000000.0,-40712000000.0,52405000000.0,34280000000.0,45080000000.0,11734000000.0,11992000000.0,-258000000.0,10801000000.0,14551000000.0,52616000000.0,,-10945000000.0,-10334000000.0,-147682000000.0,429000000.0,,7357000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2009.0,Q3,2009-07-01,2009-09-30,,-21000000.0,,,,2658000000.0,644000000.0,-174000000.0,432000000.0,14000000.0,20380000000.0,,-6999000000.0,7819000000.0,8412000000.0,,18000000.0,-18000000.0,-6999000000.0,7837000000.0,8394000000.0,9058000000.0,2494000000.0,2454000000.0,40000000.0,2868000000.0,378000000.0,7461000000.0,,-1140000000.0,-1349000000.0,-26631000000.0,,,1084000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-02 13:58:50+00:00,-5973000000.0,,,,5235000000.0,9032000000.0,-34000000.0,-10543000000.0,484000000.0,49890000000.0,,-28569000000.0,27154000000.0,5578000000.0,0.0,48000000.0,-44000000.0,-28569000000.0,27202000000.0,5534000000.0,4133000000.0,5518000000.0,5733000000.0,-215000000.0,5153000000.0,-6450000000.0,25949000000.0,,-6705000000.0,-4459000000.0,-65788000000.0,,,2605000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2009.0,Q2TTM,2008-07-01,2009-06-30,,-19405000000.0,,3237000000.0,25853000000.0,11361000000.0,14892000000.0,-719000000.0,717000000.0,12490000000.0,98163000000.0,2965000000.0,-35043000000.0,33423000000.0,35667000000.0,-54000000.0,-532000000.0,430000000.0,-35097000000.0,32891000000.0,36097000000.0,33172000000.0,13552000000.0,14015000000.0,-463000000.0,9574000000.0,14173000000.0,42106000000.0,,-12898000000.0,-12404000000.0,-150230000000.0,294000000.0,,8234000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2009.0,Q2,2009-04-01,2009-06-30,,1155000000.0,,,,2504000000.0,11000000.0,155000000.0,-2470000000.0,239000000.0,18726000000.0,,-11561000000.0,11158000000.0,5734000000.0,,1000000.0,1000000.0,-11561000000.0,11159000000.0,5735000000.0,5488000000.0,2604000000.0,2798000000.0,-194000000.0,2902000000.0,-3114000000.0,10469000000.0,,-3355000000.0,-1899000000.0,-24057000000.0,,,1422000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2009.0,Q1,2009-01-01,2009-03-31,2010-05-06 18:53:47+00:00,-7128000000.0,,,,2731000000.0,9021000000.0,-189000000.0,-8073000000.0,245000000.0,31164000000.0,,-17008000000.0,15996000000.0,-156000000.0,0.0,47000000.0,-45000000.0,-17008000000.0,16043000000.0,-201000000.0,-1355000000.0,2914000000.0,2935000000.0,-21000000.0,2251000000.0,-3336000000.0,15480000000.0,,-3350000000.0,-2560000000.0,-41731000000.0,,,1183000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-11-03 17:02:41+00:00,-576000000.0,,,,7477000000.0,2787000000.0,-1225000000.0,4418000000.0,,31424000000.0,,-53726000000.0,34428000000.0,26655000000.0,0.0,112000000.0,-179000000.0,-53726000000.0,34540000000.0,26476000000.0,6065000000.0,7109000000.0,8792000000.0,-1683000000.0,5968000000.0,2159000000.0,33526000000.0,,-3434000000.0,-4415000000.0,-83437000000.0,-438000000.0,,3106000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2010.0,Q3,2010-07-01,2010-09-30,,-557000000.0,,,,2621000000.0,109000000.0,680000000.0,2559000000.0,-178000000.0,-237000000.0,,-12892000000.0,6720000000.0,10036000000.0,,86000000.0,-87000000.0,-12892000000.0,6806000000.0,9949000000.0,4543000000.0,2055000000.0,3160000000.0,-1105000000.0,1696000000.0,1411000000.0,7959000000.0,,-1147000000.0,-1396000000.0,-12303000000.0,-438000000.0,,605000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-08-02 13:58:50+00:00,-19000000.0,,,,4856000000.0,2678000000.0,-1905000000.0,1859000000.0,178000000.0,31661000000.0,,-40834000000.0,27708000000.0,16619000000.0,0.0,26000000.0,-92000000.0,-40834000000.0,27734000000.0,16527000000.0,1522000000.0,5054000000.0,5632000000.0,-578000000.0,4272000000.0,748000000.0,25567000000.0,,-2287000000.0,-3019000000.0,-71134000000.0,,,2501000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2010.0,Q2,2010-04-01,2010-06-30,,-1000000.0,,,,2391000000.0,836000000.0,-1149000000.0,1848000000.0,98000000.0,15650000000.0,,-12833000000.0,8497000000.0,9645000000.0,38000000.0,228000000.0,-212000000.0,-12795000000.0,8725000000.0,9433000000.0,4214000000.0,3109000000.0,3321000000.0,-212000000.0,2085000000.0,1361000000.0,8492000000.0,,-1144000000.0,-1743000000.0,-28798000000.0,,,913000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 16:12:26+00:00,-18000000.0,,,,2465000000.0,1842000000.0,-756000000.0,11000000.0,80000000.0,16011000000.0,,-28001000000.0,19211000000.0,6974000000.0,-38000000.0,-202000000.0,120000000.0,-28039000000.0,19009000000.0,7094000000.0,-2692000000.0,1945000000.0,2311000000.0,-366000000.0,2187000000.0,-613000000.0,17075000000.0,,-1143000000.0,-1276000000.0,-42336000000.0,,,1588000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2011.0,Q3,2011-07-01,2011-09-30,,-3277000000.0,,,,4187000000.0,9568000000.0,-2784000000.0,4965000000.0,,13909000000.0,,-15405000000.0,7931000000.0,15868000000.0,,-364000000.0,308000000.0,-15405000000.0,7567000000.0,16176000000.0,287000000.0,7903000000.0,7899000000.0,4000000.0,-1183000000.0,3450000000.0,3920000000.0,-5267000000.0,-1668000000.0,-4544000000.0,-29324000000.0,-1772000000.0,,2264000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2011.0,Q2,2011-04-01,2011-06-30,,-3065000000.0,,,,5870000000.0,9808000000.0,4059000000.0,1070000000.0,,38460000000.0,,-23191000000.0,29160000000.0,16584000000.0,-84000000.0,-1135000000.0,1241000000.0,-23275000000.0,28025000000.0,17825000000.0,8890000000.0,14596000000.0,13795000000.0,801000000.0,-4151000000.0,4395000000.0,25667000000.0,-17744000000.0,-1564000000.0,-8487000000.0,-63486000000.0,-996000000.0,,5237000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2011.0,Q1,2011-01-01,2011-03-31,2011-05-06 16:12:26+00:00,-4547000000.0,,,,2292000000.0,8908000000.0,828000000.0,708000000.0,,15513000000.0,,-22571000000.0,17390000000.0,7577000000.0,0.0,-105000000.0,119000000.0,-22571000000.0,17285000000.0,7696000000.0,3238000000.0,3433000000.0,3414000000.0,19000000.0,1163000000.0,-3070000000.0,14425000000.0,,-1564000000.0,-3169000000.0,-33056000000.0,-394000000.0,,1773000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2012.0,Q3YTD,2012-01-01,2012-09-30,2012-11-06 17:41:41+00:00,-604000000.0,,,,6814000000.0,520000000.0,1243000000.0,153000000.0,,43468000000.0,3960000000.0,-32906000000.0,12565000000.0,20058000000.0,0.0,-30000000.0,20000000.0,-32906000000.0,12535000000.0,20078000000.0,950000000.0,9630000000.0,10363000000.0,-733000000.0,2728000000.0,1195000000.0,18299000000.0,,-5401000000.0,-10498000000.0,-73848000000.0,-2280000000.0,0.0,4848000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2012.0,Q3,2012-07-01,2012-09-30,,-210000000.0,,,,2321000000.0,403000000.0,1581000000.0,-1101000000.0,,13415000000.0,1733000000.0,-4175000000.0,7964000000.0,5796000000.0,,-67000000.0,65000000.0,-4175000000.0,7897000000.0,5861000000.0,11164000000.0,3491000000.0,3454000000.0,37000000.0,1122000000.0,2085000000.0,8840000000.0,,-1800000000.0,-3191000000.0,-17833000000.0,-1775000000.0,,2122000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2012.0,Q2YTD,2012-01-01,2012-06-30,2012-07-30 16:39:53+00:00,-394000000.0,,,,4493000000.0,117000000.0,-338000000.0,1254000000.0,,30053000000.0,2227000000.0,-28731000000.0,4601000000.0,14262000000.0,0.0,37000000.0,-45000000.0,-28731000000.0,4638000000.0,14217000000.0,-10214000000.0,6139000000.0,6909000000.0,-770000000.0,1606000000.0,-890000000.0,9459000000.0,,-3601000000.0,-7307000000.0,-56015000000.0,-505000000.0,0.0,2726000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2012.0,Q2,2012-04-01,2012-06-30,,-204000000.0,,,,2230000000.0,33000000.0,-1300000000.0,1102000000.0,-127000000.0,12983000000.0,2227000000.0,-15132000000.0,-656000000.0,7733000000.0,,-25000000.0,18000000.0,-15132000000.0,-681000000.0,7751000000.0,-9362000000.0,3105000000.0,3658000000.0,-553000000.0,743000000.0,1751000000.0,2626000000.0,,-1802000000.0,-4012000000.0,-29659000000.0,-505000000.0,,901000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2012.0,Q1,2012-01-01,2012-03-31,2012-05-04 16:39:07+00:00,-190000000.0,,,,2263000000.0,84000000.0,962000000.0,152000000.0,127000000.0,17070000000.0,,-13599000000.0,5257000000.0,6529000000.0,0.0,62000000.0,-63000000.0,-13599000000.0,5319000000.0,6466000000.0,-852000000.0,3034000000.0,3251000000.0,-217000000.0,863000000.0,-2641000000.0,6833000000.0,,-1799000000.0,-3295000000.0,-26356000000.0,,0.0,1825000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2013.0,Q3,2013-07-01,2013-09-30,,-1617000000.0,,,,2575000000.0,-6099000000.0,-327000000.0,-1515000000.0,,10972000000.0,,-2186000000.0,-4747000000.0,5094000000.0,7000000.0,-176000000.0,137000000.0,-2179000000.0,-4923000000.0,5231000000.0,-2198000000.0,3191000000.0,3295000000.0,-104000000.0,739000000.0,2277000000.0,4321000000.0,,-1940000000.0,-2911000000.0,-11599000000.0,-1896000000.0,,1559000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-03 17:32:46+00:00,-1617000000.0,,,,7152000000.0,1101000000.0,-1038000000.0,-3384000000.0,,41456000000.0,990000000.0,-39019000000.0,32035000000.0,17210000000.0,22000000.0,-13000000.0,-48000000.0,-38997000000.0,32022000000.0,17162000000.0,9149000000.0,9851000000.0,10186000000.0,-335000000.0,3256000000.0,-2229000000.0,21862000000.0,,-5895000000.0,-10129000000.0,-65845000000.0,-7496000000.0,,20818000000.0
