company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commonequity,currentdeferredtaxassets,customerdeposits,dividendspayable,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2011.0,Q1,,2011-03-31,2011-05-06 16:12:26+00:00,15747000000.0,17867000000.0,27019000000.0,-15001000000.0,,82173000000.0,37485000000.0,,,,67920000000.0,11292000000.0,356339000000.0,0.0,13327000000.0,67504000000.0,2254000000.0,,,1297000000.0,,,301102000000.0,8788000000.0,,,106234000000.0,88644000000.0,6741000000.0,2655000000.0,,133003000000.0,110347000000.0,44889000000.0,727837000000.0,123535000000.0,468146000000.0,153113000000.0,123535000000.0,125789000000.0,602048000000.0,727837000000.0,192187000000.0,448935000000.0,0.0,-31952000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2012.0,Q3,,2012-09-30,2012-11-06 17:41:41+00:00,36854000000.0,31012000000.0,50389000000.0,-41725000000.0,,171489000000.0,99231000000.0,,90392000000.0,3570000000.0,146324000000.0,23418000000.0,531805000000.0,77389000000.0,32044000000.0,134740000000.0,6968000000.0,,,-1082000000.0,,,534187000000.0,21419000000.0,,2407000000.0,206191000000.0,192324000000.0,5409000000.0,4106000000.0,,334895000000.0,241691000000.0,97441000000.0,1483470000000.0,326453000000.0,889999000000.0,422896000000.0,326453000000.0,333421000000.0,1150049000000.0,1483470000000.0,458731000000.0,727153000000.0,0.0,-65948000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2012.0,Q2,,2012-06-30,2012-07-30 16:39:53+00:00,38667000000.0,30618000000.0,50829000000.0,-47200000000.0,,149191000000.0,98259000000.0,,83884000000.0,3596000000.0,144802000000.0,23476000000.0,521139000000.0,77600000000.0,30880000000.0,133284000000.0,5333000000.0,,,912000000.0,,273984000000.0,264848000000.0,21397000000.0,,2971000000.0,218947000000.0,191640000000.0,6087000000.0,4446000000.0,,332370000000.0,253439000000.0,95865000000.0,1473950000000.0,320065000000.0,595770000000.0,430415000000.0,320065000000.0,325398000000.0,1148552000000.0,1473950000000.0,744896000000.0,718137000000.0,0.0,-63364000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2012.0,Q1,,2012-03-31,2012-05-04 16:39:07+00:00,39321000000.0,30437000000.0,52181000000.0,-45858000000.0,,167794000000.0,96223000000.0,,82212000000.0,3598000000.0,145918000000.0,23842000000.0,526170000000.0,79192000000.0,30424000000.0,131963000000.0,3442000000.0,,,562000000.0,,281383000000.0,272694000000.0,21870000000.0,,2673000000.0,217398000000.0,194748000000.0,1289000000.0,3378000000.0,,331191000000.0,278000000000.0,95661000000.0,1502538000000.0,318926000000.0,621553000000.0,455312000000.0,318926000000.0,322368000000.0,1180170000000.0,1502538000000.0,749022000000.0,724858000000.0,,-62630000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2013.0,Q3,,2013-09-30,2013-11-01 17:04:53+00:00,38544000000.0,31323000000.0,53609000000.0,-36769000000.0,,173000000000.0,99590000000.0,13534000000.0,,3844000000.0,156048000000.0,28458000000.0,615322000000.0,79164000000.0,35886000000.0,137437000000.0,7756000000.0,,-5660000000.0,0.0,,,498058000000.0,23929000000.0,,3337000000.0,146163000000.0,193937000000.0,347000000.0,4884000000.0,,348727000000.0,161428000000.0,87798000000.0,1408822000000.0,329498000000.0,866865000000.0,257425000000.0,329498000000.0,337254000000.0,1071568000000.0,1408822000000.0,404520000000.0,814143000000.0,0.0,-82050000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2013.0,Q2,,2013-06-30,2013-07-26 16:19:03+00:00,38046000000.0,30690000000.0,53657000000.0,-38065000000.0,,177436000000.0,99917000000.0,15614000000.0,97194000000.0,3878000000.0,146176000000.0,23198000000.0,523193000000.0,79261000000.0,33524000000.0,137479000000.0,7654000000.0,,-5588000000.0,0.0,,,504034000000.0,25091000000.0,,3701000000.0,148704000000.0,194451000000.0,585000000.0,4966000000.0,,346381000000.0,155136000000.0,87499000000.0,1407404000000.0,329229000000.0,877589000000.0,347911000000.0,329229000000.0,336883000000.0,1070521000000.0,1407404000000.0,392336000000.0,722610000000.0,0.0,-79004000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2013.0,Q1,,2013-03-31,2013-05-07 18:26:54+00:00,37280000000.0,32464000000.0,54561000000.0,-40086000000.0,,179576000000.0,99104000000.0,15674000000.0,,3942000000.0,145474000000.0,23642000000.0,628548000000.0,79922000000.0,32562000000.0,136781000000.0,6712000000.0,,-5522000000.0,0.0,,,506779000000.0,23064000000.0,,3721000000.0,156067000000.0,193633000000.0,657000000.0,4842000000.0,,344278000000.0,166694000000.0,96661000000.0,1427522000000.0,331310000000.0,890501000000.0,262477000000.0,331310000000.0,338022000000.0,1089500000000.0,1427522000000.0,400240000000.0,827023000000.0,0.0,-71986000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2014.0,FY,,2014-12-31,2015-07-29 21:43:35+00:00,12572000000.0,23237000000.0,25219000000.0,-18172000000.0,,84927000000.0,33591000000.0,,,2317000000.0,62983000000.0,13855000000.0,262392000000.0,0.0,17689000000.0,48336000000.0,8674000000.0,,,-5352000000.0,,421000000.0,110255000000.0,6920000000.0,,,47905000000.0,91298000000.0,193234000000.0,52169000000.0,,155333000000.0,70714000000.0,38400000000.0,648162000000.0,128159000000.0,281428000000.0,110822000000.0,128159000000.0,136833000000.0,511329000000.0,648162000000.0,318398000000.0,400507000000.0,0.0,-42593000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2014.0,Q3,,2014-09-30,2014-11-03 17:32:46+00:00,16758000000.0,21957000000.0,25079000000.0,-8110000000.0,,90439000000.0,33616000000.0,,,2209000000.0,77859000000.0,14357000000.0,304225000000.0,0.0,19431000000.0,65460000000.0,8513000000.0,,,1612000000.0,,,226553000000.0,8601000000.0,,,71241000000.0,83838000000.0,7107000000.0,2873000000.0,,152497000000.0,69916000000.0,47016000000.0,650021000000.0,134998000000.0,413997000000.0,113962000000.0,134998000000.0,143511000000.0,506510000000.0,650021000000.0,170564000000.0,392548000000.0,0.0,-43005000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2014.0,Q2,,2014-06-30,2014-07-31 16:42:20+00:00,17561000000.0,21432000000.0,25242000000.0,-7158000000.0,,86570000000.0,33231000000.0,,,2208000000.0,79017000000.0,14798000000.0,305186000000.0,0.0,19706000000.0,67900000000.0,6054000000.0,,0.0,96000000.0,,,231084000000.0,9208000000.0,,,70627000000.0,86587000000.0,4773000000.0,1391000000.0,,151174000000.0,73531000000.0,46754000000.0,651869000000.0,134013000000.0,414754000000.0,118542000000.0,134013000000.0,140067000000.0,511802000000.0,651869000000.0,169215000000.0,393260000000.0,0.0,-43234000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2014.0,Q1,,2014-03-31,2014-05-09 19:04:11+00:00,40664000000.0,32077000000.0,52865000000.0,-16284000000.0,,173958000000.0,99055000000.0,,109486000000.0,4412000000.0,158258000000.0,29581000000.0,499563000000.0,79637000000.0,37762000000.0,135856000000.0,7416000000.0,,,762000000.0,,,484247000000.0,24652000000.0,,2907000000.0,141608000000.0,173384000000.0,105000000.0,2536000000.0,,352290000000.0,152770000000.0,91469000000.0,1392117000000.0,348259000000.0,847072000000.0,360197000000.0,348259000000.0,355675000000.0,1036442000000.0,1392117000000.0,409189000000.0,676245000000.0,0.0,-86802000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2015.0,FY,,2015-12-31,2016-11-02 16:28:18+00:00,13680000000.0,27022000000.0,39373000000.0,-16529000000.0,,70483000000.0,38315000000.0,,,2167000000.0,65526000000.0,17797000000.0,147742000000.0,0.0,22515000000.0,54095000000.0,1864000000.0,,3105000000.0,,40487000000.0,0.0,12052000000.0,6782000000.0,,,57953000000.0,49303000000.0,123769000000.0,47348000000.0,2972000000.0,140020000000.0,49860000000.0,31973000000.0,493071000000.0,98267000000.0,170827000000.0,105080000000.0,98274000000.0,100138000000.0,389961000000.0,493071000000.0,268150000000.0,284880000000.0,6000000.0,-63539000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2015.0,Q3,,2015-09-30,2015-10-30 19:58:04+00:00,11762000000.0,22332000000.0,23871000000.0,-16983000000.0,,99086000000.0,33462000000.0,,48656000000.0,2324000000.0,61660000000.0,13618000000.0,196236000000.0,0.0,19285000000.0,50704000000.0,8788000000.0,,176000000.0,,,,72353000000.0,29112000000.0,,,45793000000.0,86820000000.0,130258000000.0,45152000000.0,,135932000000.0,46495000000.0,36933000000.0,581310000000.0,111204000000.0,279101000000.0,133108000000.0,111204000000.0,119993000000.0,461317000000.0,581310000000.0,251505000000.0,328208000000.0,0.0,-41207000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2015.0,Q2,,2015-06-30,2015-07-29 21:43:35+00:00,12017000000.0,21760000000.0,23944000000.0,-18206000000.0,,91666000000.0,33505000000.0,,,2322000000.0,62184000000.0,13668000000.0,248141000000.0,0.0,18704000000.0,51039000000.0,8776000000.0,,,67000000.0,,26574000000.0,70827000000.0,6316000000.0,,,45511000000.0,87862000000.0,163239000000.0,50472000000.0,,135755000000.0,67822000000.0,39438000000.0,610926000000.0,109503000000.0,248711000000.0,106105000000.0,109503000000.0,118279000000.0,492647000000.0,610926000000.0,311176000000.0,386542000000.0,0.0,-41551000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2015.0,Q1,,2015-03-31,2015-05-04 16:07:30+00:00,14392000000.0,20547000000.0,23891000000.0,-22364000000.0,,87055000000.0,33577000000.0,,,2315000000.0,69604000000.0,13533000000.0,282146000000.0,0.0,17830000000.0,61219000000.0,8738000000.0,,,2901000000.0,,92959000000.0,68040000000.0,6814000000.0,,,50228000000.0,96036000000.0,87810000000.0,9441000000.0,,139441000000.0,69211000000.0,41992000000.0,617631000000.0,108560000000.0,242278000000.0,109809000000.0,108560000000.0,117298000000.0,500333000000.0,617631000000.0,314134000000.0,390524000000.0,0.0,-42094000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2016.0,FY,,2016-12-31,2017-07-28 16:58:30+00:00,14435000000.0,24076000000.0,34324000000.0,-18599000000.0,,48129000000.0,,,,2107000000.0,70438000000.0,16436000000.0,105497000000.0,0.0,22354000000.0,,1663000000.0,,1833000000.0,,43780000000.0,0.0,12242000000.0,5944000000.0,,,52338000000.0,48998000000.0,16560000000.0,4814000000.0,3025000000.0,,30714000000.0,44313000000.0,314663000000.0,-18599000000.0,157058000000.0,81580000000.0,-18599000000.0,-16936000000.0,284669000000.0,270758000000.0,157605000000.0,203089000000.0,,
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2016.0,Q3,,2016-09-30,2016-11-09 12:58:53+00:00,13067000000.0,25187000000.0,35990000000.0,-14422000000.0,,52530000000.0,37911000000.0,,,2062000000.0,69988000000.0,16779000000.0,117861000000.0,0.0,24116000000.0,51453000000.0,1663000000.0,,1463000000.0,,40420000000.0,0.0,11863000000.0,6301000000.0,,,50103000000.0,50316000000.0,31541000000.0,9810000000.0,3051000000.0,138236000000.0,31571000000.0,46369000000.0,387694000000.0,81876000000.0,166366000000.0,82690000000.0,81882000000.0,83544000000.0,301098000000.0,387694000000.0,169874000000.0,218407000000.0,6000000.0,-79849000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2016.0,Q2,,2016-06-30,2016-08-01 16:52:19+00:00,13115000000.0,25128000000.0,36638000000.0,-14898000000.0,,52123000000.0,37697000000.0,,,2105000000.0,67097000000.0,16650000000.0,124509000000.0,0.0,24723000000.0,50436000000.0,1693000000.0,,2242000000.0,,40445000000.0,0.0,12001000000.0,6684000000.0,,,54732000000.0,48531000000.0,49924000000.0,14440000000.0,3070000000.0,138310000000.0,31927000000.0,39720000000.0,401461000000.0,84985000000.0,160379000000.0,83785000000.0,84991000000.0,86684000000.0,311708000000.0,401461000000.0,190645000000.0,227925000000.0,6000000.0,-76124000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2016.0,Q1,,2016-03-31,2016-05-04 16:44:34+00:00,13150000000.0,25918000000.0,37894000000.0,-15705000000.0,,75075000000.0,38079000000.0,,,2153000000.0,66212000000.0,16890000000.0,134967000000.0,0.0,23907000000.0,53786000000.0,1667000000.0,,3214000000.0,0.0,40415000000.0,0.0,11903000000.0,6409000000.0,,,61279000000.0,48777000000.0,84628000000.0,37964000000.0,3036000000.0,137750000000.0,51082000000.0,32974000000.0,462193000000.0,91082000000.0,176186000000.0,104279000000.0,91088000000.0,92755000000.0,366403000000.0,462193000000.0,232223000000.0,262123000000.0,6000000.0,-69042000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2017.0,FY,,2017-12-31,2018-07-27 17:02:42+00:00,15172000000.0,24209000000.0,16919000000.0,-14403000000.0,,43967000000.0,38086000000.0,,,1052000000.0,83968000000.0,20273000000.0,110555000000.0,0.0,19419000000.0,53874000000.0,17468000000.0,22117000000.0,8819000000.0,,41630000000.0,0.0,10336000000.0,6301000000.0,,,49305000000.0,58920000000.0,10076000000.0,1954000000.0,3391000000.0,117245000000.0,24036000000.0,38696000000.0,369245000000.0,56026000000.0,142928000000.0,57179000000.0,56030000000.0,73498000000.0,292355000000.0,369245000000.0,172441000000.0,235176000000.0,6000000.0,-84902000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2017.0,Q3,,2017-09-30,2017-10-30 16:28:38+00:00,14907000000.0,25026000000.0,34390000000.0,-14522000000.0,,39854000000.0,39125000000.0,,,2093000000.0,87068000000.0,21435000000.0,108265000000.0,0.0,25848000000.0,54101000000.0,17947000000.0,,1129000000.0,,42423000000.0,0.0,12228000000.0,6107000000.0,,,57385000000.0,48788000000.0,9160000000.0,1551000000.0,3441000000.0,136696000000.0,28127000000.0,38696000000.0,378038000000.0,76100000000.0,147759000000.0,79517000000.0,76105000000.0,94052000000.0,280544000000.0,378038000000.0,176177000000.0,201027000000.0,6000000.0,-85199000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2017.0,Q2,,2017-06-30,2017-07-28 16:58:30+00:00,13283000000.0,21447000000.0,33917000000.0,-15453000000.0,,44049000000.0,,,,2090000000.0,72335000000.0,16929000000.0,104358000000.0,0.0,22843000000.0,,1634000000.0,,1241000000.0,,42621000000.0,0.0,12149000000.0,6156000000.0,,,56242000000.0,48078000000.0,11946000000.0,2106000000.0,3193000000.0,,30044000000.0,39968000000.0,305305000000.0,-15453000000.0,146612000000.0,79334000000.0,-15453000000.0,-13819000000.0,276497000000.0,265871000000.0,158693000000.0,197163000000.0,,
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2017.0,Q1,,2017-03-31,2017-05-05 17:29:10+00:00,13698000000.0,21675000000.0,33680000000.0,-16771000000.0,,41564000000.0,38150000000.0,,,2109000000.0,70313000000.0,16515000000.0,100342000000.0,0.0,22701000000.0,49016000000.0,1639000000.0,,953000000.0,,43035000000.0,0.0,12243000000.0,5804000000.0,,,55050000000.0,48342000000.0,13862000000.0,2885000000.0,3054000000.0,137983000000.0,28324000000.0,41949000000.0,351643000000.0,74529000000.0,145936000000.0,77811000000.0,74534000000.0,76173000000.0,272416000000.0,351643000000.0,156693000000.0,194604000000.0,6000000.0,-84833000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2018.0,FY,,2018-12-31,2020-02-24 16:34:07+00:00,13826000000.0,14645000000.0,18983000000.0,-14414000000.0,0.0,31124000000.0,36206000000.0,,,,33974000000.0,12178000000.0,90824000000.0,0.0,13803000000.0,43611000000.0,20500000000.0,,12117000000.0,,31928000000.0,0.0,7699000000.0,7143000000.0,14866000000.0,,35788000000.0,56401000000.0,65482000000.0,19989000000.0,,93109000000.0,12776000000.0,33508000000.0,311072000000.0,30976000000.0,107922000000.0,60451000000.0,30981000000.0,51481000000.0,259591000000.0,311072000000.0,159539000000.0,199142000000.0,6000000.0,-83925000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2018.0,Q3,,2018-09-30,2018-10-30 07:34:30+00:00,15748000000.0,20414000000.0,17930000000.0,-13230000000.0,,26932000000.0,38013000000.0,,,1054000000.0,60377000000.0,18838000000.0,99759000000.0,0.0,20642000000.0,50638000000.0,16383000000.0,20579000000.0,10354000000.0,,34342000000.0,0.0,7918000000.0,6115000000.0,,,45396000000.0,55488000000.0,9304000000.0,3362000000.0,386000000.0,90867000000.0,15206000000.0,34761000000.0,311691000000.0,31448000000.0,116782000000.0,49938000000.0,31454000000.0,47837000000.0,263468000000.0,311691000000.0,144269000000.0,213530000000.0,6000000.0,-84202000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2018.0,Q2,,2018-06-30,2018-07-27 17:02:42+00:00,15026000000.0,20797000000.0,15168000000.0,-13432000000.0,,27674000000.0,38054000000.0,,,1053000000.0,82464000000.0,19728000000.0,101154000000.0,0.0,20473000000.0,50866000000.0,16685000000.0,20701000000.0,10891000000.0,,39693000000.0,0.0,8384000000.0,6505000000.0,,,48418000000.0,57279000000.0,9958000000.0,3147000000.0,3376000000.0,114913000000.0,14419000000.0,36611000000.0,342769000000.0,55064000000.0,120444000000.0,45666000000.0,55069000000.0,71754000000.0,267639000000.0,342769000000.0,171459000000.0,221974000000.0,6000000.0,-84471000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2018.0,Q1,,2018-03-31,2018-05-01 16:18:23+00:00,15060000000.0,22560000000.0,16092000000.0,-12862000000.0,,32129000000.0,38041000000.0,,,1060000000.0,85468000000.0,20661000000.0,106469000000.0,0.0,20574000000.0,53650000000.0,17228000000.0,21950000000.0,11479000000.0,,41126000000.0,0.0,10134000000.0,6804000000.0,,,47515000000.0,57113000000.0,9980000000.0,3128000000.0,3549000000.0,115477000000.0,19371000000.0,37156000000.0,358109000000.0,55959000000.0,129357000000.0,51583000000.0,55965000000.0,73193000000.0,281367000000.0,358109000000.0,175103000000.0,229786000000.0,6000000.0,-84697000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2019.0,Q3,,2020-03-31,2020-04-29 06:38:37+00:00,15212000000.0,16925000000.0,16290000000.0,-10819000000.0,,47286000000.0,34998000000.0,,,,26598000000.0,10381000000.0,67032000000.0,0.0,15457000000.0,45979000000.0,1575000000.0,19818000000.0,10457000000.0,,31104000000.0,0.0,2998000000.0,7505000000.0,,,31977000000.0,57226000000.0,4159000000.0,358000000.0,,93615000000.0,18122000000.0,42299000000.0,262021000000.0,35278000000.0,132470000000.0,49624000000.0,35284000000.0,36859000000.0,225162000000.0,262021000000.0,83572000000.0,175538000000.0,6000000.0,-82516000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2019.0,Q2,,2019-06-30,2019-07-31 06:12:38+00:00,17036000000.0,20152000000.0,16720000000.0,-12852000000.0,4074000000.0,31968000000.0,35026000000.0,,,,52272000000.0,16653000000.0,90158000000.0,0.0,19971000000.0,49943000000.0,20312000000.0,20901000000.0,11894000000.0,,32653000000.0,0.0,3436000000.0,10463000000.0,,,42577000000.0,56957000000.0,13397000000.0,1860000000.0,,96773000000.0,15620000000.0,39383000000.0,312109000000.0,35810000000.0,125373000000.0,49376000000.0,35816000000.0,56129000000.0,255980000000.0,312109000000.0,136793000000.0,206603000000.0,6000000.0,-83137000000.0
