company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othercostofrevenue,othergains,otherincome,otheroperatingexpenses,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2007.0,FY,2007-01-01,2007-12-31,2010-02-19 17:16:21+00:00,2.18,2.18,1.15,2.17,,4155000000.0,23124000000.0,23373000000.0,-249000000.0,22208000000.0,916000000.0,73125000000.0,169469000000.0,,,7900000000.0,,3019000000.0,40173000000.0,0.0,,81025000000.0,88444000000.0,23762000000.0,0.0,40173000000.0,48271000000.0,-20743000000.0,27528000000.0,169469000000.0,10187200000.0,10187200000.0,10234100000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:33:50+00:00,1.72,1.72,1.24,1.72,,1102000000.0,18051000000.0,18668000000.0,-617000000.0,17335000000.0,641000000.0,83772000000.0,179995000000.0,,,10446000000.0,,1586000000.0,,75000000.0,41835000000.0,94218000000.0,85777000000.0,25758000000.0,0.0,41835000000.0,43942000000.0,-24172000000.0,19770000000.0,179995000000.0,10078500000.0,10078500000.0,10078500000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 11:58:11+00:00,0.43,0.43,0.31,0.43,,1535000000.0,13152000000.0,9170000000.0,-330000000.0,12936000000.0,216000000.0,22137000000.0,125461000000.0,4312000000.0,,1641000000.0,5533000000.0,-88244000000.0,,0.0,787000000.0,23778000000.0,101683000000.0,7480000000.0,0.0,787000000.0,100896000000.0,-95724000000.0,5172000000.0,125461000000.0,30083700000.0,30083700000.0,30083700000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2008.0,Q2,2008-04-01,2008-06-30,2009-08-03 09:57:53+00:00,0.51,0.51,0.31,0.51,,1054000000.0,5256000000.0,5578000000.0,-322000000.0,5072000000.0,184000000.0,20729000000.0,46266000000.0,,,2290000000.0,,574000000.0,,0.0,10568000000.0,23019000000.0,23247000000.0,6621000000.0,0.0,10568000000.0,12679000000.0,-6047000000.0,6632000000.0,46266000000.0,9945100000.0,9945100000.0,9945100000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:29:18+00:00,1.01,1.01,0.61,1.01,,-1142000000.0,11225000000.0,11006000000.0,219000000.0,10725000000.0,200000000.0,75921000000.0,153432000000.0,,,13602000000.0,,1006000000.0,,300000000.0,37354000000.0,89523000000.0,63909000000.0,17697000000.0,,37354000000.0,26555000000.0,-16691000000.0,9864000000.0,153432000000.0,10618800000.0,10618800000.0,10618800000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2009.0,Q4,2009-10-01,2009-12-31,,0.27,0.27,0.1,0.27,,-576000000.0,3111000000.0,2717000000.0,394000000.0,2938000000.0,98000000.0,20503000000.0,38987000000.0,,,3324000000.0,,106000000.0,,75000000.0,9730000000.0,23827000000.0,15160000000.0,3395000000.0,,9730000000.0,5430000000.0,-3289000000.0,2141000000.0,38987000000.0,10618800000.0,10618800000.0,10618800000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2009.0,Q3,2009-07-01,2009-09-30,2009-11-02 16:05:47+00:00,0.23,0.23,0.1,0.23,,-484000000.0,2499000000.0,2459000000.0,40000000.0,2419000000.0,5000000.0,18548000000.0,37361000000.0,,,3600000000.0,,438000000.0,,75000000.0,9354000000.0,22148000000.0,15213000000.0,4322000000.0,0.0,9354000000.0,5859000000.0,-3884000000.0,1975000000.0,37361000000.0,10517400000.0,10517400000.0,10517400000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.74,0.74,0.51,0.74,,-566000000.0,8114000000.0,8289000000.0,-175000000.0,7787000000.0,102000000.0,55418000000.0,114445000000.0,,,10278000000.0,,900000000.0,,225000000.0,27624000000.0,65696000000.0,48749000000.0,14302000000.0,,27624000000.0,21125000000.0,-13402000000.0,7723000000.0,114445000000.0,10517400000.0,10517400000.0,10517400000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2009.0,Q2,2009-04-01,2009-06-30,2010-08-02 13:58:50+00:00,0.25,0.25,0.1,0.25,,227000000.0,2701000000.0,2895000000.0,-194000000.0,2614000000.0,12000000.0,18804000000.0,39074000000.0,,,3596000000.0,,34000000.0,,75000000.0,8933000000.0,22400000000.0,16674000000.0,4653000000.0,,8933000000.0,7741000000.0,-4619000000.0,3122000000.0,39074000000.0,10456000000.0,10456000000.0,10456000000.0
General Electric Co,GE,3C7474T6CDKPR9K6YT90,40545,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.51,0.51,0.41,0.51,,-82000000.0,5615000000.0,5830000000.0,-215000000.0,5368000000.0,97000000.0,36870000000.0,77084000000.0,,,6678000000.0,,462000000.0,,150000000.0,18270000000.0,43548000000.0,33536000000.0,9980000000.0,,18270000000.0,15266000000.0,-9518000000.0,5748000000.0,77084000000.0,10456000000.0,10456000000.0,10456000000.0
