company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,customerdeposits,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2009.0,FY,,2009-12-31,2011-02-24 11:39:51+00:00,68710000.0,79356000.0,40885000.0,464000.0,,187297000.0,,197342000.0,12870000.0,,,,5681000.0,10948000.0,148488000.0,72926000.0,13908000.0,1292000.0,-14000.0,5073000.0,14481000.0,19989000.0,202188000.0,9275000.0,545588000.0,399980000.0,448000000.0,120162000.0,399997000.0,399997000.0,145591000.0,545588000.0,24662000.0,25429000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2009.0,Q3,,2009-09-30,2010-11-03 14:49:48+00:00,59257000.0,145043000.0,41949000.0,-45000.0,,93376000.0,,190576000.0,12178000.0,,,,6203000.0,9985000.0,152753000.0,73557000.0,12078000.0,5852000.0,-20000.0,4839000.0,13219000.0,16041000.0,186986000.0,8292000.0,516068000.0,377497000.0,419391000.0,115350000.0,377514000.0,377514000.0,138554000.0,516068000.0,23120000.0,23204000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2009.0,Q2,,2009-06-30,2010-08-05 10:50:05+00:00,70174000.0,85421000.0,29291000.0,325000.0,12000.0,79542000.0,,185943000.0,15942000.0,,,,6724000.0,12045000.0,181365000.0,74753000.0,10071000.0,460000.0,-28000.0,4265000.0,13778000.0,23621000.0,161412000.0,8276000.0,481704000.0,347652000.0,385891000.0,108201000.0,347668000.0,347668000.0,134036000.0,481704000.0,21060000.0,25835000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,FY,,2010-12-31,2012-02-24 20:13:05+00:00,84679000.0,102034000.0,55138000.0,2041000.0,,203870000.0,0.0,224887000.0,15265000.0,,,,3914000.0,9077000.0,215355000.0,76127000.0,21275000.0,2465000.0,,18212000.0,20188000.0,19326000.0,270021000.0,6865000.0,675378000.0,496949000.0,555850000.0,149147000.0,496966000.0,496966000.0,178412000.0,675378000.0,43401000.0,29265000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,Q3,,2010-09-30,2010-11-03 14:49:48+00:00,90815000.0,174207000.0,43685000.0,1028000.0,,133936000.0,,213289000.0,10944000.0,,,76559000.0,4148000.0,10476000.0,196170000.0,76559000.0,20516000.0,9767000.0,,5295000.0,18662000.0,21088000.0,247074000.0,8067000.0,642863000.0,461391000.0,536345000.0,152334000.0,461408000.0,461408000.0,181472000.0,642863000.0,29959000.0,29138000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,Q2,,2010-06-30,2010-08-05 10:50:05+00:00,81183000.0,96314000.0,30880000.0,3420000.0,0.0,156089000.0,,206915000.0,11339000.0,,,74900000.0,4657000.0,7406000.0,179150000.0,74900000.0,17993000.0,2634000.0,0.0,4999000.0,16695000.0,24658000.0,212780000.0,8186000.0,570099000.0,423115000.0,467550000.0,122883000.0,423115000.0,423115000.0,146984000.0,570099000.0,27649000.0,24101000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,Q1,,2010-03-31,2011-05-04 16:48:41+00:00,68586000.0,110332000.0,30817000.0,1597000.0,,165962000.0,,201963000.0,11376000.0,,,,5168000.0,8921000.0,147865000.0,74539000.0,16950000.0,3221000.0,-8000.0,5362000.0,15865000.0,11697000.0,209278000.0,8994000.0,549251000.0,412830000.0,447232000.0,111618000.0,412847000.0,412847000.0,136404000.0,549251000.0,27480000.0,24786000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2011.0,FY,,2011-12-31,2013-02-25 17:50:44+00:00,100527000.0,134043000.0,69285000.0,2028000.0,,175384000.0,0.0,268206000.0,16184000.0,,,,5535000.0,70842000.0,324409000.0,159135000.0,15885000.0,6913000.0,,48992000.0,28329000.0,39643000.0,366164000.0,6882000.0,919210000.0,636398000.0,689663000.0,183607000.0,636432000.0,636432000.0,282778000.0,919210000.0,70412000.0,99171000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2011.0,Q3,,2011-09-30,2011-11-03 21:39:02+00:00,103343000.0,235907000.0,54008000.0,2321000.0,,67859000.0,0.0,256115000.0,18187000.0,,,163256000.0,2916000.0,73470000.0,318888000.0,163256000.0,21268000.0,45967000.0,,40694000.0,25239000.0,31163000.0,333612000.0,6046000.0,900138000.0,592048000.0,672004000.0,209364000.0,592065000.0,592065000.0,308073000.0,900138000.0,64878000.0,98709000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2011.0,Q2,,2011-06-30,2011-08-04 20:22:15+00:00,118237000.0,139590000.0,44654000.0,3039000.0,,119684000.0,,247614000.0,17004000.0,,,90719000.0,3449000.0,31290000.0,311066000.0,90719000.0,20225000.0,4095000.0,,30469000.0,23880000.0,33983000.0,287813000.0,5567000.0,766189000.0,538466000.0,621327000.0,172553000.0,538466000.0,538466000.0,227723000.0,766189000.0,54143000.0,55170000.0
