company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,saleofinvestments,saleofplantpropertyandequipment
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 11:39:51+00:00,-600000.0,,29561000.0,1444000.0,21347000.0,-1377000.0,-4000000.0,1990000.0,53214000.0,35381000.0,-42066000.0,69516000.0,35381000.0,-42066000.0,69516000.0,61454000.0,38229000.0,38229000.0,13940000.0,2131000.0,-2893000.0,,,-38594000.0,-21954000.0,,21000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2009.0,FY,2009-01-01,2009-12-31,2011-02-24 11:39:51+00:00,,,40834000.0,1273000.0,28249000.0,2561000.0,34659000.0,5128000.0,7649000.0,-16467000.0,-19880000.0,119041000.0,-16467000.0,-19880000.0,119041000.0,85255000.0,46785000.0,46785000.0,9348000.0,3773000.0,-35000.0,,,-19845000.0,-33017000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2009.0,Q4,2009-10-01,2009-12-31,,,,40834000.0,1273000.0,7454000.0,729000.0,63042000.0,797000.0,4082000.0,3604000.0,-3796000.0,93384000.0,3604000.0,-3796000.0,93384000.0,93921000.0,15202000.0,15202000.0,7686000.0,-493000.0,,,,-3796000.0,-782000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2009.0,Q3,2009-07-01,2009-09-30,,,,,,7262000.0,-209000.0,-14406000.0,1310000.0,,203000.0,-4515000.0,18355000.0,203000.0,-4515000.0,18355000.0,13834000.0,26182000.0,26182000.0,-683000.0,949000.0,-30000.0,,,-4485000.0,-2056000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-03 14:49:48+00:00,,,,,20795000.0,1832000.0,-28383000.0,4331000.0,3567000.0,-20071000.0,-16084000.0,25657000.0,-20071000.0,-16084000.0,25657000.0,-8666000.0,31583000.0,31583000.0,1662000.0,4266000.0,-35000.0,,,-16049000.0,-32235000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-05 10:50:05+00:00,,,,,13533000.0,2041000.0,-13977000.0,3021000.0,3567000.0,-20274000.0,-11569000.0,7302000.0,-20274000.0,-11569000.0,7302000.0,-22500000.0,5401000.0,5401000.0,2345000.0,3317000.0,-5000.0,,,-11564000.0,-30179000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,Q4,2010-10-01,2010-12-31,,,,38773000.0,992000.0,8130000.0,4306000.0,43532000.0,3539000.0,,2534000.0,-18927000.0,82021000.0,2534000.0,-18927000.0,82021000.0,69934000.0,22948000.0,22948000.0,7411000.0,1595000.0,325000.0,,-11125000.0,-8127000.0,-2600000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,FY,2010-01-01,2010-12-31,2013-02-25 17:50:44+00:00,,,38773000.0,992000.0,31321000.0,1001000.0,-67235000.0,7335000.0,5262000.0,7243000.0,-41785000.0,50114000.0,7243000.0,-41785000.0,50114000.0,16573000.0,68477000.0,68477000.0,17551000.0,4189000.0,0.0,,-11125000.0,-30660000.0,-9543000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-03 21:39:02+00:00,,,,,23191000.0,-3305000.0,-110767000.0,3796000.0,5262000.0,4709000.0,-22858000.0,-31907000.0,4709000.0,-22858000.0,-31907000.0,-53361000.0,45529000.0,45529000.0,10140000.0,2594000.0,-325000.0,,,-22533000.0,-6943000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,Q3TTM,2009-10-01,2010-09-30,,,,40834000.0,1273000.0,30645000.0,-2576000.0,-47725000.0,4593000.0,9344000.0,8313000.0,-26654000.0,61477000.0,8313000.0,-26654000.0,61477000.0,40560000.0,60731000.0,60731000.0,17826000.0,2101000.0,-325000.0,,,-26329000.0,-7725000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,Q3,2010-07-01,2010-09-30,,,,,,7842000.0,-832000.0,-58716000.0,1486000.0,5262000.0,5585000.0,-7324000.0,-19582000.0,5585000.0,-7324000.0,-19582000.0,-22153000.0,34857000.0,34857000.0,-3565000.0,1149000.0,,,,-7324000.0,-2312000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-04 20:22:15+00:00,,,,,15349000.0,-2473000.0,-52051000.0,2310000.0,,-876000.0,-15534000.0,-12325000.0,-876000.0,-15534000.0,-12325000.0,-31208000.0,10672000.0,10672000.0,13705000.0,1445000.0,-325000.0,,,-15209000.0,-4631000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,Q2TTM,2009-07-01,2010-06-30,,,,40834000.0,1273000.0,30065000.0,-1953000.0,-3415000.0,4417000.0,4082000.0,2931000.0,-23845000.0,99414000.0,2931000.0,-23845000.0,99414000.0,76547000.0,52056000.0,52056000.0,20708000.0,1901000.0,-355000.0,,,-23490000.0,-7469000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,Q2,2010-04-01,2010-06-30,,,,,,7752000.0,-1096000.0,-18662000.0,1421000.0,,-173000.0,-8055000.0,-549000.0,-173000.0,-8055000.0,-549000.0,-9873000.0,3502000.0,3502000.0,6859000.0,729000.0,,,,-8055000.0,-2323000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,Q1,2010-01-01,2010-03-31,2011-05-04 16:48:41+00:00,,,,,7597000.0,-1377000.0,-33389000.0,889000.0,,-703000.0,-7479000.0,-11776000.0,-703000.0,-7479000.0,-11776000.0,-21335000.0,7170000.0,7170000.0,6846000.0,716000.0,-325000.0,,,-7154000.0,-2308000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2011.0,Q4,2011-10-01,2011-12-31,,-22563000.0,,56940000.0,2305000.0,10333000.0,1950000.0,96474000.0,4325000.0,,-24164000.0,-11563000.0,141302000.0,-24164000.0,-11563000.0,141302000.0,107525000.0,32552000.0,32552000.0,1943000.0,3303000.0,410000.0,,-162000.0,10752000.0,-31792000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 15:05:19+00:00,-23164000.0,,56940000.0,2305000.0,36301000.0,-75000.0,-136828000.0,14645000.0,60644000.0,45807000.0,-89436000.0,15218000.0,45807000.0,-89436000.0,15218000.0,-28486000.0,96919000.0,96919000.0,18826000.0,10260000.0,-5029000.0,,-3862000.0,-57381000.0,-39742000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2011.0,Q3YTD,2011-01-01,2011-09-30,2011-11-03 21:39:02+00:00,-601000.0,,,,25968000.0,-2025000.0,-233302000.0,10320000.0,60644000.0,69971000.0,-77873000.0,-126084000.0,69971000.0,-77873000.0,-126084000.0,-136011000.0,64367000.0,64367000.0,16883000.0,6957000.0,-5439000.0,,-3700000.0,-68133000.0,-7950000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2011.0,Q3TTM,2010-10-01,2011-09-30,,-601000.0,,38773000.0,992000.0,34098000.0,2281000.0,-189770000.0,13859000.0,60644000.0,72505000.0,-96800000.0,-44063000.0,72505000.0,-96800000.0,-44063000.0,-66077000.0,87315000.0,87315000.0,24294000.0,8552000.0,-5114000.0,,-14825000.0,-76260000.0,-10550000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2011.0,Q3,2011-07-01,2011-09-30,,,,,,9238000.0,-2120000.0,-114050000.0,1264000.0,35644000.0,35303000.0,-42597000.0,-42411000.0,35303000.0,-42597000.0,-42411000.0,-51825000.0,45987000.0,45987000.0,16414000.0,697000.0,-4887000.0,,240000.0,-37950000.0,-2302000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2011.0,Q2YTD,2011-01-01,2011-06-30,2011-08-04 20:22:15+00:00,-601000.0,,,,16730000.0,95000.0,-119252000.0,9056000.0,25000000.0,34668000.0,-35276000.0,-83673000.0,34668000.0,-35276000.0,-83673000.0,-84186000.0,18380000.0,18380000.0,469000.0,6260000.0,-552000.0,,-3940000.0,-30183000.0,-5648000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2011.0,Q2TTM,2010-07-01,2011-06-30,,-601000.0,,38773000.0,992000.0,32702000.0,3569000.0,-134436000.0,14081000.0,30262000.0,42787000.0,-61527000.0,-21234000.0,42787000.0,-61527000.0,-21234000.0,-36405000.0,76185000.0,76185000.0,4315000.0,9004000.0,-227000.0,,-15065000.0,-45634000.0,-10560000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2011.0,Q2,2011-04-01,2011-06-30,,-601000.0,,,,8117000.0,76000.0,-14374000.0,2230000.0,25000000.0,26365000.0,-19425000.0,1824000.0,26365000.0,-19425000.0,1824000.0,8840000.0,6241000.0,6241000.0,1840000.0,2485000.0,4453000.0,,-3940000.0,-19337000.0,-3350000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2011.0,Q1,2011-01-01,2011-03-31,2011-05-04 16:48:41+00:00,,,,,8613000.0,19000.0,-104878000.0,6826000.0,,8303000.0,-15851000.0,-85497000.0,8303000.0,-15851000.0,-85497000.0,-93026000.0,12139000.0,12139000.0,-1371000.0,3775000.0,-5005000.0,,,-10846000.0,-2298000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2011.0,Q1TTM,2010-04-01,2011-03-31,,,,38773000.0,992000.0,32337000.0,2397000.0,-138724000.0,13272000.0,5262000.0,16249000.0,-50157000.0,-23607000.0,16249000.0,-50157000.0,-23607000.0,-55118000.0,73446000.0,73446000.0,9334000.0,7248000.0,-4680000.0,,-11125000.0,-34352000.0,-9533000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2012.0,Q4,2012-10-01,2012-12-31,,,,57739000.0,3306000.0,11327000.0,-139000.0,143505000.0,1583000.0,50000000.0,-11625000.0,-9215000.0,205773000.0,-11625000.0,-9215000.0,205773000.0,184794000.0,50132000.0,50132000.0,809000.0,1649000.0,5195000.0,,,-14410000.0,-64857000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2012.0,FY,2012-01-01,2012-12-31,2015-02-20 16:54:47+00:00,0.0,,57739000.0,3306000.0,43082000.0,1330000.0,9996000.0,14776000.0,50000000.0,12297000.0,-46931000.0,199761000.0,12297000.0,-46931000.0,199761000.0,166457000.0,128778000.0,128778000.0,17905000.0,17868000.0,5029000.0,,,-51960000.0,-70347000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-05 12:56:45+00:00,,,,,31755000.0,1469000.0,-133509000.0,13193000.0,,23922000.0,-37716000.0,-6012000.0,23922000.0,-37716000.0,-6012000.0,-18337000.0,78646000.0,78646000.0,17096000.0,16219000.0,-166000.0,,,-37550000.0,-5490000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2012.0,Q3TTM,2011-10-01,2012-09-30,,-22563000.0,,56940000.0,2305000.0,42088000.0,3419000.0,-37035000.0,17518000.0,,-242000.0,-49279000.0,135290000.0,-242000.0,-49279000.0,135290000.0,89188000.0,111198000.0,111198000.0,19039000.0,19522000.0,244000.0,,-162000.0,-26798000.0,-37282000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2012.0,Q3,2012-07-01,2012-09-30,,,,,,11041000.0,1841000.0,-51615000.0,3341000.0,,5215000.0,-13760000.0,20823000.0,5215000.0,-13760000.0,20823000.0,14119000.0,57317000.0,57317000.0,4080000.0,3526000.0,230000.0,,,-13990000.0,-1652000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2012.0,Q2YTD,2012-01-01,2012-06-30,2012-08-03 18:50:51+00:00,,,,,20714000.0,-372000.0,-81894000.0,9852000.0,,18707000.0,-23956000.0,-26835000.0,18707000.0,-23956000.0,-26835000.0,-32456000.0,21329000.0,21329000.0,13016000.0,12693000.0,-396000.0,,,-23560000.0,-3838000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2012.0,Q2TTM,2011-07-01,2012-06-30,,-22563000.0,,56940000.0,2305000.0,40285000.0,-542000.0,-99470000.0,15441000.0,35644000.0,29846000.0,-78116000.0,72056000.0,29846000.0,-78116000.0,72056000.0,23244000.0,99868000.0,99868000.0,31373000.0,16693000.0,-4873000.0,,78000.0,-50758000.0,-37932000.0,,
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2012.0,Q2,2012-04-01,2012-06-30,,,,,,10123000.0,300000.0,19611000.0,2984000.0,,4282000.0,-14919000.0,46213000.0,4282000.0,-14919000.0,46213000.0,35876000.0,6668000.0,6668000.0,9811000.0,3193000.0,-198000.0,,,-14721000.0,-1895000.0,,
