company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 11:39:51+00:00,0.78,0.78,,0.76,31671000.0,38229000.0,38229000.0,38229000.0,372203000.0,725244000.0,,,,-6175000.0,,276116000.0,372203000.0,353041000.0,850000.0,276116000.0,76925000.0,-7025000.0,69900000.0,725244000.0,49000000.0,49086000.0,50342000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2009.0,FY,2009-01-01,2009-12-31,2011-02-24 11:39:51+00:00,0.94,0.94,,0.92,35633000.0,46785000.0,46785000.0,46785000.0,446286000.0,856411000.0,,,,-511000.0,,324852000.0,446286000.0,410125000.0,2344000.0,324852000.0,85273000.0,-2855000.0,82418000.0,856411000.0,49800000.0,49848000.0,50650000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2009.0,Q3,2009-07-01,2009-09-30,2010-11-03 14:49:48+00:00,0.52,0.52,,0.52,20511000.0,26182000.0,26182000.0,26182000.0,136226000.0,269546000.0,,,,96000.0,,86257000.0,136226000.0,133320000.0,466000.0,86257000.0,47063000.0,-370000.0,46693000.0,269546000.0,50400000.0,50046000.0,50749000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 10:50:05+00:00,0.03,0.03,,0.03,997000.0,1439000.0,1439000.0,1439000.0,90919000.0,164648000.0,,,,-362000.0,,70348000.0,90919000.0,73729000.0,583000.0,70348000.0,3381000.0,-945000.0,2436000.0,164648000.0,48000000.0,49726000.0,50577000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,Q4,2010-10-01,2010-12-31,,-0.22,-0.22,,-0.22,11510000.0,22948000.0,22948000.0,22948000.0,145588000.0,301166000.0,,,,-142000.0,,120388000.0,145588000.0,155578000.0,590000.0,120388000.0,35190000.0,-732000.0,34458000.0,301166000.0,102200000.0,101595000.0,102563000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,FY,2010-01-01,2010-12-31,2013-02-25 17:50:44+00:00,0.67,0.67,,0.67,40442000.0,68477000.0,68477000.0,68477000.0,533420000.0,1063927000.0,,,,-1178000.0,,418152000.0,533420000.0,530507000.0,2258000.0,418152000.0,112355000.0,-3436000.0,108919000.0,1063927000.0,102200000.0,101595000.0,102563000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,Q3,2010-07-01,2010-09-30,2010-11-03 14:49:48+00:00,0.68,0.68,,0.68,21106000.0,34857000.0,34857000.0,34857000.0,161196000.0,328568000.0,,,,-184000.0,,110683000.0,161196000.0,167372000.0,542000.0,110683000.0,56689000.0,-726000.0,55963000.0,328568000.0,51300000.0,50926000.0,51168000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.89,0.89,,0.89,28932000.0,45529000.0,45529000.0,45529000.0,387832000.0,762761000.0,,,,-1036000.0,,297764000.0,387832000.0,374929000.0,1668000.0,297764000.0,77165000.0,-2704000.0,74461000.0,762761000.0,51300000.0,50926000.0,51168000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,Q2,2010-04-01,2010-06-30,2010-08-05 10:50:05+00:00,0.07,0.07,,0.07,2643000.0,3502000.0,3502000.0,3502000.0,104860000.0,204786000.0,,,,-167000.0,,93034000.0,104860000.0,99926000.0,580000.0,93034000.0,6892000.0,-747000.0,6145000.0,204786000.0,50000000.0,50764000.0,51059000.0
Under Armour Inc,UA,549300D4549QKWETZ406,1336917,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.21,0.21,,0.21,7826000.0,10672000.0,10672000.0,10672000.0,226636000.0,434193000.0,,,,-852000.0,,187081000.0,226636000.0,207557000.0,1126000.0,187081000.0,20476000.0,-1978000.0,18498000.0,434193000.0,50000000.0,50764000.0,51059000.0
