company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
TripAdvisor Inc,TRIP,,1526520,2010.0,FY,,2010-12-31,2012-03-15 16:33:01+00:00,6768000.0,51150000.0,38129000.0,-1929000.0,93133000.0,0.0,0.0,12119000.0,7954000.0,65034000.0,460610000.0,50094000.0,0.0,,30744000.0,,28888000.0,0.0,18860000.0,541561000.0,4640000.0,11680000.0,4267000.0,,0.0,1779000.0,20297000.0,722889000.0,539632000.0,176801000.0,142689000.0,539632000.0,539632000.0,183257000.0,722889000.0,515344000.0,40568000.0,0.0,
TripAdvisor Inc,TRIP,,1526520,2011.0,FY,,2011-12-31,2013-02-15 17:04:49+00:00,5903000.0,67936000.0,37269000.0,-2710000.0,183532000.0,0.0,293744000.0,19395000.0,6494000.0,17229000.0,466892000.0,44030000.0,380000000.0,0.0,34754000.0,,16004000.0,14081000.0,,,11888000.0,15952000.0,6279000.0,3863000.0,2369000.0,46734000.0,,835886000.0,293403000.0,278322000.0,126530000.0,293537000.0,293537000.0,538486000.0,835886000.0,522810000.0,411956000.0,0.0,
TripAdvisor Inc,TRIP,,1526520,2012.0,FY,,2012-12-31,2014-02-11 16:07:26+00:00,12796000.0,81459000.0,63236000.0,-869000.0,367515000.0,0.0,531386000.0,31563000.0,30214000.0,14597000.0,471684000.0,38190000.0,340000000.0,99248000.0,43802000.0,502000.0,11023000.0,23971000.0,1303000.0,,13274000.0,25563000.0,10365000.0,,196438000.0,72145000.0,118970000.0,1299194000.0,726955000.0,632494000.0,195640000.0,726968000.0,726968000.0,572226000.0,1299194000.0,622898000.0,376586000.0,0.0,
TripAdvisor Inc,TRIP,,1526520,2012.0,Q3,,2012-09-30,2012-11-05 16:37:43+00:00,20421000.0,103080000.0,47662000.0,-755000.0,548372000.0,0.0,526397000.0,30014000.0,6648000.0,14945000.0,468685000.0,39399000.0,350000000.0,,41133000.0,,13399000.0,32549000.0,,,10483000.0,15070000.0,8934000.0,14645000.0,162859000.0,64483000.0,,1259283000.0,688501000.0,699583000.0,177525000.0,688644000.0,688644000.0,555994000.0,1259283000.0,518567000.0,378469000.0,0.0,
TripAdvisor Inc,TRIP,,1526520,2012.0,Q2,,2012-06-30,2012-07-26 16:05:51+00:00,28405000.0,96873000.0,45479000.0,-2479000.0,478241000.0,0.0,525806000.0,26970000.0,6494000.0,14629000.0,467088000.0,40536000.0,360000000.0,,38828000.0,,14772000.0,40158000.0,,,10380000.0,15669000.0,8655000.0,,103499000.0,54361000.0,,1187253000.0,626826000.0,630421000.0,169844000.0,626968000.0,626968000.0,560285000.0,1187253000.0,518004000.0,390441000.0,0.0,
TripAdvisor Inc,TRIP,,1526520,2012.0,Q1,,2012-03-31,2012-05-03 16:16:02+00:00,23806000.0,98584000.0,37520000.0,-1283000.0,208625000.0,0.0,305500000.0,27014000.0,6496000.0,24449000.0,468167000.0,42421000.0,370000000.0,,37760000.0,,16106000.0,33458000.0,,,10759000.0,16196000.0,8158000.0,,50480000.0,44627000.0,,914428000.0,354697000.0,355321000.0,157416000.0,354710000.0,354710000.0,559718000.0,914428000.0,521347000.0,402302000.0,0.0,
TripAdvisor Inc,TRIP,,1526520,2013.0,FY,,2013-12-31,2015-02-17 17:01:52+00:00,10000000.0,113000000.0,86000000.0,,351000000.0,0.0,608000000.0,74000000.0,,5000000.0,502000000.0,52000000.0,300000000.0,188000000.0,82000000.0,,13000000.0,,,,19000000.0,52000000.0,35000000.0,,402000000.0,68000000.0,131000000.0,1473000000.0,865000000.0,630000000.0,243000000.0,865000000.0,865000000.0,608000000.0,1473000000.0,761000000.0,365000000.0,0.0,-145000000.0
TripAdvisor Inc,TRIP,,1526520,2013.0,Q3,,2013-09-30,2013-10-23 16:03:57+00:00,11985000.0,111138000.0,95168000.0,-1308000.0,276358000.0,0.0,590685000.0,44087000.0,15982000.0,10798000.0,500686000.0,51007000.0,310000000.0,163525000.0,64551000.0,4218000.0,10261000.0,33882000.0,28596000.0,,16414000.0,42275000.0,13989000.0,,381607000.0,66177000.0,196403000.0,1448153000.0,828662000.0,647752000.0,256811000.0,828806000.0,828806000.0,619347000.0,1448153000.0,735850000.0,362536000.0,0.0,-142322000.0
TripAdvisor Inc,TRIP,,1526520,2013.0,Q2,,2013-06-30,2013-07-24 16:06:20+00:00,9153000.0,137981000.0,81840000.0,-4975000.0,200058000.0,0.0,573472000.0,42416000.0,25098000.0,12006000.0,502015000.0,52122000.0,320000000.0,219865000.0,54601000.0,1050000.0,8064000.0,35239000.0,31251000.0,,14460000.0,34263000.0,17059000.0,,325725000.0,64633000.0,196037000.0,1455585000.0,851815000.0,611472000.0,241299000.0,851959000.0,851959000.0,603626000.0,1455585000.0,789512000.0,362327000.0,0.0,-42407000.0
TripAdvisor Inc,TRIP,,1526520,2013.0,Q1,,2013-03-31,2013-05-09 16:50:08+00:00,10758000.0,113319000.0,55792000.0,-4477000.0,211867000.0,0.0,545859000.0,35202000.0,15153000.0,11392000.0,469373000.0,36806000.0,330000000.0,190878000.0,46742000.0,678000.0,6958000.0,37932000.0,,,13377000.0,30005000.0,11276000.0,,258737000.0,61309000.0,194277000.0,1341678000.0,800119000.0,583824000.0,174453000.0,800262000.0,800262000.0,541416000.0,1341678000.0,711112000.0,366963000.0,0.0,
TripAdvisor Inc,TRIP,,1526520,2014.0,FY,,2014-12-31,2016-02-18 16:03:01+00:00,19000000.0,151000000.0,114000000.0,-31000000.0,455000000.0,0.0,673000000.0,150000000.0,,20000000.0,734000000.0,214000000.0,259000000.0,31000000.0,195000000.0,,29000000.0,,,,37000000.0,154000000.0,23000000.0,,628000000.0,78000000.0,108000000.0,1948000000.0,1125000000.0,737000000.0,381000000.0,1125000000.0,1125000000.0,823000000.0,1948000000.0,1016000000.0,442000000.0,0.0,-145000000.0
TripAdvisor Inc,TRIP,,1526520,2014.0,Q3,,2014-09-30,2014-11-04 16:05:50+00:00,18000000.0,180000000.0,134000000.0,-14000000.0,491000000.0,0.0,653000000.0,175000000.0,,14000000.0,728000000.0,200000000.0,270000000.0,38000000.0,161000000.0,,49000000.0,,,,37000000.0,134000000.0,36000000.0,,592000000.0,76000000.0,85000000.0,1956000000.0,1086000000.0,792000000.0,417000000.0,1086000000.0,1086000000.0,870000000.0,1956000000.0,1003000000.0,453000000.0,0.0,-145000000.0
